player_name,draft_year,college,pick,season_used,player_rec_yards,player_rec_tds,team_rec_yards,team_rec_tds,yards_market_share,td_market_share,dominator_rating,dominator_pct,status
Isaiah Coulter,2020,Rhode Island,171,2019,,,,,,,,,fcs_school
Darnell Mooney,2020,Tulane,173,2019,713.0,5.0,2679.0,19.0,0.2661440836132885,0.2631578947368421,0.2646509891750653,26.46509891750653,calculated
K.J. Osborn,2020,Miami (FL),176,2019,547.0,5.0,3239.0,27.0,0.1688792837295461,0.1851851851851851,0.1770322344573656,17.703223445736565,calculated
Donovan Peoples-Jones,2020,Michigan,187,2019,438.0,6.0,3261.0,25.0,0.1343146274149034,0.24,0.1871573137074517,18.71573137074517,calculated
Quez Watkins,2020,Southern Miss,200,2019,,,0.0,0.0,,,,,player_not_found
James Proche,2020,SMU,201,2019,1225.0,15.0,4018.0,35.0,0.3048780487804878,0.4285714285714285,0.3667247386759582,36.67247386759582,calculated
Isaiah Hodgins,2020,Oregon St.,207,2019,1171.0,13.0,3061.0,30.0,0.3825547206795165,0.4333333333333333,0.4079440270064249,40.79440270064249,calculated
Dezmon Patmon,2020,Washington St.,212,2019,762.0,8.0,5679.0,50.0,0.1341785525620707,0.16,0.1470892762810354,14.708927628103542,calculated
Freddie Swain,2020,Florida,214,2019,517.0,7.0,3910.0,33.0,0.1322250639386189,0.2121212121212121,0.1721731380299155,17.21731380299155,calculated
Jauan Jennings,2020,Tennessee,217,2019,969.0,8.0,2878.0,19.0,0.3366921473245309,0.4210526315789473,0.3788723894517391,37.88723894517391,calculated
K.J. Hill,2020,Ohio St.,220,2019,636.0,10.0,3684.0,48.0,0.1726384364820846,0.2083333333333333,0.190485884907709,19.0485884907709,calculated
Tyrie Cleveland,2020,Florida,252,2019,351.0,1.0,3910.0,33.0,0.089769820971867,0.0303030303030303,0.0600364256374486,6.003642563744865,calculated
Ja'Marr Chase,2021,LSU,5,2019,1780.0,20.0,6024.0,61.0,0.2954847277556441,0.32786885245901637,0.31167679010733024,31.167679010733025,fixed_manual
Jaylen Waddle,2021,Alabama,6,2020,591.0,4.0,4656.0,42.0,0.1269329896907216,0.0952380952380952,0.1110855424644084,11.108554246440844,calculated
DeVonta Smith,2021,Alabama,10,2020,1856.0,23.0,4656.0,42.0,0.3986254295532646,0.5476190476190477,0.4731222385861561,47.31222385861562,calculated
Kadarius Toney,2021,Florida,20,2020,984.0,10.0,4543.0,46.0,0.2165969623596742,0.217391304347826,0.2169941333537501,21.699413335375013,calculated
Rashod Bateman,2021,Minnesota,27,2020,472.0,2.0,1394.0,7.0,0.3385939741750359,0.2857142857142857,0.3121541299446608,31.21541299446608,calculated
Elijah Moore,2021,Mississippi,34,2020,1193.0,8.0,3450.0,30.0,0.3457971014492753,0.2666666666666666,0.3062318840579709,30.623188405797094,calculated
Rondale Moore,2021,Purdue,49,2020,270.0,0.0,1854.0,15.0,0.145631067961165,0.0,0.0728155339805825,7.281553398058252,calculated
D'Wayne Eskridge,2021,Western Michigan,56,2020,768.0,8.0,1704.0,18.0,0.4507042253521127,0.4444444444444444,0.4475743348982786,44.75743348982786,calculated
Tutu Atwell,2021,Louisville,57,2020,625.0,7.0,2683.0,20.0,0.23294819232202757,0.35,0.2914740961610138,29.147409616101378,fixed_manual
Terrace Marshall Jr.,2021,LSU,59,2020,731.0,10.0,3063.0,24.0,0.2386549134835129,0.4166666666666667,0.3276607900750898,32.76607900750898,calculated
Josh Palmer,2021,Tennessee,77,2020,475.0,4.0,2047.0,14.0,0.2320468978993649,0.2857142857142857,0.2588805918068253,25.88805918068253,calculated
Dyami Brown,2021,North Carolina,82,2020,1084.0,8.0,3599.0,31.0,0.3011947763267574,0.2580645161290322,0.2796296462278949,27.96296462278949,calculated
Amari Rodgers,2021,Clemson,85,2020,1020.0,7.0,4182.0,31.0,0.2439024390243902,0.2258064516129032,0.2348544453186467,23.485444531864676,calculated
Nico Collins,2021,Michigan,89,2019,729.0,7.0,3261.0,25.0,0.22355105795768168,0.28,0.25177552897884087,25.177552897884087,fixed_manual
Anthony Schwartz,2021,Auburn,91,2020,652.0,3.0,2423.0,12.0,0.2690879075526207,0.25,0.2595439537763103,25.954395377631037,calculated
Dez Fitzpatrick,2021,Louisville,109,2020,833.0,3.0,2683.0,20.0,0.3104733507267984,0.15,0.2302366753633992,23.02366753633992,calculated
Amon-Ra St. Brown,2021,USC,112,2020,478.0,7.0,1916.0,17.0,0.2494780793319415,0.4117647058823529,0.3306213926071472,33.06213926071472,calculated
Jaelon Darden,2021,North Texas,129,2020,1190.0,19.0,2830.0,28.0,0.4204946996466431,0.6785714285714286,0.5495330641090359,54.95330641090359,calculated
Tylan Wallace,2021,Oklahoma St.,131,2020,917.0,6.0,2630.0,18.0,0.3486692015209126,0.3333333333333333,0.3410012674271229,34.10012674271229,calculated
Jacob Harris,2021,Central Florida,141,2020,539.0,8.0,3521.0,32.0,0.1530815109343936,0.25,0.2015407554671968,20.15407554671968,calculated
Ihmir Smith-Marsette,2021,Iowa,157,2020,345.0,4.0,1581.0,9.0,0.2182163187855787,0.4444444444444444,0.3313303816150116,33.13303816150116,calculated
Simi Fehoko,2021,Stanford,179,2020,584.0,3.0,1726.0,7.0,0.3383545770567787,0.4285714285714285,0.3834630028141036,38.346300281410365,calculated
Cornell Powell,2021,Clemson,181,2020,882.0,7.0,4182.0,31.0,0.2109038737446198,0.2258064516129032,0.2183551626787615,21.83551626787615,calculated
Frank Darby,2021,Arizona St.,187,2020,46.0,1.0,777.0,5.0,0.0592020592020592,0.2,0.1296010296010296,12.96010296010296,calculated
Marquez Stevenson,2021,Houston,203,2020,307.0,4.0,2126.0,15.0,0.1444026340545625,0.2666666666666666,0.2055346503606146,20.55346503606146,calculated
Shi Smith,2021,South Carolina,204,2020,621.0,4.0,1854.0,8.0,0.3349514563106796,0.5,0.4174757281553398,41.74757281553399,calculated
Racey McMath,2021,LSU,205,2020,195.0,1.0,3063.0,24.0,0.0636630754162585,0.0416666666666666,0.0526648710414626,5.266487104146261,calculated
Jalen Camp,2021,Georgia Tech,209,2020,392.0,4.0,1968.0,14.0,0.1991869918699187,0.2857142857142857,0.2424506387921022,24.24506387921022,calculated
Seth Williams,2021,Auburn,219,2020,744.0,4.0,2423.0,12.0,0.3070573669005365,0.3333333333333333,0.3201953501169349,32.01953501169349,calculated
Dazz Newsome,2021,North Carolina,221,2020,684.0,6.0,3599.0,31.0,0.1900527924423451,0.1935483870967742,0.1918005897695596,19.18005897695597,calculated
Mike Strachan,2021,Charleston (WV),229,2020,,,,,,,,,fcs_school
Tre Nixon,2021,Central Florida,242,2020,258.0,2.0,3521.0,32.0,0.0732746378869639,0.0625,0.0678873189434819,6.788731894348196,calculated
Ben Skowronek,2021,Notre Dame,249,2020,439.0,5.0,2849.0,15.0,0.154089154089154,0.3333333333333333,0.2437112437112437,24.37112437112437,calculated
Kawaan Baker,2021,South Alabama,255,2020,656.0,8.0,2718.0,18.0,0.2413539367181751,0.4444444444444444,0.3428991905813098,34.28991905813098,calculated
Dax Milne,2021,BYU,258,2020,1189.0,8.0,3984.0,33.0,0.2984437751004016,0.2424242424242424,0.270434008762322,27.043400876232205,calculated
Drake London,2022,USC,8,2021,1084.0,7.0,3580.0,21.0,0.3027932960893855,0.3333333333333333,0.3180633147113594,31.80633147113594,calculated
Garrett Wilson,2022,Ohio St.,10,2021,1058.0,12.0,4952.0,46.0,0.2136510500807754,0.2608695652173913,0.2372603076490833,23.726030764908337,calculated
Chris Olave,2022,Ohio St.,11,2021,936.0,13.0,4952.0,46.0,0.1890145395799677,0.2826086956521739,0.2358116176160707,23.58116176160708,calculated
Jameson Williams,2022,Alabama,12,2021,1572.0,15.0,5073.0,48.0,0.3098758131283264,0.3125,0.3111879065641632,31.118790656416323,calculated
Jahan Dotson,2022,Penn St.,16,2021,1182.0,12.0,3491.0,25.0,0.3385849326840446,0.48,0.4092924663420223,40.92924663420223,calculated
Treylon Burks,2022,Arkansas,18,2021,1104.0,11.0,2781.0,22.0,0.3969795037756203,0.5,0.4484897518878101,44.84897518878101,calculated
Christian Watson,2022,North Dakota St.,34,2021,,,0.0,0.0,,,,,player_not_found
Wan'Dale Robinson,2022,Kentucky,43,2021,1334.0,7.0,2933.0,24.0,0.4548244118649847,0.2916666666666667,0.3732455392658257,37.324553926582574,calculated
John Metchie,2022,Alabama,44,2021,1142.0,8.0,5073.0,48.0,0.2251133451606544,0.1666666666666666,0.1958900059136605,19.58900059136606,calculated
Tyquan Thornton,2022,Baylor,50,2021,948.0,10.0,2843.0,24.0,0.3334505803728456,0.4166666666666667,0.3750586235197561,37.505862351975615,calculated
George Pickens,2022,Georgia,52,2021,107.0,0.0,3778.0,39.0,0.0283218634197988,0.0,0.0141609317098994,1.4160931709899416,calculated
Alec Pierce,2022,Cincinnati,53,2021,884.0,8.0,3377.0,33.0,0.2617708024874148,0.2424242424242424,0.2520975224558286,25.209752245582862,calculated
Skyy Moore,2022,Western Michigan,54,2021,1292.0,10.0,3297.0,23.0,0.391871398240825,0.4347826086956521,0.4133270034682386,41.332700346823856,calculated
Velus Jones Jr.,2022,Tennessee,71,2021,807.0,7.0,3342.0,33.0,0.2414721723518851,0.2121212121212121,0.2267966922365486,22.679669223654862,calculated
Jalen Tolbert,2022,South Alabama,88,2021,1474.0,8.0,3072.0,22.0,0.4798177083333333,0.3636363636363636,0.4217270359848485,42.17270359848485,calculated
David Bell,2022,Purdue,99,2021,1286.0,6.0,4620.0,35.0,0.2783549783549783,0.1714285714285714,0.2248917748917749,22.48917748917749,calculated
Danny Gray,2022,SMU,105,2021,803.0,9.0,3654.0,39.0,0.2197591680350301,0.2307692307692307,0.2252641994021304,22.52641994021304,calculated
Erik Ezukanma,2022,Texas Tech,125,2021,705.0,4.0,3344.0,18.0,0.2108253588516746,0.2222222222222222,0.2165237905369484,21.652379053694844,calculated
Romeo Doubs,2022,Nevada,132,2021,1109.0,11.0,4511.0,38.0,0.2458434936821104,0.2894736842105263,0.2676585889463183,26.765858894631837,calculated
Calvin Austin III,2022,Memphis,138,2021,1149.0,8.0,3585.0,26.0,0.3205020920502092,0.3076923076923077,0.3140971998712584,31.409719987125843,calculated
Khalil Shakir,2022,Boise St.,148,2021,1117.0,7.0,3127.0,20.0,0.3572113847137831,0.35,0.3536056923568915,35.360569235689155,calculated
Montrell Washington,2022,Samford,162,2021,,,,,,,,,fcs_school
Kyle Philips,2022,UCLA,163,2021,739.0,10.0,2714.0,23.0,0.2722918201915991,0.4347826086956521,0.3535372144436256,35.35372144436256,calculated
Jalen Nailor,2022,Michigan St.,191,2021,695.0,6.0,3298.0,27.0,0.2107337780473014,0.2222222222222222,0.2164780001347618,21.647800013476186,calculated
Michael Woods II,2022,Oklahoma,202,2021,400.0,2.0,3425.0,32.0,0.1167883211678832,0.0625,0.0896441605839416,8.96441605839416,calculated
Bo Melton,2022,Rutgers,229,2021,618.0,3.0,2229.0,9.0,0.2772543741588156,0.3333333333333333,0.3052938537460744,30.529385374607443,calculated
Dareke Young,2022,Lenoir-Rhyne,233,2021,,,0.0,0.0,,,,,player_not_found
Samori Toure,2022,Nebraska,258,2021,898.0,5.0,3197.0,14.0,0.2808883328120112,0.3571428571428571,0.3190155949774342,31.90155949774342,calculated
Jaxon Smith-Njigba,2023,Ohio St.,20,2022,43.0,0.0,3878.0,42.0,0.0110881897885508,0.0,0.0055440948942754,0.55440948942754,calculated
Quentin Johnston,2023,TCU,21,2022,1069.0,6.0,3926.0,33.0,0.2722873153336729,0.1818181818181818,0.2270527485759274,22.705274857592737,calculated
Zay Flowers,2023,Boston Col.,22,2022,1077.0,12.0,2965.0,21.0,0.3632377740303541,0.5714285714285714,0.4673331727294627,46.73331727294627,calculated
Jordan Addison,2023,USC,23,2022,875.0,8.0,4694.0,43.0,0.1864081806561568,0.1860465116279069,0.1862273461420319,18.62273461420319,calculated
Jonathan Mingo,2023,Mississippi,39,2022,862.0,5.0,3118.0,22.0,0.2764592687620269,0.2272727272727272,0.2518659980173771,25.186599801737707,calculated
Jayden Reed,2023,Michigan St.,50,2022,636.0,5.0,2880.0,23.0,0.2208333333333333,0.217391304347826,0.2191123188405797,21.91123188405797,calculated
Rashee Rice,2023,SMU,55,2022,1355.0,10.0,4059.0,35.0,0.3338260655333826,0.2857142857142857,0.3097701756238341,30.977017562383413,calculated
Marvin Mims,2023,Oklahoma,63,2022,1083.0,6.0,3310.0,27.0,0.327190332326284,0.2222222222222222,0.2747062772742531,27.470627727425317,calculated
Tank Dell,2023,Houston,69,2022,1398.0,17.0,4082.0,40.0,0.34247917687408136,0.425,0.3837395884370407,38.373958843704074,fixed_manual
Jalin Hyatt,2023,Tennessee,73,2022,1267.0,15.0,4239.0,38.0,0.2988912479358339,0.3947368421052631,0.3468140450205486,34.68140450205486,calculated
Cedric Tillman,2023,Tennessee,74,2022,417.0,3.0,4239.0,38.0,0.0983722576079264,0.0789473684210526,0.0886598130144895,8.86598130144895,calculated
Josh Downs,2023,North Carolina,79,2022,1029.0,11.0,4330.0,38.0,0.2376443418013857,0.2894736842105263,0.263559013005956,26.3559013005956,calculated
Michael Wilson,2023,Stanford,94,2022,418.0,4.0,3051.0,15.0,0.1370042608980662,0.2666666666666666,0.2018354637823664,20.183546378236645,calculated
Tre Tucker,2023,Cincinnati,100,2022,672.0,3.0,3155.0,22.0,0.2129952456418383,0.1363636363636363,0.1746794410027373,17.467944100273737,calculated
Derius Davis,2023,TCU,125,2022,531.0,5.0,3926.0,33.0,0.1352521650534895,0.1515151515151515,0.1433836582843205,14.338365828432051,calculated
Charlie Jones,2023,Purdue,131,2022,1361.0,12.0,3871.0,26.0,0.351588736760527,0.4615384615384615,0.4065635991494942,40.65635991494943,calculated
Tyler Scott,2023,Cincinnati,133,2022,899.0,9.0,3155.0,22.0,0.2849445324881141,0.4090909090909091,0.3470177207895116,34.70177207895116,calculated
Justin Shorter,2023,Florida,150,2022,577.0,2.0,2910.0,18.0,0.1982817869415807,0.1111111111111111,0.1546964490263459,15.469644902634592,calculated
Dontayvion Wicks,2023,Virginia,159,2022,430.0,2.0,2210.0,7.0,0.1945701357466063,0.2857142857142857,0.240142210730446,24.0142210730446,calculated
Puka Nacua,2023,BYU,177,2022,625.0,5.0,3246.0,32.0,0.1925446703635243,0.15625,0.1743973351817621,17.43973351817622,calculated
Parker Washington,2023,Penn St.,185,2022,611.0,2.0,3283.0,29.0,0.186110265001523,0.0689655172413793,0.1275378911214511,12.753789112145114,calculated
Kayshon Boutte,2023,LSU,187,2022,538.0,2.0,3770.0,23.0,0.1427055702917772,0.0869565217391304,0.1148310460154538,11.48310460154538,calculated
Trey Palmer,2023,Nebraska,191,2022,1043.0,9.0,2650.0,17.0,0.3935849056603773,0.5294117647058824,0.4614983351831299,46.14983351831299,calculated
A.T. Perry,2023,Wake Forest,195,2022,1096.0,11.0,4055.0,43.0,0.2702836004932182,0.2558139534883721,0.2630487769907952,26.30487769907952,calculated
Elijah Higgins,2023,Stanford,197,2022,704.0,2.0,3051.0,15.0,0.2307440183546378,0.1333333333333333,0.1820386758439856,18.20386758439856,calculated
Xavier Hutchinson,2023,Iowa St.,205,2022,1171.0,6.0,3141.0,19.0,0.3728112066220949,0.3157894736842105,0.3443003401531527,34.43003401531527,calculated
Andrei Iosivas,2023,Princeton,206,2022,,,,,,,,,fcs_school
DeMario Douglas,2023,Liberty,210,2022,993.0,6.0,2815.0,21.0,0.352753108348135,0.2857142857142857,0.3192336970312103,31.92336970312104,calculated
Antoine Green,2023,North Carolina,219,2022,798.0,7.0,4330.0,38.0,0.1842956120092378,0.1842105263157894,0.1842530691625136,18.425306916251365,calculated
Colton Dowell,2023,UT Martin,228,2022,1032.0,6.0,2941.0,18.0,0.3509010540632438,0.3333333333333333,0.3421171936982885,34.211719369828856,calculated
Jalen Brooks,2023,South Carolina,244,2022,504.0,1.0,3379.0,23.0,0.1491565551938443,0.0434782608695652,0.0963174080317047,9.631740803170477,calculated
Ronnie Bell,2023,Michigan,253,2022,889.0,4.0,3078.0,23.0,0.2888239116309292,0.1739130434782608,0.231368477554595,23.136847755459502,calculated
Grant Dubose,2023,Charlotte,256,2022,792.0,9.0,3254.0,27.0,0.2433927473878303,0.3333333333333333,0.2883630403605818,28.836304036058184,calculated
Marvin Harrison Jr.,2024,Ohio St.,4,2023,1211.0,14.0,3498.0,26.0,0.3461978273299028,0.5384615384615384,0.4423296828957206,44.232968289572064,calculated
Malik Nabers,2024,LSU,6,2023,1569.0,14.0,4407.0,44.0,0.3560245064669843,0.3181818181818182,0.3371031623244013,33.71031623244013,calculated
Rome Odunze,2024,Washington,9,2023,1640.0,13.0,5155.0,38.0,0.3181377303588749,0.3421052631578947,0.3301214967583848,33.01214967583848,calculated
Brian Thomas,2024,LSU,23,2023,1177.0,17.0,4407.0,44.0,0.2670751077830723,0.3863636363636363,0.3267193720733543,32.67193720733543,calculated
Xavier Worthy,2024,Texas,28,2023,1014.0,5.0,4047.0,25.0,0.2505559673832468,0.2,0.2252779836916234,22.527798369162344,calculated
Ricky Pearsall,2024,Florida,31,2023,970.0,4.0,3086.0,20.0,0.3143227478937135,0.2,0.2571613739468568,25.71613739468568,calculated
Xavier Legette,2024,South Carolina,32,2023,1255.0,7.0,3336.0,21.0,0.3761990407673861,0.3333333333333333,0.3547661870503596,35.47661870503597,calculated
Keon Coleman,2024,Florida St.,33,2023,658.0,11.0,3508.0,25.0,0.1875712656784492,0.44,0.3137856328392246,31.37856328392246,calculated
Ladd McConkey,2024,Georgia,34,2023,478.0,2.0,4274.0,29.0,0.1118390266729059,0.0689655172413793,0.0904022719571426,9.040227195714262,calculated
Ja'Lynn Polk,2024,Washington,37,2023,1159.0,9.0,5155.0,38.0,0.2248302618816682,0.2368421052631578,0.2308361835724131,23.08361835724131,calculated
Adonai Mitchell,2024,Texas,52,2023,845.0,11.0,4047.0,25.0,0.208796639486039,0.44,0.3243983197430195,32.43983197430195,calculated
Malachi Corley,2024,Western Kentucky,65,2023,984.0,11.0,3837.0,38.0,0.2564503518373729,0.2894736842105263,0.2729620180239496,27.296201802394965,calculated
Jermaine Burton,2024,Alabama,80,2023,798.0,8.0,3086.0,23.0,0.2585871678548282,0.3478260869565217,0.303206627405675,30.3206627405675,calculated
Roman Wilson,2024,Michigan,84,2023,789.0,12.0,3205.0,24.0,0.2461778471138845,0.5,0.3730889235569423,37.30889235569423,calculated
Jalen McMillan,2024,Washington,92,2023,559.0,5.0,5155.0,38.0,0.1084384093113482,0.131578947368421,0.1200086783398846,12.000867833988464,calculated
Luke McCaffrey,2024,Rice,100,2023,992.0,13.0,3282.0,29.0,0.3022547227300426,0.4482758620689655,0.3752652923995041,37.52652923995041,calculated
Troy Franklin,2024,Oregon,102,2023,1383.0,14.0,4857.0,49.0,0.2847436689314391,0.2857142857142857,0.2852289773228624,28.522897732286246,calculated
Javon Baker,2024,Central Florida,110,2023,1139.0,7.0,3364.0,24.0,0.3385850178359096,0.2916666666666667,0.3151258422512881,31.512584225128816,calculated
Devontez Walker,2024,North Carolina,113,2023,699.0,7.0,3881.0,26.0,0.1801082195310487,0.2692307692307692,0.2246694943809089,22.466949438090893,calculated
Jacob Cowing,2024,Arizona,135,2023,839.0,13.0,4008.0,36.0,0.2093313373253493,0.3611111111111111,0.2852212242182302,28.52212242182302,calculated
Anthony Gould,2024,Oregon St.,142,2023,718.0,2.0,3148.0,26.0,0.2280813214739517,0.0769230769230769,0.1525021991985143,15.250219919851432,calculated
Ainias Smith,2024,Texas A&M,152,2023,795.0,2.0,3520.0,24.0,0.2258522727272727,0.0833333333333333,0.154592803030303,15.459280303030305,calculated
Jamari Thrash,2024,Louisville,156,2023,858.0,6.0,3283.0,22.0,0.2613463295766067,0.2727272727272727,0.2670368011519397,26.70368011519397,calculated
Bub Means,2024,Pittsburgh,170,2023,576.0,5.0,2592.0,17.0,0.2222222222222222,0.29411764705882354,0.25816993464052285,25.816993464052285,fixed_manual
Jha'Quan Jackson,2024,Tulane,182,2023,439.0,4.0,3010.0,25.0,0.1458471760797342,0.16,0.1529235880398671,15.29235880398671,calculated
Malik Washington,2024,Virginia,184,2023,1426.0,9.0,3010.0,19.0,0.4737541528239202,0.4736842105263157,0.473719181675118,47.3719181675118,calculated
Johnny Wilson,2024,Florida St.,185,2023,617.0,2.0,3508.0,25.0,0.1758836944127708,0.08,0.1279418472063854,12.79418472063854,calculated
Casey Washington,2024,Illinois,187,2023,670.0,4.0,3191.0,23.0,0.2099655280476339,0.1739130434782608,0.1919392857629474,19.19392857629474,calculated
Tejhaun Palmer,2024,Ala-Birmingham,191,2023,858.0,7.0,3467.0,22.0,0.2474762042111335,0.3181818181818182,0.2828290111964758,28.282901119647587,calculated
Jordan Whittington,2024,Texas,213,2023,505.0,1.0,4047.0,25.0,0.1247837904620706,0.04,0.0823918952310353,8.239189523103533,calculated
Ryan Flournoy,2024,SE Missouri St.,216,2023,,,,,,,,,fcs_school
Brenden Rice,2024,USC,225,2023,791.0,12.0,4329.0,37.0,0.1827211827211827,0.3243243243243243,0.2535227535227535,25.35227535227536,calculated
Devaughn Vele,2024,Utah,235,2023,593.0,3.0,2156.0,15.0,0.2750463821892393,0.2,0.2375231910946196,23.75231910946197,calculated
Tahj Washington,2024,USC,241,2023,1062.0,8.0,4329.0,37.0,0.2453222453222453,0.2162162162162162,0.2307692307692307,23.07692307692308,calculated
Cornelius Johnson,2024,Michigan,253,2023,604.0,1.0,3205.0,24.0,0.1884555382215288,0.0416666666666666,0.1150611024440977,11.506110244409776,calculated
Carnell Tate,2026,Ohio State,4,2025,875.0,9.0,3755.0,33.0,0.233022636484687,0.2727272727272727,0.2528749546059798,25.287495460597988,calculated
Jordyn Tyson,2026,Arizona State,7,2025,711.0,8.0,2908.0,20.0,0.2444979367262723,0.4,0.3222489683631362,32.22489683631362,calculated
Makai Lemon,2026,USC,16,2025,1156.0,11.0,3848.0,26.0,0.3004158004158004,0.4230769230769231,0.3617463617463617,36.17463617463618,calculated
Denzel Boston,2026,Washington,24,2025,881.0,11.0,3178.0,26.0,0.277218376337319,0.4230769230769231,0.3501476497071211,35.01476497071211,calculated
Kevin Concepcion,2026,Texas A&M,27,2025,919.0,9.0,3378.0,26.0,0.2720544701006512,0.3461538461538461,0.3091041581272487,30.910415812724867,calculated
Chris Bell,2026,Louisville,43,2025,917.0,6.0,2868.0,18.0,0.3197350069735007,0.3333333333333333,0.326534170153417,32.6534170153417,calculated
Elijah Sarratt,2026,Indiana,44,2025,806.0,15.0,3826.0,46.0,0.2106638787245164,0.3260869565217391,0.2683754176231278,26.837541762312775,calculated
Zachariah Branch,2026,Georgia,47,2025,811.0,6.0,3083.0,25.0,0.2630554654557249,0.24,0.2515277327278624,25.152773272786245,calculated
Germie Bernard,2026,Alabama,52,2025,862.0,7.0,3953.0,32.0,0.2180622312167973,0.21875,0.2184061156083986,21.840611560839868,calculated
Chris Brazzell,2026,Tennessee,53,2025,1017.0,9.0,3807.0,26.0,0.2671394799054373,0.3461538461538461,0.3066466630296417,30.66466630296417,calculated
Ja'Kobi Lane,2026,USC,65,2025,745.0,4.0,3848.0,26.0,0.1936070686070686,0.1538461538461538,0.1737266112266112,17.372661122661125,calculated
Omar Cooper Jr.,2026,Indiana,76,2025,961.0,13.0,3826.0,46.0,0.2511761630946157,0.2826086956521739,0.2668924293733948,26.68924293733949,calculated
Antonio Williams,2026,Clemson,85,2025,604.0,4.0,3481.0,22.0,0.1735133582303935,0.1818181818181818,0.1776657700242876,17.766577002428768,calculated
Skyler Bell,2026,UConn,88,2025,,,0.0,0.0,,,,,player_not_found
Malachi Fields,2026,Notre Dame,89,2025,630.0,5.0,3061.0,25.0,0.2058150931068278,0.2,0.2029075465534139,20.29075465534139,calculated
C.J. Daniels,2026,Miami,112,2025,557.0,7.0,4051.0,32.0,0.1374969143421377,0.21875,0.1781234571710688,17.812345717106886,calculated
Brenen Thompson,2026,Mississippi State,113,2025,1054.0,6.0,3138.0,20.0,0.3358827278521351,0.3,0.3179413639260675,31.794136392606752,calculated
Deion Burks,2026,Oklahoma,121,2025,620.0,4.0,3050.0,17.0,0.2032786885245901,0.2352941176470588,0.2192864030858244,21.928640308582448,calculated
Ted Hurst,2026,Georgia State,132,2025,1004.0,6.0,3053.0,22.0,0.3288568621028496,0.2727272727272727,0.3007920674150611,30.07920674150612,calculated
Bryce Lance,2026,North Dakota State,150,2025,1079.0,8.0,3104.0,20.0,0.3476159793814433,0.4,0.3738079896907216,37.38079896907217,calculated
Kevin Coleman Jr.,2026,Missouri,162,2025,732.0,1.0,2449.0,15.0,0.2988975091874234,0.0666666666666666,0.182782087927045,18.278208792704504,calculated
Eric McAlister,2026,TCU,171,2025,1190.0,10.0,3771.0,30.0,0.3155661628215327,0.3333333333333333,0.324449748077433,32.44497480774331,calculated
Eric Rivers,2026,Georgia Tech,178,2025,671.0,2.0,3413.0,16.0,0.1966012305889247,0.125,0.1608006152944623,16.080061529446237,calculated
Lewis Bond,2026,Boston College,185,2025,1010.0,1.0,3362.0,20.0,0.3004164187983343,0.05,0.1752082093991671,17.520820939916714,calculated
De'Zhaun Stribling,2026,Ole Miss,186,2025,811.0,6.0,4700.0,26.0,0.1725531914893617,0.2307692307692307,0.2016612111292962,20.166121112929623,calculated
Keelan Marion,2026,Miami,193,2025,746.0,2.0,4051.0,32.0,0.184152061219452,0.0625,0.123326030609726,12.3326030609726,calculated
Josh Cameron,2026,Baylor,194,2025,872.0,9.0,3715.0,31.0,0.2347240915208613,0.2903225806451613,0.2625233360830113,26.252333608301136,calculated
Noah Thomas,2026,Georgia,196,2025,254.0,4.0,3083.0,25.0,0.0823872851119039,0.16,0.121193642555952,12.1193642555952,calculated
Aaron Anderson,2026,LSU,199,2025,398.0,0.0,2984.0,20.0,0.1333780160857909,0.0,0.0666890080428954,6.668900804289544,calculated
Dane Key,2026,Nebraska,202,2025,452.0,5.0,2920.0,23.0,0.1547945205479452,0.217391304347826,0.1860929124478856,18.609291244788565,calculated
Jordan Hudson,2026,SMU,211,2025,766.0,6.0,3680.0,26.0,0.2081521739130434,0.2307692307692307,0.2194607023411371,21.946070234113712,calculated
Caleb Douglas,2026,Texas Tech,212,2025,830.0,7.0,3887.0,33.0,0.2135322871108824,0.2121212121212121,0.2128267496160472,21.282674961604727,calculated
Reggie Virgil,2026,Texas Tech,216,2025,,,3887.0,33.0,,,,,player_not_found
Vinny Anthony II,2026,Wisconsin,224,2025,391.0,1.0,1637.0,9.0,0.2388515577275504,0.1111111111111111,0.1749813344193307,17.498133441933074,calculated
Caullin Lacy,2026,Louisville,231,2025,635.0,2.0,2868.0,18.0,0.2214086471408647,0.1111111111111111,0.1662598791259879,16.62598791259879,calculated
Kendrick Law,2026,Kentucky,250,2025,540.0,3.0,2423.0,15.0,0.2228642179116797,0.2,0.2114321089558398,21.143210895583987,calculated
Colbie Young,2026,Georgia,250,2025,358.0,1.0,3083.0,25.0,0.116120661693156,0.04,0.078060330846578,7.806033084657801,calculated
Kaden Wetjen,2026,Iowa,250,2025,151.0,1.0,1861.0,12.0,0.0811391724879097,0.0833333333333333,0.0822362529106215,8.223625291062152,calculated
Chris Hilton,2026,LSU,250,2025,122.0,0.0,2984.0,20.0,0.0408847184986595,0.0,0.0204423592493297,2.044235924932976,calculated
Malik Benson,2026,Oregon,250,2025,719.0,6.0,3804.0,31.0,0.1890115667718191,0.1935483870967742,0.1912799769342966,19.127997693429663,calculated
Jeff Caldwell,2026,Cincinnati,250,2025,478.0,6.0,2992.0,29.0,0.15975935828877,0.2068965517241379,0.183327955006454,18.3327955006454,calculated
Hank Beatty,2026,Illinois,250,2025,864.0,3.0,3065.0,23.0,0.2818923327895595,0.1304347826086956,0.2061635576991276,20.61635576991276,calculated
