draft_year,player_name,position,college,pick,age,rec_yards,team_pass_attempts,weight,forty,weight_source,forty_source,full_athletic_data,draft_capital_score,breakout_score,athletic_score,slap_score,position_convert,tier
2021,Kenneth Gainwell,RB,Memphis,150,22.0,610.0,441.0,201.0,4.42,combine,combine,True,44.5,89.2,63.8095238095238,63.04142857142857,False,Average
2021,Ihmir Smith-Marsette,WR,Iowa,157,22.0,345.0,248.0,181.0,4.43,combine,combine,True,42.1,44.1,22.82608695652174,20.6,False,Below Avg
2021,Simi Fehoko,WR,Stanford,179,23.0,584.0,220.0,222.0,4.44,combine,combine,True,41.2,56.0,95.1086956521739,70.2,False,Below Avg
2021,Cornell Powell,WR,Clemson,181,23.0,882.0,490.0,204.0,4.53,combine,combine,True,41.2,39.7,34.78260869565217,17.6,False,Below Avg
2021,Frank Darby,WR,Arizona State,187,23.0,46.0,87.0,201.0,4.56,combine,combine,True,41.0,20.2,20.108695652173918,0.8,False,Below Avg
2021,Elijah Mitchell,RB,Louisiana,194,23.0,153.0,308.0,201.0,4.38,combine,combine,True,41.6,45.0,78.0952380952381,48.26428571428571,False,Below Avg
2021,Gary Brightwell,RB,Arizona,196,22.0,58.0,188.0,218.0,4.62,combine,combine,True,41.5,38.7,17.142857142857142,36.86642857142857,False,Below Avg
2021,Larry Rountree,RB,Missouri,198,22.0,100.0,363.0,,4.62,missing,combine,False,41.4,37.2,,,False,
2021,Chris Evans,RB,Michigan,202,23.0,87.0,213.0,211.0,4.5,combine,combine,True,41.2,41.3,44.761904761904766,41.76928571428572,False,Below Avg
2021,Marquez Stevenson,WR,Houston,203,23.0,307.0,297.0,180.0,4.48,combine,combine,True,40.5,31.2,10.869565217391305,3.1,False,Below Avg
2021,Shi Smith,WR,South Carolina,204,22.0,621.0,295.0,237.0,4.79,combine,combine,True,40.4,60.5,11.956521739130435,30.5,False,Below Avg
2021,Racey McMath,WR,LSU,205,22.0,195.0,421.0,217.0,4.36,combine,combine,True,40.4,21.7,99.45652173913044,28.2,False,Below Avg
2021,Jalen Camp,WR,Georgia Tech,209,23.0,392.0,283.0,226.0,4.48,combine,combine,True,40.3,37.9,91.84782608695652,48.9,False,Below Avg
2021,Demetric Felton,RB,UCLA,211,23.0,159.0,200.0,189.0,4.55,combine,combine,True,40.7,57.4,2.857142857142857,40.86857142857143,False,Below Avg
2021,Khalil Herbert,RB,Virginia Tech,217,23.0,179.0,253.0,210.0,4.46,combine,combine,True,40.5,53.8,65.23809523809524,48.86571428571428,False,Below Avg
2021,Seth Williams,WR,Auburn,219,21.0,744.0,362.0,211.0,4.49,combine,combine,True,40.0,61.9,64.13043478260869,63.4,False,Below Avg
2021,Dazz Newsome,WR,North Carolina,221,22.0,684.0,357.0,190.0,4.59,combine,combine,True,40.0,39.9,7.608695652173914,5.3,False,Below Avg
2021,Mike Strachan,WR,Charleston (WV),229,24.0,,,,,missing,missing,False,39.8,,,19.1,False,
2021,Jake Funk,RB,Maryland,233,23.0,68.0,157.0,204.0,4.49,combine,combine,True,39.8,42.3,37.142857142857146,40.27642857142857,False,Below Avg
2021,Tre Nixon,WR,UCF,242,23.0,258.0,408.0,187.0,4.44,combine,combine,True,39.5,22.0,30.97826086956521,2.3,False,Below Avg
2021,Gerrid Doaks,RB,Cincinnati,244,23.0,202.0,295.0,228.0,4.58,combine,combine,True,39.3,52.8,49.04761904761904,45.48714285714285,False,Below Avg
2021,Ben Skowronek,WR,Notre Dame,249,24.0,439.0,362.0,220.0,4.62,combine,pro_day,True,39.3,29.9,33.69565217391305,6.1,False,Below Avg
2021,Kawaan Baker,WR,South Alabama,255,23.0,656.0,350.0,210.0,4.44,combine,combine,True,39.2,43.6,79.8913043478261,48.1,False,Below Avg
2021,Kylin Hill,RB,Mississippi State,256,23.0,237.0,557.0,214.0,4.51,combine,combine,True,38.9,42.0,47.14285714285714,41.22142857142857,False,Below Avg
2021,Jermar Jefferson,RB,Oregon State,257,21.0,67.0,233.0,206.0,4.57,combine,combine,True,38.9,39.3,12.38095238095238,35.06214285714285,False,Below Avg
2021,Dax Milne,WR,BYU,258,22.0,1189.0,375.0,,4.54,missing,combine,False,39.1,55.7,,45.0,False,
2022,Drake London,WR,USC,8,21.0,1084.0,500.0,219.0,4.5,existing,training,True,88.9,61.2,71.73913043478261,99.2,False,Good
2022,Garrett Wilson,WR,Ohio State,10,22.0,1058.0,494.0,183.0,4.38,existing,existing,True,82.6,43.5,44.83695652173913,93.1,False,Average
2022,Chris Olave,WR,Ohio State,11,22.0,936.0,494.0,187.0,4.39,existing,existing,True,80.0,39.9,53.80434782608695,90.8,False,Average
2022,Jameson Williams,WR,Alabama,12,21.0,1572.0,571.0,179.0,4.25,existing,estimate,True,77.8,62.3,84.23913043478261,98.5,False,Good
2022,Jahan Dotson,WR,Penn State,16,22.0,1182.0,486.0,178.0,4.43,existing,existing,True,71.2,61.5,19.021739130434785,83.2,False,Average
2022,Treylon Burks,WR,Arkansas,18,22.0,1104.0,314.0,225.0,4.55,existing,existing,True,68.8,69.9,67.3913043478261,97.7,False,Good
2022,Christian Watson,WR,North Dakota State,34,23.0,801.0,255.0,208.0,4.36,existing,existing,True,57.8,,95.65217391304348,95.4,False,Average
2022,Breece Hall,RB,Iowa State,36,21.0,302.0,446.0,217.0,4.39,existing,existing,True,69.1,59.6,92.38095238095238,69.26714285714286,False,Average
2022,Kenneth Walker III,RB,Michigan State,41,21.0,89.0,400.0,211.0,4.38,combine,combine,True,66.1,35.9,90.47619047619048,59.18642857142856,False,Average
2022,Wan'Dale Robinson,WR,Kentucky,43,21.0,1334.0,366.0,178.0,4.44,existing,existing,True,54.5,85.6,16.847826086956523,82.4,False,Average
2022,John Metchie,WR,Alabama,44,22.0,1142.0,571.0,187.0,4.48,existing,pro_day,True,54.2,45.1,19.565217391304348,43.5,False,Below Avg
2022,Tyquan Thornton,WR,Baylor,50,21.0,948.0,365.0,181.0,4.28,existing,existing,True,52.7,66.1,78.80434782608695,87.8,False,Average
2022,George Pickens,WR,Georgia,52,21.0,107.0,407.0,195.0,4.47,existing,existing,True,52.2,17.2,37.5,11.5,False,Below Avg
2022,Alec Pierce,WR,Cincinnati,53,22.0,884.0,400.0,211.0,4.41,existing,existing,True,52.0,50.4,89.13043478260869,74.0,False,Average
2022,Skyy Moore,WR,Western Michigan,54,21.0,1292.0,368.0,195.0,4.41,existing,existing,True,51.7,75.5,60.32608695652174,88.5,False,Average
2022,James Cook,RB,Georgia,63,22.0,284.0,407.0,199.0,4.42,existing,existing,True,57.3,57.0,54.285714285714285,56.74285714285713,False,Average
2022,Velus Jones Jr.,WR,Tennessee,71,25.0,807.0,375.0,204.0,4.31,combine,combine,True,48.8,35.9,97.28260869565216,64.9,False,Below Avg
2022,Jalen Tolbert,WR,South Alabama,88,23.0,1474.0,407.0,194.0,4.49,existing,existing,True,46.7,74.2,28.80434782608696,69.5,False,Below Avg
2022,Rachaad White,RB,Arizona State,91,23.0,456.0,313.0,214.0,4.48,existing,existing,True,51.2,85.1,66.66666666666666,65.38499999999999,False,Average
2022,Tyrion Davis-Price,RB,LSU,93,21.0,64.0,443.0,211.0,4.48,existing,existing,True,50.9,31.8,58.0952380952381,45.294285714285714,False,Below Avg
2022,Brian Robinson Jr.,RB,Alabama,98,23.0,296.0,571.0,225.0,4.53,combine,combine,True,50.1,45.9,68.57142857142857,51.40071428571428,False,Below Avg
2022,David Bell,WR,Purdue,99,21.0,1286.0,576.0,212.0,4.65,existing,existing,True,45.7,57.3,13.586956521739127,41.2,False,Below Avg
2022,Danny Gray,WR,SMU,105,23.0,803.0,468.0,186.0,4.33,existing,existing,True,45.2,40.8,69.56521739130434,49.6,False,Below Avg
2022,Dameon Pierce,RB,Florida,107,22.0,216.0,416.0,218.0,4.59,existing,existing,True,48.8,48.6,24.761904761904763,45.12428571428571,False,Below Avg
2022,Zamir White,RB,Georgia,122,22.0,75.0,407.0,214.0,4.4,existing,existing,True,47.0,32.9,89.52380952380953,48.44357142857143,False,Below Avg
2022,Isaiah Spiller,RB,Texas A&M,123,21.0,189.0,370.0,217.0,4.63,existing,pro_day,True,46.9,50.9,11.428571428571429,42.97928571428572,False,Below Avg
2022,Erik Ezukanma,WR,Texas Tech,125,22.0,705.0,388.0,209.0,4.53,existing,pro_day,True,43.8,43.1,43.47826086956522,34.4,False,Below Avg
2022,Pierre Strong,RB,South Dakota St.,127,23.0,8.0,406.0,207.0,4.37,existing,existing,True,46.5,25.1,87.61904761904762,45.177857142857135,False,Below Avg
2022,Hassan Haskins,RB,Michigan,131,22.0,131.0,395.0,228.0,4.58,existing,combine,True,46.1,39.8,49.04761904761904,44.33714285714285,False,Below Avg
2022,Romeo Doubs,WR,Nevada,132,22.0,1109.0,572.0,201.0,4.5,existing,pro_day,True,43.4,48.1,38.04347826086957,35.9,False,Below Avg
2022,Calvin Austin III,WR,Memphis,138,23.0,1149.0,445.0,170.0,4.32,combine,combine,True,43.0,53.7,36.95652173913043,44.3,False,Below Avg
2022,Khalil Shakir,WR,Boise State,148,22.0,1117.0,410.0,196.0,4.43,existing,existing,True,42.5,64.2,58.69565217391305,66.4,False,Below Avg
2022,Tyler Allgeier,RB,BYU,151,22.0,199.0,389.0,224.0,4.6,existing,existing,True,44.4,48.3,33.33333333333333,44.105,False,Below Avg
2022,Snoop Conner,RB,Mississippi,154,22.0,82.0,429.0,222.0,4.59,existing,existing,True,44.1,33.2,32.38095238095238,38.527142857142856,False,Below Avg
2022,Jerome Ford,RB,Cincinnati,156,22.0,220.0,400.0,210.0,4.46,existing,existing,True,44.0,50.1,65.23809523809524,49.32071428571428,False,Below Avg
2022,Montrell Washington,WR,Samford,162,23.0,124.0,,,,missing,not_recorded,False,41.9,,,26.7,False,
2022,Kyle Philips,WR,UCLA,163,23.0,739.0,335.0,189.0,4.58,existing,existing,True,41.9,47.6,8.152173913043478,14.5,False,Below Avg
2022,Kyren Williams,RB,Notre Dame,164,22.0,359.0,450.0,194.0,4.65,existing,existing,True,43.4,61.7,1.9047619047619049,43.580714285714286,False,Below Avg
2022,Ty Chandler,RB,North Carolina,169,24.0,216.0,382.0,204.0,4.38,existing,existing,True,43.1,44.9,83.80952380952381,49.83642857142857,False,Below Avg
2022,Kevin Harris,RB,South Carolina,183,21.0,89.0,360.0,221.0,4.62,existing,pro_day,True,42.2,37.2,20.0,37.120000000000005,False,Below Avg
2022,Jalen Nailor,WR,Michigan State,191,23.0,695.0,400.0,186.0,4.5,existing,existing,True,40.8,39.7,14.130434782608695,7.6,False,Below Avg
2022,Tyler Badie,RB,Missouri,196,22.0,330.0,455.0,197.0,4.45,existing,existing,True,41.5,58.3,39.04761904761905,47.01214285714286,False,Below Avg
2022,Keaontay Ingram,RB,USC,201,22.0,156.0,500.0,221.0,4.53,existing,existing,True,41.2,38.9,60.95238095238096,43.35785714285714,False,Below Avg
2022,Michael Woods II,WR,Oklahoma,202,22.0,400.0,403.0,204.0,4.55,existing,existing,True,40.5,29.5,26.6304347826087,3.8,False,Below Avg
