player_id,player_name,rec_yards,receptions,rec_tds,games_rec,rush_yards,rush_att,rush_tds,games_rush,games,fantasy_ppr,ppg
00-0039855,J.McMillan,178.0,12.0,0.0,4.0,1.0,1.0,0.0,1.0,4.0,29.900000000000002,7.4750000000000005
00-0033077,D.Prescott,0.0,0.0,0.0,0.0,177.0,53.0,2.0,16.0,16.0,29.7,1.85625
00-0039405,J.Jordan,34.0,7.0,0.0,2.0,193.0,43.0,0.0,4.0,4.0,29.7,7.425
00-0031687,R.Mostert,70.0,12.0,0.0,9.0,104.0,22.0,0.0,8.0,9.0,29.4,3.2666666666666666
00-0038720,J.Hill,140.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,29.0,2.6363636363636362
00-0037742,T.Burks,130.0,10.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,29.0,3.625
00-0040218,Ji.Horn,108.0,11.0,0.0,9.0,69.0,8.0,0.0,6.0,9.0,28.700000000000003,3.188888888888889
00-0035243,M.Sanders,30.0,8.0,0.0,4.0,117.0,20.0,1.0,4.0,4.0,28.7,7.175
00-0036980,E.Moore,112.0,9.0,0.0,8.0,24.0,6.0,1.0,5.0,8.0,28.6,3.575
00-0039912,B.Sinnott,114.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,28.4,3.55
00-0040676,C.Ward,0.0,0.0,0.0,0.0,159.0,39.0,2.0,14.0,14.0,27.9,1.9928571428571427
00-0040009,S.Williams,78.0,10.0,1.0,6.0,37.0,11.0,0.0,8.0,8.0,27.5,3.4375
00-0036165,I.Hodgins,115.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,27.5,4.583333333333333
00-0037304,Co.Heyward,21.0,3.0,1.0,4.0,43.0,15.0,2.0,8.0,8.0,27.4,3.425
00-0036628,J.Bates,103.0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,27.3,3.033333333333333
00-0038547,L.Schoonmaker,132.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,27.2,1.9428571428571428
00-0039163,C.Stroud,0.0,0.0,0.0,0.0,209.0,48.0,1.0,14.0,14.0,26.9,1.9214285714285713
00-0040277,J.Walker,87.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,26.7,8.9
00-0033854,D.Ogunbowale,76.0,10.0,0.0,8.0,25.0,11.0,1.0,6.0,8.0,26.1,3.2625
00-0040311,T.Wease,139.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,25.9,8.633333333333333
00-0036755,J.Patterson,8.0,3.0,0.0,1.0,159.0,41.0,1.0,6.0,6.0,25.7,4.283333333333333
00-0037306,J.FitzPatrick,72.0,12.0,1.0,10.0,0.0,0.0,0.0,0.0,10.0,25.2,2.52
00-0040590,K.Mumpfield,92.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,25.2,2.8
00-0040238,L.Allen,54.0,10.0,0.0,9.0,94.0,23.0,0.0,9.0,9.0,24.8,2.7555555555555555
00-0034365,I.Thomas,114.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,24.4,3.4857142857142853
00-0038128,M.Willis,0.0,0.0,0.0,0.0,123.0,22.0,2.0,4.0,4.0,24.3,6.075
00-0037091,B.Melton,107.0,4.0,1.0,6.0,35.0,5.0,0.0,4.0,6.0,24.2,4.033333333333333
00-0039796,R.Ali,68.0,9.0,1.0,5.0,24.0,7.0,0.0,4.0,5.0,24.2,4.84
00-0039530,B.Spann-Ford,90.0,9.0,1.0,10.0,0.0,0.0,0.0,0.0,10.0,24.0,2.4
00-0040581,D.Thornton,135.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,23.5,2.1363636363636362
00-0035228,K.Murray,0.0,0.0,0.0,0.0,173.0,29.0,1.0,5.0,5.0,23.3,4.66
00-0034521,A.Lazard,70.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,23.0,2.5555555555555554
00-0034959,A.Beck,45.0,6.0,2.0,7.0,5.0,1.0,0.0,1.0,7.0,23.0,3.2857142857142856
00-0040668,S.Sanders,0.0,0.0,0.0,0.0,169.0,22.0,1.0,8.0,8.0,22.9,2.8625
00-0033119,J.Brissett,0.0,0.0,0.0,0.0,168.0,38.0,1.0,12.0,12.0,22.8,1.9000000000000001
00-0037086,G.Calcaterra,76.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,22.6,2.825
00-0034860,D.Pettis,127.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,21.7,5.425
00-0033282,C.Samuel,81.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,21.1,4.220000000000001
00-0033943,J.Reynolds,101.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,21.1,4.220000000000001
00-0039379,J.Thrash,107.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,20.7,2.5875
00-0034159,W.Dissly,97.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,20.7,2.5875
00-0040586,J.Blue,5.0,1.0,0.0,1.0,129.0,38.0,1.0,5.0,5.0,20.4,4.08
00-0039623,M.Tipton,76.0,11.0,0.0,6.0,18.0,4.0,0.0,4.0,6.0,20.4,3.4
00-0028118,T.Taylor,0.0,0.0,0.0,0.0,143.0,27.0,1.0,5.0,5.0,20.3,4.0600000000000005
00-0040466,R.Sanders,21.0,3.0,0.0,3.0,92.0,27.0,1.0,4.0,4.0,20.299999999999997,5.074999999999999
00-0033246,J.Mundt,111.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,20.1,1.8272727272727274
00-0035021,A.Dulin,106.0,5.0,0.0,5.0,44.0,3.0,0.0,3.0,5.0,20.0,4.0
00-0036182,N.Westbrook-Ikhine,89.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,19.9,2.211111111111111
00-0039359,C.Stover,76.0,12.0,0.0,6.0,3.0,4.0,0.0,1.0,6.0,19.9,3.3166666666666664
00-0036264,J.Love,0.0,0.0,0.0,0.0,199.0,47.0,0.0,15.0,15.0,19.9,1.3266666666666667
00-0039746,W.Shipley,56.0,9.0,0.0,8.0,49.0,14.0,0.0,6.0,8.0,19.5,2.4375
00-0036328,A.Gibson,6.0,2.0,0.0,3.0,106.0,25.0,1.0,5.0,5.0,19.2,3.84
00-0031503,J.Winston,33.0,1.0,1.0,1.0,23.0,7.0,1.0,2.0,2.0,18.6,9.3
00-0040024,D.Cooper,92.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,18.2,3.6399999999999997
00-0037348,T.Conner,91.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,18.1,2.585714285714286
00-0035891,C.White,90.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,18.0,6.0
00-0039376,S.Rattler,0.0,1.0,0.0,2.0,167.0,32.0,0.0,8.0,8.0,17.7,2.2125
00-0039589,K.Johnson,64.0,4.0,1.0,4.0,13.0,2.0,0.0,2.0,4.0,17.7,4.425
00-0036590,Q.Morris,55.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,17.5,3.5
00-0034270,T.Conklin,101.0,7.0,0.0,6.0,2.0,1.0,0.0,1.0,6.0,17.299999999999997,2.883333333333333
00-0039794,B.Allen,17.0,2.0,0.0,2.0,76.0,19.0,1.0,4.0,4.0,17.299999999999997,4.324999999999999
00-0035291,T.Williams,55.0,8.0,0.0,4.0,36.0,10.0,0.0,5.0,5.0,17.1,3.4200000000000004
00-0036862,B.Skowronek,69.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,16.9,2.8166666666666664
00-0039299,G.Holani,15.0,2.0,0.0,1.0,73.0,22.0,1.0,4.0,4.0,16.8,4.2
00-0038783,N.Adkins,48.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,16.8,2.8000000000000003
00-0036741,J.Stoll,46.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,16.6,2.075
00-0040563,E.Chism,75.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,16.5,8.25
00-0040184,K.Lambert-Smith,51.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,16.1,2.3000000000000003
00-0038891,S.Jackson,56.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,15.899999999999999,5.3
00-0036727,A.Prentice,53.0,6.0,0.0,6.0,44.0,10.0,0.0,8.0,8.0,15.7,1.9625
00-0032918,C.Ham,11.0,2.0,0.0,2.0,5.0,3.0,2.0,3.0,3.0,15.6,5.2
00-0035298,S.Miller,62.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,15.2,3.04
00-0039757,T.Jennings,9.0,1.0,0.0,1.0,73.0,23.0,1.0,5.0,5.0,15.2,3.04
00-0035993,T.Huntley,0.0,0.0,0.0,0.0,151.0,24.0,0.0,5.0,5.0,15.1,3.02
00-0036959,M.Bandy,50.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0,5.0
00-0038090,S.Moore,87.0,5.0,0.0,7.0,11.0,2.0,0.0,2.0,7.0,14.799999999999999,2.1142857142857143
00-0040206,R.Leonard,0.0,0.0,0.0,0.0,27.0,6.0,2.0,3.0,3.0,14.7,4.8999999999999995
00-0038589,J.Whyle,36.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,14.6,2.433333333333333
00-0038465,M.Heath,86.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,14.6,2.92
00-0036630,T.Wallace,45.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,14.5,2.4166666666666665
00-0040259,G.Larvadain,71.0,7.0,0.0,6.0,3.0,1.0,0.0,1.0,6.0,14.399999999999999,2.4
00-0035125,A.Ingold,52.0,8.0,0.0,8.0,9.0,2.0,0.0,2.0,8.0,14.100000000000001,1.7625000000000002
00-0034407,R.McCloud,69.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,13.9,2.7800000000000002
00-0040644,T.Etienne,13.0,3.0,0.0,3.0,94.0,20.0,0.0,6.0,6.0,13.700000000000001,2.2833333333333337
00-0039521,X.Weaver,67.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,13.7,2.283333333333333
00-0040582,A.Smith,52.0,7.0,0.0,10.0,13.0,4.0,0.0,4.0,10.0,13.5,1.35
00-0033455,A.Firkser,53.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,13.3,2.66
00-0033591,N.Brown,83.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,13.3,3.325
00-0033699,A.Ekeler,38.0,5.0,0.0,2.0,43.0,14.0,0.0,2.0,2.0,13.1,6.55
00-0039917,M.Penix,0.0,0.0,0.0,0.0,70.0,21.0,1.0,9.0,9.0,13.0,1.4444444444444444
00-0039648,D.Martin-Robinson,30.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,13.0,3.25
00-0034981,F.Moreau,59.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,12.9,1.842857142857143
00-0036429,C.Woerner,48.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,12.8,2.1333333333333333
00-0037292,A.Ogletree,27.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,12.7,3.175
00-0036133,J.Proche,65.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,12.5,2.0833333333333335
00-0023459,A.Rodgers,-9.0,1.0,0.0,1.0,61.0,21.0,1.0,13.0,13.0,12.2,0.9384615384615385
00-0037475,S.Smartt,52.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,12.2,4.066666666666666
00-0036898,D.Mills,0.0,0.0,0.0,0.0,60.0,14.0,1.0,6.0,6.0,12.0,2.0
00-0036893,N.Harris,25.0,3.0,0.0,2.0,61.0,15.0,0.0,3.0,3.0,11.6,3.8666666666666667
00-0026300,J.Johnson,0.0,0.0,0.0,0.0,55.0,12.0,1.0,3.0,3.0,11.5,3.8333333333333335
00-0038824,R.Miller,34.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,11.4,2.85
00-0038953,D.Drummond,42.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,11.2,2.8
00-0038614,S.Matlock,12.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,11.2,3.733333333333333
00-0036332,J.Deguara,21.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,11.1,2.775
00-0036265,A.Dillon,21.0,3.0,0.0,2.0,60.0,12.0,0.0,5.0,5.0,11.1,2.2199999999999998
00-0036876,K.Granson,40.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,11.0,2.75
00-0030565,G.Smith,0.0,0.0,0.0,0.0,109.0,41.0,0.0,14.0,14.0,10.9,0.7785714285714286
00-0040021,P.Mafah,11.0,2.0,0.0,1.0,18.0,5.0,1.0,1.0,1.0,10.9,10.9
00-0029263,R.Wilson,0.0,0.0,0.0,0.0,106.0,18.0,0.0,4.0,4.0,10.6,2.65
00-0038647,R.Bell,23.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3
00-0032688,R.Chosen,53.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,10.3,3.4333333333333336
00-0036620,D.Eskridge,62.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10.2,2.04
00-0037617,H.Haskins,13.0,4.0,0.0,3.0,47.0,17.0,0.0,5.0,5.0,10.0,2.0
00-0035100,J.Browning,0.0,0.0,0.0,0.0,39.0,9.0,1.0,4.0,4.0,9.9,2.475
00-0037329,B.Brown,0.0,0.0,0.0,1.0,37.0,5.0,1.0,1.0,1.0,9.7,9.7
00-0034419,B.Berrios,37.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,9.7,4.85
00-0040179,D.Giddens,0.0,0.0,0.0,2.0,96.0,26.0,0.0,4.0,4.0,9.6,2.4
00-0038040,Z.White,24.0,4.0,0.0,3.0,32.0,12.0,0.0,5.0,5.0,9.6,1.92
00-0034869,S.Darnold,0.0,0.0,0.0,0.0,95.0,35.0,0.0,12.0,12.0,9.5,0.7916666666666666
00-0026158,J.Flacco,0.0,0.0,0.0,0.0,35.0,21.0,1.0,10.0,10.0,9.5,0.95
00-0034418,C.Wilson,44.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,9.4,1.5666666666666667
00-0040556,C.Kiner,15.0,2.0,0.0,1.0,58.0,12.0,0.0,4.0,4.0,9.3,2.325
00-0039394,Cas.Washington,52.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,9.2,4.6
00-0040142,K.Johnson,9.0,1.0,0.0,2.0,69.0,28.0,0.0,10.0,10.0,8.8,0.8800000000000001
00-0037276,T.Chandler,11.0,3.0,0.0,1.0,47.0,17.0,0.0,2.0,2.0,8.8,4.4
00-0039458,B.Bates,48.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,8.8,2.2
00-0036423,A.Okwuegbunam,36.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.6,8.6
00-0040704,D.Gabriel,0.0,0.0,0.0,0.0,86.0,14.0,0.0,5.0,5.0,8.6,1.72
00-0038938,J.Hyatt,35.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,8.5,1.7
00-0037012,T.Lance,0.0,0.0,0.0,0.0,85.0,17.0,0.0,4.0,4.0,8.5,2.125
00-0038640,J.Brooks,51.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,8.1,4.05
00-0039603,B.Brooks,0.0,0.0,0.0,0.0,78.0,17.0,0.0,3.0,3.0,7.8,2.6
00-0039754,D.Culp,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.6,7.6
00-0036841,A.Trammell,46.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,7.6,1.52
00-0035544,T.Kennedy,36.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.6,7.6
00-0040363,K.Latu,35.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.5,3.75
00-0036406,T.Wirfs,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.2,7.2
00-0040522,X.Restrepo,41.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.1,3.55
00-0035643,J.Simmons,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1,7.1
00-0033576,E.Saubert,31.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,7.1,1.42
00-0036176,M.Kinsey,48.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.8,3.4
00-0037093,D.Young,48.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.8,2.2666666666666666
00-0029604,K.Cousins,0.0,0.0,0.0,0.0,7.0,14.0,1.0,6.0,6.0,6.7,1.1166666666666667
00-0039884,T.Washington,37.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.7,3.35
00-0036906,K.Herbert,4.0,1.0,0.0,3.0,52.0,16.0,0.0,3.0,3.0,6.6000000000000005,2.2
00-0034798,D.Smythe,25.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,6.5,1.625
00-0040208,T.Brooks,9.0,1.0,0.0,2.0,45.0,16.0,0.0,6.0,6.0,6.4,1.0666666666666667
00-0038397,E.Hull,6.0,1.0,0.0,1.0,48.0,19.0,0.0,6.0,6.0,6.3999999999999995,1.0666666666666667
00-0037487,D.Thompkins,27.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,2.0,6.2,3.1
00-0039394,C.Washington,42.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.2,2.066666666666667
00-0034854,K.Hodge,31.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.1,2.033333333333333
00-0038809,B.Sims,30.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0
00-0036972,M.Jones,0.0,0.0,0.0,0.0,60.0,36.0,0.0,11.0,11.0,6.0,0.5454545454545454
00-0034386,J.Watson,30.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0
00-0040547,N.Carter,0.0,0.0,0.0,0.0,60.0,9.0,0.0,2.0,2.0,6.0,3.0
00-0037282,J.Mitchell,28.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.8,2.9
00-0032950,C.Wentz,0.0,0.0,0.0,0.0,57.0,11.0,0.0,4.0,4.0,5.7,1.425
00-0039407,D.Laube,18.0,3.0,0.0,3.0,9.0,7.0,0.0,3.0,3.0,5.7,1.9000000000000001
00-0040154,T.Felton,25.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.5,1.8333333333333333
00-0037120,T.Goodson,8.0,2.0,0.0,2.0,24.0,9.0,0.0,5.0,5.0,5.2,1.04
00-0034487,T.Sherfield,21.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,5.1,1.275
00-0036534,S.Zylstra,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0
00-0039398,J.Milton,0.0,0.0,0.0,0.0,50.0,5.0,0.0,2.0,2.0,5.0,2.5
00-0040398,B.Cook,0.0,0.0,0.0,0.0,49.0,13.0,0.0,5.0,5.0,4.9,0.9800000000000001
00-0036842,K.Nwangwu,0.0,0.0,0.0,1.0,49.0,13.0,0.0,2.0,2.0,4.9,2.45
00-0036187,R.Gilliam,24.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,3.0,4.8,1.5999999999999999
00-0039737,T.Reiman,18.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.8,1.5999999999999999
00-0040172,J.Watkins,26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.6,2.3
00-0036331,D.Duvernay,26.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.6,1.5333333333333332
00-0037557,R.Rivers,0.0,0.0,0.0,0.0,46.0,9.0,0.0,2.0,2.0,4.6,2.3
00-0040432,B.Collins,25.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.5,1.5
00-0033106,J.Goff,0.0,0.0,0.0,0.0,45.0,19.0,0.0,11.0,11.0,4.5,0.4090909090909091
00-0036212,T.Tagovailoa,0.0,0.0,0.0,0.0,43.0,20.0,0.0,11.0,11.0,4.3,0.3909090909090909
00-0037524,T.Martin,23.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.3,2.15
00-0036360,C.Edwards-Helaire,9.0,2.0,0.0,1.0,13.0,7.0,0.0,2.0,2.0,4.2,2.1
00-0038519,N.Remigio,21.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0,1.0,4.2,4.2
00-0036442,J.Burrow,0.0,0.0,0.0,0.0,41.0,14.0,0.0,6.0,6.0,4.1,0.6833333333333332
00-0038728,J.Wayne,20.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0
00-0037594,J.Chestnut,0.0,0.0,0.0,2.0,40.0,11.0,0.0,7.0,7.0,4.0,0.5714285714285714
00-0037132,B.Covey,20.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0
00-0038752,J.Bobo,20.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0
00-0037654,T.Fisk,19.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.9,0.975
00-0039686,C.Yankoff,18.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.8,1.2666666666666666
00-0037340,Z.Mitchell-Paden,17.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.7,1.2333333333333334
00-0037258,D.Pierce,0.0,0.0,0.0,1.0,36.0,14.0,0.0,3.0,3.0,3.6,1.2
00-0037539,L.Krull,15.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.5,1.75
00-0040317,Ja.Jones,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5
00-0038573,D.Davis,10.0,2.0,0.0,3.0,5.0,2.0,0.0,2.0,3.0,3.5,1.1666666666666667
00-0040388,J.Keeney-James,15.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5
00-0039062,J.Mingo,25.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,3.5,0.7
00-0040509,B.Yurosek,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.4,1.7
00-0035602,A.Bachman,12.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.2,1.0666666666666667
00-0037745,V.Jones,0.0,0.0,0.0,0.0,32.0,4.0,0.0,1.0,1.0,3.2,3.2
00-0037015,S.Cannella,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.1,1.55
00-0035238,C.Ford,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1
00-0040244,M.Matavao,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
00-0035876,A.Baccellia,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.8,1.4
00-0033589,D.Moore,5.0,1.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,2.7,2.7
00-0039631,C.Grandy,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.7,1.35
00-0034073,R.Dwelley,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.7,0.9
00-0036232,H.Bryant,7.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.7,0.675
00-0039816,A.Gould,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.6,1.3
00-0038496,X.Gipson,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.6,1.3
00-0038394,W.Mallory,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.6,2.6
00-0040534,K.Williams,5.0,1.0,0.0,1.0,10.0,2.0,0.0,2.0,2.0,2.5,1.25
00-0036497,T.Jones,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5,2.5
00-0035628,D.Johnson,0.0,0.0,0.0,0.0,25.0,14.0,0.0,5.0,5.0,2.5,0.5
00-0038710,B.Whiteheart,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.4,0.39999999999999997
00-0040646,J.Royals,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4
00-0040234,Q.Ewers,-6.0,1.0,0.0,1.0,19.0,8.0,0.0,4.0,4.0,2.3,0.575
00-0038582,C.Tune,0.0,0.0,0.0,0.0,23.0,5.0,0.0,2.0,2.0,2.3,1.15
00-0038102,K.Pickett,0.0,0.0,0.0,0.0,22.0,5.0,0.0,4.0,4.0,2.2,0.55
00-0033376,P.Ricard,8.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.1,1.05
00-0039050,P.Durham,11.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.1,0.525
00-0033439,P.Brown,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1
00-0036425,D.Dallas,0.0,0.0,0.0,1.0,21.0,3.0,0.0,2.0,2.0,2.1,1.05
00-0040406,Q.Skinner,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
00-0040067,J.Wright,0.0,0.0,0.0,0.0,20.0,5.0,0.0,1.0,1.0,2.0,2.0
00-0036414,C.Akers,0.0,0.0,0.0,1.0,19.0,5.0,0.0,1.0,1.0,1.9,1.9
00-0037324,C.Oladokun,0.0,0.0,0.0,0.0,18.0,5.0,0.0,3.0,3.0,1.8,0.6
00-0039164,A.Richardson,9.0,1.0,0.0,1.0,-1.0,4.0,0.0,1.0,1.0,1.8,1.8
00-0039650,B.Oliver,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.8,1.8
00-0031484,C.Manhertz,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.7,0.85
00-0039021,R.Johnson,0.0,0.0,0.0,0.0,17.0,2.0,0.0,2.0,2.0,1.7,0.85
00-0038645,S.Anderson,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4
00-0039824,J.Wiley,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4,1.4
00-0037755,J.Woods,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.4,0.7
00-0040165,M.Moore,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3
00-0040628,D.Dabney,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3
00-0037098,S.Toure,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3
00-0040488,C.Runyon,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3
00-0038896,J.Saylors,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,1.0,1.1,1.1
00-0040494,M.Brosmer,0.0,0.0,0.0,0.0,11.0,7.0,0.0,4.0,4.0,1.1,0.275
00-0033757,R.Tonyan,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1
00-0040429,J.Williams,0.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0,1.0,1.1,1.1
00-0039305,J.Westover,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
