player_id,player_name,rec_yards,receptions,rec_tds,games_rec,rush_yards,rush_att,rush_tds,games_rush,games,fantasy_ppr,ppg
00-0040245,C.Colby,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9
00-0038400,T.McKee,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.0,4.0,0.8,0.2
00-0040039,A.Johnson,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,0.8,0.8
00-0038416,T.Bagent,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,0.7,0.7
00-0038579,A.O'Connell,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.7,0.7
00-0040205,K.Mullings,0.0,0.0,0.0,0.0,7.0,3.0,0.0,3.0,3.0,0.7,0.2333333333333333
00-0038458,O.Wright,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,0.6,0.6
00-0033869,M.Trubisky,0.0,0.0,0.0,0.0,6.0,9.0,0.0,3.0,3.0,0.6,0.19999999999999998
00-0037692,B.Aubrey,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.6,0.6
00-0034771,M.Rudolph,0.0,0.0,0.0,0.0,6.0,7.0,0.0,3.0,3.0,0.6,0.19999999999999998
00-0035311,M.Gaskin,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,0.6,0.6
00-0036825,F.Franks,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.4,0.2
00-0036679,S.Buechele,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.4,0.4
00-0039364,S.Vaki,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.4,0.4
00-0040673,J.Milroe,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,0.4,0.13333333333333333
00-0035567,C.Reynolds,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,0.4,0.4
00-0031237,T.Bridgewater,0.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,0.4,0.13333333333333333
00-0037512,I.Pola-Mao,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.3,0.3
00-0037323,R.Thomas,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.3,0.3
00-0039266,K.Milton,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.2,0.2
00-0035289,G.Minshew,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,3.0,0.2,0.06666666666666667
00-0038911,M.Cunningham,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.1,0.1
00-0037013,Z.Wilson,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.1,0.05
00-0026498,M.Stafford,0.0,0.0,0.0,0.0,1.0,29.0,0.0,12.0,12.0,0.1,0.008333333333333333
00-0038609,L.Wypler,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0035956,G.Ricci,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0037241,T.Penning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0031279,J.Matthews,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0036672,G.Stuard,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
00-0034928,S.Sims,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0038643,B.Willis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0040352,C.Owen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0040058,N.Kallerup,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0037757,B.Raimann,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0038492,J.Brownlee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0038488,B.Russell,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0035140,M.Hardman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0038576,C.Jones,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0033538,G.Bolles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0034867,M.Turner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0034678,A.Cappa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0036567,E.Mitchell,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00-0040476,U.Bentley,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
00-0035264,J.Stidham,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,-0.1,-0.1
00-0022942,P.Rivers,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,2.0,2.0,-0.1,-0.05
00-0038658,A.Martinez,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,-0.1,-0.1
00-0035594,T.Homer,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,-0.2,-0.2
00-0027973,A.Dalton,0.0,0.0,0.0,0.0,-2.0,5.0,0.0,3.0,3.0,-0.2,-0.06666666666666667
00-0034367,N.Miller-Hines,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,1.0,1.0,-0.2,-0.2
00-0034577,K.Allen,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,2.0,2.0,-0.3,-0.15
00-0033662,C.Rush,0.0,0.0,0.0,0.0,-4.0,4.0,0.0,2.0,2.0,-0.4,-0.2
00-0035704,D.Lock,0.0,0.0,0.0,0.0,-5.0,6.0,0.0,3.0,3.0,-0.5,-0.16666666666666666
00-0033949,J.Dobbs,0.0,0.0,0.0,0.0,-5.0,10.0,0.0,4.0,4.0,-0.5,-0.125
00-0033319,N.Mullens,0.0,0.0,0.0,0.0,-8.0,12.0,0.0,4.0,4.0,-0.8,-0.2
00-0031345,J.Garoppolo,0.0,0.0,0.0,0.0,-10.0,9.0,0.0,3.0,3.0,-1.0,-0.3333333333333333
00-0035042,J.Gillan,0.0,0.0,0.0,0.0,-13.0,1.0,0.0,1.0,1.0,-1.3,-1.3
00-0036313,B.Mann,0.0,0.0,0.0,0.0,-34.0,1.0,0.0,1.0,1.0,-3.4,-3.4
