player_name,position,draft_year,pick,round,team,college,best_ppr,best_ppg,best_season,hit24,hit12
Dont'e Thornton,WR,2025,108,4,LVR,Tennessee,0.0,0.0,,0,0
Arian Smith,WR,2025,110,4,NYJ,Georgia,0.0,0.0,,0,0
Trevor Etienne,RB,2025,114,4,CAR,Georgia,0.0,0.0,,0,0
Woody Marks,RB,2025,116,4,HOU,USC,0.0,0.0,,0,0
Jarquez Hunter,RB,2025,117,4,LAR,Auburn,0.0,0.0,,0,0
Dylan Sampson,RB,2025,126,4,CLE,Tennessee,0.0,0.0,,0,0
Jaylin Lane,WR,2025,128,4,WAS,Virginia Tech,0.0,0.0,,0,0
Jalen Royals,WR,2025,133,4,KAN,Utah St.,0.0,0.0,,0,0
Elic Ayomanor,WR,2025,136,4,TEN,Stanford,0.0,0.0,,0,0
Jordan Watkins,WR,2025,138,4,SFO,Mississippi,0.0,0.0,,0,0
Jordan James,RB,2025,147,5,SFO,Oregon,0.0,0.0,,0,0
Jaydon Blue,RB,2025,149,5,DAL,Texas,0.0,0.0,,0,0
DJ Giddens,RB,2025,151,5,IND,Kansas St.,0.0,0.0,,0,0
KeAndre Lambert-Smith,WR,2025,158,5,LAC,Auburn,0.0,0.0,,0,0
Tory Horton,WR,2025,166,5,SEA,Colorado St.,0.0,0.0,,0,0
Ollie Gordon,RB,2025,179,6,MIA,Oklahoma St.,0.0,0.0,,0,0
Devin Neal,RB,2025,184,6,NOR,Kansas,0.0,0.0,,0,0
Kalel Mullings,RB,2025,188,6,TEN,Michigan,0.0,0.0,,0,0
Tahj Brooks,RB,2025,193,6,CIN,Texas Tech,0.0,0.0,,0,0
LaJohntay Wester,WR,2025,203,6,BAL,Colorado,0.0,0.0,,0,0
Jimmy Horn,WR,2025,208,6,CAR,Colorado,0.0,0.0,,0,0
Damien Martinez,RB,2025,223,7,SEA,Miami (FL),0.0,0.0,,0,0
Brashard Smith,RB,2025,228,7,KAN,SMU,0.0,0.0,,0,0
Kyle Monangai,RB,2025,233,7,CHI,Rutgers,0.0,0.0,,0,0
Tez Johnson,WR,2025,235,7,TAM,Oregon,0.0,0.0,,0,0
LeQuint Allen,RB,2025,236,7,JAX,Syracuse,0.0,0.0,,0,0
Ricky White,WR,2025,238,7,SEA,UNLV,0.0,0.0,,0,0
Phil Mafah,RB,2025,239,7,DAL,Clemson,0.0,0.0,,0,0
Kaden Prather,WR,2025,240,7,BUF,Maryland,0.0,0.0,,0,0
Konata Mumpfield,WR,2025,242,7,LAR,Pittsburgh,0.0,0.0,,0,0
Dominic Lovett,WR,2025,244,7,DET,Georgia,0.0,0.0,,0,0
Jacory Croskey-Merritt,RB,2025,245,7,WAS,Arizona,0.0,0.0,,0,0
Junior Bergen,WR,2025,252,7,SFO,Montana,0.0,0.0,,0,0
