player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cash Jones,155211,HB,GEORGIA,14,12,1,0,0.0,0,0,20,0,10,1,23,68.0,0,2,173,1,5,74.7,66.9,82.6,60.0,73.1,73.6,65.4,58.4,8,1,172,19,105,44,0,0,24,31,0,20,23,1.92,1.7,1.64,6
JacQai Long,184703,QB,MARSHALL,5,12,1,1,39.2,20,0,51,0,0,1,25,17.4,1,3,214,2,10,22.4,41.4,76.7,27.3,,,71.1,60.0,20,0,0,0,0,44,0,0,0,12,1,51,25,2.08,4.3,,1
Mason Drube,200056,QB,WYOMING,3,12,5,1,41.8,23,0,42,0,0,5,29,179.0,1,3,351,0,5,72.7,54.2,77.5,55.9,,,54.4,60.5,23,0,0,0,0,27,13,3,0,9,0,55,30,2.5,4.6,,1
Matthew Wilson,184618,QB,APP STATE,1,12,2,3,68.2,75,0,102,0,0,1,12,12.0,3,5,108,0,7,72.6,52.9,75.6,36.6,,,71.0,60.0,28,0,0,0,0,24,8,2,0,10,1,110,23,1.92,9.2,,0
Michael Hawkins Jr.,184595,QB,OKLAHOMA,2,12,5,2,48.8,42,0,59,0,0,2,23,56.8,4,6,261,1,1,39.7,74.1,77.0,62.9,,,76.9,60.0,27,0,0,0,0,39,27,3,0,9,1,86,30,2.5,7.2,,6
Tre Richardson,200360,WR,VANDERBILT,13,11,4,1,33.9,21,0,62,4,8,4,30,57.4,3,3,333,0,6,77.8,74.5,87.3,,,73.2,71.6,64.4,21,1,806,46,335,175,0,0,72,57,0,62,30,2.73,5.6,2.41,0
Messiah Burch,171198,HB,BUFFALO,6,11,3,0,0.0,0,0,41,0,0,3,34,61.8,2,2,126,0,4,73.3,67.1,75.4,,67.9,58.1,70.4,56.3,14,0,-1,4,15,17,0,0,4,15,0,41,34,3.09,3.7,-0.07,6
Jalen Hampton,123351,HB,W KENTUCKY,2,11,4,0,0.0,0,0,27,0,0,4,22,72.7,0,1,346,1,11,25.7,52.0,73.0,,75.6,59.5,53.1,59.1,7,0,0,0,1,16,0,0,0,11,0,27,22,2.0,2.5,0.0,0
Curtis Jones Jr.,189935,ED,W VIRGINIA,4,11,3,0,0.0,0,0,24,0,0,3,23,52.3,0,5,343,0,0,74.4,69.1,74.1,,79.2,67.0,68.8,48.4,6,0,3,1,9,19,0,0,2,12,3,24,23,2.09,2.2,0.33,11
Anthony League,207842,HB,CAL,4,11,1,0,0.0,0,0,38,0,0,1,26,18.2,0,2,130,0,2,73.6,68.9,74.2,,76.4,59.7,69.1,60.0,8,0,11,2,7,12,0,0,2,13,1,38,26,2.36,3.5,1.57,9
Josh Flowers,184255,QB,ARK STATE,3,11,4,1,27.6,16,0,58,0,0,4,36,119.0,2,3,113,2,3,72.2,58.9,73.5,52.9,,,61.7,60.0,16,0,0,0,0,22,0,0,0,11,0,58,36,3.27,5.3,,5
Khyair Spain,193171,HB,MEMPHIS,4,11,4,0,0.0,0,0,72,0,1,4,44,166.7,3,4,218,0,2,73.6,74.0,74.8,,,68.6,72.7,58.5,13,0,15,1,7,18,0,0,1,12,0,72,44,4.0,6.5,2.14,9
Shaadie Clayton-Johnson,131674,HB,SMU,5,11,1,1,58.1,50,0,86,0,2,1,69,134.4,1,3,287,0,7,73.7,78.7,73.1,,50.9,68.2,76.6,73.4,50,0,20,3,9,11,0,0,3,14,2,86,69,6.27,7.8,2.22,4
Oliver Miles III,191351,S,TEXAS TECH,3,11,3,1,41.7,25,1,60,0,0,3,26,59.1,1,2,315,0,4,73.6,67.8,74.0,,67.8,60.1,67.2,60.0,25,1,-7,1,2,14,0,0,1,12,0,60,26,2.36,5.5,-3.5,5
Hunter Najm,184223,QB,BOWL GREEN,5,11,2,0,0.0,0,0,6,0,0,0,0,0.0,2,3,122,1,0,50.5,33.7,81.8,29.9,,,55.9,60.3,26,0,0,0,0,125,61,8,0,3,0,67,43,3.91,6.1,,0
Coleson Fields,176000,HB,NC STATE,4,11,1,0,0.0,0,0,19,0,0,1,16,10.4,0,0,248,0,3,75.0,59.8,73.4,,77.6,71.6,56.8,60.0,7,0,36,3,8,14,0,0,3,14,0,19,16,1.45,1.7,4.5,8
Champ Hampton,176615,HB,STANFORD,5,11,3,0,0.0,0,0,29,0,2,3,36,136.4,0,2,300,0,6,73.8,69.4,76.8,,72.1,60.5,70.3,60.0,8,0,12,1,19,12,0,0,1,12,0,29,36,3.27,2.6,0.63,5
Zeon Chriss-Gremillion,156733,QB,HOUSTON,6,11,3,1,22.8,21,0,78,0,0,3,36,133.3,4,3,182,0,4,36.2,55.4,76.4,42.2,,,70.5,60.2,21,0,0,0,0,33,14,2,0,9,0,92,55,5.0,8.4,,2
Ben Gulbranson,131734,QB,STANFORD,9,11,2,0,0.0,0,0,-13,0,0,0,0,0.0,1,1,300,6,0,33.7,49.4,64.0,48.6,62.2,,58.0,60.1,12,4,0,0,0,229,32,6,0,5,0,19,6,0.55,1.7,,0
Jaylon Coleman,204998,HB,LIBERTY,7,11,4,2,48.1,38,0,79,0,2,4,45,116.9,2,4,206,0,7,74.1,77.2,80.9,,30.3,91.7,71.5,55.0,23,0,100,10,25,69,0,0,10,21,0,79,45,4.09,7.2,4.0,4
Landyn Locke,199937,QB,SM HOUSTON,6,11,0,0,0.0,0,0,2,0,0,0,6,0.0,1,1,281,1,0,47.6,41.6,62.2,41.0,,,58.1,60.0,12,2,0,0,0,92,24,4,0,7,0,26,25,2.27,2.4,,2
Javion Kinnard,204805,HB,COLO STATE,11,11,3,1,41.2,21,0,51,3,9,3,21,76.4,1,3,144,0,7,81.5,68.0,0.0,,70.2,68.4,70.2,64.3,21,1,233,19,81,38,0,0,27,30,0,51,21,1.91,4.6,2.88,4
Adam Damante,170711,QB,NEW MEX ST,5,11,0,0,0.0,0,2,-1,0,0,0,2,0.0,2,5,242,2,0,42.2,65.8,81.4,63.9,,,64.3,60.0,13,2,0,0,0,72,31,3,0,8,1,30,4,0.36,2.7,,1
Trelain Maddox,183219,HB,GA TECH,8,11,1,0,0.0,0,0,38,0,0,1,33,25.0,0,4,176,1,8,24.5,52.5,78.1,,8.2,55.2,55.3,55.1,9,0,7,1,16,24,0,0,1,12,1,38,33,3.0,3.5,0.44,3
Tomas O'Meara,190838,FB,MICHIGAN,2,11,1,1,44.6,37,0,83,0,0,1,32,26.4,1,4,222,0,1,73.5,74.8,71.4,,,,71.4,60.0,37,0,0,0,0,14,0,0,0,11,0,83,32,2.91,7.5,,10
Anthony Garcia,174863,WR,UTAH ST,13,11,4,2,47.2,34,0,72,7,1,4,39,57.2,4,4,329,1,10,74.9,61.4,26.1,83.0,,55.4,80.9,58.9,17,2,348,20,245,119,0,0,38,31,1,72,39,3.55,6.5,1.42,0
Deuce Knight,198161,QB,AUBURN,2,11,6,1,10.5,20,0,33,0,0,3,14,168.0,6,7,115,2,3,22.4,71.1,76.4,51.8,,,86.3,60.0,75,0,0,0,0,25,158,6,0,5,4,191,146,13.27,17.4,,1
Mario Craver,184754,WR,TEXAS A&M,12,11,3,1,34.6,28,0,81,4,22,3,22,71.4,2,3,312,0,11,77.1,82.7,59.4,,,84.1,69.6,50.8,28,1,917,59,280,177,0,0,85,70,1,81,22,2.0,7.4,3.28,0
Alex Orji,158545,QB,UNLV,3,11,6,0,0.0,0,0,28,0,0,5,33,165.0,1,5,325,1,7,25.4,67.8,73.4,61.4,,54.3,66.0,60.0,11,0,0,0,0,20,11,1,0,10,1,39,35,3.18,3.5,,2
Tiger Riden Jr.,204345,HB,TEXAS A&M,1,11,3,0,0.0,0,0,45,0,0,3,37,91.7,2,4,312,0,2,73.5,77.5,72.6,,78.2,59.0,74.7,59.6,11,0,0,0,2,13,0,0,0,11,1,45,37,3.36,4.1,0.0,9
Amani Givens,189819,HB,LA TECH,13,11,4,1,27.7,18,0,65,0,0,4,34,112.4,2,4,208,0,5,73.5,62.4,80.7,,82.0,51.8,74.8,43.8,18,0,0,0,16,78,0,0,0,11,0,65,34,3.09,5.9,0.0,6
Justin Jones,121492,HB,AUBURN,5,11,2,1,37.7,20,0,53,0,1,2,48,100.7,2,3,115,1,4,25.2,59.0,76.0,,,59.8,59.6,56.0,20,0,6,2,17,19,0,0,2,13,0,53,48,4.36,4.8,0.35,7
KC Concepcion,170362,WR,TEXAS A&M,13,10,2,2,42.7,32,0,75,7,14,2,30,67.6,2,4,312,0,9,86.7,79.3,68.4,,,81.2,62.6,53.7,16,1,919,61,372,263,0,0,100,71,1,75,30,3.0,7.5,2.47,0
Jaxon Potter,176687,QB,WASH STATE,3,10,1,0,0.0,0,0,-4,0,0,0,0,0.0,0,1,341,1,0,73.2,67.3,51.8,69.4,,,53.2,60.1,5,2,0,0,0,60,7,4,0,6,0,3,12,1.2,0.3,,1
Micah Ka'apana,190834,HB,MICHIGAN,4,10,2,0,0.0,0,0,38,0,0,2,32,58.2,1,2,222,0,1,73.1,69.6,75.6,,79.3,62.5,70.0,59.1,11,0,8,1,17,12,0,0,1,11,0,38,32,3.2,3.8,0.47,8
Drew Devillier,190639,QB,RICE,6,10,2,0,0.0,0,0,4,0,0,1,14,38.9,1,1,275,1,4,32.3,54.7,75.4,64.6,,,46.6,60.0,10,0,0,0,0,18,14,4,0,6,0,18,18,1.8,1.8,,1
Jeremiah Johnson,190571,HB,FLORIDA ST,2,10,2,1,29.6,16,0,54,0,0,2,38,76.0,3,3,167,0,2,73.1,72.1,69.3,,,,69.6,,16,0,0,0,0,10,0,0,0,10,0,54,38,3.8,5.4,,7
Nick Poulos,188474,QB,OHIO,4,10,1,1,44.2,19,0,22,0,0,0,20,0.0,3,3,259,0,3,71.6,52.5,75.5,39.8,,,65.0,60.0,19,0,0,0,0,34,21,2,0,8,0,43,32,3.2,4.3,,0
Christian Leary,146589,WR,W MICHIGAN,13,10,3,1,45.7,21,0,46,0,5,3,30,96.0,3,3,347,0,8,74.1,70.8,14.7,,,72.5,67.3,52.6,21,1,117,15,60,91,0,0,18,25,0,46,30,3.0,4.6,1.95,0
Tray Taylor,186494,WR,TROY,13,10,2,1,30.8,16,0,52,2,5,2,14,25.1,2,2,318,1,4,44.2,73.8,82.6,,,74.1,67.2,52.1,16,0,495,29,180,68,0,0,41,39,1,52,14,1.4,5.2,2.75,1
Husan Longstreet,199411,QB,USC,4,10,4,2,40.7,33,0,46,0,0,2,29,232.0,4,6,326,1,2,28.6,66.1,75.1,51.3,,,72.5,60.0,17,0,0,0,0,22,35,5,0,5,2,81,43,4.3,8.1,,2
Baron May,76359,QB,BOWL GREEN,1,10,2,1,50.9,28,0,46,0,0,2,48,150.0,1,4,122,1,4,34.8,64.9,26.2,58.0,,,71.0,60.0,28,1,0,0,0,45,9,2,0,8,1,55,49,4.9,5.5,,4
Mike Drennen II,124059,HB,TOLEDO,4,10,2,1,23.4,15,0,64,0,0,2,32,64.0,1,2,316,0,6,73.1,75.1,73.3,,,56.3,74.6,58.8,15,0,0,0,5,16,0,0,0,10,0,64,32,3.2,6.4,0.0,4
KJ Jackson,184386,QB,ARKANSAS,5,10,5,0,0.0,0,0,14,0,0,1,14,87.5,2,5,111,2,2,47.2,79.7,78.2,73.9,,,75.4,60.0,12,0,0,0,0,29,47,6,0,4,2,61,35,3.5,6.1,,1
Deion DeBlanc,200073,WR,WYOMING,10,10,2,0,0.0,0,0,54,1,3,2,32,59.3,3,5,351,0,0,79.9,65.1,81.2,,,63.3,64.5,68.0,13,0,90,17,98,60,0,0,20,27,1,54,32,3.2,5.4,0.92,10
Xavier Ford,204153,HB,MINNESOTA,2,10,0,0,0.0,0,0,35,0,0,0,28,0.0,0,3,225,0,0,73.1,68.1,72.7,,,58.5,66.9,,8,0,0,0,1,10,0,0,0,10,0,35,28,2.8,3.5,0.0,10
Judah Price,176205,HB,MARSHALL,3,10,0,0,0.0,0,0,34,0,0,0,22,0.0,1,2,214,0,2,73.1,62.3,71.7,,0.0,57.8,64.8,59.3,11,0,0,0,3,13,0,0,0,10,0,34,22,2.2,3.4,0.0,8
Peyton Jones,170051,HB,DUKE,3,10,2,0,0.0,0,0,34,1,0,2,22,33.8,0,2,154,0,3,74.0,60.0,74.9,,53.1,49.0,63.6,,8,0,23,3,21,10,0,0,5,13,1,34,22,2.2,3.4,1.1,7
MJ Morris,157404,QB,COAST CAR,4,10,1,0,0.0,0,0,39,0,0,1,20,31.3,2,1,141,2,1,72.6,46.2,79.5,43.6,,,59.3,60.0,11,0,0,0,0,59,9,2,0,8,0,48,25,2.5,4.8,,2
Jordan Napier,175759,WR,S DIEGO ST,10,10,3,1,28.1,16,0,57,4,10,3,31,70.7,2,3,284,0,10,72.0,77.4,56.1,27.5,,83.5,58.9,54.3,16,1,623,47,185,246,0,0,66,57,1,57,31,3.1,5.7,3.37,0
DeJuan Lacy,178849,HB,E CAROLINA,2,10,0,1,34.1,15,0,44,0,0,0,17,0.0,1,5,156,0,3,73.5,55.5,74.5,,78.1,30.0,61.0,54.5,15,0,0,0,9,15,0,0,0,10,1,44,17,1.7,4.4,0.0,7
Dennis Palmer,193345,HB,TROY,2,10,2,0,0.0,0,0,40,0,0,2,23,46.0,1,2,318,0,4,73.1,64.5,71.6,,60.9,57.6,64.2,60.0,11,0,0,0,3,11,0,0,0,10,0,40,23,2.3,4.0,0.0,6
Taven Curry,163012,HB,AKRON,3,10,2,1,26.3,15,0,57,0,0,2,27,54.0,1,4,102,0,2,73.3,70.1,72.7,,,57.1,68.6,60.0,15,0,0,0,4,13,0,0,0,10,0,57,27,2.7,5.7,0.0,8
Ethan Ervin,199664,HB,FAU,4,9,0,0,0.0,0,0,25,1,1,0,17,13.5,0,2,165,0,0,72.4,68.5,76.2,,81.8,61.2,68.8,60.0,8,0,23,5,25,10,0,0,8,14,0,25,17,1.89,2.8,0.92,8
Jacquon Gibson,158762,WR,UMASS,10,9,1,0,0.0,0,0,39,6,11,1,14,25.9,2,3,216,0,0,79.2,70.9,86.4,60.4,,70.9,59.6,63.5,13,1,616,63,296,172,0,0,95,72,0,39,14,1.56,4.3,2.08,8
Malachi Coleman,199225,HB,SYRACUSE,3,9,1,0,0.0,0,0,31,0,0,1,26,32.1,0,2,304,0,2,72.5,67.7,73.0,,77.3,60.0,66.3,57.7,8,0,0,0,1,14,0,0,0,9,0,31,26,2.89,3.4,0.0,6
Luke Carney,199218,QB,SYRACUSE,4,9,2,0,0.0,0,0,11,0,0,0,6,0.0,1,2,304,0,2,70.5,65.0,74.0,58.6,,,65.0,60.0,18,0,0,0,0,20,26,3,0,6,1,37,19,2.11,4.1,,2
Tito Glass Jr.,188277,HB,MIAMI OH,3,9,1,0,0.0,0,0,47,0,0,1,32,39.5,1,2,221,0,0,72.5,71.3,71.9,,,,69.0,60.0,11,0,0,0,0,13,0,0,0,9,0,47,32,3.56,5.2,,9
Christian Veilleux,145086,QB,GA STATE,3,9,2,1,31.7,20,0,28,0,0,0,5,0.0,3,4,175,1,0,59.6,50.5,80.4,46.3,,,68.8,60.0,20,0,0,0,0,58,35,4,0,5,0,63,35,3.89,7.0,,3
Jordan Anderson,158194,TE,ILLINOIS,13,9,1,1,48.8,20,0,41,0,0,1,23,21.3,2,7,187,0,0,73.0,79.5,78.8,,79.4,60.6,77.0,75.9,20,0,12,3,11,34,0,0,3,12,1,41,23,2.56,4.6,1.09,2
Jacob Conover,70963,QB,UTAH ST,5,9,1,0,0.0,0,0,9,0,0,1,6,24.0,0,0,329,0,0,71.4,58.9,77.4,57.3,85.3,,60.8,60.0,9,2,0,0,0,26,18,4,0,5,0,27,12,1.33,3.0,,2
Davis Lane Jr.,156393,HB,VIRGINIA,5,9,0,0,0.0,0,0,39,0,0,0,21,0.0,1,2,335,0,2,72.5,62.2,75.7,,75.4,54.3,63.2,59.8,11,0,0,0,12,13,0,0,0,9,0,39,21,2.33,4.3,0.0,7
Heinrich Haarberg,144993,TE,NEBRASKA,13,9,0,0,0.0,0,0,8,0,0,0,6,0.0,0,5,238,1,2,26.9,65.8,84.1,,74.9,63.3,59.8,64.0,2,0,52,8,83,108,0,0,10,17,0,8,6,0.67,0.9,0.63,1
Jamezell Lassiter,188518,HB,VANDERBILT,10,9,3,3,88.8,127,0,143,0,4,3,80,478.6,3,3,333,0,2,73.3,84.8,75.8,,22.5,86.0,87.6,56.0,48,0,57,4,12,22,0,0,4,13,2,143,80,8.89,15.9,4.75,6
Kevin Coleman Jr.,160756,WR,MISSOURI,13,9,3,2,65.8,50,0,76,2,16,3,24,67.6,3,3,229,0,3,86.8,79.1,86.5,,62.1,80.0,71.4,54.8,34,0,732,66,328,233,0,0,84,75,0,76,24,2.67,8.4,2.23,2
Nolan Good,198637,QB,KENT STATE,2,9,2,0,0.0,0,0,-4,0,0,2,4,12.5,0,0,201,1,3,27.1,39.2,74.5,48.4,,,44.9,60.0,5,0,0,0,0,24,2,1,0,8,0,-2,5,0.56,-0.2,,2
Elijah Jackson,174961,HB,BALL ST,3,9,0,0,0.0,0,0,19,0,1,0,22,24.4,0,1,117,1,4,23.3,58.1,76.0,,74.8,77.3,48.3,59.5,7,0,37,1,5,12,0,0,1,10,0,19,22,2.44,2.1,7.4,4
Justin Cook,199077,HB,PITTSBURGH,3,9,1,0,0.0,0,0,31,0,2,1,13,25.5,1,1,268,0,4,73.2,58.8,76.6,,19.2,73.9,56.8,47.6,13,0,44,8,34,12,0,0,10,17,0,31,13,1.44,3.4,1.29,5
JB Price,188691,HB,KANSAS ST,3,9,1,0,0.0,0,0,18,0,0,1,18,22.2,1,2,199,0,2,73.0,53.1,73.3,,19.8,54.7,56.5,54.2,12,0,0,0,10,14,0,0,0,9,0,18,18,2.0,2.0,0.0,7
Charles Robinson,189515,FB,NAVY,12,9,2,0,0.0,0,0,30,0,0,2,23,51.1,0,0,237,1,6,24.7,50.2,79.5,,,42.9,61.8,42.6,7,0,10,1,11,65,0,0,2,10,0,30,23,2.56,3.3,0.91,1
Cody Hagen,189644,WR,BYU,13,9,1,2,95.7,89,0,93,0,3,1,40,84.7,2,2,128,0,1,76.1,55.8,85.9,,,52.4,71.8,59.3,57,0,97,12,196,226,0,0,21,21,2,93,40,4.44,10.3,0.49,0
Solomon Vanhorse,78573,HB,INDIANA,5,9,0,0,0.0,0,0,48,0,0,0,21,0.0,1,3,190,0,5,73.3,73.4,71.7,,,,70.7,60.0,12,0,0,0,0,11,0,0,0,9,0,48,21,2.33,5.3,,3
Jonathan Bibbs,190005,WR,LA MONROE,12,9,3,1,40.4,21,0,52,2,14,3,21,113.3,2,3,209,1,6,39.6,70.4,14.1,,61.9,71.4,68.1,56.7,21,2,389,26,170,146,0,0,40,35,0,52,21,2.33,5.8,2.29,0
Gi'Bran Payne,156963,HB,NOTRE DAME,3,9,4,1,45.3,24,0,53,0,0,4,42,207.4,2,2,258,0,2,72.5,71.3,72.4,,67.8,28.0,77.9,57.7,24,0,0,0,1,13,0,0,0,9,0,53,42,4.67,5.9,0.0,7
Dane Nauman,190135,HB,TOLEDO,2,9,1,0,0.0,0,0,40,0,0,1,43,53.1,2,2,316,0,1,72.5,65.3,72.4,,74.6,58.1,64.7,58.8,12,0,0,0,3,14,0,0,0,9,0,40,43,4.78,4.4,0.0,8
Lucas Scheerhorn,190304,QB,RICE,2,9,1,1,71.4,20,0,19,0,0,1,17,47.2,1,2,275,1,4,22.8,48.1,73.5,72.1,,,44.8,60.0,20,0,0,0,0,20,9,3,0,6,0,28,18,2.0,3.1,,1
Ben Prosper,198369,WR,E MICHIGAN,12,9,4,0,0.0,0,0,41,3,4,4,33,97.8,2,1,160,0,6,74.2,57.6,4.5,,,59.6,63.6,42.8,13,2,177,21,168,103,0,0,25,30,0,41,33,3.67,4.6,1.05,0
Travis Bates,162692,HB,DUKE,2,9,2,1,68.4,39,0,57,0,0,2,27,66.7,1,2,154,0,1,72.5,64.6,71.3,,,,63.7,60.0,39,0,0,0,0,14,0,0,0,9,0,57,27,3.0,6.3,,8
Tyrell Henry,158385,WR,WISCONSIN,9,9,3,0,0.0,0,0,23,0,0,3,19,45.2,0,1,349,0,4,83.8,62.6,79.8,50.8,,66.1,59.8,58.1,5,0,29,5,32,51,0,0,6,14,0,23,19,2.11,2.6,0.91,0
Hunter Simmons,148254,QB,WISCONSIN,9,9,0,0,0.0,0,0,-5,0,0,0,5,0.0,0,2,349,6,2,27.2,46.1,82.7,47.0,,,46.6,60.1,9,1,0,0,0,120,25,4,0,5,0,20,8,0.89,2.2,,0
Ja'Quez Cross,145108,HB,ARK STATE,1,9,2,0,0.0,0,0,37,0,1,2,22,56.4,0,3,113,0,1,73.9,71.4,74.8,,79.2,86.3,66.4,,8,0,32,4,17,10,0,0,4,13,1,37,22,2.44,4.1,1.88,8
Kadenn Rose,191042,HB,C MICHIGAN,3,8,0,0,0.0,0,0,19,0,1,0,18,25.0,1,2,134,2,6,10.1,34.6,70.5,,0.0,25.3,50.8,,10,0,8,1,3,8,0,0,1,9,0,19,18,2.25,2.4,2.67,2
Jadyn Glasser,184670,QB,C MICHIGAN,2,8,1,0,0.0,0,0,16,0,0,1,11,22.4,0,4,134,0,0,71.6,80.1,73.4,71.2,,,72.6,60.0,5,0,0,0,0,11,2,1,0,7,1,18,11,1.38,2.3,,7
Peter Woods,170034,DI,CLEMSON,8,8,1,0,0.0,0,0,15,0,0,1,12,18.8,0,6,140,1,3,20.6,63.1,71.9,,,58.8,63.0,57.2,5,0,0,0,2,13,0,0,0,8,2,15,12,1.5,1.9,0.0,0
Cyrus Allen,156582,WR,CINCINNATI,12,8,1,1,30.6,15,0,46,1,8,1,10,23.8,2,2,138,1,3,49.0,74.3,87.2,,62.1,76.2,57.0,50.6,15,0,652,47,261,152,3,1,67,54,1,49,12,1.5,6.1,2.5,1
Noah Walters,164315,QB,OKLA STATE,5,8,4,0,0.0,0,0,20,0,0,2,18,73.5,0,0,262,0,4,71.2,47.7,75.1,45.7,,,57.1,60.0,9,0,0,0,0,26,6,1,0,7,0,26,33,4.13,3.3,,3
JC Evans,184302,QB,JAMES MAD,3,8,1,0,0.0,0,0,43,0,0,1,14,21.9,2,3,197,0,5,71.8,69.0,72.4,47.6,,,71.2,60.0,12,0,0,0,0,18,0,0,0,8,1,43,14,1.75,5.4,,1
Max Johnson,124099,QB,N CAROLINA,4,8,0,0,0.0,0,0,8,0,0,0,3,0.0,2,4,245,2,1,52.6,51.8,44.8,50.6,,,63.3,60.2,18,1,0,0,0,29,44,5,0,3,0,52,12,1.5,6.5,,0
Chris Jimerson Jr.,198991,QB,N TEXAS,4,8,1,0,0.0,0,0,32,0,0,0,4,0.0,1,2,251,0,0,71.1,89.1,73.3,91.5,,,67.8,60.0,12,0,0,0,0,22,3,1,0,7,0,35,12,1.5,4.4,,4
Cameron Friel,146195,QB,UNLV,3,8,1,0,0.0,0,0,22,0,0,1,14,28.6,0,4,325,0,6,71.1,63.2,0.0,50.8,,,68.0,60.0,6,1,0,0,0,20,6,1,0,7,0,28,18,2.25,3.5,,0
Kam Davis,183297,HB,FLORIDA ST,3,8,2,1,47.1,24,0,51,0,0,2,33,75.0,2,4,167,0,0,72.2,70.1,74.8,,71.7,66.6,68.1,71.1,24,0,46,3,12,12,0,0,3,11,1,51,33,4.13,6.4,3.83,6
Harry Dalton III,205446,HB,USC,4,8,2,1,47.7,21,0,44,0,0,2,24,75.0,2,2,326,0,2,72.5,75.1,72.3,,15.3,57.2,76.5,,21,0,0,0,4,9,0,0,0,8,0,44,24,3.0,5.5,0.0,6
Luke Doty,124230,QB,S CAROLINA,4,8,4,0,0.0,0,0,4,0,0,1,7,77.8,2,2,289,1,2,33.3,61.6,76.4,61.4,,,59.2,60.0,10,0,0,0,0,22,34,5,0,3,0,38,12,1.5,4.8,,1
Johnnie Daniels,184755,HB,MISS STATE,2,8,5,0,0.0,0,0,41,0,0,5,36,204.5,2,1,227,0,1,73.0,69.1,73.7,,19.6,65.5,71.5,58.9,13,0,19,3,11,12,0,0,3,11,0,41,36,4.5,5.1,1.73,6
Cole Cabana,174036,HB,W MICHIGAN,2,8,0,0,0.0,0,0,18,0,0,0,9,0.0,0,0,347,0,5,72.2,61.4,73.0,,72.7,65.9,59.5,59.4,9,0,2,2,2,11,0,0,2,10,0,18,9,1.13,2.3,1.0,3
Tyler Jacklich,174823,HB,W VIRGINIA,3,8,1,0,0.0,0,0,32,0,0,1,18,28.1,2,4,343,1,4,20.6,50.9,74.7,,73.6,56.6,51.3,58.1,10,0,0,0,4,21,0,0,0,8,0,32,18,2.25,4.0,0.0,4
Ryan Puglisi,184571,QB,GEORGIA,7,8,1,0,0.0,0,0,-4,0,0,1,9,25.0,0,1,173,0,1,71.1,73.2,77.5,74.9,,,58.1,60.0,8,0,0,0,0,49,14,2,0,6,0,10,16,2.0,1.3,,0
Jacob De Jesus,174068,WR,CAL,13,8,2,0,0.0,0,1,-9,8,14,1,4,7.5,0,0,130,2,2,66.6,74.1,88.3,82.3,69.5,77.3,50.4,39.0,4,1,1030,107,492,229,1,1,155,114,0,-8,16,2.0,-1.0,2.09,0
Chase Garnett,206251,HB,USF,2,8,1,2,64.2,52,0,81,0,1,1,38,105.6,3,4,327,0,3,72.6,78.8,72.0,,,65.8,75.4,60.0,26,0,0,1,1,12,0,0,1,9,0,81,38,4.75,10.1,0.0,5
Javen Nicholas,157109,WR,CHARLOTTE,12,8,3,1,47.6,20,0,42,1,19,3,17,68.7,2,3,136,1,3,68.1,74.2,64.7,,,75.2,65.9,54.6,20,2,740,60,373,220,0,0,85,68,0,42,17,2.13,5.3,1.98,2
Joquez Smith,173281,HB,TEMPLE,3,8,1,0,0.0,0,0,23,0,0,1,12,16.7,0,1,306,0,3,72.0,57.2,75.0,,74.5,66.8,55.1,58.5,5,0,12,1,11,12,0,0,1,9,0,23,12,1.5,2.9,1.09,5
Doe Boyland,149553,HB,OHIO,4,8,2,0,0.0,0,0,45,0,0,2,34,106.3,2,2,259,0,8,72.5,77.8,74.5,,,60.0,74.9,60.0,12,0,0,0,1,14,0,0,0,8,0,45,34,4.25,5.6,0.0,0
AJ Bianco,158232,QB,NEVADA,7,8,0,0,0.0,0,0,6,0,0,0,3,0.0,1,3,239,1,0,43.9,57.3,78.9,54.1,,54.3,65.3,60.7,12,1,0,0,1,36,37,6,1,2,0,43,25,3.13,5.4,0.0,0
Jeremiah Coney,174777,HB,VA TECH,5,8,4,1,44.7,21,0,47,1,1,4,38,215.9,2,4,337,0,0,72.8,58.6,0.0,,37.5,39.5,69.1,59.7,21,1,15,3,13,16,0,0,4,11,0,47,38,4.75,5.9,1.15,8
Jakivion Calip,171225,HB,C MICHIGAN,2,8,0,1,48.8,20,0,41,0,0,0,11,0.0,1,1,134,0,0,71.9,64.1,70.1,,,59.5,63.4,,20,0,0,0,1,8,0,0,0,8,0,41,11,1.38,5.1,0.0,8
TK King,157338,WR,NEW MEX ST,8,8,1,0,0.0,0,0,18,3,2,1,9,6.9,1,2,242,0,2,80.5,71.8,58.2,,,73.0,61.9,52.5,13,1,594,41,250,150,0,0,65,49,0,18,9,1.13,2.3,2.38,2
Lucky Finau,175021,HB,BYU,1,8,0,0,0.0,0,0,32,0,0,0,17,0.0,0,3,128,0,0,71.9,77.4,71.4,,,,74.5,59.1,6,0,0,0,0,10,0,0,0,8,0,32,17,2.13,4.0,,8
