season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,name_clean,best_ppr,best_ppg,best_season,hit24,hit12,games_fantasy
2015,6,187,WAS,00-0031954,SpenEv00,evan-spencer-1,Evan Spencer,False,WR,WR,O,Ohio St.,22.0,2015.0,0,0,0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,evan spencer,0.0,0.0,,0,0,
2015,6,201,STL,,SassBu00,bud-sasser-1,Bud Sasser,False,WR,WR,O,Missouri,,,0,0,0,,,,,,,,,,,,,,,,,,,bud sasser,0.0,0.0,,0,0,
2015,6,204,BAL,00-0031610,WallDa01,darren-waller-1,Darren Waller,False,WR,WR,O,Georgia Tech,22.0,2025.0,0,1,4,33.0,,1.0,95.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,374.0,4407.0,26.0,10.0,,,darren waller,0.0,0.0,,0,0,
2015,6,205,IND,00-0031611,RobiJo02,josh-robinson-2,Josh Robinson,False,RB,RB,O,Mississippi St.,23.0,2015.0,0,0,0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,39.0,0.0,6.0,33.0,0.0,,,,josh robinson,0.0,0.0,,0,0,
2015,7,220,JAX,00-0032120,SterNe00,,Neal Sterling,False,WR,WR,O,Monmouth,23.0,2018.0,0,0,0,2.0,,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,239.0,0.0,3.0,,,neal sterling,0.0,0.0,,0,0,
2015,7,221,OAK,,DeboAn00,andre-debose-1,Andre Debose,False,WR,WR,O,Florida,,,0,0,0,,,,,,,,,,,,,,,,,,,andre debose,0.0,0.0,,0,0,
2015,7,230,NOR,00-0031959,MurpMa03,marcus-murphy-1,Marcus Murphy,False,RB,RB,O,Missouri,23.0,2018.0,0,0,0,2.0,,1.0,28.0,0.0,0.0,0.0,0.0,0.0,60.0,291.0,0.0,14.0,36.0,0.0,2.0,,,marcus murphy,6.8,6.800000190734863,2017.0,0,0,1.0
2015,7,233,KAN,00-0031960,BrowDa03,daron-brown-1,Da'Ron Brown,False,WR,WR,O,Northern Illinois,23.0,,0,0,0,,,,,,,,,,,,,,,,,,,daron brown,0.0,0.0,,0,0,
2015,7,234,BUF,,LewiDe02,,Dezmin Lewis,False,WR,WR,O,Central Arkansas,22.0,2016.0,0,0,0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,dezmin lewis,0.0,0.0,2016.0,0,0,1.0
2015,7,235,HOU,00-0031625,HillKe01,kenny-hilliard-1,Kenny Hilliard,False,RB,RB,O,LSU,23.0,,0,0,0,,,,,,,,,,,,,,,,,,,kenny hilliard,0.0,0.0,,0,0,
2015,7,238,CIN,00-0031962,AlfoMa00,mario-alford-1,Mario Alford,False,WR,WR,O,West Virginia,23.0,2016.0,0,0,0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,,,,mario alford,2.5,2.5,2015.0,0,0,1.0
2015,7,245,TEN,00-0032123,McBrTr00,,Tre McBride,False,WR,WR,O,William & Mary,22.0,2017.0,0,0,0,1.0,,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,10.0,152.0,1.0,5.0,,,tre mcbride,9.6,4.800000190734863,2015.0,0,0,2.0
2016,1,4,DAL,00-0033045,ElliEz00,ezekiel-elliott-1,Ezekiel Elliott,False,RB,RB,O,Ohio St.,21.0,2024.0,1,3,7,68.0,,65.0,135.0,1.0,1.0,4.0,0.0,0.0,2139.0,9130.0,74.0,368.0,2718.0,14.0,2.0,,,ezekiel elliott,370.6,21.80000035903033,2018.0,0,1,17.0
2016,1,15,CLE,00-0032966,ColeCo00,corey-coleman-1,Corey Coleman,False,WR,WR,O,Baylor,22.0,2018.0,0,0,2,6.0,,5.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,61.0,789.0,5.0,,,,corey coleman,93.3,9.330000305175782,2016.0,0,0,10.0
2016,1,21,HOU,00-0033127,FullWi01,william-fuller-2,Will Fuller,False,WR,WR,O,Notre Dame,22.0,2021.0,0,0,5,24.0,,24.0,55.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,213.0,3136.0,24.0,,,,will fuller,188.9,17.172726717862215,2020.0,0,1,11.0
2016,1,22,WAS,00-0032760,DoctJo00,josh-doctson-1,Josh Doctson,False,WR,WR,O,TCU,23.0,2019.0,0,0,2,9.0,,9.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,-14.0,0.0,81.0,1100.0,8.0,,,,josh doctson,119.8,7.986666870117188,2017.0,0,0,15.0
2016,1,23,MIN,00-0032951,TreaLa00,laquon-treadwell-1,Laquon Treadwell,False,WR,WR,O,Mississippi,21.0,2025.0,0,0,2,8.0,,5.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1242.0,5.0,9.0,,,laquon treadwell,82.4,6.866666793823242,2021.0,0,0,12.0
2016,2,40,NYG,00-0032385,ShepSt00,sterling-shepard-1,Sterling Shepard,False,WR,WR,O,Oklahoma,23.0,2025.0,0,0,5,32.0,,26.0,117.0,0.0,0.0,0.0,0.0,0.0,36.0,274.0,1.0,443.0,4800.0,25.0,3.0,,,sterling shepard,141.8,14.180000305175781,2019.0,0,1,10.0
2016,2,45,TEN,00-0032764,HenrDe00,derrick-henry-2,Derrick Henry,False,RB,RB,O,Alabama,22.0,2025.0,1,5,6,85.0,,59.0,153.0,7.0,10.0,37.0,4.0,0.0,2662.0,13018.0,122.0,189.0,1801.0,5.0,,,,derrick henry,205.5,22.833333333333332,2021.0,0,1,9.0
2016,2,47,NOR,00-0032765,ThomMi05,michael-thomas-3,Michael Thomas,False,WR,WR,O,Ohio St.,23.0,2023.0,2,3,4,60.0,,60.0,83.0,0.0,0.0,0.0,0.0,0.0,2.0,-8.0,0.0,565.0,6569.0,36.0,1.0,,,michael thomas,388.6,22.858823888442096,2019.0,0,1,17.0
2016,2,55,CIN,00-0033009,BoydTy00,tyler-boyd-1,Tyler Boyd,False,WR,WR,O,Pittsburgh,21.0,2024.0,0,0,5,48.0,,46.0,136.0,3.0,7.0,85.0,0.0,1.0,20.0,169.0,0.0,552.0,6390.0,31.0,1.0,,,tyler boyd,221.1,15.792857578822545,2018.0,0,1,14.0
2016,3,73,MIA,00-0033118,DrakKe00,kenyan-drake-1,Kenyan Drake,False,RB,RB,O,Alabama,22.0,2023.0,0,0,2,33.0,,15.0,104.0,0.0,0.0,0.0,0.0,0.0,869.0,3866.0,33.0,218.0,1655.0,8.0,6.0,,,kenyan drake,217.0,15.5,2019.0,0,1,14.0
2016,3,85,HOU,00-0033069,MillBr03,braxton-miller-1,Braxton Miller,False,WR,WR,O,Ohio St.,23.0,2017.0,0,0,1,2.0,,2.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,34.0,261.0,2.0,,,,braxton miller,41.3,4.1299999237060545,2017.0,0,0,10.0
2016,3,86,MIA,00-0033060,CarrLe00,leonte-carroo-1,Leonte Carroo,False,WR,WR,O,Rutgers,22.0,2018.0,0,0,0,2.0,,2.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,12.0,192.0,2.0,2.0,,,leonte carroo,18.8,6.266666412353516,2018.0,0,0,3.0
2016,3,90,SEA,00-0032393,ProsC.00,cj-prosise-1,C.J. Prosise,False,RB,RB,O,Notre Dame,22.0,2020.0,0,0,0,5.0,,5.0,35.0,0.0,0.0,0.0,0.0,0.0,75.0,283.0,2.0,41.0,411.0,1.0,,,,cj prosise,61.0,10.166666666666666,2016.0,0,0,6.0
2016,4,107,BAL,00-0032398,MoorCh00,chris-moore-4,Chris Moore,False,WR,WR,O,Cincinnati,23.0,2025.0,0,0,0,14.0,,4.0,125.0,0.0,0.0,0.0,0.0,0.0,17.0,78.0,0.0,149.0,1917.0,9.0,18.0,,,chris moore,115.1,7.673333231608073,2022.0,0,0,15.0
2016,4,112,NWE,,MitcMa01,malcolm-mitchell-2,Malcolm Mitchell,False,WR,WR,O,Georgia,24.0,2016.0,0,0,0,4.0,,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,401.0,4.0,,,,malcolm mitchell,110.6,7.899999891008649,2016.0,0,0,14.0
2016,4,114,CLE,00-0033079,LouiRi00,ricardo-louis-1,Ricardo Louis,False,WR,WR,O,Auburn,22.0,2017.0,0,0,1,3.0,,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,562.0,0.0,11.0,,,ricardo louis,38.5,5.5,2016.0,0,0,7.0
2016,4,117,LAR,00-0033111,CoopPh00,pharoh-cooper-1,Pharoh Cooper,False,WR,WR,O,South Carolina,21.0,2022.0,1,1,0,6.0,,3.0,75.0,0.0,1.0,0.0,0.0,1.0,7.0,26.0,0.0,61.0,545.0,1.0,1.0,,,pharoh cooper,55.5,5.045454545454546,2019.0,0,0,11.0
2016,4,119,HOU,00-0032404,ErviTy00,tyler-ervin-1,Tyler Ervin,False,RB,RB,O,San Jose St.,22.0,2020.0,0,0,0,2.0,,0.0,43.0,0.0,0.0,0.0,0.0,0.0,19.0,92.0,0.0,27.0,186.0,0.0,4.0,,,tyler ervin,13.0,4.333333333333333,2017.0,0,0,3.0
2016,4,126,KAN,00-0032775,RobiDe01,demarcus-robinson-3,Demarcus Robinson,False,WR,WR,O,Florida,21.0,2025.0,0,0,3,27.0,,13.0,161.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,272.0,3289.0,28.0,10.0,,,demarcus robinson,94.8,10.533333672417534,2023.0,0,0,9.0
2016,4,134,BAL,00-0032411,DixoKe00,kenneth-dixon-1,Kenneth Dixon,False,RB,RB,O,Louisiana Tech,22.0,2018.0,0,0,0,5.0,,5.0,18.0,0.0,0.0,0.0,0.0,0.0,148.0,715.0,4.0,36.0,213.0,1.0,,,,kenneth dixon,62.0,8.857142857142858,2018.0,0,0,7.0
2016,4,136,DEN,00-0032972,BookDe00,devontae-booker-1,Devontae Booker,False,RB,RB,O,Utah,24.0,2021.0,0,0,0,19.0,,11.0,93.0,0.0,0.0,0.0,0.0,0.0,527.0,2119.0,11.0,162.0,1224.0,2.0,7.0,,,devontae booker,144.1,9.006250381469727,2021.0,0,0,16.0
2016,5,140,TEN,00-0032778,SharTa00,tajae-sharpe-1,Tajae Sharpe,False,WR,WR,O,Massachusetts,21.0,2021.0,0,0,3,12.0,,11.0,66.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,117.0,1397.0,8.0,1.0,,,tajae sharpe,105.3,6.581250190734863,2016.0,0,0,16.0
2016,5,143,OAK,00-0032940,WashDe00,deandre-washington-1,DeAndre Washington,False,RB,RB,O,Texas Tech,23.0,2020.0,0,0,0,12.0,,11.0,59.0,0.0,0.0,0.0,0.0,0.0,313.0,1213.0,7.0,93.0,643.0,1.0,3.0,,,deandre washington,121.9,7.618750095367432,2019.0,0,0,16.0
2016,5,149,NYG,00-0032417,PerkPa00,paul-perkins-1,Paul Perkins,False,RB,RB,O,UCLA,21.0,2019.0,0,0,0,5.0,,5.0,29.0,0.0,0.0,0.0,0.0,0.0,165.0,575.0,0.0,24.0,217.0,0.0,5.0,,,paul perkins,85.5,6.107142857142857,2016.0,0,0,14.0
2016,5,150,CHI,00-0032780,HowaJo00,jordan-howard-1,Jordan Howard,False,RB,RB,O,Indiana,21.0,2022.0,0,1,3,27.0,,22.0,73.0,0.0,0.0,0.0,0.0,0.0,1019.0,4362.0,37.0,85.0,653.0,2.0,1.0,,,jordan howard,230.1,15.340000406901042,2016.0,0,1,15.0
2016,5,153,PHI,00-0032782,SmalWe00,wendell-smallwood-1,Wendell Smallwood,False,RB,RB,O,West Virginia,22.0,2021.0,0,0,1,10.0,,9.0,56.0,0.0,0.0,0.0,0.0,0.0,238.0,956.0,5.0,60.0,474.0,2.0,8.0,,,wendell smallwood,128.3,8.553333536783855,2018.0,0,0,15.0
2016,5,154,CLE,,PaytJo00,jordan-payton-1,Jordan Payton,False,WR,WR,O,UCLA,23.0,2016.0,0,0,0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,jordan payton,1.3,0.6499999761581421,2016.0,0,0,2.0
2016,5,156,BUF,00-0032975,WillJo07,jonathan-williams-2,Jonathan Williams,False,RB,RB,O,Arkansas,22.0,2023.0,0,0,0,5.0,,1.0,47.0,0.0,1.0,0.0,0.0,0.0,135.0,563.0,3.0,22.0,149.0,0.0,4.0,,,jonathan williams,40.4,10.100000381469727,2019.0,0,0,4.0
2016,5,163,GNB,00-0032423,DaviTr03,trevor-davis-1,Trevor Davis,False,WR,WR,O,California,23.0,2019.0,0,0,0,2.0,,1.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,86.0,1.0,16.0,205.0,1.0,7.0,,,trevor davis,30.4,4.342857088361468,2019.0,0,0,7.0
2016,5,165,KAN,00-0033040,HillTy00,,Tyreek Hill,False,WR,WR,O,West Alabama,22.0,2025.0,5,8,8,98.0,,61.0,145.0,0.0,1.0,0.0,0.0,1.0,114.0,819.0,7.0,819.0,11363.0,83.0,10.0,,,tyreek hill,393.6,23.15294153550092,2023.0,0,1,17.0
2016,5,171,SEA,00-0032426,CollAl00,alex-collins-1,Alex Collins,False,RB,RB,O,Arkansas,22.0,2021.0,0,0,2,17.0,,5.0,50.0,0.0,0.0,0.0,0.0,0.0,483.0,1997.0,18.0,59.0,467.0,1.0,,,,alex collins,171.0,11.4,2017.0,0,0,15.0
2016,5,172,CLE,00-0032977,HiggRa00,rashard-higgins-1,Rashard Higgins,False,WR,WR,O,Colorado St.,21.0,2022.0,0,0,0,13.0,,13.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,137.0,1890.0,12.0,,,,rashard higgins,139.5,9.964285714285714,2020.0,0,0,14.0
2016,6,180,MIN,00-0032341,BoehMo00,,Moritz Boehringer,False,WR,WR,O,,22.0,,0,0,0,,,,,,,,,,,,,,,,,,,moritz boehringer,0.0,0.0,,0,0,
2016,6,182,BAL,00-0033078,ReynKe00,keenan-reynolds-1,Keenan Reynolds,False,RB,RB,O,Navy,22.0,2018.0,0,0,0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,keenan reynolds,0.0,0.0,,0,0,
2016,6,186,MIA,00-0032791,GranJa00,jakeem-grant-1,Jakeem Grant,False,WR,WR,O,Texas Tech,23.0,2021.0,0,1,0,14.0,,12.0,81.0,0.0,0.0,0.0,0.0,0.0,17.0,76.0,1.0,100.0,1140.0,7.0,4.0,,,jakeem grant,72.3,7.230000305175781,2018.0,0,0,10.0
2016,6,192,BUF,,ListKo00,kolby-listenbee-1,Kolby Listenbee,False,WR,WR,O,TCU,22.0,,0,0,0,,,,,,,,,,,,,,,,,,,kolby listenbee,0.0,0.0,,0,0,
2016,6,199,CIN,00-0032795,CoreCo00,cody-core-1,Cody Core,False,WR,WR,O,Mississippi,22.0,2019.0,0,0,0,3.0,,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,388.0,1.0,12.0,,,cody core,37.0,6.166666666666667,2016.0,0,0,6.0
2016,6,206,LAR,00-0033114,ThomMi04,michael-thomas-6,Mike Thomas,False,WR,WR,O,Southern Miss,22.0,2022.0,0,0,0,2.0,,1.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,366.0,1.0,13.0,,,mike thomas,14.3,3.575000047683716,2017.0,0,0,4.0
2016,6,211,SFO,,TaylKe01,kelvin-taylor-1,Kelvin Taylor,False,RB,RB,O,Florida,22.0,,0,0,0,,,,,,,,,,,,,,,,,,,kelvin taylor,0.0,0.0,,0,0,
2016,6,213,SFO,00-0032441,BurbAa00,aaron-burbridge-1,Aaron Burbridge,False,WR,WR,O,Michigan St.,22.0,2016.0,0,0,0,1.0,,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,88.0,0.0,9.0,,,aaron burbridge,15.8,1.975000023841858,2016.0,0,0,8.0
2016,6,216,DAL,00-0033049,JackDa01,darius-jackson-1,Darius Jackson,False,RB,RB,O,Eastern Michigan,22.0,2018.0,0,0,0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,,,,darius jackson,1.6,1.600000023841858,2018.0,0,0,1.0
2016,7,225,NWE,,LuciDe00,devin-lucien-1,Devin Lucien,False,WR,WR,O,Arizona St.,23.0,,0,0,0,,,,,,,,,,,,,,,,,,,devin lucien,0.0,0.0,,0,0,
2016,7,229,PIT,,AyerDe00,demarcus-ayers-1,Demarcus Ayers,False,WR,WR,O,Houston,22.0,2016.0,0,0,0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-12.0,0.0,6.0,53.0,1.0,,,,demarcus ayers,21.8,5.449999809265137,2016.0,0,0,4.0
2016,7,230,CHI,,BravDa00,daniel-braverman-1,Daniel Braverman,False,WR,WR,O,Western Michigan,22.0,2016.0,0,0,0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,daniel braverman,0.0,0.0,2016.0,0,0,2.0
2016,7,236,DET,00-0032450,WashDw00,dwayne-washington-1,Dwayne Washington,False,RB,RB,O,Washington,22.0,2023.0,0,0,0,4.0,,2.0,96.0,0.0,0.0,0.0,0.0,0.0,168.0,592.0,1.0,16.0,101.0,0.0,16.0,,,dwayne washington,48.7,4.427272796630859,2016.0,0,0,11.0
2016,7,237,NOR,00-0032804,LascDa00,daniel-lasco-1,Daniel Lasco,False,RB,RB,O,California,23.0,2017.0,0,0,0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,0.0,2.0,11.0,0.0,7.0,,,daniel lasco,6.3,2.1000000635782876,2016.0,0,0,3.0
2016,7,238,ATL,,FullDe00,devin-fuller-1,Devin Fuller,False,WR,WR,O,UCLA,22.0,,0,0,0,,,,,,,,,,,,,,,,,,,devin fuller,0.0,0.0,,0,0,
2016,7,241,NYJ,00-0032959,PeakCh00,charone-peake-1,Charone Peake,False,WR,WR,O,Clemson,23.0,2018.0,0,0,0,1.0,,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,214.0,0.0,5.0,,,charone peake,37.6,3.418181679465554,2016.0,0,0,11.0
2016,7,242,WAS,,MarsKe00,keith-marshall-1,Keith Marshall,False,RB,RB,O,Georgia,22.0,,0,0,0,,,,,,,,,,,,,,,,,,,keith marshall,0.0,0.0,,0,0,
2016,7,243,SEA,,LawlKe00,kenny-lawler-1,Kenny Lawler,False,WR,WR,O,California,22.0,,0,0,0,,,,,,,,,,,,,,,,,,,kenny lawler,0.0,0.0,,0,0,
2016,7,247,SEA,,BrooZa00,zac-brooks-1,Zac Brooks,False,RB,RB,O,Clemson,23.0,,0,0,0,,,,,,,,,,,,,,,,,,,zac brooks,0.0,0.0,,0,0,
2017,1,4,JAX,00-0033856,FourLe00,leonard-fournette-1,Leonard Fournette,False,RB,RB,O,LSU,22.0,2023.0,0,0,5,38.0,,19.0,81.0,0.0,2.0,0.0,0.0,1.0,1144.0,4518.0,34.0,312.0,2219.0,7.0,1.0,,,leonard fournette,287.3,19.15333251953125,2021.0,0,1,15.0
2017,1,5,TEN,00-0033871,DaviCo03,corey-davis-3,Corey Davis,False,WR,WR,O,Western Michigan,22.0,2022.0,0,0,5,31.0,,24.0,78.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,0.0,273.0,3879.0,17.0,,,,corey davis,191.4,12.759999593098959,2020.0,0,1,15.0
2017,1,7,LAC,00-0033536,WillMi07,mike-williams-17,Mike Williams,False,WR,WR,O,Clemson,22.0,2024.0,0,0,4,38.0,,37.0,106.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,1.0,330.0,5104.0,32.0,,1.0,,mike williams,50.2,16.733333587646484,2023.0,0,1,3.0
2017,1,8,CAR,00-0033280,McCaCh01,christian-mccaffrey-1,Christian McCaffrey,False,RB,RB,O,Stanford,21.0,2025.0,3,4,5,86.0,,43.0,112.0,2.0,5.0,84.0,2.0,0.0,1658.0,7589.0,62.0,626.0,5390.0,36.0,1.0,,,christian mccaffrey,90.399994,30.133331298828125,2020.0,1,1,3.0
2017,1,9,CIN,00-0033460,RossJo00,john-ross-1,John Ross,False,WR,WR,O,Washington,21.0,2024.0,0,0,1,7.0,,5.0,38.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,0.0,63.0,963.0,11.0,,,,john ross,95.0,11.875,2019.0,0,0,8.0
2017,2,37,BUF,00-0033891,JoneZa00,isaiah-jones-2,Zay Jones,False,WR,WR,O,East Carolina,22.0,2025.0,0,0,3,25.0,,8.0,123.0,1.0,2.0,29.0,0.0,0.0,8.0,24.0,0.0,307.0,3295.0,18.0,3.0,,,zay jones,232.8,12.933333502875435,2022.0,0,1,18.0
2017,2,40,CAR,00-0033282,SamuCu00,curtis-samuel-1,Curtis Samuel,False,WR,WR,O,Ohio St.,21.0,2025.0,0,0,5,30.0,,17.0,111.0,0.0,0.0,0.0,0.0,0.0,126.0,729.0,7.0,355.0,3717.0,24.0,7.0,,,curtis samuel,212.09999,14.139999389648438,2020.0,0,1,15.0
2017,2,41,MIN,00-0033893,CookDa01,dalvin-cook-1,Dalvin Cook,False,RB,RB,O,Florida St.,22.0,2024.0,0,4,5,52.0,,51.0,90.0,0.0,0.0,0.0,0.0,0.0,1357.0,6227.0,47.0,237.0,1882.0,5.0,2.0,,,dalvin cook,337.8,24.128570556640625,2020.0,1,1,14.0
2017,2,48,CIN,00-0033897,MixoJo00,joe-mixon-1,Joe Mixon,False,RB,RB,O,Oklahoma,21.0,2024.0,0,2,6,56.0,,49.0,111.0,0.0,1.0,0.0,0.0,0.0,1816.0,7428.0,60.0,319.0,2448.0,14.0,1.0,,,joe mixon,353.04,17.652000427246094,2021.0,0,1,20.0
2017,2,62,PIT,00-0033857,SmitJu00,juju-smith-1,JuJu Smith-Schuster,False,WR,WR,O,USC,20.0,2025.0,0,1,4,43.0,,30.0,121.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,1.0,481.0,5624.0,33.0,2.0,,,juju smith schuster,296.9,18.556249618530273,2018.0,0,1,16.0
2017,3,67,NOR,00-0033906,KamaAl00,alvin-kamara-1,Alvin Kamara,False,RB,RB,O,Tennessee,22.0,2025.0,0,5,6,79.0,,79.0,126.0,1.0,1.0,13.0,0.0,0.0,1674.0,7250.0,61.0,606.0,4948.0,25.0,,,,alvin kamara,410.9,24.170587876263788,2020.0,1,1,17.0
2017,3,69,LAR,00-0033908,KuppCo00,,Cooper Kupp,False,WR,WR,O,Eastern Washington,24.0,2025.0,1,1,6,63.0,,60.0,120.0,0.0,5.0,0.0,0.0,1.0,26.0,139.0,1.0,681.0,8369.0,59.0,3.0,,,cooper kupp,554.8,26.419047037760418,2021.0,1,1,21.0
2017,3,72,TEN,00-0033911,TaylTa00,taywan-taylor-1,Taywan Taylor,False,WR,WR,O,Western Kentucky,22.0,2020.0,0,0,0,6.0,,6.0,35.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0,0.0,53.0,697.0,2.0,4.0,,,taywan taylor,87.6,6.738461421086238,2018.0,0,0,13.0
2017,3,79,NYJ,00-0033916,StewAr00,ardarius-stewart-1,ArDarius Stewart,False,WR,WR,O,Alabama,23.0,2017.0,0,0,0,1.0,,1.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,0.0,6.0,82.0,0.0,,,,ardarius stewart,16.9,1.8777777353922527,2017.0,0,0,9.0
2017,3,82,DEN,,HendCa01,carlos-henderson-1,Carlos Henderson,False,WR,WR,O,Louisiana Tech,22.0,,0,0,0,,,,,,,,,,,,,,,,,,,carlos henderson,0.0,0.0,,0,0,
2017,3,84,TAM,00-0033921,GodwCh00,chris-godwin-1,Chris Godwin,False,WR,WR,O,Penn St.,21.0,2025.0,0,1,6,53.0,,53.0,120.0,0.0,1.0,0.0,0.0,0.0,13.0,74.0,2.0,612.0,7626.0,41.0,8.0,,,chris godwin,276.1,19.721429007393972,2019.0,0,1,14.0
2017,3,86,KAN,00-0033923,HuntKa00,kareem-hunt-1,Kareem Hunt,False,RB,RB,O,Toledo,22.0,2025.0,0,1,3,52.0,,33.0,121.0,0.0,0.0,0.0,0.0,0.0,1393.0,5775.0,55.0,267.0,2209.0,18.0,,,,kareem hunt,230.2,20.9272724498402,2018.0,0,1,11.0
2017,3,89,HOU,00-0033925,ForeDO00,donta-foreman-1,D'Onta Foreman,False,RB,RB,O,Texas,21.0,2024.0,0,0,1,17.0,,2.0,63.0,0.0,0.0,0.0,0.0,0.0,623.0,2558.0,14.0,40.0,396.0,3.0,,,,donta foreman,91.2,10.133332994249132,2023.0,0,0,9.0
2017,3,96,DET,00-0033932,GollKe00,kenny-golladay-1,Kenny Golladay,False,WR,WR,O,Northern Illinois,23.0,2022.0,0,1,4,27.0,,23.0,73.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,226.0,3670.0,22.0,,,,kenny golladay,248.0,15.5,2019.0,0,1,16.0
2017,3,98,ARI,00-0033933,WillCh05,,Chad Williams,False,WR,WR,O,Grambling St.,22.0,2019.0,0,0,1,1.0,,1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,20.0,202.0,1.0,,,,chad williams,41.0,4.1,2018.0,0,0,10.0
2017,3,105,PIT,00-0033553,ConnJa00,james-conner-1,James Conner,False,RB,RB,O,Pittsburgh,22.0,2025.0,0,2,6,49.0,,17.0,110.0,0.0,0.0,0.0,0.0,0.0,1393.0,6065.0,60.0,289.0,2255.0,12.0,2.0,,,james conner,280.0,21.53846153846154,2018.0,0,1,13.0
2017,3,106,SEA,00-0033937,DarbAm00,amara-darboh-1,Amara Darboh,False,WR,WR,O,Michigan,23.0,2017.0,0,0,0,1.0,,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,71.0,0.0,2.0,,,amara darboh,15.1,1.8875000476837158,2017.0,0,0,8.0
2017,4,110,JAX,00-0033839,WestDe00,dede-westbrook-1,Dede Westbrook,False,WR,WR,O,Oklahoma,23.0,2021.0,0,0,1,14.0,,13.0,55.0,0.0,1.0,0.0,0.0,0.0,14.0,125.0,0.0,170.0,1788.0,9.0,1.0,,,dede westbrook,181.5,11.34375,2018.0,0,0,16.0
2017,4,114,WAS,00-0033526,PeriSa00,samaje-perine-1,Samaje Perine,False,RB,RB,O,Oklahoma,21.0,2025.0,0,0,1,26.0,,5.0,125.0,0.0,0.0,0.0,0.0,0.0,558.0,2304.0,12.0,196.0,1600.0,7.0,17.0,,,samaje perine,165.4,8.705262836657072,2022.0,0,0,19.0
2017,4,117,LAR,00-0033943,ReynJo00,josh-reynolds-1,Josh Reynolds,False,WR,WR,O,Texas A&M,22.0,2025.0,0,0,3,26.0,,9.0,121.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,0.0,244.0,3228.0,20.0,7.0,,,josh reynolds,122.6,8.757142748151507,2018.0,0,0,14.0
