player_name,position,draft_year,pick,round,college,pff_team,match_method,player_game_count,yprr,yards,receptions,targets,touchdowns,routes,grades_offense,grades_pass_route,drop_rate,contested_catch_rate,contested_targets,contested_receptions,avg_depth_of_target,yards_after_catch,yards_after_catch_per_reception,slot_rate,wide_rate,caught_percent,drops,first_downs,avoided_tackles,rush_attempts,rush_yards,rush_touchdowns,rush_ypa,rush_breakaway_pct,rush_elusive_rating,rush_grades_offense
Velus Jones Jr.,WR,2022,71,3,Tennessee,TENNESSEE,name+school,13,2.67,807,62,81,7,302,76.2,75.4,4.6,50.0,6,3,7.1,516,8.3,82.6,17.0,76.5,3,32,16,1,15,0,15.0,100.0,0.0,76.2
Jalen Tolbert,WR,2022,88,3,South Alabama,S ALABAMA,name+school,12,3.16,1474,82,129,8,466,82.3,85.1,8.9,44.4,27,12,14.2,581,7.1,33.7,66.3,63.6,8,58,13,0,0,0,0.0,0.0,0.0,
David Bell,WR,2022,99,3,Purdue,PURDUE,name+school,11,2.7,1275,93,133,6,472,87.5,87.4,5.1,42.3,26,11,10.7,536,5.8,16.3,83.7,69.9,5,60,25,3,39,0,13.0,66.7,86.8,87.5
Danny Gray,WR,2022,105,3,SMU,SMU,name+school,10,2.69,803,49,72,9,298,77.9,77.6,12.5,57.1,14,8,10.9,420,8.6,10.1,89.9,68.1,7,35,9,3,40,0,13.3,67.5,46.2,77.9
Erik Ezukanma,WR,2022,125,4,Texas Tech,TEXAS TECH,name+school,11,2.31,699,47,74,4,302,76.5,74.0,7.8,56.3,16,9,11.8,366,7.8,18.6,80.2,63.5,4,29,11,10,144,2,14.4,81.3,173.7,76.5
Romeo Doubs,WR,2022,132,4,Nevada,NEVADA,name+school,11,2.3,1114,80,110,11,484,81.7,83.3,4.8,60.0,15,9,13.8,320,4.0,21.4,78.6,72.7,4,47,10,1,4,0,4.0,0.0,12.3,81.7
Calvin Austin III,WR,2022,138,4,Memphis,MEMPHIS,name+school,12,2.99,1145,74,121,8,383,84.7,85.2,6.3,28.0,25,7,11.6,532,7.2,9.5,90.5,61.2,5,47,14,1,69,1,69.0,100.0,0.0,84.7
Khalil Shakir,WR,2022,148,5,Boise St.,BOISE ST,name+school,12,2.83,1117,77,114,7,395,86.7,89.3,11.5,44.4,18,8,9.8,468,6.1,76.7,22.3,67.5,10,58,14,21,130,0,6.2,54.6,71.1,86.7
Kyle Philips,WR,2022,163,5,UCLA,UCLA,name+school,11,2.11,739,59,94,10,350,77.6,76.6,9.2,33.3,9,3,9.8,355,6.0,92.8,4.6,62.8,6,36,8,0,0,0,0.0,0.0,0.0,
Jalen Nailor,WR,2022,191,6,Michigan St.,MICH STATE,name+school,9,2.7,692,38,75,6,256,77.0,75.2,9.5,0.0,8,0,14.2,375,9.9,3.4,96.3,50.7,4,28,7,0,0,0,0.0,0.0,0.0,
Michael Woods II,WR,2022,202,6,Oklahoma,OKLAHOMA,name+school,11,1.77,411,36,53,2,232,70.4,70.2,7.7,40.0,5,2,10.7,197,5.5,12.8,87.2,67.9,3,19,3,1,2,0,2.0,0.0,8.1,70.4
Bo Melton,WR,2022,229,7,Rutgers,RUTGERS,name+school,11,2.28,642,56,91,3,282,76.8,75.0,8.2,25.0,16,4,10.8,354,6.3,21.8,78.2,61.5,5,23,12,6,51,0,8.5,0.0,52.4,76.8
Samori Toure,WR,2022,258,7,Nebraska,NEBRASKA,name+school,12,2.72,896,46,75,5,330,80.9,83.1,4.2,37.5,8,3,14.7,348,7.6,79.8,17.1,61.3,2,34,5,8,63,1,7.9,58.7,27.8,80.9
Jaxon Smith-Njigba,WR,2023,20,1,Ohio St.,OHIO STATE,name+school,3,0.98,39,4,8,0,40,55.1,55.3,0.0,0.0,1,0,12.1,14,3.5,85.0,12.5,50.0,0,2,0,1,4,0,4.0,0.0,0.0,55.1
Quentin Johnston,WR,2023,21,1,TCU,TCU,name+school,14,3.05,1067,60,97,6,350,76.2,77.0,11.8,34.8,23,8,12.9,532,8.9,15.6,84.4,61.9,8,38,19,3,-7,0,-2.3,0.0,10.1,76.2
Zay Flowers,WR,2023,22,1,Boston Col.,BOSTON COL,name+school,12,2.22,1077,78,124,12,485,76.0,76.6,9.3,58.3,12,7,10.4,503,6.4,32.8,66.6,62.9,8,49,14,12,41,0,3.4,0.0,36.4,76.0
Jordan Addison,WR,2023,23,1,USC,USC,name+school,11,2.78,875,59,79,8,315,81.5,82.4,3.3,22.2,9,2,10.7,414,7.0,23.0,75.5,74.7,2,38,6,4,33,0,8.3,51.5,47.2,81.5
Jonathan Mingo,WR,2023,39,2,Mississippi,OLE MISS,name+school,13,2.14,861,51,87,5,402,76.9,78.6,7.3,41.2,17,7,14.5,373,7.3,35.0,55.9,58.6,4,35,8,4,-7,1,-1.8,0.0,20.5,76.9
Jayden Reed,WR,2023,50,2,Michigan St.,MICH STATE,name+school,11,1.83,636,55,84,5,347,70.4,71.2,8.3,64.7,17,11,11.8,222,4.0,22.2,77.0,65.5,5,28,3,3,18,0,6.0,94.4,10.3,70.4
Rashee Rice,WR,2023,55,2,SMU,SMU,name+school,12,3.05,1344,96,156,10,440,85.9,85.6,8.6,48.5,33,16,11.2,593,6.2,17.3,82.5,61.5,9,56,19,0,0,0,0.0,0.0,0.0,
Marvin Mims,WR,2023,63,2,Oklahoma,OKLAHOMA,name+school,13,2.75,1082,54,87,6,394,75.5,77.1,6.9,54.5,11,6,17.0,440,8.1,30.1,68.7,62.1,4,38,7,2,3,0,1.5,0.0,18.8,75.5
Tank Dell,WR,2023,69,3,Houston,HOUSTON,name+school,13,2.54,1399,108,152,17,551,83.5,84.4,7.7,53.8,13,7,11.6,530,4.9,67.0,32.8,71.1,9,71,17,4,9,0,2.3,0.0,24.1,83.5
Jalin Hyatt,WR,2023,73,3,Tennessee,TENNESSEE,name+school,12,3.27,1267,67,89,15,387,77.4,78.2,6.9,60.0,5,3,14.1,489,7.3,87.3,12.2,75.3,5,37,8,1,0,0,0.0,,23.5,77.4
Cedric Tillman,WR,2023,74,3,Tennessee,TENNESSEE,name+school,6,2.01,417,37,59,3,207,70.3,69.1,5.1,42.9,14,6,14.4,106,2.9,11.4,88.6,62.7,2,21,3,0,0,0,0.0,0.0,0.0,
Josh Downs,WR,2023,79,3,North Carolina,N CAROLINA,name+school,11,2.18,1029,94,116,11,473,82.9,86.6,3.1,72.2,18,13,8.8,375,4.0,82.7,14.3,81.0,3,54,6,0,0,0,0.0,0.0,0.0,
Michael Wilson,WR,2023,94,3,Stanford,STANFORD,name+school,6,2.3,421,27,40,4,183,74.5,72.0,12.9,50.0,10,5,10.4,186,6.9,23.7,76.3,67.5,4,19,2,4,47,0,11.8,38.3,133.1,74.5
Tre Tucker,WR,2023,100,3,Cincinnati,CINCINNATI,name+school,12,2.24,680,53,80,3,303,70.3,69.5,10.2,36.4,11,4,8.1,333,6.3,96.5,3.2,66.3,6,32,10,0,0,0,0.0,0.0,0.0,
Derius Davis,WR,2023,125,4,TCU,TCU,name+school,14,2.0,531,42,66,5,266,61.8,66.4,6.7,25.0,8,2,7.0,401,9.5,89.2,9.7,63.6,3,15,9,3,30,1,10.0,90.0,26.7,61.8
Charlie Jones,WR,2023,131,4,Purdue,PURDUE,name+school,13,2.7,1361,110,154,12,505,81.6,83.8,2.7,52.4,42,22,11.1,431,3.9,11.6,88.4,71.4,3,63,6,2,3,0,1.5,0.0,2.7,81.6
Tyler Scott,WR,2023,133,4,Cincinnati,CINCINNATI,name+school,11,2.5,904,55,88,9,362,72.1,73.2,11.3,55.0,20,11,12.7,361,6.6,3.2,96.5,62.5,7,34,9,0,0,0,0.0,0.0,0.0,
Justin Shorter,WR,2023,150,5,Florida,FLORIDA,name+school,9,2.42,577,29,51,2,238,74.0,75.2,0.0,50.0,12,6,17.7,88,3.0,16.6,82.6,56.9,0,22,0,0,0,0,0.0,0.0,0.0,
Dontayvion Wicks,WR,2023,159,5,Virginia,VIRGINIA,name+school,8,1.45,430,30,72,2,296,59.0,58.8,23.1,21.4,14,3,14.6,122,4.1,8.9,91.1,41.7,9,19,7,0,0,0,0.0,0.0,0.0,
Parker Washington,WR,2023,185,6,Penn St.,PENN STATE,name+school,10,2.18,611,46,66,2,280,76.4,76.7,6.1,71.4,7,5,10.3,291,6.3,71.2,28.1,69.7,3,29,14,2,8,0,4.0,0.0,62.5,76.4
Kayshon Boutte,WR,2023,187,6,LSU,LSU,name+school,11,1.49,538,48,73,2,362,64.8,64.9,12.7,45.5,11,5,9.7,228,4.8,71.9,28.1,65.8,7,22,8,1,41,0,41.0,100.0,16.3,64.8
Trey Palmer,WR,2023,191,6,Nebraska,NEBRASKA,name+school,12,3.26,1043,71,110,9,320,83.7,83.6,12.3,30.4,23,7,13.5,385,5.4,67.3,32.1,64.5,10,40,13,5,75,0,15.0,80.0,22.1,83.7
A.T. Perry,WR,2023,195,6,Wake Forest,WAKE,name+school,13,2.57,1100,81,129,11,428,83.4,83.5,9.0,44.0,25,11,14.7,164,2.0,8.8,91.2,62.8,8,54,5,0,0,0,0.0,0.0,0.0,
Elijah Higgins,WR,2023,197,6,Stanford,STANFORD,name+school,12,1.83,704,59,82,2,385,65.4,64.8,6.3,30.8,13,4,7.1,411,7.0,79.0,18.5,72.0,4,31,15,4,48,0,12.0,68.8,63.5,65.4
Xavier Hutchinson,WR,2023,205,6,Iowa St.,IOWA STATE,name+school,12,2.72,1171,107,161,6,430,89.7,89.4,5.3,45.2,31,14,9.2,447,4.2,29.3,70.1,66.5,6,62,13,0,0,0,0.0,0.0,0.0,
Antoine Green,WR,2023,219,7,North Carolina,N CAROLINA,name+school,9,2.34,798,43,65,7,341,74.8,75.1,6.5,50.0,12,6,18.1,221,5.1,2.3,97.7,66.2,3,31,9,0,0,0,0.0,0.0,0.0,
Jalen Brooks,WR,2023,244,7,South Carolina,S CAROLINA,name+school,12,1.76,499,33,46,1,284,63.7,62.4,5.7,57.1,7,4,11.4,224,6.8,17.3,81.7,71.7,2,17,6,4,51,1,12.8,107.8,118.2,63.7
Ronnie Bell,WR,2023,253,7,Michigan,MICHIGAN,name+school,14,2.56,892,62,97,4,348,76.9,77.3,7.5,16.7,18,3,11.5,318,5.1,41.0,57.9,63.9,5,38,10,2,26,1,13.0,61.5,142.2,76.9
Grant Dubose,WR,2023,256,7,Charlotte,CHARLOTTE,name+school,12,1.87,793,63,106,9,425,71.6,72.8,8.7,44.8,29,13,11.7,302,4.8,13.5,86.1,59.4,6,43,11,1,-1,0,-1.0,0.0,0.0,71.6
Marvin Harrison Jr.,WR,2024,4,1,Ohio St.,OHIO STATE,name+school,12,3.44,1211,67,114,14,352,89.9,89.6,8.2,43.3,30,13,13.1,427,6.4,19.4,79.8,58.8,6,51,5,2,26,1,13.0,73.1,7.2,89.9
Malik Nabers,WR,2024,6,1,LSU,LSU,name+school,13,3.64,1568,89,128,14,431,92.9,93.1,5.3,45.5,22,10,12.2,589,6.6,53.6,46.0,69.5,5,70,25,1,1,0,1.0,0.0,27.8,92.9
Rome Odunze,WR,2024,9,1,Washington,WASHINGTON,name+school,15,2.93,1639,92,140,13,560,89.8,89.5,3.2,75.0,28,21,15.5,514,5.6,17.4,81.8,65.7,3,74,15,2,37,1,18.5,62.2,76.6,89.8
Brian Thomas,WR,2024,23,1,LSU,LSU,name+school,13,2.61,1177,68,87,17,451,73.7,75.1,6.8,53.8,13,7,13.9,386,5.7,13.2,86.6,78.2,5,48,10,0,0,0,0.0,0.0,0.0,
Xavier Worthy,WR,2024,28,1,Texas,TEXAS,name+school,14,2.14,1014,75,119,5,473,68.9,72.0,6.3,23.8,21,5,10.3,571,7.6,39.9,59.9,63.0,5,44,12,4,35,0,8.8,91.4,56.4,68.9
Ricky Pearsall,WR,2024,31,1,Florida,FLORIDA,name+school,12,2.23,963,65,87,4,432,77.2,77.8,3.0,50.0,10,5,11.0,374,5.8,56.5,42.2,74.7,2,40,9,3,62,2,20.7,62.9,70.6,77.2
Xavier Legette,WR,2024,32,1,South Carolina,S CAROLINA,name+school,12,3.15,1255,71,97,7,398,82.5,86.9,2.7,47.6,21,10,13.8,451,6.4,34.0,64.6,73.2,2,47,8,8,-8,0,-1.0,0.0,1.6,82.5
Keon Coleman,WR,2024,33,2,Florida St.,FLORIDA ST,name+school,12,1.74,658,50,87,11,379,70.2,70.6,3.8,33.3,30,10,12.4,314,6.3,29.2,69.6,57.5,2,28,9,1,2,0,2.0,0.0,35.3,70.2
Ladd McConkey,WR,2024,34,2,Georgia,GEORGIA,name+school,9,3.26,483,30,37,2,148,82.6,81.3,6.3,40.0,5,2,12.2,188,6.3,21.3,78.7,81.1,2,20,7,2,38,1,19.0,0.0,77.4,82.6
Ja'Lynn Polk,WR,2024,37,2,Washington,WASHINGTON,name+school,15,2.29,1159,69,108,9,506,75.0,76.0,5.5,54.2,24,13,13.8,356,5.2,41.1,58.7,63.9,4,45,13,4,32,1,8.0,84.4,31.2,75.0
Adonai Mitchell,WR,2024,52,2,Texas,TEXAS,name+school,14,1.72,845,55,86,11,492,72.0,74.1,1.8,36.4,11,4,16.0,178,3.2,18.4,81.6,64.0,1,45,6,2,1,0,0.5,0.0,5.3,72.0
Malachi Corley,WR,2024,65,3,Western Kentucky,W KENTUCKY,name+school,12,2.78,985,79,115,11,354,82.6,82.5,7.1,23.5,17,4,5.5,683,8.6,85.9,13.5,68.7,6,40,14,4,11,0,2.8,0.0,63.3,82.6
Jermaine Burton,WR,2024,80,3,Alabama,ALABAMA,name+school,13,2.75,798,39,57,8,290,79.6,82.0,0.0,56.3,16,9,20.2,130,3.3,19.9,80.1,68.4,0,29,3,0,0,0,0.0,0.0,0.0,
Roman Wilson,WR,2024,84,3,Michigan,MICHIGAN,name+school,15,2.68,789,48,67,12,294,81.5,84.5,2.0,37.5,8,3,13.9,221,4.6,68.7,31.3,71.6,1,38,2,1,10,0,10.0,0.0,0.0,81.5
Jalen McMillan,WR,2024,92,3,Washington,WASHINGTON,name+school,11,2.3,553,45,63,5,240,70.3,70.8,10.0,0.0,1,0,9.6,289,6.4,89.2,5.8,71.4,5,24,6,3,30,1,10.0,63.3,14.6,70.3
Luke McCaffrey,WR,2024,100,3,Rice,RICE,name+school,13,2.11,992,71,120,13,471,80.1,82.7,4.1,60.7,28,17,10.7,423,6.0,71.5,27.9,59.2,3,46,9,14,109,0,7.8,53.2,33.9,80.1
Troy Franklin,WR,2024,102,4,Oregon,OREGON,name+school,13,3.32,1383,81,114,14,417,84.9,87.3,10.0,36.8,19,7,12.8,538,6.6,18.2,80.9,71.1,9,57,13,0,0,0,0.0,0.0,0.0,
Javon Baker,WR,2024,110,4,Central Florida,UCF,name+school,13,3.21,1139,52,84,7,355,82.9,84.3,10.3,56.3,16,9,17.1,375,7.2,27.1,72.9,61.9,6,42,7,0,0,0,0.0,0.0,0.0,
Devontez Walker,WR,2024,113,4,North Carolina,N CAROLINA,name+school,8,2.28,699,41,66,7,306,68.2,68.3,6.8,58.8,17,10,18.2,113,2.8,6.9,93.1,62.1,3,25,2,3,23,0,7.7,87.0,27.3,68.2
Jacob Cowing,WR,2024,135,4,Arizona,ARIZONA,name+school,13,1.92,868,89,121,13,451,75.2,77.2,6.3,35.7,14,5,6.7,516,5.8,70.1,29.2,73.6,6,46,8,5,26,0,5.2,0.0,17.2,75.2
Anthony Gould,WR,2024,142,5,Oregon St.,OREGON ST,name+school,11,2.54,711,44,70,2,280,73.9,74.1,8.3,44.4,9,4,13.6,254,5.8,7.6,92.4,62.9,4,30,3,4,22,0,5.5,0.0,18.7,73.9
Ainias Smith,WR,2024,152,5,Texas A&M,TEXAS A&M,name+school,12,2.27,795,53,78,2,350,77.1,79.4,1.9,55.6,9,5,10.4,355,6.7,75.1,23.8,67.9,1,35,16,5,21,0,4.2,0.0,70.3,77.1
Jamari Thrash,WR,2024,156,5,Louisville,LOUISVILLE,name+school,12,2.35,848,62,96,6,361,77.6,78.4,11.4,15.8,19,3,11.1,418,6.7,10.8,89.2,64.6,8,41,16,1,12,1,12.0,0.0,0.0,77.6
Bub Means,WR,2024,170,5,Pittsburgh,PITTSBURGH,name+school,12,2.14,718,41,82,6,336,71.1,72.0,4.7,50.0,22,11,17.7,215,5.2,9.5,90.5,50.0,2,27,2,0,0,0,0.0,0.0,0.0,
Jha'Quan Jackson,WR,2024,182,6,Tulane,TULANE,name+school,10,2.3,439,26,43,4,191,74.1,72.9,10.3,37.5,8,3,11.7,164,6.3,82.4,17.6,60.5,3,16,7,5,51,0,10.2,80.4,87.7,74.1
Malik Washington,WR,2024,184,6,Virginia,VIRGINIA,name+school,12,3.15,1384,111,138,9,439,91.1,92.4,2.6,64.7,17,11,8.1,710,6.4,87.9,6.7,80.4,3,58,34,3,7,0,2.3,0.0,39.8,91.1
Johnny Wilson,WR,2024,185,6,Florida St.,FLORIDA ST,name+school,10,2.42,617,41,70,2,255,75.9,74.6,10.9,40.9,22,9,13.8,154,3.8,8.7,90.9,58.6,5,31,9,0,0,0,0.0,0.0,0.0,
Casey Washington,WR,2024,187,6,Illinois,ILLINOIS,name+school,12,1.63,670,49,76,4,412,71.4,71.2,3.9,59.1,22,13,10.1,238,4.9,4.7,95.3,64.5,2,32,4,0,0,0,0.0,0.0,0.0,
Tejhaun Palmer,WR,2024,191,6,Ala-Birmingham,UAB,name+school,12,2.15,861,47,64,7,401,71.4,70.3,2.1,72.7,11,8,11.2,413,8.8,36.8,63.2,73.4,1,32,7,0,0,0,0.0,0.0,0.0,
Jordan Whittington,WR,2024,213,6,Texas,TEXAS,name+school,14,1.52,494,41,55,1,325,65.4,65.4,6.8,0.0,1,0,7.2,235,5.7,82.2,16.4,74.5,3,23,10,4,29,0,7.3,69.0,38.9,65.4
Brenden Rice,WR,2024,225,7,USC,USC,name+school,12,2.75,791,45,70,12,288,77.5,78.8,4.3,25.0,12,3,15.1,234,5.2,12.6,86.8,64.3,2,36,9,0,0,0,0.0,0.0,0.0,
Devaughn Vele,WR,2024,235,7,Utah,UTAH,name+school,10,1.81,593,43,70,3,328,66.8,69.1,4.4,42.9,14,6,11.8,145,3.4,34.1,64.7,61.4,2,25,2,0,0,0,0.0,0.0,0.0,
Tahj Washington,WR,2024,241,7,USC,USC,name+school,13,3.06,1062,59,74,8,347,82.2,85.0,1.7,66.7,12,8,10.7,507,8.6,89.0,7.8,79.7,1,37,18,1,10,0,10.0,0.0,30.0,82.2
Cornelius Johnson,WR,2024,253,7,Michigan,MICHIGAN,name+school,15,1.77,604,47,66,1,342,71.1,70.6,9.6,81.8,11,9,11.5,121,2.6,5.4,94.6,71.2,5,31,4,3,40,0,13.3,65.0,18.7,71.1
Travis Hunter,WR,2025,2,1,Colorado,COLORADO,name+school (PFF position=CB),13,2.51,1258,96,121,15,502,86.3,89.0,3.0,64.7,17,11,10.6,475,4.9,5.6,94.4,79.3,3,55,24,2,5,1,2.5,0.0,24.7,86.3
Tetairoa McMillan,WR,2025,8,1,Arizona,ARIZONA,name+school,12,2.87,1316,84,130,8,459,84.8,85.8,7.7,60.0,30,18,13.7,430,5.1,21.6,78.1,64.6,7,55,29,0,0,0,0.0,0.0,0.0,
Emeka Egbuka,WR,2025,19,1,Ohio State,OHIO STATE,name+school,16,2.51,1011,81,106,10,402,79.5,82.4,5.8,59.1,22,13,7.9,476,5.9,81.1,16.5,76.4,5,48,10,7,38,0,5.4,0.0,54.5,79.5
Matthew Golden,WR,2025,23,1,Texas,TEXAS,name+school,16,2.1,987,58,83,9,469,74.0,75.6,6.5,61.1,18,11,13.5,303,5.2,23.9,76.1,69.9,4,42,8,0,0,0,0.0,0.0,0.0,
Jayden Higgins,WR,2025,34,2,Iowa State,IOWA STATE,name+school,13,2.67,1185,87,129,9,444,90.3,90.5,2.2,58.3,24,14,12.1,330,3.8,29.1,70.9,67.4,2,66,12,0,0,0,0.0,0.0,0.0,
Luther Burden III,WR,2025,39,2,Missouri,MISSOURI,name+school,12,2.32,676,61,81,6,292,77.9,80.2,4.7,54.5,11,6,9.1,373,6.1,85.3,11.8,75.3,3,29,30,9,115,2,12.8,68.7,597.1,77.9
Tre Harris,WR,2025,55,2,Ole Miss,OLE MISS,name+school,8,5.12,1030,60,76,7,201,89.7,89.4,7.7,61.5,13,8,12.0,462,7.7,13.6,86.0,78.9,5,37,11,0,0,0,0.0,0.0,0.0,
Kyle Williams,WR,2025,69,3,Washington State,WASH STATE,name+school,13,2.71,1196,70,101,14,442,79.8,82.0,6.7,62.5,16,10,11.5,590,8.4,25.3,74.1,69.3,5,47,20,9,57,0,6.3,38.6,53.2,79.8
Isaac TeSlaa,WR,2025,70,3,Arkansas,ARKANSAS,name+school,13,1.98,532,28,36,3,269,69.1,70.5,0.0,71.4,7,5,14.3,167,6.0,79.0,20.6,77.8,0,20,4,0,0,0,0.0,0.0,0.0,
Pat Bryant,WR,2025,74,3,Illinois,ILLINOIS,name+school,12,2.83,984,54,78,10,348,84.5,86.0,1.8,69.2,13,9,14.4,373,6.9,21.4,76.8,69.2,1,42,14,5,14,0,2.8,0.0,119.3,84.5
Chimere Dike,WR,2025,103,4,Florida,FLORIDA,name+school,13,2.3,783,42,65,2,341,72.9,71.3,8.7,58.3,12,7,14.9,252,6.0,59.3,39.9,64.6,4,29,3,0,0,0,0.0,0.0,0.0,
Elic Ayomanor,WR,2025,136,4,Stanford,STANFORD,name+school,12,1.9,831,63,109,6,437,74.1,74.3,8.7,48.3,29,14,14.2,244,3.9,13.2,86.6,57.8,6,43,10,0,0,0,0.0,0.0,0.0,
Tez Johnson,WR,2025,235,7,Oregon,OREGON,name+school,12,2.6,898,82,101,10,346,83.1,87.0,3.5,33.3,3,1,5.9,604,7.4,79.3,16.0,81.2,3,51,17,1,-1,0,-1.0,0.0,20.5,83.1
