prospect,position,prospect_college,prospect_pick,prospect_year,comp_rank,comp_player,comp_college,comp_pick,comp_year,similarity_score,comparison_coverage,dominant_category,category_breakdown,hit24,hit12,career_ppg,first_3yr_ppg,nfl_best_season_ppg
Carsen Ryan,TE,BYU,0,2026,9,Geoff Swaim,Texas,0,2015,73.9,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=1.05; slap_score=0.87,0.0,0.0,7.025,,7.025
Carsen Ryan,TE,BYU,0,2026,10,John FitzPatrick,Georgia,0,2022,72.4,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=1.02; slap_score=1.13,0.0,0.0,2.52,,2.52
Joey Schlaffer,TE,Penn State,0,2026,1,Ko Kieft,Minnesota,0,2022,89.7,0.55,production,draft_capital=0.32; size_speed=0.19; production=0.55; slap_score=0.34,0.0,0.0,2.625,2.625,2.625
Joey Schlaffer,TE,Penn State,0,2026,2,Robbie Ouzts,Alabama,0,2025,83.8,0.55,draft_capital,draft_capital=0.81; size_speed=0.71; production=0.23; slap_score=0.79,0.0,0.0,,,0.0
Joey Schlaffer,TE,Penn State,0,2026,3,Ben Koyack,Notre Dame,0,2015,82.9,0.55,production,draft_capital=0.19; size_speed=0.35; production=1.03; slap_score=0.49,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Joey Schlaffer,TE,Penn State,0,2026,4,Geoff Swaim,Texas,0,2015,81.7,0.55,size_speed,draft_capital=0.07; size_speed=1.92; production=0.48; slap_score=0.32,0.0,0.0,7.025,,7.025
Joey Schlaffer,TE,Penn State,0,2026,5,John FitzPatrick,Georgia,0,2022,81.4,0.55,size_speed,draft_capital=0.38; size_speed=1.74; production=0.43; slap_score=0.58,0.0,0.0,2.52,,2.52
Joey Schlaffer,TE,Penn State,0,2026,6,Charlie Woerner,Georgia,0,2020,80.0,0.55,size_speed,draft_capital=0.67; size_speed=1.55; production=0.47; slap_score=0.75,0.0,0.0,1.45,,2.1333333333333333
Joey Schlaffer,TE,Penn State,0,2026,7,Brayden Willis,Oklahoma,0,2023,79.2,0.55,production,draft_capital=0.04; size_speed=0.38; production=1.29; slap_score=0.53,0.0,0.0,,,0.0
Joey Schlaffer,TE,Penn State,0,2026,8,Rory Anderson,South Carolina,0,2015,78.9,0.55,size_speed,draft_capital=0.10; size_speed=1.74; production=0.95; slap_score=0.41,0.0,0.0,,,0.0
Joey Schlaffer,TE,Penn State,0,2026,9,Gerald Christian,Louisville,0,2015,78.8,0.55,size_speed,draft_capital=0.15; size_speed=1.81; production=1.00; slap_score=0.02,0.0,0.0,,,0.0
Joey Schlaffer,TE,Penn State,0,2026,10,Isaac Nauta,Georgia,0,2019,78.7,0.55,size_speed,draft_capital=0.26; size_speed=1.30; production=1.13; slap_score=0.48,0.0,0.0,,,0.0
Shamar Easter,TE,North Carolina,0,2026,1,Ko Kieft,Minnesota,0,2022,88.7,0.55,production,draft_capital=0.32; size_speed=0.19; production=0.64; slap_score=0.34,0.0,0.0,2.625,2.625,2.625
Shamar Easter,TE,North Carolina,0,2026,2,Ben Koyack,Notre Dame,0,2015,83.8,0.55,production,draft_capital=0.19; size_speed=0.35; production=0.96; slap_score=0.49,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Shamar Easter,TE,North Carolina,0,2026,3,Robbie Ouzts,Alabama,0,2025,83.8,0.55,draft_capital,draft_capital=0.81; size_speed=0.71; production=0.21; slap_score=0.79,0.0,0.0,,,0.0
Shamar Easter,TE,North Carolina,0,2026,4,Geoff Swaim,Texas,0,2015,82.1,0.55,size_speed,draft_capital=0.07; size_speed=1.92; production=0.39; slap_score=0.32,0.0,0.0,7.025,,7.025
Shamar Easter,TE,North Carolina,0,2026,5,John FitzPatrick,Georgia,0,2022,81.8,0.55,size_speed,draft_capital=0.38; size_speed=1.74; production=0.34; slap_score=0.58,0.0,0.0,2.52,,2.52
Shamar Easter,TE,North Carolina,0,2026,6,Charlie Woerner,Georgia,0,2020,80.4,0.55,size_speed,draft_capital=0.67; size_speed=1.55; production=0.38; slap_score=0.75,0.0,0.0,1.45,,2.1333333333333333
Shamar Easter,TE,North Carolina,0,2026,7,Rory Anderson,South Carolina,0,2015,79.6,0.55,size_speed,draft_capital=0.10; size_speed=1.74; production=0.87; slap_score=0.41,0.0,0.0,,,0.0
Shamar Easter,TE,North Carolina,0,2026,8,Brayden Willis,Oklahoma,0,2023,79.6,0.55,production,draft_capital=0.04; size_speed=0.38; production=1.27; slap_score=0.53,0.0,0.0,,,0.0
Shamar Easter,TE,North Carolina,0,2026,9,Gerald Christian,Louisville,0,2015,79.2,0.55,size_speed,draft_capital=0.15; size_speed=1.81; production=0.96; slap_score=0.02,0.0,0.0,,,0.0
Shamar Easter,TE,North Carolina,0,2026,10,Isaac Nauta,Georgia,0,2019,78.7,0.55,size_speed,draft_capital=0.26; size_speed=1.30; production=1.13; slap_score=0.48,0.0,0.0,,,0.0
Max Bredeson,TE,Michigan,0,2026,1,Ko Kieft,Minnesota,0,2022,87.4,0.55,production,draft_capital=0.50; size_speed=0.19; production=0.56; slap_score=0.52,0.0,0.0,2.625,2.625,2.625
Max Bredeson,TE,Michigan,0,2026,2,Ben Koyack,Notre Dame,0,2015,81.3,0.55,production,draft_capital=0.37; size_speed=0.35; production=1.02; slap_score=0.68,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Max Bredeson,TE,Michigan,0,2026,3,Robbie Ouzts,Alabama,0,2025,80.7,0.55,draft_capital,draft_capital=0.98; size_speed=0.71; production=0.23; slap_score=0.98,0.0,0.0,,,0.0
Max Bredeson,TE,Michigan,0,2026,4,Geoff Swaim,Texas,0,2015,80.6,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=0.48; slap_score=0.51,0.0,0.0,7.025,,7.025
Max Bredeson,TE,Michigan,0,2026,5,John FitzPatrick,Georgia,0,2022,79.5,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=0.42; slap_score=0.77,0.0,0.0,2.52,,2.52
Max Bredeson,TE,Michigan,0,2026,6,Gerald Christian,Louisville,0,2015,78.7,0.55,size_speed,draft_capital=0.02; size_speed=1.81; production=1.00; slap_score=0.21,0.0,0.0,,,0.0
Max Bredeson,TE,Michigan,0,2026,7,Rory Anderson,South Carolina,0,2015,78.0,0.55,size_speed,draft_capital=0.07; size_speed=1.74; production=0.94; slap_score=0.59,0.0,0.0,,,0.0
Max Bredeson,TE,Michigan,0,2026,8,Brayden Willis,Oklahoma,0,2023,77.9,0.55,production,draft_capital=0.21; size_speed=0.38; production=1.29; slap_score=0.72,0.0,0.0,,,0.0
Max Bredeson,TE,Michigan,0,2026,9,Charlie Woerner,Georgia,0,2020,77.7,0.55,size_speed,draft_capital=0.84; size_speed=1.55; production=0.47; slap_score=0.94,0.0,0.0,1.45,,2.1333333333333333
Max Bredeson,TE,Michigan,0,2026,10,Isaac Nauta,Georgia,0,2019,77.3,0.55,size_speed,draft_capital=0.43; size_speed=1.30; production=1.13; slap_score=0.67,0.0,0.0,,,0.0
Lake McRee,TE,USC,0,2026,1,Gerald Christian,Louisville,0,2015,80.1,0.55,size_speed,draft_capital=0.02; size_speed=1.81; production=0.25; slap_score=0.81,0.0,0.0,,,0.0
Lake McRee,TE,USC,0,2026,2,Ben Koyack,Notre Dame,0,2015,79.4,0.55,slap_score,draft_capital=0.37; size_speed=0.35; production=0.36; slap_score=1.28,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Lake McRee,TE,USC,0,2026,3,Brayden Willis,Oklahoma,0,2023,78.1,0.55,slap_score,draft_capital=0.21; size_speed=0.38; production=0.55; slap_score=1.33,0.0,0.0,,,0.0
Lake McRee,TE,USC,0,2026,4,Rory Anderson,South Carolina,0,2015,75.9,0.55,size_speed,draft_capital=0.07; size_speed=1.74; production=0.44; slap_score=1.20,0.0,0.0,,,0.0
Lake McRee,TE,USC,0,2026,5,Isaac Nauta,Georgia,0,2019,75.5,0.55,size_speed,draft_capital=0.43; size_speed=1.30; production=0.66; slap_score=1.27,0.0,0.0,,,0.0
Lake McRee,TE,USC,0,2026,6,Ko Kieft,Minnesota,0,2022,75.4,0.55,production,draft_capital=0.50; size_speed=0.19; production=1.16; slap_score=1.13,0.0,0.0,2.625,2.625,2.625
Lake McRee,TE,USC,0,2026,7,Geoff Swaim,Texas,0,2015,74.3,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=0.73; slap_score=1.11,0.0,0.0,7.025,,7.025
Lake McRee,TE,USC,0,2026,8,Moliki Matavao,UCLA,0,2025,73.1,0.55,slap_score,draft_capital=0.19; size_speed=1.38; production=0.61; slap_score=1.49,0.0,0.0,,,0.0
Lake McRee,TE,USC,0,2026,9,John FitzPatrick,Georgia,0,2022,72.1,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=0.70; slap_score=1.37,0.0,0.0,2.52,,2.52
Lake McRee,TE,USC,0,2026,10,Stephen Sullivan,LSU,0,2020,71.8,0.55,size_speed,draft_capital=0.14; size_speed=1.83; production=1.06; slap_score=1.18,0.0,0.0,2.45,,2.45
Jack Velling,TE,Michigan State,0,2026,1,Gerald Christian,Louisville,0,2015,78.8,0.55,size_speed,draft_capital=0.02; size_speed=1.81; production=0.51; slap_score=0.84,0.0,0.0,,,0.0
Jack Velling,TE,Michigan State,0,2026,2,Ben Koyack,Notre Dame,0,2015,77.8,0.55,slap_score,draft_capital=0.37; size_speed=0.35; production=0.61; slap_score=1.31,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Jack Velling,TE,Michigan State,0,2026,3,Ko Kieft,Minnesota,0,2022,77.0,0.55,slap_score,draft_capital=0.50; size_speed=0.19; production=0.95; slap_score=1.16,0.0,0.0,2.625,2.625,2.625
Jack Velling,TE,Michigan State,0,2026,4,Brayden Willis,Oklahoma,0,2023,76.8,0.55,slap_score,draft_capital=0.21; size_speed=0.38; production=0.71; slap_score=1.35,0.0,0.0,,,0.0
Jack Velling,TE,Michigan State,0,2026,5,Isaac Nauta,Georgia,0,2019,75.1,0.55,slap_score,draft_capital=0.43; size_speed=1.30; production=0.67; slap_score=1.30,0.0,0.0,,,0.0
Jack Velling,TE,Michigan State,0,2026,6,Rory Anderson,South Carolina,0,2015,74.5,0.55,size_speed,draft_capital=0.07; size_speed=1.74; production=0.66; slap_score=1.23,0.0,0.0,,,0.0
Jack Velling,TE,Michigan State,0,2026,7,Geoff Swaim,Texas,0,2015,73.9,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=0.75; slap_score=1.14,0.0,0.0,7.025,,7.025
Jack Velling,TE,Michigan State,0,2026,8,Moliki Matavao,UCLA,0,2025,72.1,0.55,slap_score,draft_capital=0.19; size_speed=1.38; production=0.73; slap_score=1.52,0.0,0.0,,,0.0
Jack Velling,TE,Michigan State,0,2026,9,John FitzPatrick,Georgia,0,2022,71.8,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=0.69; slap_score=1.40,0.0,0.0,2.52,,2.52
Jack Velling,TE,Michigan State,0,2026,10,Robbie Ouzts,Alabama,0,2025,71.3,0.55,slap_score,draft_capital=0.98; size_speed=0.71; production=0.64; slap_score=1.61,0.0,0.0,,,0.0
Khalil Dinkins,TE,Penn State,0,2026,1,Ko Kieft,Minnesota,0,2022,80.2,0.55,slap_score,draft_capital=0.50; size_speed=0.19; production=0.52; slap_score=1.15,0.0,0.0,2.625,2.625,2.625
Khalil Dinkins,TE,Penn State,0,2026,2,Gerald Christian,Louisville,0,2015,77.0,0.55,size_speed,draft_capital=0.02; size_speed=1.81; production=0.80; slap_score=0.84,0.0,0.0,,,0.0
Khalil Dinkins,TE,Penn State,0,2026,3,Ben Koyack,Notre Dame,0,2015,76.1,0.55,slap_score,draft_capital=0.37; size_speed=0.35; production=0.87; slap_score=1.31,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Khalil Dinkins,TE,Penn State,0,2026,4,Geoff Swaim,Texas,0,2015,75.1,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=0.51; slap_score=1.14,0.0,0.0,7.025,,7.025
Khalil Dinkins,TE,Penn State,0,2026,5,Brayden Willis,Oklahoma,0,2023,74.1,0.55,slap_score,draft_capital=0.21; size_speed=0.38; production=1.06; slap_score=1.35,0.0,0.0,,,0.0
Khalil Dinkins,TE,Penn State,0,2026,6,Isaac Nauta,Georgia,0,2019,73.6,0.55,slap_score,draft_capital=0.43; size_speed=1.30; production=0.91; slap_score=1.30,0.0,0.0,,,0.0
Khalil Dinkins,TE,Penn State,0,2026,7,Rory Anderson,South Carolina,0,2015,73.5,0.55,size_speed,draft_capital=0.07; size_speed=1.74; production=0.83; slap_score=1.22,0.0,0.0,,,0.0
Khalil Dinkins,TE,Penn State,0,2026,8,John FitzPatrick,Georgia,0,2022,72.9,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=0.44; slap_score=1.40,0.0,0.0,2.52,,2.52
Khalil Dinkins,TE,Penn State,0,2026,9,Robbie Ouzts,Alabama,0,2025,72.9,0.55,slap_score,draft_capital=0.98; size_speed=0.71; production=0.16; slap_score=1.61,0.0,0.0,,,0.0
Khalil Dinkins,TE,Penn State,0,2026,10,Luke Lachey,Iowa,0,2025,71.8,0.55,size_speed,draft_capital=0.04; size_speed=1.82; production=0.72; slap_score=1.41,0.0,0.0,,,0.0
Matthew Hibner,TE,SMU,0,2026,1,Rory Anderson,South Carolina,0,2015,81.2,0.55,size_speed,draft_capital=0.07; size_speed=1.22; production=0.33; slap_score=0.99,0.0,0.0,,,0.0
Matthew Hibner,TE,SMU,0,2026,2,Geoff Swaim,Texas,0,2015,80.5,0.55,size_speed,draft_capital=0.25; size_speed=1.03; production=0.72; slap_score=0.91,0.0,0.0,7.025,,7.025
Matthew Hibner,TE,SMU,0,2026,3,Devin Culp,Washington,0,2024,79.2,0.55,slap_score,draft_capital=0.25; size_speed=0.75; production=0.80; slap_score=1.05,0.0,0.0,,,0.0
Matthew Hibner,TE,SMU,0,2026,4,Caleb Lohner,Utah,0,2025,79.0,0.55,slap_score,draft_capital=0.28; size_speed=0.39; production=0.94; slap_score=1.02,0.0,0.0,,,0.0
Matthew Hibner,TE,SMU,0,2026,5,Stephen Sullivan,LSU,0,2020,78.7,0.55,size_speed,draft_capital=0.14; size_speed=1.12; production=0.84; slap_score=0.97,0.0,0.0,2.45,,2.45
Matthew Hibner,TE,SMU,0,2026,6,Alizé Mack,Notre Dame,0,2019,77.6,0.55,slap_score,draft_capital=0.32; size_speed=0.56; production=0.45; slap_score=1.37,0.0,0.0,,,0.0
Matthew Hibner,TE,SMU,0,2026,7,John FitzPatrick,Georgia,0,2022,76.4,0.55,size_speed,draft_capital=0.55; size_speed=1.22; production=0.72; slap_score=1.17,0.0,0.0,2.52,,2.52
Matthew Hibner,TE,SMU,0,2026,8,Thomas Fidone,Nebraska,0,2025,74.8,0.55,slap_score,draft_capital=0.48; size_speed=0.04; production=0.40; slap_score=1.59,0.0,0.0,,,0.0
Matthew Hibner,TE,SMU,0,2026,9,Randall Telfer,USC,0,2015,74.7,0.55,slap_score,draft_capital=0.72; size_speed=1.22; production=0.42; slap_score=1.39,0.0,0.0,,,0.0
Matthew Hibner,TE,SMU,0,2026,10,Gavin Bartholomew,Pittsburgh,0,2025,74.2,0.55,slap_score,draft_capital=0.66; size_speed=0.37; production=0.35; slap_score=1.59,0.0,0.0,,,0.0
Chamon Metayer,TE,Arizona State,0,2026,1,Gerald Christian,Louisville,0,2015,77.7,0.55,size_speed,draft_capital=0.02; size_speed=1.81; production=0.32; slap_score=1.04,0.0,0.0,,,0.0
Chamon Metayer,TE,Arizona State,0,2026,2,Ben Koyack,Notre Dame,0,2015,76.4,0.55,slap_score,draft_capital=0.37; size_speed=0.35; production=0.31; slap_score=1.50,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Chamon Metayer,TE,Arizona State,0,2026,3,Brayden Willis,Oklahoma,0,2023,74.3,0.55,slap_score,draft_capital=0.21; size_speed=0.38; production=0.68; slap_score=1.55,0.0,0.0,,,0.0
Chamon Metayer,TE,Arizona State,0,2026,4,Rory Anderson,South Carolina,0,2015,73.6,0.55,size_speed,draft_capital=0.07; size_speed=1.74; production=0.33; slap_score=1.42,0.0,0.0,,,0.0
Chamon Metayer,TE,Arizona State,0,2026,5,Ko Kieft,Minnesota,0,2022,73.0,0.55,slap_score,draft_capital=0.50; size_speed=0.19; production=1.15; slap_score=1.35,0.0,0.0,2.625,2.625,2.625
Chamon Metayer,TE,Arizona State,0,2026,6,Geoff Swaim,Texas,0,2015,72.6,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=0.59; slap_score=1.34,0.0,0.0,7.025,,7.025
Chamon Metayer,TE,Arizona State,0,2026,7,Isaac Nauta,Georgia,0,2019,72.1,0.55,slap_score,draft_capital=0.43; size_speed=1.30; production=0.77; slap_score=1.50,0.0,0.0,,,0.0
Chamon Metayer,TE,Arizona State,0,2026,8,Stephen Sullivan,LSU,0,2020,70.5,0.55,size_speed,draft_capital=0.14; size_speed=1.83; production=0.93; slap_score=1.40,0.0,0.0,2.45,,2.45
Chamon Metayer,TE,Arizona State,0,2026,9,John FitzPatrick,Georgia,0,2022,70.0,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=0.57; slap_score=1.60,0.0,0.0,2.52,,2.52
Chamon Metayer,TE,Arizona State,0,2026,10,Moliki Matavao,UCLA,0,2025,69.6,0.55,slap_score,draft_capital=0.19; size_speed=1.38; production=0.74; slap_score=1.71,0.0,0.0,,,0.0
Nate Rutchena,TE,UC Davis,0,2026,1,Ko Kieft,Minnesota,0,2022,76.6,0.438,slap_score,draft_capital=0.50; size_speed=0.19; production=0.28; slap_score=1.33,0.0,0.0,2.625,2.625,2.625
Nate Rutchena,TE,UC Davis,0,2026,2,Gerald Christian,Louisville,0,2015,75.2,0.438,size_speed,draft_capital=0.02; size_speed=1.81; production=0.55; slap_score=1.01,0.0,0.0,,,0.0
Nate Rutchena,TE,UC Davis,0,2026,3,Ben Koyack,Notre Dame,0,2015,74.1,0.438,slap_score,draft_capital=0.37; size_speed=0.35; production=0.40; slap_score=1.48,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Nate Rutchena,TE,UC Davis,0,2026,4,Brayden Willis,Oklahoma,0,2023,71.8,0.438,slap_score,draft_capital=0.21; size_speed=0.38; production=1.02; slap_score=1.52,0.0,0.0,,,0.0
Nate Rutchena,TE,UC Davis,0,2026,5,Rory Anderson,South Carolina,0,2015,71.1,0.438,size_speed,draft_capital=0.07; size_speed=1.74; production=0.29; slap_score=1.39,0.0,0.0,,,0.0
Nate Rutchena,TE,UC Davis,0,2026,6,Geoff Swaim,Texas,0,2015,70.9,0.438,size_speed,draft_capital=0.25; size_speed=1.92; production=0.40; slap_score=1.31,0.0,0.0,7.025,,7.025
Nate Rutchena,TE,UC Davis,0,2026,7,Stephen Sullivan,LSU,0,2020,70.9,0.438,size_speed,draft_capital=0.14; size_speed=1.83; production=0.21; slap_score=1.37,0.0,0.0,2.45,,2.45
Nate Rutchena,TE,UC Davis,0,2026,8,Isaac Nauta,Georgia,0,2019,69.9,0.438,slap_score,draft_capital=0.43; size_speed=1.30; production=1.03; slap_score=1.47,0.0,0.0,,,0.0
Nate Rutchena,TE,UC Davis,0,2026,9,John FitzPatrick,Georgia,0,2022,67.9,0.438,size_speed,draft_capital=0.55; size_speed=1.74; production=0.36; slap_score=1.57,0.0,0.0,2.52,,2.52
Nate Rutchena,TE,UC Davis,0,2026,10,Devin Culp,Washington,0,2024,67.7,0.438,size_speed,draft_capital=0.25; size_speed=2.20; production=0.20; slap_score=1.45,0.0,0.0,,,0.0
Miles Kitselman,TE,Tennessee,0,2026,1,Geoff Swaim,Texas,0,2015,79.7,0.55,slap_score,draft_capital=0.25; size_speed=0.95; production=0.38; slap_score=1.17,0.0,0.0,7.025,,7.025
Miles Kitselman,TE,Tennessee,0,2026,2,Rory Anderson,South Carolina,0,2015,79.6,0.55,slap_score,draft_capital=0.07; size_speed=0.76; production=0.30; slap_score=1.25,0.0,0.0,,,0.0
Miles Kitselman,TE,Tennessee,0,2026,3,Ben Koyack,Notre Dame,0,2015,78.1,0.55,slap_score,draft_capital=0.37; size_speed=0.63; production=0.38; slap_score=1.33,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Miles Kitselman,TE,Tennessee,0,2026,4,Stephen Sullivan,LSU,0,2020,76.8,0.55,slap_score,draft_capital=0.14; size_speed=0.86; production=0.81; slap_score=1.23,0.0,0.0,2.45,,2.45
Miles Kitselman,TE,Tennessee,0,2026,5,John FitzPatrick,Georgia,0,2022,76.2,0.55,slap_score,draft_capital=0.55; size_speed=0.76; production=0.37; slap_score=1.43,0.0,0.0,2.52,,2.52
Miles Kitselman,TE,Tennessee,0,2026,6,Brayden Willis,Oklahoma,0,2023,75.0,0.55,slap_score,draft_capital=0.21; size_speed=0.59; production=0.88; slap_score=1.38,0.0,0.0,,,0.0
Miles Kitselman,TE,Tennessee,0,2026,7,Caleb Lohner,Utah,0,2025,74.7,0.55,size_speed,draft_capital=0.28; size_speed=1.59; production=0.61; slap_score=1.27,0.0,0.0,,,0.0
Miles Kitselman,TE,Tennessee,0,2026,8,Devin Culp,Washington,0,2024,74.6,0.55,slap_score,draft_capital=0.25; size_speed=1.23; production=0.83; slap_score=1.30,0.0,0.0,,,0.0
Miles Kitselman,TE,Tennessee,0,2026,9,Ko Kieft,Minnesota,0,2022,73.4,0.55,slap_score,draft_capital=0.50; size_speed=1.16; production=1.12; slap_score=1.18,0.0,0.0,2.625,2.625,2.625
Miles Kitselman,TE,Tennessee,0,2026,10,Charlie Woerner,Georgia,0,2020,73.3,0.55,slap_score,draft_capital=0.84; size_speed=0.58; production=0.35; slap_score=1.60,0.0,0.0,1.45,,2.1333333333333333
Ty Thompson,TE,Tulane,0,2026,1,Gerald Christian,Louisville,0,2015,76.1,0.512,size_speed,draft_capital=0.02; size_speed=1.81; production=0.39; slap_score=1.10,0.0,0.0,,,0.0
Ty Thompson,TE,Tulane,0,2026,2,Ben Koyack,Notre Dame,0,2015,74.5,0.512,slap_score,draft_capital=0.37; size_speed=0.35; production=0.38; slap_score=1.56,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Ty Thompson,TE,Tulane,0,2026,3,Ko Kieft,Minnesota,0,2022,72.6,0.512,slap_score,draft_capital=0.50; size_speed=0.19; production=1.13; slap_score=1.41,0.0,0.0,2.625,2.625,2.625
Ty Thompson,TE,Tulane,0,2026,4,Brayden Willis,Oklahoma,0,2023,72.6,0.512,slap_score,draft_capital=0.21; size_speed=0.38; production=0.75; slap_score=1.61,0.0,0.0,,,0.0
Ty Thompson,TE,Tulane,0,2026,5,Geoff Swaim,Texas,0,2015,72.2,0.512,size_speed,draft_capital=0.25; size_speed=1.92; production=0.22; slap_score=1.40,0.0,0.0,7.025,,7.025
Ty Thompson,TE,Tulane,0,2026,6,Rory Anderson,South Carolina,0,2015,72.0,0.512,size_speed,draft_capital=0.07; size_speed=1.74; production=0.33; slap_score=1.48,0.0,0.0,,,0.0
Ty Thompson,TE,Tulane,0,2026,7,Isaac Nauta,Georgia,0,2019,70.3,0.512,slap_score,draft_capital=0.43; size_speed=1.30; production=0.87; slap_score=1.56,0.0,0.0,,,0.0
Ty Thompson,TE,Tulane,0,2026,8,John FitzPatrick,Georgia,0,2022,69.3,0.512,size_speed,draft_capital=0.55; size_speed=1.74; production=0.22; slap_score=1.66,0.0,0.0,2.52,,2.52
Ty Thompson,TE,Tulane,0,2026,9,Stephen Sullivan,LSU,0,2020,69.2,0.512,size_speed,draft_capital=0.14; size_speed=1.83; production=0.96; slap_score=1.46,0.0,0.0,2.45,,2.45
Ty Thompson,TE,Tulane,0,2026,10,Moliki Matavao,UCLA,0,2025,67.7,0.512,slap_score,draft_capital=0.19; size_speed=1.38; production=0.83; slap_score=1.77,0.0,0.0,,,0.0
DJ Rogers,TE,TCU,0,2026,1,Gerald Christian,Louisville,0,2015,76.8,0.55,size_speed,draft_capital=0.02; size_speed=1.81; production=0.45; slap_score=1.08,0.0,0.0,,,0.0
DJ Rogers,TE,TCU,0,2026,2,Ben Koyack,Notre Dame,0,2015,75.8,0.55,slap_score,draft_capital=0.37; size_speed=0.35; production=0.30; slap_score=1.55,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
DJ Rogers,TE,TCU,0,2026,3,Rory Anderson,South Carolina,0,2015,73.3,0.55,size_speed,draft_capital=0.07; size_speed=1.74; production=0.21; slap_score=1.46,0.0,0.0,,,0.0
DJ Rogers,TE,TCU,0,2026,4,Brayden Willis,Oklahoma,0,2023,72.8,0.55,slap_score,draft_capital=0.21; size_speed=0.38; production=0.84; slap_score=1.59,0.0,0.0,,,0.0
DJ Rogers,TE,TCU,0,2026,5,Geoff Swaim,Texas,0,2015,72.5,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=0.52; slap_score=1.38,0.0,0.0,7.025,,7.025
DJ Rogers,TE,TCU,0,2026,6,Ko Kieft,Minnesota,0,2022,71.4,0.55,slap_score,draft_capital=0.50; size_speed=0.19; production=1.28; slap_score=1.39,0.0,0.0,2.625,2.625,2.625
DJ Rogers,TE,TCU,0,2026,7,Stephen Sullivan,LSU,0,2020,71.3,0.55,size_speed,draft_capital=0.14; size_speed=1.83; production=0.72; slap_score=1.44,0.0,0.0,2.45,,2.45
DJ Rogers,TE,TCU,0,2026,8,Isaac Nauta,Georgia,0,2019,70.4,0.55,slap_score,draft_capital=0.43; size_speed=1.30; production=0.96; slap_score=1.54,0.0,0.0,,,0.0
DJ Rogers,TE,TCU,0,2026,9,John FitzPatrick,Georgia,0,2022,69.7,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=0.53; slap_score=1.64,0.0,0.0,2.52,,2.52
DJ Rogers,TE,TCU,0,2026,10,Devin Culp,Washington,0,2024,68.7,0.55,size_speed,draft_capital=0.25; size_speed=2.20; production=0.71; slap_score=1.52,0.0,0.0,,,0.0
Jameson Geers,TE,Minnesota,0,2026,1,Gerald Christian,Louisville,0,2015,76.0,0.55,size_speed,draft_capital=0.02; size_speed=1.81; production=0.57; slap_score=1.10,0.0,0.0,,,0.0
Jameson Geers,TE,Minnesota,0,2026,2,Ben Koyack,Notre Dame,0,2015,74.6,0.55,slap_score,draft_capital=0.37; size_speed=0.35; production=0.55; slap_score=1.57,0.0,0.0,4.566666666666666,4.566666666666666,4.566666666666666
Jameson Geers,TE,Minnesota,0,2026,3,Ko Kieft,Minnesota,0,2022,74.5,0.55,slap_score,draft_capital=0.50; size_speed=0.19; production=0.88; slap_score=1.41,0.0,0.0,2.625,2.625,2.625
Jameson Geers,TE,Minnesota,0,2026,4,Geoff Swaim,Texas,0,2015,72.9,0.55,size_speed,draft_capital=0.25; size_speed=1.92; production=0.31; slap_score=1.40,0.0,0.0,7.025,,7.025
Jameson Geers,TE,Minnesota,0,2026,5,Rory Anderson,South Carolina,0,2015,72.3,0.55,size_speed,draft_capital=0.07; size_speed=1.74; production=0.49; slap_score=1.48,0.0,0.0,,,0.0
Jameson Geers,TE,Minnesota,0,2026,6,Brayden Willis,Oklahoma,0,2023,71.9,0.55,slap_score,draft_capital=0.21; size_speed=0.38; production=0.93; slap_score=1.61,0.0,0.0,,,0.0
Jameson Geers,TE,Minnesota,0,2026,7,Isaac Nauta,Georgia,0,2019,70.6,0.55,slap_score,draft_capital=0.43; size_speed=1.30; production=0.89; slap_score=1.56,0.0,0.0,,,0.0
Jameson Geers,TE,Minnesota,0,2026,8,John FitzPatrick,Georgia,0,2022,70.2,0.55,size_speed,draft_capital=0.55; size_speed=1.74; production=0.25; slap_score=1.66,0.0,0.0,2.52,,2.52
