player_name,position,college,draft_year,pick,round,dataset_label,data_quality_flag,outlier_note,slap_display_score,slap_model_score,dc_score,prospect_profile,dataset,production_score,speed_score,broke_out,peak_dominator_imputed,rec_yards,team_pass_att,ryptpa,nfl_hit24,nfl_hit12,nfl_first_3yr_ppg,nfl_career_ppg,nfl_best_ppr,nfl_best_ppg,nfl_seasons_10ppg_3yr,model_version,data_as_of_date
DeeJay Dallas,RB,Miami (FL),2020,144,4,Drafted Pick 144,complete,,38.0,40.54,47.3,22.8,backtest,20.1,38.5,,False,140.0,437.0,0.3204,0.0,0.0,7.1125,7.1125,60.1,3.5352941176470587,0.0,V5.0,2026-05-05
Jason Huntley,RB,New Mexico St.,2020,172,5,Drafted Pick 172,complete,,31.3,38.49,35.7,28.2,backtest,25.8,42.5,,False,192.0,446.0,0.4305,0.0,0.0,,,5.1000000000000005,0.3,,V5.0,2026-05-05
Raymond Calais,RB,Louisiana,2020,245,7,Drafted Pick 245,complete,,3.5,24.15,5.8,13.8,backtest,9.8,38.2,,False,67.0,412.0,0.1626,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
Travis Etienne,RB,Clemson,2021,25,1,Drafted Pick 25,complete,,97.3,79.8,94.0,70.6,backtest,72.0,62.4,,False,588.0,490.0,1.2,1.0,1.0,16.611765,16.611765,282.4,16.61176470588235,2.0,V5.0,2026-05-05
Najee Harris,RB,Alabama,2021,24,1,Drafted Pick 24,complete,,94.8,75.04,94.6,56.2,backtest,57.1,50.6,,False,425.0,425.0,1.0,1.0,1.0,17.688235,17.688235,303.5,17.852941176470587,3.0,V5.0,2026-05-05
Javonte Williams,RB,North Carolina,2021,35,2,Drafted Pick 35,complete,,93.5,70.49,91.8,51.6,backtest,53.7,39.1,,False,305.0,357.0,0.8543,1.0,0.0,12.052941,15.425,204.9,12.052941176470588,2.0,V5.0,2026-05-05
Kenneth Gainwell,RB,Memphis,2021,150,5,Drafted Pick 150,complete,,80.5,59.25,44.5,78.7,backtest,83.0,53.0,,False,610.0,441.0,1.3832,0.0,0.0,7.7125,13.135294,139.9,8.229411764705883,0.0,V5.0,2026-05-05
Michael Carter,RB,North Carolina,2021,107,4,Drafted Pick 107,complete,,69.1,53.61,66.8,43.8,backtest,44.9,37.2,,False,267.0,357.0,0.7479,0.0,0.0,11.028571,11.028571,154.4,9.08235294117647,1.0,V5.0,2026-05-05
Trey Sermon,RB,Ohio St.,2021,88,3,Drafted Pick 88,complete,,65.4,51.03,73.3,27.2,backtest,25.3,38.3,,False,95.0,225.0,0.4222,0.0,0.0,2.5375,3.842857,53.8,3.164705882352941,0.0,V5.0,2026-05-05
Rhamondre Stevenson,RB,Oklahoma,2021,120,4,Drafted Pick 120,complete,,62.0,48.23,60.7,34.4,backtest,33.3,40.7,,False,211.0,362.0,0.5829,1.0,1.0,14.652941,14.652941,249.1,14.65294117647059,2.0,V5.0,2026-05-05
Chuba Hubbard,RB,Oklahoma St.,2021,126,4,Drafted Pick 126,complete,,38.9,40.56,56.3,15.1,backtest,9.2,50.7,,False,52.0,340.0,0.1529,1.0,0.0,10.735294,16.106667,241.6,14.211764705882352,1.0,V5.0,2026-05-05
Kene Nwangwu,RB,Iowa St.,2021,119,4,Drafted Pick 119,complete,,35.1,39.5,62.0,9.0,backtest,3.4,42.5,,False,22.0,372.0,0.0591,0.0,0.0,,,11.0,0.6470588235294118,,V5.0,2026-05-05
Demetric Felton,RB,UCLA,2021,211,6,Drafted Pick 211,complete,,30.9,37.91,20.3,41.2,backtest,45.4,15.8,,False,159.0,200.0,0.795,0.0,0.0,4.590909,4.590909,50.5,2.9705882352941178,0.0,V5.0,2026-05-05
Khalil Herbert,RB,Virginia Tech,2021,217,6,Drafted Pick 217,complete,,28.8,37.6,17.8,42.5,backtest,40.4,54.8,,False,179.0,253.0,0.7075,0.0,0.0,9.375,9.375,117.8,6.929411764705883,0.0,V5.0,2026-05-05
Elijah Mitchell,RB,Louisiana,2021,194,6,Drafted Pick 194,complete,,27.5,37.27,27.3,33.1,backtest,28.4,61.5,,False,153.0,308.0,0.4968,1.0,0.0,15.0,15.0,200.6,11.8,1.0,V5.0,2026-05-05
Chris Evans,RB,Michigan,2021,202,6,Drafted Pick 202,complete,,21.6,34.03,24.6,26.8,backtest,23.3,47.8,,False,87.0,213.0,0.4085,0.0,0.0,5.533333,5.533333,52.400000000000006,3.0823529411764707,0.0,V5.0,2026-05-05
Gerrid Doaks,RB,Cincinnati,2021,244,7,Drafted Pick 244,complete,,20.3,33.63,6.5,40.6,backtest,39.1,49.3,,False,202.0,295.0,0.6847,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
Gary Brightwell,RB,Arizona,2021,196,6,Drafted Pick 196,complete,,18.2,32.57,26.4,20.4,backtest,18.5,32.1,,False,58.0,188.0,0.3085,0.0,0.0,3.625,3.625,30.0,1.7647058823529411,0.0,V5.0,2026-05-05
Larry Rountree,RB,Missouri,2021,198,6,Drafted Pick 198,complete,,17.8,32.24,25.8,20.2,backtest,16.5,42.5,,False,100.0,363.0,0.2755,0.0,0.0,1.95,1.95,15.6,0.9176470588235296,0.0,V5.0,2026-05-05
Jake Funk,RB,Maryland,2021,233,7,Drafted Pick 233,complete,,12.8,30.3,13.2,27.3,backtest,24.7,42.3,,False,68.0,157.0,0.4331,0.0,0.0,,,3.2,0.188235294117647,,V5.0,2026-05-05
Kylin Hill,RB,Mississippi St.,2021,256,7,Drafted Pick 256,complete,,10.3,27.75,2.3,27.8,backtest,24.3,48.9,,False,237.0,557.0,0.4255,0.0,0.0,,,3.9,0.2294117647058823,,V5.0,2026-05-05
Jermar Jefferson,RB,Oregon St.,2021,257,7,Drafted Pick 257,complete,,3.9,24.78,1.8,19.7,backtest,18.1,29.4,,False,67.0,233.0,0.2876,0.0,0.0,,,25.700000000000003,1.5117647058823531,,V5.0,2026-05-05
Breece Hall,RB,Iowa St.,2022,36,2,Drafted Pick 36,complete,,91.4,68.84,90.6,47.6,backtest,42.6,78.1,,False,302.0,446.0,0.6771,1.0,1.0,17.088235,17.088235,290.5,17.08823529411765,2.0,V5.0,2026-05-05
Rachaad White,RB,Arizona St.,2022,91,3,Drafted Pick 91,complete,,91.0,68.72,71.7,79.2,backtest,83.2,55.0,,False,456.0,313.0,1.4569,1.0,1.0,15.758824,15.758824,295.5,17.38235294117647,2.0,V5.0,2026-05-05
James Cook,RB,Georgia,2022,63,2,Drafted Pick 63,complete,,83.0,61.3,82.6,43.1,backtest,41.9,50.7,,False,284.0,407.0,0.6978,1.0,1.0,16.66875,18.129412,324.3,19.076470588235296,2.0,V5.0,2026-05-05
Kenneth Walker III,RB,Michigan St.,2022,41,2,Drafted Pick 41,complete,,79.7,58.82,88.5,22.5,backtest,14.0,73.3,,False,89.0,400.0,0.2225,1.0,0.0,16.472727,16.472727,199.4,11.729411764705883,3.0,V5.0,2026-05-05
Brian Robinson Jr.,RB,Alabama,2022,98,3,Drafted Pick 98,complete,,67.0,51.49,70.0,33.4,backtest,29.6,56.4,,False,296.0,571.0,0.5184,0.0,0.0,13.206667,13.206667,0.0,0.0,2.0,V5.0,2026-05-05
Dameon Pierce,RB,Florida,2022,107,4,Drafted Pick 107,complete,,63.2,49.51,66.8,32.1,backtest,31.2,37.6,,False,216.0,416.0,0.5192,0.0,0.0,12.8,12.8,166.4,9.788235294117648,1.0,V5.0,2026-05-05
Isaiah Spiller,RB,Texas A&M,2022,123,4,Drafted Pick 123,complete,,60.7,47.82,58.6,34.5,backtest,32.1,49.0,,False,189.0,370.0,0.5108,0.0,0.0,2.111111,2.111111,19.0,1.1176470588235294,0.0,V5.0,2026-05-05
Tyrion Davis-Price,RB,LSU,2022,93,3,Drafted Pick 93,complete,,54.8,45.96,71.0,15.2,backtest,9.1,51.8,,False,64.0,443.0,0.1445,0.0,0.0,,,9.9,0.5823529411764706,,V5.0,2026-05-05
Kyren Williams,RB,Notre Dame,2022,164,5,Drafted Pick 164,complete,,51.9,44.3,38.9,41.7,backtest,47.9,4.4,,False,359.0,450.0,0.7978,1.0,1.0,21.25,21.25,299.8,17.63529411764706,2.0,V5.0,2026-05-05
Jerome Ford,RB,Cincinnati,2022,156,5,Drafted Pick 156,complete,,48.9,43.48,40.5,36.1,backtest,33.0,54.8,,False,220.0,400.0,0.55,1.0,0.0,12.541176,12.541176,220.4,12.96470588235294,1.0,V5.0,2026-05-05
Hassan Haskins,RB,Michigan,2022,131,4,Drafted Pick 131,complete,,48.1,43.22,52.9,24.9,backtest,19.9,54.8,,False,131.0,395.0,0.3316,0.0,0.0,2.981818,2.981818,33.3,1.9588235294117649,0.0,V5.0,2026-05-05
Tyler Allgeier,RB,BYU,2022,151,5,Drafted Pick 151,complete,,47.3,42.84,43.7,32.2,backtest,30.7,41.6,,False,199.0,389.0,0.5116,0.0,0.0,9.9625,9.9625,159.4,9.376470588235296,0.0,V5.0,2026-05-05
Zamir White,RB,Georgia,2022,122,4,Drafted Pick 122,complete,,46.8,42.82,59.3,19.8,backtest,11.1,72.3,,False,75.0,407.0,0.1843,0.0,0.0,5.684615,5.684615,73.9,4.347058823529412,0.0,V5.0,2026-05-05
Trestan Ebner,RB,Baylor,2022,203,6,Drafted Pick 203,complete,,40.1,40.68,23.9,46.2,backtest,44.5,56.6,,False,284.0,365.0,0.7781,0.0,0.0,,,8.200000000000001,0.4823529411764706,,V5.0,2026-05-05
Tyler Badie,RB,Missouri,2022,196,6,Drafted Pick 196,complete,,39.3,40.59,26.4,43.4,backtest,43.5,42.5,,False,330.0,455.0,0.7253,0.0,0.0,,2.528571,10.2,0.6,,V5.0,2026-05-05
Ty Chandler,RB,North Carolina,2022,169,5,Drafted Pick 169,complete,,36.8,40.36,37.0,32.4,backtest,30.7,42.5,,False,216.0,382.0,0.5654,0.0,0.0,7.769231,7.769231,101.0,5.941176470588236,0.0,V5.0,2026-05-05
Pierre Strong,RB,South Dakota St.,2022,127,4,Drafted Pick 127,complete,,33.4,39.02,55.0,11.1,backtest,1.2,70.8,,False,8.0,388.0,0.0206,0.0,0.0,3.292308,3.292308,42.8,2.51764705882353,0.0,V5.0,2026-05-05
Snoop Conner,RB,Mississippi,2022,154,5,Drafted Pick 154,complete,,25.8,36.64,42.0,15.8,backtest,11.5,41.5,,False,82.0,429.0,0.1911,0.0,0.0,,,10.2,0.6,,V5.0,2026-05-05
Kevin Harris,RB,South Carolina,2022,183,6,Drafted Pick 183,complete,,20.8,33.73,30.9,18.9,backtest,15.5,38.8,,False,89.0,360.0,0.2472,0.0,0.0,,,21.3,1.2529411764705882,,V5.0,2026-05-05
Keaontay Ingram,RB,USC,2022,201,6,Drafted Pick 201,complete,,19.1,32.99,25.2,23.5,backtest,18.7,52.2,,False,156.0,500.0,0.312,0.0,0.0,1.81,1.81,18.1,1.0647058823529412,0.0,V5.0,2026-05-05
Brittain Brown,RB,UCLA,2022,250,7,Drafted Pick 250,complete,,9.8,27.11,3.9,24.0,backtest,20.9,42.5,,False,129.0,335.0,0.3851,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
Isiah Pacheco,RB,Rutgers,2022,251,7,Drafted Pick 251,complete,,3.1,23.76,3.3,14.8,backtest,3.6,81.6,,False,25.0,394.0,0.0635,1.0,1.0,15.278571,15.278571,279.2,16.423529411764704,1.0,V5.0,2026-05-05
Zander Horvath,RB,Purdue,2022,260,7,Drafted Pick 260,complete,,1.8,22.87,1.4,15.2,backtest,10.7,42.5,,False,108.0,576.0,0.1875,0.0,0.0,2.325,2.325,18.6,1.0941176470588234,0.0,V5.0,2026-05-05
Jahmyr Gibbs,RB,Alabama,2023,12,1,Drafted Pick 12,complete,,98.2,81.57,96.1,63.7,backtest,63.7,63.5,,False,444.0,438.0,1.0137,1.0,1.0,21.682353,21.682353,390.4,22.96470588235294,3.0,V5.0,2026-05-05
Bijan Robinson,RB,Texas,2023,8,1,Drafted Pick 8,complete,,96.9,78.53,97.1,50.4,backtest,48.7,60.3,,False,314.0,405.0,0.7753,1.0,1.0,22.047059,22.047059,341.7,20.1,3.0,V5.0,2026-05-05
Zach Charbonnet,RB,UCLA,2023,52,2,Drafted Pick 52,complete,,87.2,64.53,85.8,45.8,backtest,46.0,45.0,,False,321.0,419.0,0.7661,0.0,0.0,11.2125,11.2125,183.7,10.805882352941175,2.0,V5.0,2026-05-05
Tyjae Spears,RB,Tulane,2023,81,3,Drafted Pick 81,complete,,75.0,56.97,77.1,40.6,backtest,40.5,40.9,,False,256.0,379.0,0.6755,0.0,0.0,9.466667,9.466667,153.8,9.047058823529412,0.0,V5.0,2026-05-05
De'Von Achane,RB,Texas A&M,2023,84,3,Drafted Pick 84,complete,,72.5,54.62,75.9,35.4,backtest,31.5,58.7,,False,196.0,391.0,0.5013,1.0,0.0,20.13125,20.13125,196.7,11.570588235294116,3.0,V5.0,2026-05-05
Evan Hull,RB,Northwestern,2023,176,5,Drafted Pick 176,complete,,71.7,54.22,34.0,74.7,backtest,78.6,51.7,,False,546.0,417.0,1.3094,0.0,0.0,,,1.7000000000000002,0.1,,V5.0,2026-05-05
Tank Bigsby,RB,Auburn,2023,88,3,Drafted Pick 88,complete,,70.8,53.8,73.3,35.1,backtest,35.1,35.2,,False,180.0,308.0,0.5844,0.0,0.0,8.6,8.6,129.0,7.588235294117647,0.0,V5.0,2026-05-05
Kendre Miller,RB,TCU,2023,71,3,Drafted Pick 71,complete,,67.5,51.8,80.3,20.5,backtest,16.1,46.9,,False,116.0,454.0,0.2555,0.0,0.0,,,43.3,2.547058823529412,,V5.0,2026-05-05
Roschon Johnson,RB,Texas,2023,115,4,Drafted Pick 115,complete,,52.7,44.71,63.7,22.0,backtest,19.0,40.4,,False,128.0,405.0,0.316,0.0,0.0,6.806667,6.806667,102.1,6.005882352941176,0.0,V5.0,2026-05-05
Chase Brown,RB,Illinois,2023,163,5,Drafted Pick 163,complete,,48.5,43.33,39.3,38.5,backtest,34.9,60.0,,False,240.0,393.0,0.6107,1.0,1.0,16.370588,16.370588,255.0,15.0,2.0,V5.0,2026-05-05
Israel Abanikanda,RB,Pittsburgh,2023,143,5,Drafted Pick 143,complete,,44.3,42.52,48.1,28.0,backtest,24.4,49.6,,False,146.0,393.0,0.3715,0.0,0.0,,,18.3,1.076470588235294,,V5.0,2026-05-05
Deuce Vaughn,RB,Kansas St.,2023,212,6,Drafted Pick 212,complete,,43.9,42.46,19.5,54.6,backtest,61.2,14.5,,False,378.0,388.0,0.9742,0.0,0.0,,,15.0,0.8823529411764706,,V5.0,2026-05-05
Eric Gray,RB,Oklahoma,2023,172,5,Drafted Pick 172,complete,,37.2,40.41,35.7,33.7,backtest,32.2,43.0,,False,229.0,407.0,0.5627,0.0,0.0,1.93,1.93,19.3,1.1352941176470588,0.0,V5.0,2026-05-05
Kenny McIntosh,RB,Georgia,2023,237,7,Drafted Pick 237,complete,,32.5,38.77,9.4,52.8,backtest,58.5,18.7,,False,504.0,492.0,1.0244,0.0,0.0,,,22.4,1.3176470588235294,,V5.0,2026-05-05
Chris Rodriguez,RB,Kentucky,2023,193,6,Drafted Pick 193,complete,,13.6,30.45,28.1,13.3,backtest,7.0,50.6,,False,41.0,349.0,0.1175,0.0,0.0,7.666667,7.666667,31.5,1.8529411764705883,0.0,V5.0,2026-05-05
Zach Evans,RB,Mississippi,2023,215,6,Drafted Pick 215,complete,,13.2,30.42,18.7,21.2,backtest,18.5,37.7,,False,119.0,386.0,0.3083,0.0,0.0,,,1.9,0.1117647058823529,,V5.0,2026-05-05
Lew Nichols,RB,Central Michigan,2023,235,7,Drafted Pick 235,complete,,11.5,28.56,11.7,23.0,backtest,19.7,42.5,,False,128.0,389.0,0.329,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
DeWayne McBride,RB,Ala-Birmingham,2023,222,7,Drafted Pick 222,complete,,4.8,24.93,16.1,8.1,backtest,1.9,45.1,,False,10.0,321.0,0.0312,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
Jonathon Brooks,RB,Texas,2024,46,2,Drafted Pick 46,complete,,86.8,64.1,86.8,40.8,backtest,37.8,58.8,,False,286.0,475.0,0.6021,0.0,0.0,,,7.500000000000001,0.4411764705882353,,V5.0,2026-05-05
Trey Benson,RB,Florida St.,2024,66,3,Drafted Pick 66,complete,,80.1,58.89,82.0,37.9,backtest,31.5,76.9,,False,227.0,433.0,0.5242,0.0,0.0,3.916667,3.916667,47.0,2.764705882352941,0.0,V5.0,2026-05-05
MarShawn Lloyd,RB,USC,2024,88,3,Drafted Pick 88,complete,,68.7,53.43,73.3,34.0,backtest,28.8,65.8,,False,232.0,461.0,0.5033,0.0,0.0,,,2.8,0.1647058823529411,,V5.0,2026-05-05
Ray Davis,RB,Kentucky,2024,128,4,Drafted Pick 128,complete,,66.2,51.12,54.2,46.1,backtest,46.8,42.5,,False,323.0,375.0,0.8613,0.0,0.0,7.25625,7.25625,125.7,7.394117647058824,0.0,V5.0,2026-05-05
Bucky Irving,RB,Oregon,2024,125,4,Drafted Pick 125,complete,,64.9,50.83,57.6,44.0,backtest,48.2,18.8,,False,413.0,514.0,0.8035,1.0,1.0,14.376471,14.376471,260.70000000000005,15.33529411764706,2.0,V5.0,2026-05-05
Dylan Laube,RB,New Hampshire,2024,208,6,Drafted Pick 208,complete,,64.1,50.09,21.2,74.9,backtest,81.6,34.9,,False,699.0,465.0,1.5032,0.0,0.0,,,-2.0,-0.1176470588235294,,V5.0,2026-05-05
Blake Corum,RB,Michigan,2024,83,3,Drafted Pick 83,complete,,63.7,49.75,76.5,21.0,backtest,18.5,35.7,,False,117.0,361.0,0.3241,0.0,0.0,7.188235,7.188235,33.5,1.9705882352941173,0.0,V5.0,2026-05-05
Isaac Guerendo,RB,Louisville,2024,129,4,Drafted Pick 129,complete,,62.8,49.02,53.6,40.6,backtest,31.1,97.4,,False,234.0,408.0,0.5735,0.0,0.0,7.4,7.4,96.2,5.658823529411765,0.0,V5.0,2026-05-05
Will Shipley,RB,Clemson,2024,127,4,Drafted Pick 127,complete,,56.5,46.7,55.0,33.1,backtest,30.9,46.3,,False,244.0,474.0,0.5148,0.0,0.0,1.772727,1.772727,29.4,1.7294117647058822,0.0,V5.0,2026-05-05
Jaylen Wright,RB,Tennessee,2024,120,4,Drafted Pick 120,complete,,55.7,46.28,60.7,28.8,backtest,21.6,72.1,,False,141.0,411.0,0.3431,0.0,0.0,5.577778,5.577778,26.700000000000003,1.5705882352941178,0.0,V5.0,2026-05-05
Braelon Allen,RB,Wisconsin,2024,134,4,Drafted Pick 134,complete,,46.4,42.66,51.3,24.6,backtest,18.4,61.9,,False,131.0,469.0,0.2793,0.0,0.0,5.011765,5.011765,85.2,5.011764705882353,0.0,V5.0,2026-05-05
Isaiah Davis,RB,South Dakota St.,2024,173,5,Drafted Pick 173,complete,,41.8,41.33,35.1,36.7,backtest,36.0,41.3,,False,190.0,317.0,0.5994,0.0,0.0,5.1,5.1,45.900000000000006,2.7,0.0,V5.0,2026-05-05
Audric Estime,RB,Notre Dame,2024,147,5,Drafted Pick 147,complete,,41.0,40.73,46.6,24.6,backtest,25.4,19.3,,False,142.0,351.0,0.4046,0.0,0.0,3.746154,3.746154,48.7,2.864705882352941,0.0,V5.0,2026-05-05
Rasheen Ali,RB,Marshall,2024,165,5,Drafted Pick 165,complete,,36.3,40.27,38.4,30.5,backtest,28.6,42.0,,False,213.0,425.0,0.5012,0.0,0.0,3.025,3.025,3.1,0.1823529411764706,0.0,V5.0,2026-05-05
Kimani Vidal,RB,Troy,2024,181,6,Drafted Pick 181,complete,,30.4,37.86,32.5,29.9,backtest,25.2,58.1,,False,201.0,456.0,0.4408,0.0,0.0,9.825,9.825,32.7,1.9235294117647064,0.0,V5.0,2026-05-05
Tyrone Tracy Jr.,RB,Purdue,2024,166,5,Drafted Pick 166,complete,,28.3,37.41,38.0,22.8,backtest,18.3,49.6,,False,132.0,392.0,0.3367,0.0,0.0,10.853333,10.853333,0.0,0.0,2.0,V5.0,2026-05-05
Jase McClellan,RB,Alabama,2024,186,6,Drafted Pick 186,complete,,23.7,36.25,29.8,27.2,backtest,25.3,38.8,,False,137.0,325.0,0.4215,0.0,0.0,,,3.2,0.188235294117647,,V5.0,2026-05-05
Jawhar Jordan,RB,Louisville,2024,205,6,Drafted Pick 205,complete,,22.5,34.46,22.2,29.2,backtest,31.0,18.1,,False,246.0,408.0,0.6029,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
Keilan Robinson,RB,Texas,2024,167,5,Drafted Pick 167,complete,,19.9,33.3,37.6,11.4,backtest,6.4,41.6,,False,56.0,475.0,0.1179,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
Omarion Hampton,RB,North Carolina,2025,22,1,Drafted Pick 22,complete,,95.6,76.47,95.2,58.6,backtest,57.2,66.9,,False,373.0,391.0,0.954,0.0,0.0,15.077778,15.077778,135.7,7.98235294117647,1.0,V5.0,2026-05-05
Ashton Jeanty,RB,Boise St.,2025,6,1,Drafted Pick 6,complete,,94.0,70.56,97.7,25.0,backtest,20.9,49.3,,False,138.0,415.0,0.3325,1.0,1.0,14.535294,14.535294,247.1,14.53529411764706,1.0,V5.0,2026-05-05
Cam Skattebo,RB,Arizona St.,2025,105,4,Drafted Pick 105,complete,,90.6,68.32,68.1,84.9,backtest,90.5,51.1,,False,605.0,382.0,1.5838,0.0,0.0,15.9625,15.9625,127.7,7.511764705882353,1.0,V5.0,2026-05-05
TreVeyon Henderson,RB,Ohio St.,2025,38,2,Drafted Pick 38,complete,,88.5,65.52,89.5,39.5,backtest,37.5,52.1,,False,284.0,455.0,0.6242,1.0,0.0,12.247059,12.247059,208.2,12.24705882352941,1.0,V5.0,2026-05-05
RJ Harvey,RB,Central Florida,2025,60,2,Drafted Pick 60,complete,,86.4,63.93,83.4,48.9,backtest,46.8,61.8,,False,267.0,310.0,0.8613,1.0,0.0,12.270588,12.270588,208.6,12.270588235294117,1.0,V5.0,2026-05-05
Quinshon Judkins,RB,Ohio St.,2025,36,2,Drafted Pick 36,complete,,85.1,61.97,90.6,28.0,backtest,22.2,62.6,,False,161.0,455.0,0.3538,0.0,0.0,11.985714,11.985714,167.8,9.870588235294118,1.0,V5.0,2026-05-05
Kaleb Johnson,RB,Iowa,2025,83,3,Drafted Pick 83,complete,,77.5,57.79,76.5,43.9,backtest,43.4,47.3,,False,188.0,260.0,0.7231,0.0,0.0,0.88,0.88,8.8,0.5176470588235295,0.0,V5.0,2026-05-05
Woody Marks,RB,USC,2025,116,4,Drafted Pick 116,complete,,62.4,48.44,63.2,33.1,backtest,32.7,35.9,,False,321.0,533.0,0.6023,0.0,0.0,9.06875,9.06875,145.1,8.535294117647059,0.0,V5.0,2026-05-05
Jaydon Blue,RB,Texas,2025,149,5,Drafted Pick 149,complete,,59.0,47.45,45.6,44.6,backtest,42.8,55.6,,False,368.0,541.0,0.6802,0.0,0.0,,,20.4,1.2,,V5.0,2026-05-05
Bhayshul Tuten,RB,Virginia Tech,2025,104,4,Drafted Pick 104,complete,,58.2,47.04,68.9,23.6,backtest,14.0,81.2,,False,79.0,339.0,0.233,0.0,0.0,6.04,6.04,90.6,5.329411764705882,0.0,V5.0,2026-05-05
DJ Giddens,RB,Kansas St.,2025,151,5,Drafted Pick 151,complete,,57.8,46.92,43.7,43.9,backtest,40.6,63.4,,False,258.0,381.0,0.6772,0.0,0.0,,,9.6,0.5647058823529412,,V5.0,2026-05-05
Jarquez Hunter,RB,Auburn,2025,117,4,Drafted Pick 117,complete,,57.4,46.85,62.8,29.1,backtest,25.2,52.3,,False,155.0,369.0,0.4201,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
Trevor Etienne,RB,Georgia,2025,114,4,Drafted Pick 114,complete,,56.9,46.77,64.3,27.5,backtest,23.8,49.6,,False,194.0,513.0,0.3782,0.0,0.0,1.7125,1.7125,13.7,0.8058823529411764,0.0,V5.0,2026-05-05
Dylan Sampson,RB,Tennessee,2025,126,4,Drafted Pick 126,complete,,53.2,44.82,56.3,27.3,backtest,25.2,39.8,,False,143.0,373.0,0.3834,0.0,0.0,5.973333,5.973333,89.60000000000001,5.270588235294119,0.0,V5.0,2026-05-05
Devin Neal,RB,Kansas,2025,184,6,Drafted Pick 184,complete,,51.5,44.17,30.4,49.1,backtest,51.5,34.5,,False,254.0,296.0,0.8581,0.0,0.0,6.666666666666667,6.666666666666667,60.0,6.666666666666667,0.0,V5.0,2026-05-05
Jordan James,RB,Oregon,2025,147,5,Drafted Pick 147,complete,,43.5,42.3,46.6,29.0,backtest,28.6,32.0,,False,209.0,460.0,0.4543,0.0,0.0,,,0.0,0.0,,V5.0,2026-05-05
LeQuint Allen,RB,Syracuse,2025,236,7,Drafted Pick 236,complete,,34.6,39.34,10.7,54.1,backtest,56.5,39.9,,False,480.0,534.0,0.8989,0.0,0.0,1.7714285714285716,1.7714285714285716,24.8,1.7714285714285716,0.0,V5.0,2026-05-05
Brashard Smith,RB,SMU,2025,228,7,Drafted Pick 228,complete,,30.0,37.84,14.5,47.1,backtest,46.4,51.1,,False,303.0,392.0,0.773,0.0,0.0,4.22,4.22,63.3,4.22,0.0,V5.0,2026-05-05
Ollie Gordon,RB,Oklahoma St.,2025,179,5,Drafted Pick 179,complete,,26.7,37.14,33.2,27.1,backtest,24.6,41.6,,False,167.0,426.0,0.392,0.0,0.0,3.38125,3.38125,54.1,3.38125,0.0,V5.0,2026-05-05
Tahj Brooks,RB,Texas Tech,2025,193,6,Drafted Pick 193,complete,,22.9,34.64,28.1,25.2,backtest,21.6,47.0,,False,185.0,489.0,0.3783,0.0,0.0,1.0666666666666669,1.0666666666666669,6.4,1.0666666666666669,0.0,V5.0,2026-05-05
Damien Martinez,RB,Miami (FL),2025,223,7,Drafted Pick 223,complete,,18.7,32.78,15.3,30.8,backtest,27.3,52.1,,False,198.0,456.0,0.4342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V5.0,2026-05-05
Kalel Mullings,RB,Michigan,2025,188,6,Drafted Pick 188,complete,,15.3,30.82,29.0,12.4,backtest,7.2,43.6,,False,35.0,290.0,0.1207,0.0,0.0,0.2333333333333333,0.2333333333333333,0.7000000000000001,0.2333333333333333,0.0,V5.0,2026-05-05
Phil Mafah,RB,Clemson,2025,239,7,Drafted Pick 239,complete,,7.3,26.07,8.2,17.2,backtest,11.6,51.4,,False,88.0,457.0,0.1926,0.0,0.0,10.9,10.9,10.9,10.9,1.0,V5.0,2026-05-05
Kyle Monangai,RB,Rutgers,2025,233,7,Drafted Pick 233,complete,,6.5,25.76,13.2,14.3,backtest,11.8,28.9,,False,75.0,362.0,0.2072,0.0,0.0,8.394117647058824,8.394117647058824,142.70000000000002,8.394117647058824,0.0,V5.0,2026-05-05
Jacory Croskey-Merritt,RB,Arizona,2025,245,7,Drafted Pick 245,complete,,5.6,25.47,5.8,17.6,backtest,13.4,42.5,,False,83.0,335.0,0.2478,0.0,0.0,8.488235294117647,8.488235294117647,144.3,8.488235294117647,0.0,V5.0,2026-05-05
Jeremiyah Love,RB,Notre Dame,2026,3,1,Drafted Pick 3,complete,,98.6,83.1,98.6,56.1,2026_prospect,57.1,49.6,,False,280.0,322.0,0.8696,,,,,,,,V5.0,2026-05-05
Jadarian Price,RB,Notre Dame,2026,32,1,Drafted Pick 32,complete,,82.2,60.76,92.7,21.6,2026_prospect,17.0,49.6,,False,87.0,322.0,0.2702,,,,,,,,V5.0,2026-05-05
Jonah Coleman,RB,Washington,2026,108,4,Drafted Pick 108,complete,,76.7,57.47,66.2,55.3,2026_prospect,57.4,42.5,,False,354.0,370.0,0.9568,,,,,,,,V5.0,2026-05-05
