player_name,position,draft_year,pick,round,college,dc,prod,ras,slap,hit24,hit12,best_ppr,slap_tier,dc_tier,delta_vs_dc
Tyler Allgeier,RB,2022,151,5,BYU,48.551086004790726,30.69408740359896,74.0,46.118473593655004,0,0.0,159.4,<50,<50,-2.4326124111357217
Jerome Ford,RB,2022,156,5,Cincinnati,47.452429780384286,32.99999999999999,69.1,45.64121489019213,1,0.0,213.2,<50,<50,-1.8112148901921543
Kyren Williams,RB,2022,164,5,Notre Dame,45.722011663192845,47.86666666666666,34.6,44.80433916492975,1,1.0,272.1,<50,<50,-0.9176724982630944
Tyrion Davis-Price,RB,2022,93,3,LSU,62.52775678229379,9.080941631731699,66.5,44.417207962252995,0,0.0,9.9,<50,60-69,-18.110548820040798
Hassan Haskins,RB,2022,131,4,Michigan,53.091766375709646,19.898734177215186,66.5,43.48544014988014,0,0.0,32.8,<50,50-59,-9.606326225829505
Ty Chandler,RB,2022,169,5,North Carolina,44.65677995993028,30.69558713537771,63.5,42.59684547734734,0,0.0,101.0,<50,<50,-2.059934482582946
Snoop Conner,RB,2022,154,5,Mississippi,47.89026274987726,11.468531468531467,70.3,38.50411738892464,0,0.0,10.2,<50,<50,-9.386145360952618
Quentin Johnston,WR,2023,21,1,TCU,86.55153502322084,99.9,86.8,89.25849776509354,0,0.0,174.70000000000002,80-89,80-89,2.706962741872701
Zay Flowers,WR,2023,22,1,Boston Col.,86.0877712199221,99.9,82.89999999999999,88.37205129294938,1,1.0,249.3,80-89,80-89,2.2842800730272756
Jaxon Smith-Njigba,WR,2023,20,1,Ohio St.,87.02377097693456,90.0,83.4,87.07545113500747,1,1.0,361.9,80-89,80-89,0.05168015807291226
Jahmyr Gibbs,RB,2023,12,1,Alabama,91.19779246495472,63.71819960861057,80.60000000000001,79.99026609549105,1,1.0,368.6,70-79,90+,-11.207526369463665
Jonathan Mingo,WR,2023,39,2,Mississippi,79.1367012454148,62.59329990086886,98.69999999999999,78.7625157896934,0,0.0,84.8,70-79,70-79,-0.3741854557214026
Bijan Robinson,RB,2023,8,1,Texas,93.68781610895526,48.7336860670194,98.5,78.67569817793441,1,1.0,374.8,70-79,90+,-15.012117931020853
Rashee Rice,WR,2023,55,2,SMU,73.61036829159038,80.48850878119171,95.3,78.23944114577209,0,0.0,212.5,70-79,70-79,4.6290728541817145
Jordan Addison,WR,2023,23,1,USC,85.63195232697663,60.0,59.400000000000006,76.57076901253481,1,0.0,221.3,70-79,80-89,-9.06118331444182
Marvin Mims,WR,2023,63,2,Oklahoma,71.08139694751989,99.9,68.9,76.51790801588794,0,0.0,129.5,70-79,70-79,5.436511068368048
Josh Downs,WR,2023,79,3,North Carolina,66.36371289664757,93.1779506502978,89.9,75.25700351288049,0,0.0,182.2,70-79,60-69,8.893290616232918
Jayden Reed,WR,2023,50,2,Michigan St.,75.2623245415211,75.95561594202898,67.4,74.22163414039451,0,0.0,217.2,70-79,70-79,-1.0406904011265823
Jalin Hyatt,WR,2023,73,3,Tennessee,68.08599462283559,82.34070225102744,87.6,73.86403695504862,0,0.0,60.3,70-79,60-69,5.778042332213033
Michael Wilson,WR,2023,94,3,Stanford,62.262482221264236,90.09177318911833,95.5,72.81396808164543,1,1.0,220.6,70-79,60-69,10.551485860381192
Tank Dell,WR,2023,69,3,Houston,69.2641833889955,84.18697942185204,68.9,72.19411508721748,0,0.0,165.0,70-79,60-69,2.929931698221978
Cedric Tillman,WR,2023,74,3,Tennessee,67.79531439030325,60.0,86.7,69.07195435369711,0,0.0,80.4,60-69,60-69,1.2766399633938619
Zach Charbonnet,RB,2023,52,2,UCLA,74.59433316596373,45.96658711217184,87.10000000000001,66.45047207224201,0,0.0,183.7,60-69,70-79,-8.143861093721725
Tyler Scott,WR,2023,133,4,Cincinnati,52.626376413965254,82.35088603947558,86.1,63.59232187697253,0,0.0,35.9,60-69,50-59,10.965945463007273
Evan Hull,RB,2023,176,5,Northwestern,43.185359664653696,78.56115107913669,93.3,63.08408271002468,0,0.0,6.4,60-69,<50,19.898723045370986
Tre Tucker,WR,2023,100,3,Cincinnati,60.69278011001499,60.0,71.6,62.19030707150975,0,0.0,161.7,60-69,60-69,1.4975269614947564
Dontayvion Wicks,WR,2023,159,5,Virginia,46.79965853300224,77.0071105365223,91.7,59.57620015375592,0,0.0,119.76,50-59,<50,12.776541620753683
Tyjae Spears,RB,2023,81,3,Tulane,65.80076958583709,40.527704485488115,75.1,58.35008136283938,0,0.0,153.8,50-59,60-69,-7.450688222997705
Tank Bigsby,RB,2023,88,3,Auburn,63.870755038336846,35.06493506493506,83.2,56.6881047918957,0,0.0,129.0,50-59,60-69,-7.182650246441149
De'Von Achane,RB,2023,84,3,Texas A&M,64.96615833500175,31.50895140664961,66.5,53.48621215982824,1,1.0,322.1,50-59,60-69,-11.47994617517351
Charlie Jones,WR,2023,131,4,Purdue,53.091766375709646,39.9,68.9,52.824648144211274,0,0.0,20.7,50-59,50-59,-0.26711823149837244
Puka Nacua,WR,2023,177,5,BYU,42.97698723959096,75.0,51.8,50.70504170573412,1,1.0,377.0,50-59,<50,7.728054466143156
Kendre Miller,RB,2023,71,3,TCU,68.67193564014815,16.060415355569535,66.5,49.93211319452341,0,0.0,43.3,<50,60-69,-18.73982244562474
Chase Brown,RB,2023,163,5,Illinois,45.936531045873316,34.89640130861504,98.10000000000001,49.89700598095192,1,1.0,278.3,<50,<50,3.960474935078601
Justin Shorter,WR,2023,150,5,Florida,48.77246656402318,30.46964490263459,79.4,49.70603224714199,0,0.0,0.0,<50,<50,0.9335656831188075
Israel Abanikanda,RB,2023,143,5,Pittsburgh,50.33815139213819,24.41294074881861,96.30000000000001,48.15860495815561,0,0.0,18.3,<50,50-59,-2.17954643398258
Roschon Johnson,RB,2023,115,4,Texas,56.917544556895955,18.96296296296296,86.7,48.100809315485016,0,0.0,102.1,<50,50-59,-8.816735241410939
Derius Davis,WR,2023,125,4,TCU,54.50441856810307,29.338365828432053,42.9,47.73054523495341,0,0.0,40.1,<50,50-59,-6.773873333149659
Eric Gray,RB,2023,172,5,Oklahoma,44.02338900352743,32.15163215163215,65.6,43.104765754834965,0,0.0,19.3,<50,<50,-0.9186232486924624
Malik Nabers,WR,2024,6,1,LSU,95.11104923064929,96.85515811622007,96.7,95.69821362316605,1,1.0,273.6,90+,90+,0.5871643925167689
Rome Odunze,WR,2024,9,1,Washington,93.02779892479941,96.50607483791924,99.2,94.64928426870347,0,0.0,146.1,90+,90+,1.6214853439040553
Marvin Harrison Jr.,WR,2024,4,1,Ohio St.,96.73123522513825,99.9,68.9,93.19030289633989,0,0.0,196.5,90+,90+,-3.5409323287983625
Xavier Worthy,WR,2024,28,1,Texas,83.45697985379842,99.9,94.1,88.34203690496896,0,0.0,187.2,80-89,80-89,4.8850570511705484
Brian Thomas,WR,2024,23,1,LSU,85.63195232697663,81.33596860366771,68.9,82.26296273326835,1,1.0,284.0,80-89,80-89,-3.368989593708278
Ladd McConkey,WR,2024,34,2,Georgia,81.03375665926983,75.0,93.4,81.6819418285254,1,1.0,240.9,80-89,80-89,0.6481851692555693
Keon Coleman,WR,2024,33,2,Florida St.,81.42558366090017,80.68928164196123,81.8,81.33448570797735,0,0.0,111.5,80-89,80-89,-0.09109795292282286
Ricky Pearsall,WR,2024,31,1,Florida,82.22305120306456,62.858068697342844,99.1,80.88159702146054,0,0.0,93.5,80-89,80-89,-1.3414541816040213
Adonai Mitchell,WR,2024,52,2,Texas,74.59433316596373,81.21991598715098,99.9,79.71529975530662,0,0.0,89.9,70-79,70-79,5.120966589342885
Xavier Legette,WR,2024,32,1,South Carolina,81.82194951930317,52.73830935251799,99.0,78.58192905805066,0,0.0,125.1,70-79,80-89,-3.240020461252513
Ja'Lynn Polk,WR,2024,37,2,Washington,79.88373711084623,61.54180917862065,88.5,77.50779095777419,0,0.0,32.7,70-79,70-79,-2.375946153072036
Malachi Corley,WR,2024,65,3,Western Kentucky,70.4686321545596,78.64810090119748,77.6,73.17423108070324,0,0.0,31.6,70-79,70-79,2.7055989261436366
Troy Franklin,WR,2024,102,4,Oregon,60.177557959621616,94.26144886614313,90.19999999999999,71.49770244698267,0,0.0,173.1,70-79,60-69,11.320144487361055
Javon Baker,WR,2024,110,4,Central Florida,58.15392954892286,99.9,78.4,69.54005420679987,0,0.0,2.2,60-69,50-59,11.386124657877005
Jalen McMillan,WR,2024,92,3,Washington,62.79411750331776,75.0,86.7,68.82117637715655,0,0.0,135.4,60-69,60-69,6.02705887383879
Luke McCaffrey,WR,2024,100,3,Rice,60.69278011001499,68.7632646199752,94.39999999999999,67.3629599955048,0,0.0,49.3,60-69,60-69,6.670179885489802
Jermaine Burton,WR,2024,80,3,Alabama,66.0815727265999,50.16033137028375,90.9,66.6200885463467,0,0.0,14.7,60-69,60-69,0.5385158197467916
Roman Wilson,WR,2024,84,3,Michigan,64.96615833500175,53.65444617784712,85.9,65.84389215332057,0,0.0,40.6,60-69,60-69,0.8777338183188164
Jonathon Brooks,RB,2024,46,2,Texas,76.62960369267617,37.84661654135338,66.5,61.53611763581177,0,0.0,7.5,60-69,70-79,-15.0934860568644
Devontez Walker,WR,2024,113,4,North Carolina,57.409597693011136,46.23347471904545,97.6,61.20293344426633,0,0.0,37.6,60-69,50-59,3.793335751255192
Trey Benson,RB,2024,66,3,Florida St.,70.1649400864357,31.454965357967662,97.6,60.73170791850654,0,0.0,47.0,60-69,70-79,-9.43323216792917
Ainias Smith,WR,2024,152,5,Texas A&M,48.330261866611345,90.0,73.60000000000001,60.45467021329737,0,0.0,17.7,60-69,<50,12.124408346686025
Anthony Gould,WR,2024,142,5,Oregon St.,50.56417497245892,60.0,88.69999999999999,58.1717137320983,0,0.0,3.3,50-59,50-59,7.607538759639375
Jacob Cowing,WR,2024,135,4,Arizona,52.163638358282164,64.2610612109115,62.800000000000004,56.17857717506571,0,0.0,12.7,50-59,50-59,4.014938816783548
MarShawn Lloyd,RB,2024,88,3,USC,63.870755038336846,28.75735977688255,86.19999999999999,54.93045344107731,0,0.0,2.8,50-59,60-69,-8.940301597259534
Isaac Guerendo,RB,2024,129,4,Louisville,53.55986428245593,31.1344537815126,99.0,52.52699096475738,0,0.0,96.2,50-59,50-59,-1.0328733176985523
Bub Means,WR,2024,170,5,Pittsburgh,44.44517844407706,47.908496732026144,93.5,52.49606533505531,0,0.0,26.8,50-59,<50,8.050886890978255
Will Shipley,RB,2024,127,4,Clemson,54.03072824727209,30.88607594936709,95.7,52.18049070591452,0,0.0,19.5,50-59,50-59,-1.850237541357565
Blake Corum,RB,2024,83,3,Michigan,65.24308414300828,18.5199841709537,82.89999999999999,51.538536531337925,0,0.0,122.2,50-59,60-69,-13.70454761167035
Jamari Thrash,WR,2024,156,5,Louisville,47.452429780384286,48.35184005759699,67.69999999999999,50.669447368769184,0,0.0,20.7,50-59,<50,3.2170175883848984
Jaylen Wright,RB,2024,120,4,Tennessee,55.70142651358927,21.564129301355575,98.10000000000001,50.11315851226908,0,0.0,50.2,50-59,50-59,-5.588268001320188
Ray Davis,RB,2024,128,4,Kentucky,53.79494679154125,30.0,66.5,47.372473395770626,0,0.0,116.1,<50,50-59,-6.4224733957706235
Isaiah Davis,RB,2024,173,5,South Dakota St.,43.81319351407827,30.0,88.6,45.69659675703914,0,0.0,69.2,<50,<50,1.883403242960867
Tyrone Tracy Jr.,RB,2024,166,5,Purdue,45.29445820618241,18.279883381924197,97.8,43.71518828676467,0,0.0,182.3,<50,<50,-1.5792699194177402
Audric Estime,RB,2024,147,5,Notre Dame,49.439998436199026,25.429385429385427,65.7,43.47528411838441,0,0.0,48.7,<50,<50,-5.964714317814618
Rasheen Ali,RB,2024,165,5,Marshall,45.50798876586117,28.638655462184868,66.5,42.75252379469529,0,0.0,24.2,<50,<50,-2.7554649711658783
Braelon Allen,RB,2024,134,4,Wisconsin,52.39467932215801,18.35516296070667,66.5,42.59664669732634,0,0.0,85.2,<50,50-59,-9.79803262483167
Bucky Irving,RB,2024,125,4,Oregon,54.50441856810307,30.0,22.200000000000003,41.08220928405153,1,0.0,244.4,<50,50-59,-13.42220928405154
Keilan Robinson,RB,2024,167,5,Texas,45.08141589586066,6.3999999999999995,73.2,35.76070794793033,0,0.0,0.0,<50,<50,-9.32070794793033
Travis Hunter,WR,2025,2,1,Colorado,98.71149956490876,90.0,68.9,92.4974747171907,0,0.0,63.8,90+,90+,-6.214024847718065
Tetairoa McMillan,WR,2025,8,1,Arizona,93.68781610895526,90.0,68.9,89.23208047082093,1,0.0,213.3,80-89,90+,-4.455735638134328
Emeka Egbuka,WR,2025,19,1,Ohio State,87.5050697341776,75.0,97.2,86.45829532721544,1,0.0,193.7,80-89,80-89,-1.0467744069621574
Jayden Higgins,WR,2025,34,2,Iowa State,81.03375665926983,75.0,96.30000000000001,82.1169418285254,0,0.0,129.5,80-89,80-89,1.0831851692555716
Matthew Golden,WR,2025,23,1,Texas,85.63195232697663,75.0,68.9,80.99576901253482,0,0.0,70.0,80-89,80-89,-4.6361833144418085
Omarion Hampton,RB,2025,22,1,North Carolina,86.0877712199221,57.23785166240408,97.0,77.62713369180248,0,0.0,135.7,70-79,80-89,-8.46063752811962
Tre Harris,WR,2025,55,2,Ole Miss,73.61036829159038,60.0,92.30000000000001,73.69173938953375,0,0.0,69.4,70-79,70-79,0.08137109794337505
Cam Skattebo,RB,2025,105,4,Arizona St.,59.41186469623246,90.50112191473447,74.5,72.5563250182733,0,0.0,127.7,70-79,50-59,13.144460322040835
TreVeyon Henderson,RB,2025,38,2,Ohio St.,79.50835134744189,37.45054945054944,88.69999999999999,66.16686798141325,1,0.0,208.2,60-69,70-79,-13.34148336602864
RJ Harvey,RB,2025,60,2,Central Florida,72.01459586635139,46.755760368663594,84.9,65.10681406220795,1,0.0,208.6,60-69,70-79,-6.90778180414344
Ashton Jeanty,RB,2025,6,1,Boise St.,95.11104923064929,20.901893287435456,66.5,64.84618726592704,1,1.0,247.1,60-69,90+,-30.264861964722243
Quinshon Judkins,RB,2025,36,2,Ohio St.,80.26299861749231,22.24175824175824,99.0,62.766114693361544,0,0.0,167.8,60-69,80-89,-17.49688392413077
Kyle Williams,WR,2025,69,3,Washington State,69.2641833889955,25.0,68.9,60.35671920284708,0,0.0,49.2,60-69,60-69,-8.907464186148424
Isaac TeSlaa,WR,2025,70,3,Arkansas,68.96725571920754,25.0,68.9,60.163716217484904,0,0.0,75.9,60-69,60-69,-8.80353950172264
Pat Bryant,WR,2025,74,3,Illinois,67.79531439030325,25.0,68.9,59.401954353697114,0,0.0,74.8,50-59,60-69,-8.393360036606133
Kaleb Johnson,RB,2025,83,3,Iowa,65.24308414300828,43.38461538461537,66.5,57.781157456119516,0,0.0,8.8,50-59,60-69,-7.461926686888759
Chimere Dike,WR,2025,103,4,Florida,59.92138766628686,25.0,68.9,54.28390198308646,0,0.0,116.1,50-59,50-59,-5.637485683200403
Elic Ayomanor,WR,2025,136,4,Stanford,51.93324682456018,25.0,97.10000000000001,53.32161043596412,0,0.0,116.5,50-59,50-59,1.388363611403939
DJ Giddens,RB,2025,151,5,Kansas St.,48.551086004790726,40.62992125984251,97.8,53.16601544334024,0,0.0,9.6,50-59,<50,4.614929438549517
Woody Marks,RB,2025,116,4,USC,56.672738314102844,32.69364781559903,66.6,49.76914589251108,0,0.0,145.1,<50,50-59,-6.9035924215917674
Bhayshul Tuten,RB,2025,104,4,Virginia Tech,59.66616074360643,13.98230088495575,95.60000000000001,49.066885681537734,0,0.0,90.6,<50,50-59,-10.599275062068699
Jaydon Blue,RB,2025,149,5,Texas,48.99440866994782,42.75679957750197,63.4,48.9720841870996,0,0.0,20.4,<50,<50,-0.022324482848226523
Jarquez Hunter,RB,2025,117,4,Auburn,56.42873272246869,25.20325203252032,71.7,47.790504572616456,0,0.0,0.0,<50,50-59,-8.638228149852232
Trevor Etienne,RB,2025,114,4,Georgia,57.16316107479519,23.770537454747974,69.4,47.311268646559384,0,0.0,13.7,<50,50-59,-9.851892428235807
Dylan Sampson,RB,2025,126,4,Tennessee,54.26721625603232,25.193412485637683,66.0,45.851302497989344,0,0.0,89.60000000000001,<50,50-59,-8.415913758042976
Jordan James,RB,2025,147,5,Oregon,49.439998436199026,28.559006211180122,46.5,41.690651392012555,0,0.0,0.0,<50,<50,-7.749347044186472
