player_name,position,college,draft_year,pick,round,dataset_label,data_quality_flag,outlier_note,slap_display_score,slap_model_score,dc_score,prospect_profile,dataset,enhanced_breakout,teammate_score,early_declare_score,production_score,speed_score,te_breakout_score,te_production_score,ras_score,breakout_age,broke_out,peak_dominator,peak_dominator_imputed,rush_yards,rec_yards,team_pass_att,ryptpa,model_version,data_as_of_date,pos_rank
Shamar Easter,TE,North Carolina,2026,258,7,UDFA,complete,,1.0,22.78,1.0,15.9,2026_prospect,,,,,,15.9,0.0,40.0,,False,0.8608971454463071,False,,17.0,355.0,0.0479,V5.0,2026-05-04,46
Jordyn Tyson,WR,Arizona State,2026,8,1,Drafted Pick 8,complete,,96.3,90.22,96.4,82.1,2026_prospect,98.2,0.0,100.0,,,,,,19.0,True,36.4,False,4.0,711.0,430.0,1.6535,V5.0,2026-05-04,1
Carnell Tate,WR,Ohio State,2026,4,1,Drafted Pick 4,complete,,94.6,88.24,98.6,68.4,2026_prospect,77.6,0.0,100.0,,,,,,20.0,True,25.3,False,16.0,875.0,408.0,2.1446,V5.0,2026-05-04,2
Kevin Concepcion,WR,Texas A&M,2026,24,1,Drafted Pick 24,complete,,91.6,84.61,88.6,83.3,2026_prospect,99.9,0.0,100.0,,,,,,19.0,True,42.4,False,75.0,919.0,408.0,2.2525,V5.0,2026-05-04,3
Makai Lemon,WR,USC,2026,20,1,Drafted Pick 20,complete,,85.5,79.53,91.9,62.1,2026_prospect,68.1,0.0,100.0,,,,,,21.0,True,36.2,False,4.0,1156.0,420.0,2.7524,V5.0,2026-05-04,4
Omar Cooper Jr.,WR,Indiana,2026,30,1,Drafted Pick 30,complete,,81.7,76.51,86.4,62.2,2026_prospect,68.3,0.0,100.0,,,,,,21.0,True,26.7,False,74.0,961.0,406.0,2.367,V5.0,2026-05-04,5
Denzel Boston,WR,Washington,2026,39,2,Drafted Pick 39,complete,,77.0,71.9,82.4,55.0,2026_prospect,82.5,0.0,0.0,,,,,,20.0,True,35.0,False,,881.0,370.0,2.3811,V5.0,2026-05-04,6
Germie Bernard,WR,Alabama,2026,47,2,Drafted Pick 47,complete,,77.0,71.62,79.1,60.8,2026_prospect,66.1,0.0,100.0,,,,,,21.0,True,22.3,False,101.0,862.0,523.0,1.6482,V5.0,2026-05-04,6
Ja'Kobi Lane,WR,USC,2026,80,3,Drafted Pick 80,complete,,74.6,70.02,65.4,79.2,2026_prospect,93.8,0.0,100.0,,,,,,19.0,True,27.6,False,,745.0,420.0,1.7738,V5.0,2026-05-04,8
Caleb Douglas,WR,Texas Tech,2026,75,3,Drafted Pick 75,complete,,70.2,67.38,67.2,67.1,2026_prospect,75.6,0.0,100.0,,,,,,20.0,True,21.3,False,,830.0,486.0,1.7078,V5.0,2026-05-04,9
De'Zhaun Stribling,WR,Mississippi,2026,33,2,Drafted Pick 33,complete,,69.9,66.01,85.4,30.1,2026_prospect,45.1,0.0,0.0,,,,,,22.0,True,20.2,False,,811.0,523.0,1.5507,V5.0,2026-05-04,10
Malachi Fields,WR,Notre Dame,2026,74,3,Drafted Pick 74,complete,,69.4,65.62,67.6,60.5,2026_prospect,90.8,0.0,0.0,,,,,,19.0,True,21.6,False,,630.0,322.0,1.9565,V5.0,2026-05-04,11
Ted Hurst,WR,Georgia State,2026,84,3,Drafted Pick 84,complete,,69.4,65.46,63.7,66.6,2026_prospect,99.9,0.0,0.0,,,,,,18.0,True,37.1,False,,1004.0,475.0,2.1137,V5.0,2026-05-04,11
Antonio Williams,WR,Clemson,2026,71,3,Drafted Pick 71,complete,,67.4,64.71,68.5,55.5,2026_prospect,83.2,0.0,0.0,,,,,,20.0,True,26.4,False,78.0,604.0,474.0,1.2743,V5.0,2026-05-04,13
Zachariah Branch,WR,Georgia,2026,79,3,Drafted Pick 79,complete,,67.4,63.97,66.1,58.4,2026_prospect,62.6,0.0,100.0,,,,,,21.0,True,25.2,False,7.0,811.0,417.0,1.9448,V5.0,2026-05-04,13
Zavion Thomas,WR,LSU,2026,89,3,Drafted Pick 89,complete,,67.4,64.5,61.7,66.6,2026_prospect,99.9,0.0,0.0,,,,,,18.0,True,32.7,False,99.0,488.0,443.0,1.1016,V5.0,2026-05-04,13
Chris Brazzell II,WR,Tennessee,2026,83,3,Drafted Pick 83,complete,,62.8,61.97,63.9,54.3,2026_prospect,81.5,0.0,0.0,,,,,,20.0,True,33.0,False,,1017.0,437.0,2.3272,V5.0,2026-05-04,16
Elijah Sarratt,WR,Indiana,2026,115,4,Drafted Pick 115,complete,,56.5,58.53,52.3,62.3,2026_prospect,93.4,0.0,0.0,,,,,,19.0,True,26.8,False,,806.0,406.0,1.9852,V5.0,2026-05-04,17
Chris Bell,WR,Louisville,2026,94,3,Drafted Pick 94,complete,,54.0,56.85,59.9,44.2,2026_prospect,66.3,0.0,0.0,,,,,,21.0,True,32.7,False,,917.0,418.0,2.1938,V5.0,2026-05-04,18
Colbie Young,WR,Georgia,2026,140,5,Drafted Pick 140,complete,,52.6,55.74,44.6,66.8,2026_prospect,75.1,100.0,0.0,,,,,,20.0,True,20.2,False,,358.0,417.0,0.8585,V5.0,2026-05-04,19
Skyler Bell,WR,UConn,2026,125,4,Drafted Pick 125,complete,,52.1,55.05,50.8,56.3,2026_prospect,84.5,0.0,0.0,,,,,,20.0,True,39.0,False,-2.0,1276.0,451.0,2.8293,V5.0,2026-05-04,20
Brenen Thompson,WR,Mississippi State,2026,105,4,Drafted Pick 105,complete,,45.2,51.77,56.5,33.9,2026_prospect,50.9,0.0,0.0,,,,,,22.0,True,31.8,False,14.0,1054.0,390.0,2.7026,V5.0,2026-05-04,21
Cyrus Allen,WR,Cincinnati,2026,176,5,Drafted Pick 176,complete,,41.1,50.21,32.6,66.6,2026_prospect,99.9,0.0,0.0,,,,,,19.0,True,31.7,False,34.0,660.0,363.0,1.8182,V5.0,2026-05-04,22
Kevin Coleman Jr.,WR,Missouri,2026,177,6,Drafted Pick 177,complete,,38.1,48.34,32.2,60.9,2026_prospect,66.3,0.0,100.0,,,,,,21.0,True,22.6,False,76.0,732.0,361.0,2.0277,V5.0,2026-05-04,23
Bryce Lance,WR,North Dakota State,2026,136,5,Drafted Pick 136,complete,,38.1,48.09,46.0,39.1,2026_prospect,58.7,0.0,0.0,,,,,,22.0,True,37.4,False,92.0,895.0,274.0,3.2664,V5.0,2026-05-04,23
Reggie Virgil,WR,Texas Tech,2026,143,5,Drafted Pick 143,partial_data,,37.0,46.87,43.3,38.8,2026_prospect,33.2,0.0,100.0,,,,,,,False,18.2,False,,705.0,486.0,1.4506,V5.0,2026-05-04,25
Lewis Bond,WR,Boston College,2026,204,6,Drafted Pick 204,complete,,34.2,45.94,21.7,65.6,2026_prospect,98.4,0.0,0.0,,,,,,19.0,True,36.8,False,3.0,1010.0,454.0,2.2247,V5.0,2026-05-04,26
Kaden Wetjen,WR,Iowa,2026,121,4,Drafted Pick 121,partial_data,,32.6,45.35,51.2,21.7,2026_prospect,32.6,0.0,0.0,,,,,,,False,12.6,False,79.0,151.0,286.0,0.528,V5.0,2026-05-04,27
Noah Thomas,WR,Georgia,2026,258,7,UDFA,complete,,30.9,45.14,1.4,86.7,2026_prospect,80.0,100.0,100.0,,,,,,20.0,True,30.0,False,,254.0,417.0,0.6091,V5.0,2026-05-04,28
Amare Thomas,WR,Houston,2026,258,7,UDFA,complete,,29.8,44.12,1.4,83.3,2026_prospect,99.9,0.0,100.0,,,,,,19.0,True,40.2,False,9.0,966.0,377.0,2.5623,V5.0,2026-05-04,29
Kendrick Law,WR,Kentucky,2026,168,5,Drafted Pick 168,complete,,23.2,41.52,36.1,33.7,2026_prospect,50.6,0.0,0.0,,,,,,22.0,True,21.1,False,53.0,540.0,367.0,1.4714,V5.0,2026-05-04,30
Barion Brown,WR,LSU,2026,190,6,Drafted Pick 190,partial_data,,21.0,40.95,26.5,42.5,2026_prospect,38.7,0.0,100.0,,,,,,,False,18.7,False,33.0,532.0,443.0,1.2009,V5.0,2026-05-04,31
Josh Cameron,WR,Baylor,2026,191,6,Drafted Pick 191,complete,,20.5,40.8,26.1,42.4,2026_prospect,63.6,0.0,0.0,,,,,,21.0,True,27.2,False,,872.0,510.0,1.7098,V5.0,2026-05-04,32
Shelton Sampson Jr.,WR,Louisiana-Lafayette,2026,258,7,UDFA,complete,,20.5,40.92,1.4,72.6,2026_prospect,83.9,0.0,100.0,,,,,,20.0,True,37.8,False,,537.0,342.0,1.5702,V5.0,2026-05-04,32
Anthony Evans III,WR,Mississippi State,2026,258,7,UDFA,complete,,19.4,40.46,1.4,71.1,2026_prospect,81.6,0.0,100.0,,,,,,20.0,True,23.2,False,47.0,831.0,390.0,2.1308,V5.0,2026-05-04,34
C.J. Daniels,WR,Miami (FL),2026,197,6,Drafted Pick 197,complete,,18.6,40.3,24.3,43.6,2026_prospect,65.4,0.0,0.0,,,,,,21.0,True,30.7,False,,557.0,496.0,1.123,V5.0,2026-05-04,35
Griffin Wilde,WR,Northwestern,2026,258,7,UDFA,complete,,13.6,39.12,1.4,66.6,2026_prospect,99.9,0.0,0.0,,,,,,19.0,True,41.7,False,5.0,880.0,378.0,2.328,V5.0,2026-05-04,36
Justus Ross-Simmons,WR,Syracuse,2026,258,7,UDFA,complete,,13.6,39.12,1.4,66.6,2026_prospect,99.9,0.0,0.0,,,,,,18.0,True,20.7,False,,312.0,408.0,0.7647,V5.0,2026-05-04,36
Jared Brown,WR,South Carolina,2026,258,7,UDFA,complete,,13.6,39.12,1.4,66.6,2026_prospect,99.9,0.0,0.0,,,,,,18.0,True,26.4,False,33.0,102.0,342.0,0.2982,V5.0,2026-05-04,36
Devin Voisin,WR,South Alabama,2026,258,7,UDFA,complete,,13.6,39.12,1.4,66.6,2026_prospect,99.9,0.0,0.0,,,,,,18.0,True,38.5,False,,775.0,310.0,2.5,V5.0,2026-05-04,36
Vinny Anthony II,WR,Wisconsin,2026,258,7,UDFA,complete,,13.4,38.99,1.4,66.2,2026_prospect,99.3,0.0,0.0,,,,,,19.0,True,28.5,False,27.0,382.0,235.0,1.6255,V5.0,2026-05-04,40
Eric McAlister,WR,TCU,2026,258,7,UDFA,complete,,10.9,38.38,1.4,64.1,2026_prospect,96.2,0.0,0.0,,,,,,19.0,True,32.4,False,,1190.0,460.0,2.587,V5.0,2026-05-04,41
Chase Roberts,WR,BYU,2026,258,7,UDFA,complete,,10.9,38.43,1.4,64.3,2026_prospect,96.5,0.0,0.0,,,,,,19.0,True,33.0,False,,802.0,403.0,1.9901,V5.0,2026-05-04,41
Dane Key,WR,Nebraska,2026,258,7,UDFA,complete,,9.5,37.29,1.4,60.5,2026_prospect,90.8,0.0,0.0,,,,,,19.0,True,21.5,False,,452.0,378.0,1.1958,V5.0,2026-05-04,43
Eric Rivers,WR,Georgia Tech,2026,258,7,UDFA,complete,,9.5,37.12,1.4,59.9,2026_prospect,89.9,0.0,0.0,,,,,,20.0,True,46.6,False,56.0,671.0,394.0,1.703,V5.0,2026-05-04,43
Jalen Walthall,WR,Incarnate Word,2026,258,7,UDFA,complete,,9.5,37.12,1.4,59.9,2026_prospect,89.9,0.0,0.0,,,,,,20.0,True,55.9,False,50.0,847.0,540.0,1.5685,V5.0,2026-05-04,43
C.J. Williams,WR,Stanford,2026,203,6,Drafted Pick 203,complete,,9.5,36.96,22.4,35.2,2026_prospect,52.8,0.0,0.0,,,,,,22.0,True,35.6,False,,757.0,391.0,1.9361,V5.0,2026-05-04,43
Joseph Manjack IV,WR,TCU,2026,258,7,UDFA,complete,,9.5,37.41,1.4,60.9,2026_prospect,91.3,0.0,0.0,,,,,,19.0,True,22.7,False,-4.0,579.0,460.0,1.2587,V5.0,2026-05-04,43
Keelan Marion,WR,Miami (FL),2026,258,7,UDFA,complete,,9.5,37.6,1.4,61.6,2026_prospect,92.3,0.0,0.0,,,,,,19.0,True,24.7,False,,746.0,496.0,1.504,V5.0,2026-05-04,43
Emmanuel Henderson Jr.,WR,Kansas,2026,199,6,Drafted Pick 199,complete,,9.2,36.51,24.1,31.9,2026_prospect,47.8,0.0,0.0,,,,,,22.0,True,25.6,False,16.0,766.0,345.0,2.2203,V5.0,2026-05-04,49
Deion Burks,WR,Oklahoma,2026,254,7,Drafted Pick 254,complete,,8.1,35.51,2.6,52.9,2026_prospect,79.4,0.0,0.0,,,,,,20.0,True,28.7,False,-3.0,620.0,431.0,1.4385,V5.0,2026-05-04,50
Cody Jackson,WR,Tarleton State,2026,258,7,UDFA,complete,,8.1,36.12,1.4,56.6,2026_prospect,84.9,0.0,0.0,,,,,,20.0,True,53.4,False,6.0,799.0,126.0,6.3413,V5.0,2026-05-04,50
London Humphreys,WR,Georgia,2026,258,7,UDFA,partial_data,,7.3,35.03,1.4,53.0,2026_prospect,29.5,100.0,100.0,,,,,,,False,14.5,False,7.0,276.0,417.0,0.6619,V5.0,2026-05-04,52
Jordan Dwyer,WR,TCU,2026,258,7,UDFA,complete,,6.8,34.27,1.4,50.4,2026_prospect,75.7,0.0,0.0,,,,,,20.0,True,21.3,False,,730.0,460.0,1.587,V5.0,2026-05-04,53
Malik Benson,WR,Oregon,2026,195,6,Drafted Pick 195,partial_data,,6.8,34.34,24.9,22.8,2026_prospect,34.1,0.0,0.0,,,,,,,False,19.1,False,-4.0,719.0,437.0,1.6453,V5.0,2026-05-04,53
J.Michael Sturdivant,WR,Florida,2026,258,7,UDFA,complete,,6.8,34.82,1.4,52.3,2026_prospect,78.4,0.0,0.0,,,,,,20.0,True,26.8,False,1.0,406.0,374.0,1.0856,V5.0,2026-05-04,53
Jerand Bradley,WR,Kansas State,2026,258,7,UDFA,complete,,6.8,34.34,1.4,50.7,2026_prospect,76.0,0.0,0.0,,,,,,20.0,True,22.0,False,,184.0,342.0,0.538,V5.0,2026-05-04,53
Caullin Lacy,WR,Louisville,2026,258,7,UDFA,complete,,5.9,33.66,1.4,48.4,2026_prospect,72.6,0.0,0.0,,,,,,21.0,True,35.2,False,53.0,635.0,418.0,1.5191,V5.0,2026-05-04,57
Michael Wortham,WR,Montana,2026,258,7,UDFA,complete,,5.4,33.05,1.4,46.4,2026_prospect,69.5,0.0,0.0,,,,,,21.0,True,29.1,False,345.0,1003.0,463.0,2.1663,V5.0,2026-05-04,58
Hank Beatty,WR,Illinois,2026,258,7,UDFA,complete,,4.8,32.2,1.4,43.5,2026_prospect,65.3,0.0,0.0,,,,,,21.0,True,20.6,False,46.0,864.0,372.0,2.3226,V5.0,2026-05-04,59
Ja'Varrius Johnson,WR,UCF,2026,258,7,UDFA,complete,,4.6,31.99,1.4,42.9,2026_prospect,64.3,0.0,0.0,,,,,,21.0,True,28.6,False,,62.0,290.0,0.2138,V5.0,2026-05-04,60
Jordan Hudson,WR,SMU,2026,258,7,UDFA,complete,,4.0,31.33,1.4,40.6,2026_prospect,61.0,0.0,0.0,,,,,,21.0,True,21.9,False,6.0,766.0,460.0,1.6652,V5.0,2026-05-04,61
Dillon Bell,WR,Georgia,2026,258,7,UDFA,partial_data,,3.7,30.7,1.4,38.5,2026_prospect,32.8,100.0,0.0,,,,,,,False,12.8,False,109.0,268.0,417.0,0.6427,V5.0,2026-05-04,62
Squirrel White,WR,Florida State,2026,258,7,UDFA,partial_data,,3.7,30.75,1.4,38.7,2026_prospect,33.0,0.0,100.0,,,,,,,False,18.0,False,6.0,52.0,339.0,0.1534,V5.0,2026-05-04,62
Ja'Mori Maclin,WR,Kentucky,2026,258,7,UDFA,complete,,3.7,31.18,1.4,40.1,2026_prospect,60.2,0.0,0.0,,,,,,21.0,True,20.4,False,,209.0,365.0,0.5726,V5.0,2026-05-04,62
Jayden Ballard,WR,Wisconsin,2026,258,7,UDFA,complete,,3.7,31.28,1.4,40.5,2026_prospect,60.7,0.0,0.0,,,,,,21.0,True,21.4,False,,150.0,272.0,0.5515,V5.0,2026-05-04,62
Kobe Prentice,WR,Baylor,2026,258,7,UDFA,partial_data,,3.2,30.1,1.4,36.5,2026_prospect,29.8,0.0,100.0,,,,,,,False,14.8,False,,380.0,510.0,0.7451,V5.0,2026-05-04,66
Mikey Matthews,WR,UCLA,2026,258,7,UDFA,partial_data,,3.2,30.08,1.4,36.5,2026_prospect,29.7,0.0,100.0,,,,,,,False,14.7,False,1.0,348.0,361.0,0.964,V5.0,2026-05-04,66
Ayden Williams,WR,Mississippi State,2026,258,7,UDFA,partial_data,,3.2,29.47,1.4,34.5,2026_prospect,26.7,0.0,100.0,,,,,,,False,11.7,False,,252.0,390.0,0.6462,V5.0,2026-05-04,66
Trebor Pena,WR,Penn State,2026,258,7,UDFA,complete,,3.2,29.36,1.4,34.1,2026_prospect,51.1,0.0,0.0,,,,,,22.0,True,22.3,False,69.0,552.0,339.0,1.6283,V5.0,2026-05-04,66
Braylin Presley,WR,Tulsa,2026,258,7,UDFA,partial_data,,2.9,29.23,1.4,33.7,2026_prospect,25.5,0.0,100.0,,,,,,,False,5.5,False,215.0,115.0,409.0,0.2812,V5.0,2026-05-04,70
Cordale Russell,WR,Miami (OH),2026,258,7,UDFA,partial_data,,2.9,29.09,1.4,33.2,2026_prospect,24.7,0.0,100.0,,,,,,,False,9.7,False,,,356.0,,V5.0,2026-05-04,70
Brandon Inniss,WR,Ohio State,2026,258,7,UDFA,partial_data,,2.9,28.77,1.4,32.1,2026_prospect,23.2,0.0,100.0,,,,,,,False,8.2,False,16.0,271.0,408.0,0.6642,V5.0,2026-05-04,70
Jalen Brown,WR,Arkansas,2026,258,7,UDFA,partial_data,,2.9,29.11,1.4,33.2,2026_prospect,24.9,0.0,100.0,,,,,,,False,9.9,False,,167.0,381.0,0.4383,V5.0,2026-05-04,70
Hykeem Williams,WR,Colorado,2026,258,7,UDFA,partial_data,,2.9,28.91,1.4,32.6,2026_prospect,23.8,0.0,100.0,,,,,,,False,8.8,False,,81.0,356.0,0.2275,V5.0,2026-05-04,70
Antonio Gates Jr.,WR,Delaware State,2026,258,7,UDFA,partial_data,,2.1,28.21,1.4,30.2,2026_prospect,20.3,0.0,100.0,,,,,,,False,5.3,False,,49.0,338.0,0.145,V5.0,2026-05-04,75
Harrison Wallace III,WR,Mississippi,2026,258,7,UDFA,complete,,2.1,28.17,1.4,30.1,2026_prospect,45.2,0.0,0.0,,,,,,22.0,True,20.4,False,,934.0,523.0,1.7859,V5.0,2026-05-04,75
Raymond Cottrell,WR,West Alabama,2026,258,7,UDFA,partial_data,,1.8,27.6,1.4,28.2,2026_prospect,17.3,0.0,100.0,,,,,,,False,2.3,False,,,408.0,,V5.0,2026-05-04,77
Nathan Leacock,WR,North Carolina,2026,258,7,UDFA,partial_data,,1.8,27.35,1.4,27.4,2026_prospect,16.1,0.0,100.0,,,,,,,False,1.1,False,6.0,48.0,355.0,0.1352,V5.0,2026-05-04,77
Ryan Niblett,WR,Texas,2026,258,7,UDFA,partial_data,,1.8,27.35,1.4,27.4,2026_prospect,16.0,0.0,100.0,,,,,,,False,1.0,False,15.0,60.0,420.0,0.1429,V5.0,2026-05-04,77
Jaquaize Pettaway,WR,East Carolina,2026,258,7,UDFA,partial_data,,1.8,27.57,1.4,28.1,2026_prospect,17.2,0.0,100.0,,,,,,,False,2.2,False,2.0,32.0,440.0,0.0727,V5.0,2026-05-04,77
Tyler Brown,WR,Clemson,2026,258,7,UDFA,partial_data,,1.5,27.1,1.4,26.5,2026_prospect,39.8,0.0,0.0,,,,,,,False,19.8,False,71.0,191.0,474.0,0.403,V5.0,2026-05-04,81
Braylon James,WR,TCU,2026,258,7,UDFA,partial_data,,1.5,27.18,1.4,26.8,2026_prospect,15.2,0.0,100.0,,,,,,,False,0.2,False,,6.0,443.0,0.0135,V5.0,2026-05-04,81
Aaron Anderson,WR,LSU,2026,258,7,UDFA,partial_data,,1.0,26.0,1.4,22.9,2026_prospect,34.3,0.0,0.0,,,,,,,False,19.3,False,2.0,398.0,443.0,0.8984,V5.0,2026-05-04,83
Kaleb Brown,WR,UAB,2026,258,7,UDFA,partial_data,,1.0,24.36,1.4,17.4,2026_prospect,26.1,0.0,0.0,,,,,,,False,11.1,False,5.0,255.0,438.0,0.5822,V5.0,2026-05-04,83
Tyren Montgomery,WR,John Carroll,2026,258,7,UDFA,partial_data,,1.0,24.14,1.4,16.7,2026_prospect,25.0,0.0,0.0,,,,,,,,,False,,,,,V5.0,2026-05-04,83
Rara Thomas,WR,Troy,2026,258,7,UDFA,complete,,1.0,26.46,1.4,24.4,2026_prospect,36.6,0.0,0.0,,,,,,23.0,True,23.2,False,39.0,629.0,433.0,1.4527,V5.0,2026-05-04,83
Jalil Farooq,WR,Maryland,2026,258,7,UDFA,complete,,1.0,25.14,1.4,20.0,2026_prospect,30.0,0.0,0.0,,,,,,23.0,True,20.0,False,8.0,545.0,491.0,1.11,V5.0,2026-05-04,83
Jeff Caldwell,WR,Cincinnati,2026,258,7,UDFA,partial_data,,1.0,25.8,1.4,22.2,2026_prospect,33.3,0.0,0.0,,,,,,,False,18.3,False,,478.0,363.0,1.3168,V5.0,2026-05-04,83
Romello Brinson,WR,SMU,2026,258,7,UDFA,partial_data,,1.0,25.02,1.4,19.6,2026_prospect,29.4,0.0,0.0,,,,,,,False,14.4,False,4.0,638.0,460.0,1.387,V5.0,2026-05-04,83
E.J. Williams,WR,Indiana,2026,258,7,UDFA,partial_data,,1.0,24.97,1.4,19.4,2026_prospect,29.2,0.0,0.0,,,,,,,False,14.2,False,,438.0,406.0,1.0788,V5.0,2026-05-04,83
Donavon Greene,WR,Virginia Tech,2026,258,7,UDFA,partial_data,,1.0,24.65,1.4,18.4,2026_prospect,27.6,0.0,0.0,,,,,,,False,12.6,False,,267.0,319.0,0.837,V5.0,2026-05-04,83
Kyron Ware-Hudson,WR,Penn State,2026,258,7,UDFA,partial_data,,1.0,24.57,1.4,18.1,2026_prospect,27.2,0.0,0.0,,,,,,,False,12.2,False,,288.0,339.0,0.8496,V5.0,2026-05-04,83
Jaron Glover,WR,Mississippi State,2026,258,7,UDFA,partial_data,,1.0,24.41,1.4,17.6,2026_prospect,26.4,0.0,0.0,,,,,,,False,11.4,False,,192.0,338.0,0.568,V5.0,2026-05-04,83
Andrel Anthony,WR,Duke,2026,258,7,UDFA,partial_data,,1.0,24.22,1.4,17.0,2026_prospect,25.4,0.0,0.0,,,,,,,False,10.4,False,,246.0,506.0,0.4862,V5.0,2026-05-04,83
Malik McClain,WR,Arizona State,2026,258,7,UDFA,partial_data,,1.0,24.15,1.4,16.7,2026_prospect,25.1,0.0,0.0,,,,,,,False,10.1,False,,441.0,430.0,1.0256,V5.0,2026-05-04,83
Max Tomzcak,WR,Youngstown State,2026,258,7,UDFA,partial_data,,1.0,24.14,1.4,16.7,2026_prospect,25.0,0.0,0.0,,,,,,,,,False,,,,,V5.0,2026-05-04,83
JoJo Earle,WR,UNLV,2026,258,7,UDFA,partial_data,,1.0,24.62,1.4,18.3,2026_prospect,27.4,0.0,0.0,,,,,,,False,7.4,False,102.0,258.0,424.0,0.6085,V5.0,2026-05-04,83
Chris Hilton,WR,LSU,2026,258,7,UDFA,partial_data,,1.0,23.77,1.4,15.4,2026_prospect,23.1,0.0,0.0,,,,,,,False,8.1,False,,122.0,443.0,0.2754,V5.0,2026-05-04,83
Christian Leary,WR,Western Michigan,2026,258,7,UDFA,partial_data,,1.0,25.17,1.4,20.1,2026_prospect,30.2,0.0,0.0,,,,,,,False,10.2,False,46.0,115.0,305.0,0.377,V5.0,2026-05-04,83
Dacari Collins,WR,Louisville,2026,258,7,UDFA,partial_data,,1.0,23.82,1.4,15.6,2026_prospect,23.4,0.0,0.0,,,,,,,False,8.4,False,,219.0,418.0,0.5239,V5.0,2026-05-04,83
Deion Colzie,WR,Miami (OH),2026,258,7,UDFA,partial_data,,1.0,23.76,1.4,15.4,2026_prospect,23.1,0.0,0.0,,,,,,,False,8.1,False,,178.0,368.0,0.4837,V5.0,2026-05-04,83
Talyn Shettron,WR,Oklahoma State,2026,258,7,UDFA,partial_data,,1.0,23.36,1.4,14.1,2026_prospect,21.1,0.0,0.0,,,,,,,False,6.1,False,,167.0,426.0,0.392,V5.0,2026-05-04,83
Tobias Merriweather,WR,Utah,2026,258,7,UDFA,partial_data,,1.0,22.6,1.4,11.5,2026_prospect,17.3,0.0,0.0,,,,,,,False,2.3,False,,130.0,373.0,0.3485,V5.0,2026-05-04,83
Jaden Bray,WR,West Virginia,2026,258,7,UDFA,partial_data,,1.0,24.48,1.4,17.8,2026_prospect,26.7,0.0,0.0,,,,,,,False,11.7,False,,95.0,327.0,0.2905,V5.0,2026-05-04,83
Andre Greene Jr.,WR,Virginia,2026,258,7,UDFA,partial_data,,1.0,22.41,1.4,10.9,2026_prospect,16.3,0.0,0.0,,,,,,,False,1.3,False,,7.0,492.0,0.0142,V5.0,2026-05-04,83
Kyion Grayes,WR,California,2026,258,7,UDFA,partial_data,,1.0,22.2,1.4,10.2,2026_prospect,15.3,0.0,0.0,,,,,,,False,0.3,False,,10.0,505.0,0.0198,V5.0,2026-05-04,83
Jayden McGowan,WR,Charlotte,2026,258,7,UDFA,partial_data,,1.0,22.17,1.4,10.1,2026_prospect,15.1,0.0,0.0,,,,,,,False,0.1,False,,7.0,379.0,0.0185,V5.0,2026-05-04,83
Jayden Thomas,WR,Virginia,2026,258,7,UDFA,partial_data,,1.0,23.77,1.4,15.4,2026_prospect,23.2,0.0,0.0,,,,,,,False,8.2,False,,9.0,492.0,0.0183,V5.0,2026-05-04,83
