player_name,position,school,draft_year,pick,round,dc_score,production_score,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,rec_yards,team_pass_att,nfl_best_ppr,nfl_best_ppg,nfl_hit24,nfl_hit12,data_type
Trey Sermon,RB,Ohio St.,2021,88,3,63.870755038336846,25.333333333333325,receiving_production,96.7,55.30704418583508,-8.563710852501764,observed,observed,95.0,225.0,53.8,3.164705882352941,0,0,backtest
Michael Carter,RB,North Carolina,2021,107,4,58.906016650653214,44.87394957983192,receiving_production,62.0,54.45889067826778,-4.447125972385436,observed,observed,267.0,357.0,154.4,9.08235294117647,0,0,backtest
Rhamondre Stevenson,RB,Oklahoma,2021,120,4,55.70142651358927,33.307024467245455,receiving_production,39.8,45.478171820330545,-10.223254693258724,observed,observed,211.0,362.0,249.1,14.65294117647059,1,1,backtest
Kene Nwangwu,RB,Iowa St.,2021,119,4,55.94308596859041,3.379416282642089,receiving_production,98.80000000000001,43.97433868321994,-11.968747285370469,observed,observed,22.0,372.0,11.0,0.6470588235294118,0,0,backtest
Demetric Felton,RB,UCLA,2021,211,6,36.13772172752879,45.42857142857143,receiving_production,66.5,43.9438608637644,7.806139136235608,observed,imputed,159.0,200.0,50.5,2.9705882352941178,0,0,backtest
Elijah Mitchell,RB,Louisiana,2021,194,6,39.500337629514114,28.38589981447124,receiving_production,95.0,43.93523374982199,4.434896120307876,observed,observed,153.0,308.0,200.6,11.8,1,0,backtest
Chuba Hubbard,RB,Oklahoma St.,2021,126,4,54.26721625603232,9.176470588235293,receiving_production,84.3,42.99037283389851,-11.276843422133808,observed,observed,52.0,340.0,241.6,14.211764705882352,1,0,backtest
Chris Evans,RB,Michigan,2021,202,6,37.904547996459925,23.34004024144869,receiving_production,98.4,41.881288082737,3.9767400862770756,observed,observed,87.0,213.0,52.400000000000006,3.0823529411764707,0,0,backtest
Gerrid Doaks,RB,Cincinnati,2021,244,7,29.890829969930095,39.12832929782081,receiving_production,83.0,41.09033023920233,11.199500269272235,observed,observed,202.0,295.0,0.0,0.0,0,0,backtest
Khalil Herbert,RB,Virginia Tech,2021,217,6,34.97572633033664,40.42913608130999,receiving_production,61.4,40.848060793626814,5.872334463290173,observed,observed,179.0,253.0,117.8,6.929411764705883,0,0,backtest
Jake Funk,RB,Maryland,2021,233,7,31.93525043772044,24.749772520473154,receiving_production,97.6,39.27004560102582,7.33479516330538,observed,observed,68.0,157.0,3.2,0.188235294117647,0,0,backtest
Kylin Hill,RB,Mississippi St.,2021,256,7,27.70010003873648,24.31392664785842,receiving_production,72.8,33.27992434611869,5.579824307382211,observed,observed,237.0,557.0,3.9,0.2294117647058823,0,0,backtest
Gary Brightwell,RB,Arizona,2021,196,6,39.0990823378889,18.510638297872337,receiving_production,45.7,32.88326457319977,-6.215817764689135,observed,observed,58.0,188.0,30.0,1.7647058823529411,0,0,backtest
Larry Rountree,RB,Missouri,2021,198,6,38.699379953515,16.52892561983471,receiving_production,20.099999999999998,28.149813943699648,-10.54956600981535,observed,observed,100.0,363.0,15.6,0.9176470588235296,0,0,backtest
Jermar Jefferson,RB,Oregon St.,2021,257,7,27.519320249783064,18.074800735744937,receiving_production,22.200000000000003,23.415840382402262,-4.103479867380802,observed,observed,67.0,233.0,25.700000000000003,1.5117647058823531,0,0,backtest
Rachaad White,RB,Arizona St.,2022,91,3,63.061580711070775,83.24965769055224,receiving_production,98.69999999999999,75.47317054722866,12.411589836157887,observed,observed,456.0,313.0,295.5,17.38235294117647,1,1,backtest
Breece Hall,RB,Iowa St.,2022,36,2,80.26299861749231,42.56245996156309,receiving_production,99.60000000000001,69.96836029529324,-10.294638322199077,observed,observed,302.0,446.0,290.5,17.08823529411765,1,1,backtest
James Cook,RB,Georgia,2022,63,2,71.08139694751989,41.867321867321856,receiving_production,87.5,63.31926112732259,-7.762135820197301,observed,observed,284.0,407.0,324.3,19.076470588235296,1,1,backtest
Kenneth Walker III,RB,Michigan St.,2022,41,2,78.40408953083528,13.985714285714284,receiving_production,92.4,57.957044765417635,-20.447044765417644,observed,observed,89.0,400.0,199.4,11.729411764705883,1,0,backtest
Dameon Pierce,RB,Florida,2022,107,4,58.906016650653214,31.153846153846153,receiving_production,70.9,50.99185447917276,-7.914162171480456,observed,observed,216.0,416.0,166.4,9.788235294117648,0,0,backtest
Brian Robinson Jr.,RB,Alabama,2022,98,3,61.21193317920564,29.622216662496864,receiving_production,65.8,50.84374242147672,-10.368190757728918,observed,observed,296.0,571.0,0.0,0.0,0,0,backtest
Pierre Strong,RB,South Dakota St.,2022,127,4,54.03072824727209,30.0,receiving_production,66.5,47.49036412363605,-6.540364123636039,imputed,imputed,8.0,,42.8,2.51764705882353,0,0,backtest
Isaiah Spiller,RB,Texas A&M,2022,123,4,54.980997846306835,32.108108108108105,receiving_production,56.6,47.21833676099126,-7.762661085315578,observed,observed,189.0,370.0,19.0,1.1176470588235294,0,0,backtest
Zamir White,RB,Georgia,2022,122,4,55.220391068257086,11.056511056511056,receiving_production,98.10000000000001,46.19497440390741,-9.025416664349677,observed,observed,75.0,407.0,73.9,4.347058823529412,0,0,backtest
Tyler Allgeier,RB,BYU,2022,151,5,48.551086004790726,30.69408740359896,receiving_production,74.0,46.118473593655004,-2.4326124111357217,observed,observed,199.0,389.0,159.4,9.376470588235296,0,0,backtest
Jerome Ford,RB,Cincinnati,2022,156,5,47.452429780384286,32.99999999999999,receiving_production,69.1,45.64121489019213,-1.8112148901921543,observed,observed,220.0,400.0,220.4,12.96470588235294,1,0,backtest
Kyren Williams,RB,Notre Dame,2022,164,5,45.722011663192845,47.86666666666666,receiving_production,34.6,44.80433916492975,-0.9176724982630944,observed,observed,359.0,450.0,299.8,17.63529411764706,1,1,backtest
Tyrion Davis-Price,RB,LSU,2022,93,3,62.52775678229379,9.080941631731699,receiving_production,66.5,44.417207962252995,-18.110548820040798,observed,observed,64.0,443.0,9.9,0.5823529411764706,0,0,backtest
Tyler Badie,RB,Missouri,2022,196,6,39.0990823378889,43.516483516483504,receiving_production,63.8,44.35031039971368,5.251228061824776,observed,observed,330.0,455.0,10.2,0.6,0,0,backtest
Hassan Haskins,RB,Michigan,2022,131,4,53.091766375709646,19.898734177215186,receiving_production,66.5,43.48544014988014,-9.606326225829505,observed,imputed,131.0,395.0,33.3,1.9588235294117649,0,0,backtest
Ty Chandler,RB,North Carolina,2022,169,5,44.65677995993028,30.69558713537771,receiving_production,63.5,42.59684547734734,-2.059934482582946,observed,observed,216.0,382.0,101.0,5.941176470588236,0,0,backtest
Trestan Ebner,RB,Baylor,2022,203,6,37.70677743241549,44.461839530332675,receiving_production,47.699999999999996,41.570032551824184,3.8632551194086915,observed,observed,284.0,365.0,8.200000000000001,0.4823529411764706,0,0,backtest
Zander Horvath,RB,Purdue,2022,260,7,26.978577810256013,30.0,receiving_production,98.3,38.734288905128004,11.755711094871991,imputed,observed,,,18.6,1.0941176470588234,0,0,backtest
Keaontay Ingram,RB,USC,2022,201,6,38.10269095611306,18.72,receiving_production,86.7,38.60834547805653,0.5056545219434696,observed,observed,156.0,500.0,18.1,1.0647058823529412,0,0,backtest
Snoop Conner,RB,Mississippi,2022,154,5,47.89026274987726,11.468531468531467,receiving_production,70.3,38.50411738892464,-9.386145360952618,observed,observed,82.0,429.0,10.2,0.6,0,0,backtest
Isiah Pacheco,RB,Rutgers,2022,251,7,28.608056453145068,30.0,receiving_production,88.5,38.07902822657253,9.470971773427465,imputed,observed,,,279.2,16.423529411764704,1,1,backtest
Kevin Harris,RB,South Carolina,2022,183,6,41.73601754906463,15.53968253968254,receiving_production,71.3,37.001897663421204,-4.734119885643423,observed,observed,89.0,360.0,21.3,1.2529411764705882,0,0,backtest
Brittain Brown,RB,UCLA,2022,250,7,28.79046960395864,20.904051172707884,receiving_production,47.5,28.83665271242708,0.04618310846844054,observed,observed,129.0,335.0,0.0,0.0,0,0,backtest
Jahmyr Gibbs,RB,Alabama,2023,12,1,91.19779246495472,63.71819960861057,receiving_production,80.60000000000001,79.99026609549105,-11.207526369463665,observed,observed,444.0,438.0,390.4,22.96470588235294,1,1,backtest
Bijan Robinson,RB,Texas,2023,8,1,93.68781610895526,48.7336860670194,receiving_production,98.5,78.67569817793441,-15.012117931020853,observed,observed,314.0,405.0,341.7,20.1,1,1,backtest
Zach Charbonnet,RB,UCLA,2023,52,2,74.59433316596373,45.96658711217184,receiving_production,87.10000000000001,66.45047207224201,-8.143861093721725,observed,observed,321.0,419.0,183.7,10.805882352941175,0,0,backtest
Evan Hull,RB,Northwestern,2023,176,5,43.185359664653696,78.56115107913669,receiving_production,93.3,63.08408271002468,19.898723045370986,observed,observed,546.0,417.0,1.7000000000000002,0.1,0,0,backtest
Tyjae Spears,RB,Tulane,2023,81,3,65.80076958583709,40.527704485488115,receiving_production,75.1,58.35008136283938,-7.450688222997705,observed,observed,256.0,379.0,153.8,9.047058823529412,0,0,backtest
Tank Bigsby,RB,Auburn,2023,88,3,63.870755038336846,35.06493506493506,receiving_production,83.2,56.6881047918957,-7.182650246441149,observed,observed,180.0,308.0,129.0,7.588235294117647,0,0,backtest
De'Von Achane,RB,Texas A&M,2023,84,3,64.96615833500175,31.50895140664961,receiving_production,66.5,53.48621215982824,-11.47994617517351,observed,imputed,196.0,391.0,196.7,11.570588235294116,1,0,backtest
Kendre Miller,RB,TCU,2023,71,3,68.67193564014815,16.060415355569535,receiving_production,66.5,49.93211319452341,-18.73982244562474,observed,imputed,116.0,454.0,43.3,2.547058823529412,0,0,backtest
Chase Brown,RB,Illinois,2023,163,5,45.936531045873316,34.89640130861504,receiving_production,98.10000000000001,49.89700598095192,3.960474935078601,observed,observed,240.0,393.0,255.0,15.0,1,1,backtest
Israel Abanikanda,RB,Pittsburgh,2023,143,5,50.33815139213819,24.41294074881861,receiving_production,96.30000000000001,48.15860495815561,-2.17954643398258,observed,observed,146.0,393.0,18.3,1.076470588235294,0,0,backtest
Roschon Johnson,RB,Texas,2023,115,4,56.917544556895955,18.96296296296296,receiving_production,86.7,48.100809315485016,-8.816735241410939,observed,observed,128.0,405.0,102.1,6.005882352941176,0,0,backtest
Deuce Vaughn,RB,Kansas St.,2023,212,6,35.94319234776309,61.23711340206184,receiving_production,43.2,45.88458586460318,9.941393516840094,observed,observed,378.0,388.0,15.0,0.8823529411764706,0,0,backtest
Eric Gray,RB,Oklahoma,2023,172,5,44.02338900352743,32.15163215163215,receiving_production,65.6,43.104765754834965,-0.9186232486924624,observed,observed,229.0,407.0,19.3,1.1352941176470588,0,0,backtest
Kenny McIntosh,RB,Georgia,2023,237,7,31.187666633411297,58.53658536585365,receiving_production,40.8,42.201638194754416,11.01397156134312,observed,observed,504.0,492.0,22.4,1.3176470588235294,0,0,backtest
Zach Evans,RB,Mississippi,2023,215,6,35.36168545697983,18.49740932642487,receiving_production,87.5,37.279935992738615,1.9182505357587871,observed,observed,119.0,386.0,1.9,0.1117647058823529,0,0,backtest
Lew Nichols,RB,Central Michigan,2023,235,7,31.560854097950696,19.742930591259636,receiving_production,66.5,32.66545275591622,1.104598657965525,observed,imputed,128.0,389.0,0.0,0.0,0,0,backtest
Chris Rodriguez,RB,Kentucky,2023,193,6,39.70155451210871,7.048710601719196,receiving_production,66.5,32.292825966656075,-7.408728545452632,observed,imputed,41.0,349.0,31.5,1.8529411764705883,0,0,backtest
DeWayne McBride,RB,Ala-Birmingham,2023,222,7,34.016695121333115,1.8691588785046727,receiving_production,66.5,27.637553168143192,-6.379141953189922,observed,imputed,10.0,321.0,0.0,0.0,0,0,backtest
Jonathon Brooks,RB,Texas,2024,46,2,76.62960369267617,37.84661654135338,receiving_production,66.5,61.53611763581177,-15.0934860568644,observed,imputed,286.0,475.0,7.500000000000001,0.4411764705882353,0,0,backtest
Trey Benson,RB,Florida St.,2024,66,3,70.1649400864357,31.454965357967662,receiving_production,97.6,60.73170791850654,-9.43323216792917,observed,observed,227.0,433.0,47.0,2.764705882352941,0,0,backtest
MarShawn Lloyd,RB,USC,2024,88,3,63.870755038336846,28.75735977688255,receiving_production,86.19999999999999,54.93045344107731,-8.940301597259534,observed,observed,232.0,461.0,2.8,0.1647058823529411,0,0,backtest
Isaac Guerendo,RB,Louisville,2024,129,4,53.55986428245593,31.1344537815126,receiving_production,99.0,52.52699096475738,-1.0328733176985523,observed,observed,234.0,408.0,96.2,5.658823529411765,0,0,backtest
Will Shipley,RB,Clemson,2024,127,4,54.03072824727209,30.88607594936709,receiving_production,95.7,52.18049070591452,-1.850237541357565,observed,observed,244.0,474.0,29.4,1.7294117647058822,0,0,backtest
Blake Corum,RB,Michigan,2024,83,3,65.24308414300828,18.5199841709537,receiving_production,82.89999999999999,51.538536531337925,-13.70454761167035,observed,observed,117.0,361.0,33.5,1.9705882352941173,0,0,backtest
Jaylen Wright,RB,Tennessee,2024,120,4,55.70142651358927,21.564129301355575,receiving_production,98.10000000000001,50.11315851226908,-5.588268001320188,observed,observed,141.0,411.0,26.700000000000003,1.5705882352941178,0,0,backtest
Ray Davis,RB,Kentucky,2024,128,4,53.79494679154125,30.0,receiving_production,66.5,47.372473395770626,-6.4224733957706235,imputed,imputed,,,125.7,7.394117647058824,0,0,backtest
Isaiah Davis,RB,South Dakota St.,2024,173,5,43.81319351407827,30.0,receiving_production,88.6,45.69659675703914,1.883403242960867,imputed,observed,190.0,,45.900000000000006,2.7,0,0,backtest
Tyrone Tracy Jr.,RB,Purdue,2024,166,5,45.29445820618241,18.279883381924197,receiving_production,97.8,43.71518828676467,-1.5792699194177402,observed,observed,132.0,392.0,0.0,0.0,0,0,backtest
Audric Estime,RB,Notre Dame,2024,147,5,49.439998436199026,25.429385429385427,receiving_production,65.7,43.47528411838441,-5.964714317814618,observed,observed,142.0,351.0,48.7,2.864705882352941,0,0,backtest
Kimani Vidal,RB,Troy,2024,181,6,42.147931921338625,25.187969924812027,receiving_production,88.80000000000001,43.209755434353525,1.0618235130149003,observed,observed,201.0,456.0,32.7,1.9235294117647064,0,0,backtest
Rasheen Ali,RB,Marshall,2024,165,5,45.50798876586117,28.638655462184868,receiving_production,66.5,42.75252379469529,-2.7554649711658783,observed,imputed,213.0,425.0,3.1,0.1823529411764706,0,0,backtest
Braelon Allen,RB,Wisconsin,2024,134,4,52.39467932215801,18.35516296070667,receiving_production,66.5,42.59664669732634,-9.79803262483167,observed,imputed,131.0,469.0,85.2,5.011764705882353,0,0,backtest
Dylan Laube,RB,New Hampshire,2024,208,6,36.72342304569737,30.0,receiving_production,87.8,42.03171152284869,5.308288477151315,imputed,observed,699.0,,-2.0,-0.1176470588235294,0,0,backtest
Bucky Irving,RB,Oregon,2024,125,4,54.50441856810307,30.0,receiving_production,22.200000000000003,41.08220928405153,-13.42220928405154,imputed,observed,,,260.70000000000005,15.33529411764706,1,1,backtest
Jase McClellan,RB,Alabama,2024,186,6,41.12133897642805,25.292307692307684,receiving_production,66.5,39.387977180521716,-1.7333617959063332,observed,imputed,137.0,325.0,3.2,0.188235294117647,0,0,backtest
Jawhar Jordan,RB,Louisville,2024,205,6,37.312343403797485,31.008403361344534,receiving_production,46.0,36.40911287836933,-0.9032305254281567,observed,observed,246.0,408.0,0.0,0.0,0,0,backtest
Keilan Robinson,RB,Texas,2024,167,5,45.08141589586066,6.3999999999999995,receiving_production,73.2,35.76070794793033,-9.32070794793033,observed,observed,56.0,475.0,0.0,0.0,0,0,backtest
Jeremiyah Love,RB,Notre Dame,2026,10,1,92.39513479671196,61.896480331262936,receiving_production,66.5,77.836335514298,-14.558799282413958,observed,imputed,,,,,,,prospect_2026
Jonah Coleman,RB,Washington,2026,56,2,73.28694247866397,56.59407979407979,receiving_production,66.5,66.4263991672599,-6.860543311404072,observed,imputed,,,,,,,prospect_2026
Emmett Johnson,RB,Nebraska,2026,83,3,65.24308414300828,63.92894935752078,receiving_production,66.5,64.9716743466364,-0.27140979637187,observed,imputed,,,,,,,prospect_2026
Nick Singleton,RB,Penn State,2026,118,4,56.18551835350469,41.54454277286136,receiving_production,66.5,52.608349147253826,-3.577169206250865,observed,imputed,,,,,,,prospect_2026
Jadarian Price,RB,Notre Dame,2026,79,3,66.36371289664757,16.26719905353446,receiving_production,66.5,48.85037611706085,-17.513336779586723,observed,imputed,,,,,,,prospect_2026
Mike Washington Jr.,RB,Arkansas,2026,163,6,45.936531045873316,34.36370453693288,receiving_production,66.5,44.97056211086316,-0.965968935010153,observed,imputed,,,,,,,prospect_2026
Demond Claiborne,RB,Wake Forest,2026,136,5,51.93324682456018,21.28735632183908,receiving_production,66.5,43.392198124923766,-8.541048699636413,observed,imputed,,,,,,,prospect_2026
Adam Randall,RB,Clemson,2026,180,6,42.354537423956494,34.13598553345389,receiving_production,66.5,43.09986364868711,0.7453262247306185,observed,imputed,,,,,,,prospect_2026
Kaytron Allen,RB,Penn State,2026,124,4,54.7423430815597,10.359882005899705,receiving_production,66.5,40.97213024284475,-13.770212838714954,observed,imputed,,,,,,,prospect_2026
Desmond Reid,RB,Pittsburgh,2026,250,8,28.79046960395864,44.0446223316913,receiving_production,66.5,39.785852618071274,10.995383014112633,observed,imputed,,,,,,,prospect_2026
Dean Connors,RB,Houston,2026,250,8,28.79046960395864,39.28962991031956,receiving_production,66.5,38.12160527059117,9.331135666632527,observed,imputed,,,,,,,prospect_2026
Jamal Haynes,RB,Georgia Tech,2026,250,8,28.79046960395864,37.97776166304085,receiving_production,66.5,37.66245138404362,8.87198178008498,observed,imputed,,,,,,,prospect_2026
Roman Hemby,RB,Indiana,2026,197,7,38.89903839489586,20.45906638517476,receiving_production,66.5,36.5851924322591,-2.313845962636762,observed,imputed,,,,,,,prospect_2026
Kaden Feagin,RB,Illinois,2026,250,8,28.79046960395864,32.08540706605223,receiving_production,66.5,35.6001272750976,6.809657671138957,observed,imputed,,,,,,,prospect_2026
J'Mari Taylor,RB,Virginia,2026,245,8,29.706728556907052,29.53658536585366,receiving_production,66.5,35.166169156502306,5.459440599595254,observed,imputed,,,,,,,prospect_2026
Chip Trayanum,RB,Toledo,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Quinten Joyner,RB,Texas Tech,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Samuel Singleton Jr.,RB,Kansas State,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
TreVonte Citizen,RB,LSU,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Richard Reese,RB,Stephen F. Austin,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Armoni Goodwin,RB,UT Martin,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
L.J. Johnson Jr.,RB,Texas State,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Derrick Davis Jr.,RB,LSU,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Barika Kpeenu,RB,North Dakota State,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Alton McCaskill IV,RB,Houston,2026,250,8,28.79046960395864,30.0,receiving_production,66.5,34.87023480197932,6.079765198020681,observed,imputed,,,,,,,prospect_2026
Noah Whittington,RB,Oregon,2026,183,6,41.73601754906463,10.435741527732374,receiving_production,66.5,34.49551830923864,-7.240499239825986,observed,imputed,,,,,,,prospect_2026
Sedrick Alexander,RB,Vanderbilt,2026,250,8,28.79046960395864,28.666666666666664,receiving_production,66.5,34.40356813531265,5.613098531354012,observed,imputed,,,,,,,prospect_2026
Jaydn Ott,RB,California,2026,250,8,28.79046960395864,27.348932676518885,receiving_production,66.5,33.94236123876093,5.15189163480229,observed,imputed,,,,,,,prospect_2026
Byron Cardwell,RB,San Diego State,2026,250,8,28.79046960395864,20.86568144499179,receiving_production,66.5,31.673223307726445,2.882753703767804,observed,imputed,,,,,,,prospect_2026
Kadarius Calloway,RB,New Mexico State,2026,250,8,28.79046960395864,20.76472962066182,receiving_production,66.5,31.637890169210955,2.847420565252314,observed,imputed,,,,,,,prospect_2026
Rueben Owens,RB,Texas A&M,2026,250,8,28.79046960395864,17.577030812324928,receiving_production,66.5,30.522195586293044,1.7317259823344031,observed,imputed,,,,,,,prospect_2026
Seth McGowan,RB,Kentucky,2026,250,8,28.79046960395864,16.98788114700921,receiving_production,66.5,30.315993203432548,1.5255235994739067,observed,imputed,,,,,,,prospect_2026
Dominic Richardson,RB,Tulsa,2026,250,8,28.79046960395864,15.585982070089653,receiving_production,66.5,29.825328526510695,1.0348589225520541,observed,imputed,,,,,,,prospect_2026
Rahsul Faison,RB,South Carolina,2026,250,8,28.79046960395864,14.972096908939015,receiving_production,66.5,29.610468720107974,0.819999116149333,observed,imputed,,,,,,,prospect_2026
C.J. Donaldson,RB,Ohio State,2026,242,8,30.25989524574358,12.481792717086837,receiving_production,66.5,29.47357507385218,-0.786320171891397,observed,imputed,,,,,,,prospect_2026
Robert Henry Jr.,RB,UTSA,2026,250,8,28.79046960395864,13.688718440396292,receiving_production,66.5,29.161286256118025,0.37081665215938386,observed,imputed,,,,,,,prospect_2026
Jamarion Miller,RB,Alabama,2026,246,8,29.522912468546167,12.112501138122552,receiving_production,66.5,28.97583163261598,-0.5470808359301884,observed,imputed,,,,,,,prospect_2026
Savion Red,RB,Nevada,2026,250,8,28.79046960395864,11.69367681498829,receiving_production,66.5,28.463021687225222,-0.3274479167334192,observed,imputed,,,,,,,prospect_2026
Jalen Berger,RB,UCLA,2026,250,8,28.79046960395864,7.580002638174384,receiving_production,66.5,27.023235725340356,-1.7672338786182848,observed,imputed,,,,,,,prospect_2026
Kentrel Bullock,RB,South Alabama,2026,250,8,28.79046960395864,7.503348694316436,receiving_production,66.5,26.996406844990076,-1.7940627589685647,observed,imputed,,,,,,,prospect_2026
Jaylon Glover,RB,UNLV,2026,250,8,28.79046960395864,6.185130278526505,receiving_production,66.5,26.535030399463594,-2.2554392044950475,observed,imputed,,,,,,,prospect_2026
Andrew Paul,RB,Jacksonville State,2026,250,8,28.79046960395864,4.041753774680604,receiving_production,66.5,25.784848623117533,-3.0056209808411083,observed,imputed,,,,,,,prospect_2026
Logan Diggs,RB,Ole Miss,2026,250,8,28.79046960395864,3.98739870709278,receiving_production,66.5,25.765824349461795,-3.0246452544968463,observed,imputed,,,,,,,prospect_2026
Kaelon Black,RB,Indiana,2026,250,8,28.79046960395864,2.9746188130424587,receiving_production,66.5,25.411351386544183,-3.379118217414458,observed,imputed,,,,,,,prospect_2026
Cam Porter,RB,Northwestern,2026,250,8,28.79046960395864,1.8155706727135297,receiving_production,66.5,25.005684537429055,-3.7847850665295866,observed,imputed,,,,,,,prospect_2026
Terion Stewart,RB,Virginia Tech,2026,250,8,28.79046960395864,1.372801910732945,receiving_production,66.5,24.85071547073585,-3.9397541332227917,observed,imputed,,,,,,,prospect_2026
Branson Robinson,RB,Georgia State,2026,250,8,28.79046960395864,1.2103057644110278,receiving_production,66.5,24.79384181952318,-3.9966277844354607,observed,imputed,,,,,,,prospect_2026
Roydell Williams,RB,Florida State,2026,250,8,28.79046960395864,1.1794353139485882,receiving_production,66.5,24.783037161861326,-4.007432442097315,observed,imputed,,,,,,,prospect_2026
E.J. Smith,RB,Texas A&M,2026,250,8,28.79046960395864,0.5229691876750703,receiving_production,66.5,24.553274017665593,-4.237195586293048,observed,imputed,,,,,,,prospect_2026
Djay Braswell,RB,Georgia State,2026,250,8,28.79046960395864,0.2835087719298244,receiving_production,66.5,24.469462872154757,-4.321006731803884,observed,imputed,,,,,,,prospect_2026
Max Bredeson,RB,Michigan,2026,250,8,28.79046960395864,0.0733893557422971,receiving_production,66.5,24.395921076489124,-4.394548527469517,observed,imputed,,,,,,,prospect_2026
Le'Veon Moss,RB,Texas A&M,2026,250,8,28.79046960395864,0.0,receiving_production,66.5,24.370234801979322,-4.420234801979319,observed,imputed,,,,,,,prospect_2026
Kedrick Reescano,RB,Arizona,2026,250,8,28.79046960395864,0.0,receiving_production,66.5,24.370234801979322,-4.420234801979319,observed,imputed,,,,,,,prospect_2026
Trevion Cooley,RB,Georgia Tech,2026,250,8,28.79046960395864,0.0,receiving_production,66.5,24.370234801979322,-4.420234801979319,observed,imputed,,,,,,,prospect_2026
