player_name,position,school,draft_year,pick,round,dc_score,production_score,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,rec_yards,team_pass_att,nfl_best_ppr,nfl_best_ppg,nfl_hit24,nfl_hit12,data_type
DeeJay Dallas,RB,Miami (FL),2020,144,4,2.2972364425726344,32.036613272311214,receiving_production,66.5,22.33643286659524,20.039196424022606,observed,imputed,140.0,437.0,60.1,3.5352941176470587,0,0,backtest
Ke'Shawn Vaughn,RB,Illinois,2020,76,3,5.641285866102424,30.0,receiving_production,51.7,21.075642933051213,15.434357066948788,imputed,observed,,,50.8,2.988235294117647,0,0,backtest
Joshua Kelley,RB,UCLA,2020,112,4,3.4864870844960096,16.666666666666664,receiving_production,75.9,18.961576875581336,15.475089791085328,observed,observed,71.0,426.0,81.2,4.776470588235294,0,0,backtest
Raymond Calais,RB,Louisiana,2020,245,7,0.22462222526874742,16.2621359223301,receiving_production,76.0,17.20405868544991,16.979436460181162,observed,observed,67.0,412.0,0.0,0.0,0,0,backtest
Travis Etienne,RB,Clemson,2021,25,1,14.732133622608847,100.0,receiving_production,91.19999999999999,56.04606681130442,41.31393318869557,observed,observed,588.0,490.0,282.4,16.61176470588235,1,1,backtest
Najee Harris,RB,Alabama,2021,24,1,15.171704953305461,100.0,receiving_production,66.5,52.560852476652734,37.389147523347276,observed,imputed,425.0,425.0,303.5,17.852941176470587,1,1,backtest
Javonte Williams,RB,North Carolina,2021,35,2,11.431292043379745,85.43417366946778,receiving_production,87.89999999999999,48.802606806003595,37.371314762623854,observed,observed,305.0,357.0,204.9,12.052941176470588,1,0,backtest
Kenneth Gainwell,RB,Memphis,2021,150,5,2.117782198278818,100.0,receiving_production,56.6,44.54889109913941,42.43110890086059,observed,observed,610.0,441.0,139.9,8.229411764705883,0,0,backtest
Demetric Felton,RB,UCLA,2021,211,6,0.7527695331324677,79.5,receiving_production,66.5,38.17638476656623,37.423615233433765,observed,imputed,159.0,200.0,50.5,2.9705882352941178,0,0,backtest
Michael Carter,RB,North Carolina,2021,107,4,3.7191117495227943,74.78991596638656,receiving_production,62.0,37.33602646299669,33.616914713473896,observed,observed,267.0,357.0,154.4,9.08235294117647,0,0,backtest
Gerrid Doaks,RB,Cincinnati,2021,244,7,0.23856175919621156,68.47457627118644,receiving_production,83.0,36.535382574513356,36.29682081531715,observed,observed,202.0,295.0,0.0,0.0,0,0,backtest
Khalil Herbert,RB,Virginia Tech,2021,217,6,0.6506169502946338,70.7509881422925,receiving_production,61.4,34.29815432494969,33.64753737465506,observed,observed,179.0,253.0,117.8,6.929411764705883,0,0,backtest
Elijah Mitchell,RB,Louisiana,2021,194,6,1.067512069957944,49.67532467532468,receiving_production,95.0,32.170119671342604,31.102607601384662,observed,observed,153.0,308.0,200.6,11.8,1,0,backtest
Trey Sermon,RB,Ohio St.,2021,88,3,4.7771483993699695,42.22222222222222,receiving_production,96.7,31.67135197746276,26.89420357809279,observed,observed,95.0,225.0,53.8,3.164705882352941,0,0,backtest
Jake Funk,RB,Maryland,2021,233,7,0.3977716001799912,43.31210191082803,receiving_production,97.6,29.998121468879802,29.600349868699812,observed,observed,68.0,157.0,3.2,0.188235294117647,0,0,backtest
Chris Evans,RB,Michigan,2021,202,6,0.9144497067014333,40.845070422535215,receiving_production,98.4,29.512999501238042,28.59854979453661,observed,observed,87.0,213.0,52.400000000000006,3.0823529411764707,0,0,backtest
Rhamondre Stevenson,RB,Oklahoma,2021,120,4,3.144986579351357,58.28729281767956,receiving_production,39.8,27.94304577586352,24.798059196512163,observed,observed,211.0,362.0,249.1,14.65294117647059,1,1,backtest
Kylin Hill,RB,Mississippi St.,2021,256,7,0.07671908899473993,42.549371633752244,receiving_production,72.8,25.85063961631065,25.773920527315912,observed,observed,237.0,557.0,3.9,0.2294117647058823,0,0,backtest
Chuba Hubbard,RB,Oklahoma St.,2021,126,4,2.9104986379461453,15.294117647058824,receiving_production,84.3,19.45319049544366,16.542691857497516,observed,observed,52.0,340.0,241.6,14.211764705882352,1,0,backtest
Kene Nwangwu,RB,Iowa St.,2021,119,4,3.18578264738066,5.913978494623656,receiving_production,98.80000000000001,18.48278379680861,15.297001149427953,observed,observed,22.0,372.0,11.0,0.6470588235294118,0,0,backtest
Gary Brightwell,RB,Arizona,2021,196,6,1.0283693833852658,30.851063829787233,receiving_production,45.7,18.167057032118166,17.1386876487329,observed,observed,58.0,188.0,30.0,1.7647058823529411,0,0,backtest
Jermar Jefferson,RB,Oregon St.,2021,257,7,0.06374623917430891,28.75536480686695,receiving_production,22.200000000000003,13.426250801990587,13.362504562816278,observed,observed,67.0,233.0,25.700000000000003,1.5117647058823531,0,0,backtest
Larry Rountree,RB,Missouri,2021,198,6,0.989821275667,27.548209366391184,receiving_production,20.099999999999998,13.151783916070414,12.161962640403415,observed,observed,100.0,363.0,15.6,0.9176470588235296,0,0,backtest
Rachaad White,RB,Arizona St.,2022,91,3,4.5882934511422855,100.0,receiving_production,98.69999999999999,52.099146725571146,47.51085327442886,observed,observed,456.0,313.0,295.5,17.38235294117647,1,1,backtest
Breece Hall,RB,Iowa St.,2022,36,2,11.179305856884215,67.71300448430493,receiving_production,99.60000000000001,44.22920449794883,33.049898641064615,observed,observed,302.0,446.0,290.5,17.08823529411765,1,1,backtest
James Cook,RB,Georgia,2022,63,2,6.8435937699076606,69.77886977886978,receiving_production,87.5,40.96940130755825,34.12580753765059,observed,observed,284.0,407.0,324.3,19.076470588235296,1,1,backtest
Tyler Badie,RB,Missouri,2022,196,6,1.0283693833852658,72.52747252747253,receiving_production,63.8,35.468800076308014,34.440430692922746,observed,observed,330.0,455.0,10.2,0.6,0,0,backtest
Trestan Ebner,RB,Baylor,2022,203,6,0.8959557631885556,77.8082191780822,receiving_production,47.699999999999996,34.835854593923045,33.93989883073449,observed,observed,284.0,365.0,8.200000000000001,0.4823529411764706,0,0,backtest
