player_name,position,draft_year,pick,college,dc_score,breakout_age,breakout_score,production_raw,production_score,ras_raw,ras_score,ras_status,slap_score,slap_tier,delta,delta_tier,best_season_ppg,hit24,hit12,outcome_status,data_source
Trent Taylor,WR,2017,177,Louisiana Tech,43.0,18.0,100.0,,,4.0,40.0,observed,62.5,Average (60-69),19.5,Big Sleeper (+15),98.0,0.0,0.0,Miss,backtest
Noah Brown,WR,2017,239,Ohio St.,30.8,18.0,100.0,,,6.9,68.8,observed,60.7,Average (60-69),29.9,Big Sleeper (+15),122.4,0.0,0.0,Miss,backtest
Marlon Mack,RB,2017,143,South Florida,50.3,,,0.634,63.4,8.8,87.8,observed,60.5,Average (60-69),10.2,Sleeper (+5 to +15),12.123529411764707,1.0,0.0,Hit,backtest
Shelton Gibson,WR,2017,166,West Virginia,45.3,19.0,90.0,,,4.0,39.8,observed,60.1,Average (60-69),14.8,Sleeper (+5 to +15),5.800000000000001,0.0,0.0,Miss,backtest
Aaron Jones,RB,2017,182,Texas-El Paso,41.9,,,0.713,71.3,9.2,92.1,observed,59.7,Below Avg (50-59),17.8,Big Sleeper (+15),21.15882352941177,1.0,1.0,Hit,backtest
Mack Hollins,WR,2017,118,North Carolina,56.2,21.0,60.0,,,,68.9,imputed,59.4,Below Avg (50-59),3.2,Neutral (-5 to +5),154.0,0.0,0.0,Miss,backtest
Isaiah Ford,WR,2017,237,Virginia Tech,31.2,18.0,100.0,,,5.0,50.5,observed,58.2,Below Avg (50-59),27.0,Big Sleeper (+15),55.6,0.0,0.0,Miss,backtest
Chad Hansen,WR,2017,141,California,50.8,21.0,60.0,,,7.4,73.9,observed,57.5,Below Avg (50-59),6.7,Sleeper (+5 to +15),46.6,0.0,0.0,Miss,backtest
Dede Westbrook,WR,2017,110,Oklahoma,58.2,21.0,60.0,,,4.8,48.4,observed,57.3,Below Avg (50-59),-0.8,Neutral (-5 to +5),175.5,0.0,0.0,Miss,backtest
Stacy Coley,WR,2017,219,Miami (FL),34.6,19.0,90.0,,,4.5,44.6,observed,55.5,Below Avg (50-59),20.9,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Elijah McGuire,RB,2017,188,Louisiana,40.7,,,0.696,69.6,,66.5,imputed,54.7,Below Avg (50-59),14.0,Sleeper (+5 to +15),5.052941176470589,0.0,0.0,Miss,backtest
Isaiah McKenzie,WR,2017,172,Georgia,44.0,21.0,60.0,,,,68.9,imputed,53.3,Below Avg (50-59),9.3,Sleeper (+5 to +15),122.8,0.0,0.0,Miss,backtest
T.J. Logan,RB,2017,179,North Carolina,42.6,,,0.533,53.3,7.6,75.6,observed,51.3,Below Avg (50-59),8.7,Sleeper (+5 to +15),0.6411764705882353,0.0,0.0,Miss,backtest
D'Onta Foreman,RB,2017,89,Texas,63.6,,,0.187,18.7,7.8,78.2,observed,50.1,Below Avg (50-59),-13.5,Bust Risk (-5 to -15),7.705882352941177,0.0,0.0,Miss,backtest
Joe Williams,RB,2017,121,Utah,55.5,,,0.268,26.8,7.8,77.8,observed,48.8,Poor (<50),-6.7,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Malachi Dupre,WR,2017,247,LSU,29.3,21.0,60.0,,,7.2,72.0,observed,46.5,Poor (<50),17.1,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Samaje Perine,RB,2017,114,Oklahoma,57.2,,,0.276,27.6,4.9,49.4,observed,45.7,Poor (<50),-11.5,Bust Risk (-5 to -15),9.729411764705883,0.0,0.0,Miss,backtest
Matthew Dayes,RB,2017,252,North Carolina St.,28.4,,,0.61,61.0,,66.5,imputed,45.5,Poor (<50),17.1,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Tarik Cohen,RB,2017,119,North Carolina A&T,55.9,,,,30.0,3.9,39.2,observed,44.4,Poor (<50),-11.6,Bust Risk (-5 to -15),13.858823529411763,1.0,1.0,Hit,backtest
Wayne Gallman,RB,2017,140,Clemson,51.0,,,0.242,24.2,6.3,62.8,observed,43.4,Poor (<50),-7.6,Bust Risk (-5 to -15),8.035294117647059,0.0,0.0,Miss,backtest
Brian Hill,RB,2017,156,Wyoming,47.5,,,0.177,17.7,7.4,74.0,observed,41.0,Poor (<50),-6.4,Bust Risk (-5 to -15),5.611764705882353,0.0,0.0,Miss,backtest
Jamaal Williams,RB,2017,134,BYU,52.4,,,0.194,19.4,4.5,45.5,observed,39.8,Poor (<50),-12.6,Bust Risk (-5 to -15),13.288235294117648,1.0,0.0,Hit,backtest
De'Angelo Henderson,RB,2017,203,Coastal Carolina,37.7,,,,30.0,5.7,56.6,observed,37.8,Poor (<50),0.1,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Devante Mays,RB,2017,238,Utah St.,31.0,,,,30.0,7.7,76.6,observed,37.5,Poor (<50),6.5,Sleeper (+5 to +15),0.0647058823529411,0.0,0.0,Miss,backtest
Chris Carson,RB,2017,249,Oklahoma St.,29.0,,,0.275,27.5,7.9,79.1,observed,36.0,Poor (<50),7.0,Sleeper (+5 to +15),13.682352941176472,1.0,0.0,Hit,backtest
Elijah Hood,RB,2017,242,North Carolina,30.3,,,0.31,31.0,5.7,56.9,observed,34.5,Poor (<50),4.3,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Khalfani Muhammad,RB,2017,241,California,30.4,,,0.213,21.3,7.5,75.2,observed,33.9,Poor (<50),3.5,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Brandon Wilson,RB,2017,207,Houston,36.9,,,0.099,9.9,,66.5,imputed,31.9,Poor (<50),-5.0,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Saquon Barkley,RB,2018,2,Penn St.,98.7,,,1.38,100.0,10.0,99.7,observed,99.3,Elite (90+),0.6,Neutral (-5 to +5),26.80588235294117,1.0,1.0,Hit,backtest
D.J. Moore,WR,2018,24,Maryland,85.2,18.0,100.0,,,9.7,96.5,observed,92.1,Elite (90+),6.9,Sleeper (+5 to +15),238.1,1.0,0.0,Hit,backtest
Anthony Miller,WR,2018,51,Memphis,74.9,18.0,100.0,,,9.3,92.7,observed,86.4,Great (80-89),11.4,Sleeper (+5 to +15),127.5,0.0,0.0,Miss,backtest
Calvin Ridley,WR,2018,26,Alabama,84.3,18.0,100.0,,,5.1,51.2,observed,84.8,Great (80-89),0.5,Neutral (-5 to +5),281.5,1.0,1.0,Hit,backtest
Dante Pettis,WR,2018,44,Washington,77.3,18.0,100.0,,,,68.9,imputed,84.0,Great (80-89),6.7,Sleeper (+5 to +15),103.5,0.0,0.0,Miss,backtest
Christian Kirk,WR,2018,47,Texas A&M,76.3,18.0,100.0,,,6.2,62.3,observed,82.5,Great (80-89),6.2,Sleeper (+5 to +15),285.7,1.0,1.0,Hit,backtest
Courtland Sutton,WR,2018,40,SMU,78.8,20.0,75.0,,,9.8,98.1,observed,80.3,Great (80-89),1.6,Neutral (-5 to +5),247.6,1.0,0.0,Hit,backtest
James Washington,WR,2018,60,Oklahoma St.,72.0,18.0,100.0,,,5.5,55.5,observed,79.3,Good (70-79),7.3,Sleeper (+5 to +15),133.5,0.0,0.0,Miss,backtest
Tre'Quan Smith,WR,2018,91,Central Florida,63.1,18.0,100.0,,,6.8,68.5,observed,76.8,Good (70-79),13.7,Sleeper (+5 to +15),126.6,0.0,0.0,Miss,backtest
DaeSean Hamilton,WR,2018,113,Penn St.,57.4,18.0,100.0,,,8.1,80.9,observed,75.8,Good (70-79),18.4,Big Sleeper (+15),66.3,0.0,0.0,Miss,backtest
Justin Watson,WR,2018,144,Pennsylvania,50.1,18.0,100.0,,,9.6,96.1,observed,74.5,Good (70-79),24.4,Big Sleeper (+15),104.0,0.0,0.0,Miss,backtest
J'Mon Moore,WR,2018,133,Missouri,52.6,18.0,100.0,,,8.4,84.3,observed,74.0,Good (70-79),21.3,Big Sleeper (+15),3.5,0.0,0.0,Miss,backtest
Jaleel Scott,WR,2018,132,New Mexico St.,52.9,18.0,100.0,,,7.6,76.0,observed,72.8,Good (70-79),20.0,Big Sleeper (+15),2.6,0.0,0.0,Miss,backtest
Rashaad Penny,RB,2018,27,San Diego St.,83.9,,,0.536,53.6,7.3,72.6,observed,71.6,Good (70-79),-12.3,Bust Risk (-5 to -15),7.158823529411765,0.0,0.0,Miss,backtest
Marquez Valdes-Scantling,WR,2018,174,South Florida,43.6,18.0,100.0,,,9.3,92.6,observed,70.7,Good (70-79),27.1,Big Sleeper (+15),166.1,0.0,0.0,Miss,backtest
Equanimeous St. Brown,WR,2018,207,Notre Dame,36.9,18.0,100.0,,,9.8,98.5,observed,68.2,Average (60-69),31.3,Big Sleeper (+15),62.7,0.0,0.0,Miss,backtest
Kerryon Johnson,RB,2018,43,Auburn,77.7,,,0.508,50.8,7.1,70.9,observed,67.3,Average (60-69),-10.4,Bust Risk (-5 to -15),8.200000000000001,0.0,0.0,Miss,backtest
Sony Michel,RB,2018,31,Georgia,82.2,,,0.315,31.5,8.9,89.5,observed,65.6,Average (60-69),-16.7,Big Bust (<-15),12.388235294117647,1.0,0.0,Hit,backtest
Antonio Callaway,WR,2018,105,Florida,59.4,20.0,75.0,,,6.2,62.0,observed,65.3,Average (60-69),5.8,Sleeper (+5 to +15),132.3,0.0,0.0,Miss,backtest
Royce Freeman,RB,2018,71,Oregon,68.7,,,0.527,52.7,8.3,82.6,observed,65.2,Average (60-69),-3.5,Neutral (-5 to +5),8.364705882352942,0.0,0.0,Miss,backtest
Tremon Smith,WR,2018,196,Central Arkansas,39.1,18.0,100.0,,,,68.9,imputed,64.9,Average (60-69),25.8,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Cedrick Wilson Jr.,WR,2018,208,Boise St.,36.7,18.0,100.0,,,,68.9,imputed,63.7,Average (60-69),27.0,Big Sleeper (+15),76.3,0.0,0.0,Miss,backtest
Daurice Fountain,WR,2018,159,Northern Iowa,46.8,,79.7,,,8.0,79.8,observed,63.3,Average (60-69),16.5,Big Sleeper (+15),4.300000000000001,0.0,0.0,Miss,backtest
Ronald Jones II,RB,2018,38,USC,79.5,,,0.381,38.1,,66.5,imputed,63.1,Average (60-69),-16.4,Big Bust (<-15),0.0,0.0,0.0,Miss,backtest
DJ Chark,WR,2018,61,LSU,71.7,22.0,45.0,,,,68.9,imputed,61.9,Average (60-69),-9.8,Bust Risk (-5 to -15),115.5,0.0,0.0,Miss,backtest
Derrius Guice,RB,2018,59,LSU,72.3,,,0.413,41.3,7.4,73.7,observed,61.7,Average (60-69),-10.6,Bust Risk (-5 to -15),3.3764705882352946,0.0,0.0,Miss,backtest
Damion Ratley,WR,2018,175,Texas A&M,43.4,20.0,75.0,,,9.0,90.2,observed,61.5,Average (60-69),18.1,Big Sleeper (+15),38.0,0.0,0.0,Miss,backtest
John Kelly,RB,2018,176,Tennessee,43.2,,,0.937,93.7,4.4,44.3,observed,61.0,Average (60-69),17.9,Big Sleeper (+15),0.7117647058823531,0.0,0.0,Miss,backtest
Russell Gage,WR,2018,194,LSU,39.5,,79.7,,,8.0,80.0,observed,59.6,Below Avg (50-59),20.1,Big Sleeper (+15),175.5,0.0,0.0,Miss,backtest
Richie James,WR,2018,240,Middle Tenn. St.,30.6,18.0,100.0,,,6.0,59.9,observed,59.3,Below Avg (50-59),28.7,Big Sleeper (+15),157.70000000000002,0.0,0.0,Miss,backtest
Marcell Ateman,WR,2018,228,Oklahoma St.,32.9,18.0,100.0,,,5.2,51.8,observed,59.2,Below Avg (50-59),26.3,Big Sleeper (+15),36.4,0.0,0.0,Miss,backtest
Michael Gallup,WR,2018,81,Colorado St.,65.8,22.0,45.0,,,5.9,58.7,observed,57.5,Below Avg (50-59),-8.3,Bust Risk (-5 to -15),212.7,0.0,0.0,Miss,backtest
Nick Chubb,RB,2018,35,Georgia,80.6,,,0.098,9.8,9.2,91.5,observed,57.5,Below Avg (50-59),-23.2,Big Bust (<-15),16.552941176470586,1.0,1.0,Hit,backtest
Deon Cain,WR,2018,185,Clemson,41.3,20.0,75.0,,,6.5,64.7,observed,56.6,Below Avg (50-59),15.3,Big Sleeper (+15),21.4,0.0,0.0,Miss,backtest
Braxton Berrios,WR,2018,210,Miami (FL),36.3,,79.7,,,5.7,56.8,observed,54.6,Below Avg (50-59),18.2,Big Sleeper (+15),115.1,0.0,0.0,Miss,backtest
Keke Coutee,WR,2018,103,Texas Tech,59.9,22.0,45.0,,,5.6,56.4,observed,54.2,Below Avg (50-59),-5.8,Bust Risk (-5 to -15),90.7,0.0,0.0,Miss,backtest
Jordan Wilkins,RB,2018,169,Mississippi,44.7,,,0.555,55.5,7.7,77.4,observed,53.4,Below Avg (50-59),8.7,Sleeper (+5 to +15),3.605882352941177,0.0,0.0,Miss,backtest
Javon Wims,WR,2018,224,Georgia,33.6,,79.7,,,5.4,54.4,observed,52.9,Below Avg (50-59),19.2,Big Sleeper (+15),42.6,0.0,0.0,Miss,backtest
Ray-Ray McCloud,WR,2018,187,Clemson,40.9,20.0,75.0,,,3.7,37.1,observed,52.3,Below Avg (50-59),11.4,Sleeper (+5 to +15),142.5,0.0,0.0,Miss,backtest
Auden Tate,WR,2018,253,Florida St.,28.2,18.0,100.0,,,1.8,18.2,observed,51.9,Below Avg (50-59),23.6,Big Sleeper (+15),101.5,0.0,0.0,Miss,backtest
Dylan Cantrell,WR,2018,191,Texas Tech,40.1,22.0,45.0,,,9.9,98.6,observed,50.6,Below Avg (50-59),10.5,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Nyheim Hines,RB,2018,104,North Carolina St.,59.7,,,0.314,31.4,5.7,56.8,observed,49.3,Poor (<50),-10.3,Bust Risk (-5 to -15),9.605882352941178,0.0,0.0,Miss,backtest
Chase Edmonds,RB,2018,134,Fordham,52.4,,,,30.0,7.9,78.9,observed,48.5,Poor (<50),-3.9,Neutral (-5 to +5),9.882352941176473,0.0,0.0,Miss,backtest
Justin Jackson,RB,2018,251,Northwestern,28.6,,,0.599,59.9,8.8,88.4,observed,48.5,Poor (<50),19.9,Big Sleeper (+15),5.070588235294117,0.0,0.0,Miss,backtest
Kalen Ballage,RB,2018,131,Arizona St.,53.1,,,0.219,21.9,9.1,91.2,observed,47.9,Poor (<50),-5.2,Bust Risk (-5 to -15),5.523529411764706,0.0,0.0,Miss,backtest
Boston Scott,RB,2018,201,Louisiana Tech,38.1,,,0.431,43.1,8.8,88.5,observed,47.4,Poor (<50),9.3,Sleeper (+5 to +15),6.417647058823529,0.0,0.0,Miss,backtest
Ito Smith,RB,2018,126,Southern Miss,54.3,,,,30.0,6.3,62.6,observed,47.0,Poor (<50),-7.2,Bust Risk (-5 to -15),5.747058823529412,0.0,0.0,Miss,backtest
Austin Proehl,WR,2018,255,North Carolina,27.9,20.0,75.0,,,3.6,36.2,observed,45.6,Poor (<50),17.7,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Jordan Lasley,WR,2018,162,UCLA,46.2,22.0,45.0,,,4.5,44.7,observed,45.5,Poor (<50),-0.6,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Mark Walton,RB,2018,112,Miami (FL),57.7,,,0.214,21.4,4.5,45.5,observed,43.1,Poor (<50),-14.5,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Trenton Cannon,RB,2018,204,Virginia St.,37.5,,,,30.0,9.1,90.7,observed,42.9,Poor (<50),5.4,Sleeper (+5 to +15),2.864705882352941,0.0,0.0,Miss,backtest
David Williams,RB,2018,226,Arkansas,33.3,,,0.503,50.3,4.8,47.6,observed,41.4,Poor (<50),8.1,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Bo Scarbrough,RB,2018,236,Alabama,31.4,,,0.328,32.8,9.2,92.5,observed,41.1,Poor (<50),9.7,Sleeper (+5 to +15),2.541176470588236,0.0,0.0,Miss,backtest
Trey Quinn,WR,2018,256,SMU,27.7,22.0,45.0,,,7.0,70.1,observed,40.1,Poor (<50),12.4,Sleeper (+5 to +15),51.8,0.0,0.0,Miss,backtest
Nick Bawden,RB,2018,237,San Diego St.,31.2,,,0.409,40.9,,66.5,imputed,39.9,Poor (<50),8.7,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Marquise Brown,WR,2019,25,Oklahoma,84.7,19.0,90.0,,,,68.9,imputed,84.2,Great (80-89),-0.5,Neutral (-5 to +5),226.3,1.0,0.0,Hit,backtest
Deebo Samuel,WR,2019,36,South Carolina,80.3,19.0,90.0,,,7.9,79.1,observed,83.5,Great (80-89),3.2,Neutral (-5 to +5),385.1,1.0,1.0,Hit,backtest
Parris Campbell,WR,2019,59,Ohio St.,72.3,19.0,90.0,,,9.8,97.6,observed,82.3,Great (80-89),10.0,Sleeper (+5 to +15),149.1,0.0,0.0,Miss,backtest
A.J. Brown,WR,2019,51,Mississippi,74.9,19.0,90.0,,,8.6,85.9,observed,81.8,Great (80-89),6.9,Sleeper (+5 to +15),333.2,1.0,1.0,Hit,backtest
Jalen Hurd,WR,2019,67,Baylor,69.9,19.0,90.0,,,8.2,82.1,observed,78.7,Good (70-79),8.9,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
N'Keal Harry,WR,2019,32,Arizona St.,81.8,21.0,60.0,,,8.4,84.4,observed,74.6,Good (70-79),-7.3,Bust Risk (-5 to -15),30.4,0.0,0.0,Miss,backtest
Diontae Johnson,WR,2019,66,Toledo,70.2,19.0,90.0,,,4.2,41.8,observed,72.9,Good (70-79),2.7,Neutral (-5 to +5),288.8,1.0,1.0,Hit,backtest
Tony Pollard,RB,2019,128,Memphis,53.8,,,1.075,100.0,7.2,71.7,observed,72.7,Good (70-79),18.9,Big Sleeper (+15),15.647058823529411,1.0,1.0,Hit,backtest
Darrell Henderson,RB,2019,70,Memphis,69.0,,,0.714,71.4,7.7,76.8,observed,71.0,Good (70-79),2.0,Neutral (-5 to +5),10.08235294117647,0.0,0.0,Miss,backtest
Josh Jacobs,RB,2019,24,Alabama,85.2,,,0.564,56.4,5.7,56.5,observed,70.8,Good (70-79),-14.4,Bust Risk (-5 to -15),19.31176470588236,1.0,1.0,Hit,backtest
Gary Jennings Jr,WR,2019,120,West Virginia,55.7,19.0,90.0,,,,68.9,imputed,69.7,Average (60-69),14.0,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
JJ Arcega-Whiteside,WR,2019,57,Stanford,73.0,21.0,60.0,,,,68.9,imputed,67.8,Average (60-69),-5.1,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Andy Isabella,WR,2019,62,Massachusetts,71.4,21.0,60.0,,,7.3,72.6,observed,67.6,Average (60-69),-3.8,Neutral (-5 to +5),54.8,0.0,0.0,Miss,backtest
Riley Ridley,WR,2019,126,Georgia,54.3,19.0,90.0,,,4.5,45.3,observed,65.4,Average (60-69),11.2,Sleeper (+5 to +15),13.5,0.0,0.0,Miss,backtest
Mecole Hardman,WR,2019,56,Georgia,73.3,22.0,45.0,,,8.3,83.0,observed,64.8,Average (60-69),-8.4,Bust Risk (-5 to -15),178.5,0.0,0.0,Miss,backtest
Travis Fulgham,WR,2019,184,Old Dominion,41.5,19.0,90.0,,,8.0,80.1,observed,64.3,Average (60-69),22.7,Big Sleeper (+15),115.9,0.0,0.0,Miss,backtest
Miles Sanders,RB,2019,53,Penn St.,74.3,,,0.367,36.7,9.5,94.8,observed,64.2,Average (60-69),-10.1,Bust Risk (-5 to -15),14.4,1.0,1.0,Hit,backtest
Terry McLaurin,WR,2019,76,Ohio St.,67.2,22.0,45.0,,,9.6,95.6,observed,63.7,Average (60-69),-3.5,Neutral (-5 to +5),322.5,1.0,1.0,Hit,backtest
Miles Boykin,WR,2019,93,Notre Dame,62.5,22.0,45.0,,,9.9,99.4,observed,61.9,Average (60-69),-0.6,Neutral (-5 to +5),74.6,0.0,0.0,Miss,backtest
D.K. Metcalf,WR,2019,64,Mississippi,70.8,22.0,45.0,,,,68.9,imputed,61.5,Average (60-69),-9.3,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Scott Miller,WR,2019,208,Bowling Green,36.7,19.0,90.0,,,7.8,77.6,observed,61.5,Average (60-69),24.8,Big Sleeper (+15),121.0,0.0,0.0,Miss,backtest
Marcus Green,WR,2019,203,La-Monroe,37.7,19.0,90.0,,,7.2,72.2,observed,61.2,Average (60-69),23.5,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Hunter Renfrow,WR,2019,149,Clemson,49.0,19.0,90.0,,,2.9,29.1,observed,60.4,Average (60-69),11.4,Sleeper (+5 to +15),272.9,1.0,1.0,Hit,backtest
Hakeem Butler,WR,2019,103,Iowa St.,59.9,22.0,45.0,,,9.5,94.7,observed,59.9,Below Avg (50-59),-0.0,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Dillon Mitchell,WR,2019,239,Oregon,30.8,19.0,90.0,,,8.0,79.6,observed,58.8,Below Avg (50-59),28.0,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
KeeSean Johnson,WR,2019,174,Fresno St.,43.6,19.0,90.0,,,3.2,31.8,observed,58.1,Below Avg (50-59),14.5,Sleeper (+5 to +15),46.0,0.0,0.0,Miss,backtest
Damien Harris,RB,2019,87,Alabama,64.1,,,0.466,46.6,6.4,63.6,observed,57.9,Below Avg (50-59),-6.2,Bust Risk (-5 to -15),12.63529411764706,1.0,0.0,Hit,backtest
David Montgomery,RB,2019,73,Iowa St.,68.1,,,0.433,43.3,5.2,51.5,observed,56.9,Below Avg (50-59),-11.2,Bust Risk (-5 to -15),15.758823529411767,1.0,1.0,Hit,backtest
Olabisi Johnson,WR,2019,247,Colorado St.,29.3,19.0,90.0,,,,68.9,imputed,56.5,Below Avg (50-59),27.2,Big Sleeper (+15),82.7,0.0,0.0,Miss,backtest
Terry Godwin,WR,2019,237,Georgia,31.2,19.0,90.0,,,5.3,52.6,observed,55.0,Below Avg (50-59),23.8,Big Sleeper (+15),6.5,0.0,0.0,Miss,backtest
Alexander Mattison,RB,2019,102,Boise St.,60.2,,,0.376,37.6,6.8,68.1,observed,53.5,Below Avg (50-59),-6.7,Bust Risk (-5 to -15),8.08235294117647,0.0,0.0,Miss,backtest
Darius Slayton,WR,2019,171,Auburn,44.2,22.0,45.0,,,8.9,89.1,observed,51.2,Below Avg (50-59),7.0,Sleeper (+5 to +15),170.0,0.0,0.0,Miss,backtest
Rodney Anderson,RB,2019,211,Oklahoma,36.1,,,0.649,64.9,,66.5,imputed,50.8,Below Avg (50-59),14.6,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Benny Snell Jr.,RB,2019,122,Kentucky,55.2,,,0.356,35.6,,66.5,imputed,50.0,Below Avg (50-59),-5.2,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Trayveon Williams,RB,2019,182,Texas A&M,41.9,,,0.631,63.1,4.6,46.0,observed,50.0,Poor (<50),8.0,Sleeper (+5 to +15),1.2764705882352942,0.0,0.0,Miss,backtest
Travis Homer,RB,2019,204,Miami (FL),37.5,,,0.524,52.4,8.3,83.4,observed,49.6,Poor (<50),12.1,Sleeper (+5 to +15),3.282352941176471,0.0,0.0,Miss,backtest
Justice Hill,RB,2019,113,Oklahoma St.,57.4,,,0.138,13.8,9.3,93.3,observed,47.5,Poor (<50),-9.9,Bust Risk (-5 to -15),8.664705882352942,0.0,0.0,Miss,backtest
Bryce Love,RB,2019,112,Stanford,57.7,,,0.234,23.4,,66.5,imputed,47.0,Poor (<50),-10.7,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Juwann Winfree,WR,2019,187,Colorado,40.9,22.0,45.0,,,7.1,71.4,observed,46.9,Poor (<50),6.0,Sleeper (+5 to +15),11.8,0.0,0.0,Miss,backtest
Kelvin Harmon,WR,2019,206,North Carolina St.,37.1,21.0,60.0,,,4.9,48.8,observed,46.9,Poor (<50),9.8,Sleeper (+5 to +15),66.5,0.0,0.0,Miss,backtest
Dexter Williams,RB,2019,194,Notre Dame,39.5,,,0.318,31.8,8.1,81.3,observed,43.1,Poor (<50),3.6,Neutral (-5 to +5),0.0647058823529411,0.0,0.0,Miss,backtest
Kerrith Whyte Jr,RB,2019,222,Florida Atlantic,34.0,,,0.44,44.0,,66.5,imputed,42.4,Poor (<50),8.4,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Ryquell Armstead,RB,2019,140,Temple,51.0,,,0.117,11.7,7.7,77.1,observed,41.2,Poor (<50),-9.8,Bust Risk (-5 to -15),3.011764705882353,0.0,0.0,Miss,backtest
John Ursua,WR,2019,236,Hawaii,31.4,22.0,45.0,,,6.4,64.4,observed,41.1,Poor (<50),9.7,Sleeper (+5 to +15),2.1,0.0,0.0,Miss,backtest
Darwin Thompson,RB,2019,214,Utah St.,35.6,,,,30.0,8.0,79.9,observed,40.3,Poor (<50),4.7,Neutral (-5 to +5),1.9529411764705884,0.0,0.0,Miss,backtest
Devin Singletary,RB,2019,74,Florida Atlantic,67.8,,,0.099,9.9,1.6,16.5,observed,39.8,Poor (<50),-28.0,Big Bust (<-15),13.958823529411765,1.0,1.0,Hit,backtest
Jordan Scarlett,RB,2019,154,Florida,47.9,,,0.231,23.1,4.7,47.1,observed,39.1,Poor (<50),-8.8,Bust Risk (-5 to -15),0.0529411764705882,0.0,0.0,Miss,backtest
Ty Johnson,RB,2019,186,Maryland,41.1,,,0.091,9.1,9.7,97.4,observed,38.4,Poor (<50),-2.8,Neutral (-5 to +5),6.882352941176471,0.0,0.0,Miss,backtest
Qadree Ollison,RB,2019,152,Pittsburgh,48.3,,,0.21,21.0,4.4,44.3,observed,38.1,Poor (<50),-10.2,Bust Risk (-5 to -15),1.8058823529411765,0.0,0.0,Miss,backtest
Mike Weber,RB,2019,218,Ohio St.,34.8,,,0.2,20.0,7.0,70.1,observed,34.9,Poor (<50),0.1,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Chandler Cox,RB,2019,233,Auburn,31.9,,,0.212,21.2,,66.5,imputed,33.4,Poor (<50),1.4,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Myles Gaskin,RB,2019,234,Washington,31.7,,,0.19,19.0,5.9,59.3,observed,31.4,Poor (<50),-0.3,Neutral (-5 to +5),10.211764705882352,0.0,0.0,Miss,backtest
Cullen Gillaspia,RB,2019,220,Texas A&M,34.4,,,0.118,11.8,,66.5,imputed,31.3,Poor (<50),-3.1,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
CeeDee Lamb,WR,2020,17,Oklahoma,88.5,19.0,90.0,,,7.4,74.4,observed,86.9,Great (80-89),-1.6,Neutral (-5 to +5),425.7000000000001,1.0,1.0,Hit,backtest
Henry Ruggs III,WR,2020,12,Alabama,91.2,20.0,75.0,,,9.5,95.4,observed,86.2,Great (80-89),-5.0,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Justin Jefferson,WR,2020,22,LSU,86.1,20.0,75.0,,,9.7,96.9,observed,83.8,Great (80-89),-2.3,Neutral (-5 to +5),379.0,1.0,1.0,Hit,backtest
Denzel Mims,WR,2020,59,Baylor,72.3,19.0,90.0,,,9.8,97.7,observed,82.3,Great (80-89),10.0,Sleeper (+5 to +15),60.7,0.0,0.0,Miss,backtest
Jerry Jeudy,WR,2020,15,Alabama,89.5,20.0,75.0,,,6.8,67.6,observed,81.2,Great (80-89),-8.4,Bust Risk (-5 to -15),240.9,1.0,0.0,Hit,backtest
Antonio Gibson,RB,2020,66,Memphis,70.2,,,1.667,100.0,,66.5,imputed,80.1,Great (80-89),9.9,Sleeper (+5 to +15),13.476470588235296,1.0,0.0,Hit,backtest
