player_name,position,draft_year,pick,college,dc_score,breakout_age,breakout_score,production_raw,production_score,ras_raw,ras_score,ras_status,slap_score,slap_tier,delta,delta_tier,best_season_ppg,hit24,hit12,outcome_status,data_source
Pierre Strong,RB,2022,127,South Dakota St.,54.0,,,,30.0,,66.5,imputed,47.5,Poor (<50),-6.5,Bust Risk (-5 to -15),2.51764705882353,0.0,0.0,Miss,backtest
Tyrion Davis-Price,RB,2022,93,LSU,62.5,,,0.144,14.4,6.7,66.5,observed,46.3,Poor (<50),-16.2,Big Bust (<-15),0.5823529411764706,0.0,0.0,Miss,backtest
Samori Toure,WR,2022,258,Nebraska,27.3,21.0,60.0,,,6.1,61.4,observed,43.9,Poor (<50),16.5,Big Sleeper (+15),19.2,0.0,0.0,Miss,backtest
Keaontay Ingram,RB,2022,201,USC,38.1,,,0.312,31.2,8.7,86.7,observed,43.0,Poor (<50),4.9,Neutral (-5 to +5),1.0647058823529412,0.0,0.0,Miss,backtest
Snoop Conner,RB,2022,154,Mississippi,47.9,,,0.191,19.1,7.0,70.3,observed,41.2,Poor (<50),-6.7,Bust Risk (-5 to -15),0.6,0.0,0.0,Miss,backtest
Kevin Harris,RB,2022,183,South Carolina,41.7,,,0.247,24.7,7.1,71.3,observed,40.2,Poor (<50),-1.5,Neutral (-5 to +5),1.2529411764705882,0.0,0.0,Miss,backtest
Zander Horvath,RB,2022,260,Purdue,27.0,,,,30.0,9.8,98.3,observed,38.7,Poor (<50),11.8,Sleeper (+5 to +15),1.0941176470588234,0.0,0.0,Miss,backtest
Isiah Pacheco,RB,2022,251,Rutgers,28.6,,,,30.0,8.8,88.5,observed,38.1,Poor (<50),9.5,Sleeper (+5 to +15),16.423529411764704,1.0,1.0,Hit,backtest
Brittain Brown,RB,2022,250,UCLA,28.8,,,0.385,38.5,4.8,47.5,observed,35.0,Poor (<50),6.2,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Jahmyr Gibbs,RB,2023,12,Alabama,91.2,,,1.014,100.0,8.1,80.6,observed,92.7,Elite (90+),1.5,Neutral (-5 to +5),22.96470588235294,1.0,1.0,Hit,backtest
Bijan Robinson,RB,2023,8,Texas,93.7,,,0.775,77.5,9.8,98.5,observed,88.8,Great (80-89),-4.9,Neutral (-5 to +5),20.1,1.0,1.0,Hit,backtest
Quentin Johnston,WR,2023,21,TCU,86.6,19.0,90.0,,,8.7,86.8,observed,87.8,Great (80-89),1.2,Neutral (-5 to +5),174.70000000000002,0.0,0.0,Miss,backtest
Zay Flowers,WR,2023,22,Boston Col.,86.1,19.0,90.0,,,8.3,82.9,observed,87.0,Great (80-89),0.9,Neutral (-5 to +5),235.4,1.0,0.0,Hit,backtest
Rashee Rice,WR,2023,55,SMU,73.6,19.0,90.0,,,9.5,95.3,observed,82.6,Great (80-89),9.0,Sleeper (+5 to +15),271.2,1.0,0.0,Hit,backtest
Jaxon Smith-Njigba,WR,2023,20,Ohio St.,87.0,20.0,75.0,,,8.3,83.4,observed,82.3,Great (80-89),-4.8,Neutral (-5 to +5),251.6,1.0,0.0,Hit,backtest
Michael Wilson,WR,2023,94,Stanford,62.3,18.0,100.0,,,9.6,95.5,observed,80.5,Great (80-89),18.2,Big Sleeper (+15),124.5,0.0,0.0,Miss,backtest
Jayden Reed,WR,2023,50,Michigan St.,75.3,19.0,90.0,,,6.7,67.4,observed,79.2,Good (70-79),4.0,Neutral (-5 to +5),225.6,1.0,0.0,Hit,backtest
Zach Charbonnet,RB,2023,52,UCLA,74.6,,,0.766,76.6,8.7,87.1,observed,77.2,Good (70-79),2.6,Neutral (-5 to +5),10.805882352941175,0.0,0.0,Miss,backtest
Tank Dell,WR,2023,69,Houston,69.3,19.0,90.0,,,,68.9,imputed,76.5,Good (70-79),7.2,Sleeper (+5 to +15),165.0,0.0,0.0,Miss,backtest
Jonathan Mingo,WR,2023,39,Mississippi,79.1,21.0,60.0,,,9.9,98.7,observed,75.4,Good (70-79),-3.8,Neutral (-5 to +5),84.8,0.0,0.0,Miss,backtest
Cedric Tillman,WR,2023,74,Tennessee,67.8,20.0,75.0,,,8.7,86.7,observed,73.2,Good (70-79),5.4,Sleeper (+5 to +15),80.4,0.0,0.0,Miss,backtest
Josh Downs,WR,2023,79,North Carolina,66.4,20.0,75.0,,,9.0,89.9,observed,72.9,Good (70-79),6.6,Sleeper (+5 to +15),182.2,0.0,0.0,Miss,backtest
Jordan Addison,WR,2023,23,USC,85.6,21.0,60.0,,,5.9,59.4,observed,72.7,Good (70-79),-12.9,Bust Risk (-5 to -15),221.3,1.0,0.0,Hit,backtest
Marvin Mims,WR,2023,63,Oklahoma,71.1,20.0,75.0,,,,68.9,imputed,72.1,Good (70-79),1.0,Neutral (-5 to +5),132.8,0.0,0.0,Miss,backtest
Evan Hull,RB,2023,176,Northwestern,43.2,,,1.309,100.0,9.3,93.3,observed,70.6,Good (70-79),27.4,Big Sleeper (+15),0.1,0.0,0.0,Miss,backtest
Jalin Hyatt,WR,2023,73,Tennessee,68.1,21.0,60.0,,,8.8,87.6,observed,68.2,Average (60-69),0.1,Neutral (-5 to +5),60.3,0.0,0.0,Miss,backtest
Tyjae Spears,RB,2023,81,Tulane,65.8,,,0.675,67.5,7.5,75.1,observed,67.8,Average (60-69),2.0,Neutral (-5 to +5),9.047058823529412,0.0,0.0,Miss,backtest
Tank Bigsby,RB,2023,88,Auburn,63.9,,,0.584,58.4,8.3,83.2,observed,64.9,Average (60-69),1.0,Neutral (-5 to +5),7.588235294117647,0.0,0.0,Miss,backtest
Justin Shorter,WR,2023,150,Florida,48.8,,79.7,,,7.9,79.4,observed,64.2,Average (60-69),15.4,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Dontayvion Wicks,WR,2023,159,Virginia,46.8,20.0,75.0,,,9.2,91.7,observed,63.4,Average (60-69),16.6,Big Sleeper (+15),129.7,0.0,0.0,Miss,backtest
Parker Washington,WR,2023,185,Penn St.,41.3,19.0,90.0,,,,68.9,imputed,62.5,Average (60-69),21.2,Big Sleeper (+15),91.0,0.0,0.0,Miss,backtest
Tre Tucker,WR,2023,100,Cincinnati,60.7,21.0,60.0,,,7.2,71.6,observed,62.1,Average (60-69),1.4,Neutral (-5 to +5),129.3,0.0,0.0,Miss,backtest
Derius Davis,WR,2023,125,TCU,54.5,,79.7,,,4.3,42.9,observed,61.6,Average (60-69),7.1,Sleeper (+5 to +15),41.2,0.0,0.0,Miss,backtest
Ronnie Bell,WR,2023,253,Michigan,28.2,18.0,100.0,,,8.2,82.0,observed,61.4,Average (60-69),33.2,Big Sleeper (+15),30.8,0.0,0.0,Miss,backtest
Xavier Hutchinson,WR,2023,205,Iowa St.,37.3,19.0,90.0,,,7.3,72.7,observed,61.1,Average (60-69),23.7,Big Sleeper (+15),37.3,0.0,0.0,Miss,backtest
A.T. Perry,WR,2023,195,Wake Forest,39.3,20.0,75.0,,,9.6,96.2,observed,60.3,Average (60-69),21.0,Big Sleeper (+15),60.6,0.0,0.0,Miss,backtest
Tyler Scott,WR,2023,133,Cincinnati,52.6,21.0,60.0,,,8.6,86.1,observed,60.2,Average (60-69),7.6,Sleeper (+5 to +15),35.900000000000006,0.0,0.0,Miss,backtest
De'Von Achane,RB,2023,84,Texas A&M,65.0,,,0.501,50.1,,66.5,imputed,60.0,Average (60-69),-5.0,Neutral (-5 to +5),11.570588235294116,1.0,0.0,Hit,backtest
Kayshon Boutte,WR,2023,187,LSU,40.9,19.0,90.0,,,5.0,49.9,observed,59.4,Below Avg (50-59),18.5,Big Sleeper (+15),121.9,0.0,0.0,Miss,backtest
Chase Brown,RB,2023,163,Illinois,45.9,,,0.611,61.1,9.8,98.1,observed,59.1,Below Avg (50-59),13.1,Sleeper (+5 to +15),15.0,1.0,1.0,Hit,backtest
Deuce Vaughn,RB,2023,212,Kansas St.,35.9,,,0.974,97.4,4.3,43.2,observed,58.5,Below Avg (50-59),22.6,Big Sleeper (+15),0.8823529411764706,0.0,0.0,Miss,backtest
Charlie Jones,WR,2023,131,Purdue,53.1,21.0,60.0,,,,68.9,imputed,57.9,Below Avg (50-59),4.8,Neutral (-5 to +5),14.7,0.0,0.0,Miss,backtest
Kenny McIntosh,RB,2023,237,Georgia,31.2,,,1.024,100.0,4.1,40.8,observed,56.7,Below Avg (50-59),25.5,Big Sleeper (+15),1.3176470588235294,0.0,0.0,Miss,backtest
Puka Nacua,WR,2023,177,BYU,43.0,20.0,75.0,,,5.2,51.8,observed,55.5,Below Avg (50-59),12.5,Sleeper (+5 to +15),331.4,1.0,1.0,Hit,backtest
DeMario Douglas,WR,2023,210,Liberty,36.3,20.0,75.0,,,,68.9,imputed,54.8,Below Avg (50-59),18.4,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Elijah Higgins,WR,2023,197,Stanford,38.9,21.0,60.0,,,8.9,89.4,observed,53.9,Below Avg (50-59),15.0,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Kendre Miller,RB,2023,71,TCU,68.7,,,0.256,25.6,,66.5,imputed,53.3,Below Avg (50-59),-15.4,Big Bust (<-15),2.547058823529412,0.0,0.0,Miss,backtest
Israel Abanikanda,RB,2023,143,Pittsburgh,50.3,,,0.372,37.2,9.6,96.3,observed,52.6,Below Avg (50-59),2.3,Neutral (-5 to +5),1.076470588235294,0.0,0.0,Miss,backtest
Roschon Johnson,RB,2023,115,Texas,56.9,,,0.316,31.6,8.7,86.7,observed,52.5,Below Avg (50-59),-4.4,Neutral (-5 to +5),6.005882352941176,0.0,0.0,Miss,backtest
Eric Gray,RB,2023,172,Oklahoma,44.0,,,0.563,56.3,6.6,65.6,observed,51.5,Below Avg (50-59),7.5,Sleeper (+5 to +15),1.1352941176470588,0.0,0.0,Miss,backtest
Antoine Green,WR,2023,219,North Carolina,34.6,21.0,60.0,,,8.7,86.8,observed,51.3,Below Avg (50-59),16.7,Big Sleeper (+15),1.2,0.0,0.0,Miss,backtest
Jalen Brooks,WR,2023,244,South Carolina,29.9,,79.7,,,5.6,56.0,observed,51.2,Below Avg (50-59),21.3,Big Sleeper (+15),35.7,0.0,0.0,Miss,backtest
Grant Dubose,WR,2023,256,Charlotte,27.7,20.0,75.0,,,,68.9,imputed,50.4,Below Avg (50-59),22.7,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Trey Palmer,WR,2023,191,Nebraska,40.1,21.0,60.0,,,6.2,61.8,observed,50.3,Below Avg (50-59),10.2,Sleeper (+5 to +15),114.4,0.0,0.0,Miss,backtest
Andrei Iosivas,WR,2023,206,Princeton,37.1,22.0,45.0,,,10.0,99.6,observed,49.2,Poor (<50),12.1,Sleeper (+5 to +15),119.9,0.0,0.0,Miss,backtest
Colton Dowell,WR,2023,228,UT Martin,32.9,22.0,45.0,,,9.8,97.8,observed,46.9,Poor (<50),14.0,Sleeper (+5 to +15),1.3,0.0,0.0,Miss,backtest
Zach Evans,RB,2023,215,Mississippi,35.4,,,0.308,30.8,8.8,87.5,observed,41.6,Poor (<50),6.2,Sleeper (+5 to +15),0.1117647058823529,0.0,0.0,Miss,backtest
Lew Nichols,RB,2023,235,Central Michigan,31.6,,,0.329,32.9,,66.5,imputed,37.3,Poor (<50),5.7,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Chris Rodriguez,RB,2023,193,Kentucky,39.7,,,0.117,11.7,,66.5,imputed,33.9,Poor (<50),-5.8,Bust Risk (-5 to -15),1.8529411764705883,0.0,0.0,Miss,backtest
DeWayne McBride,RB,2023,222,Ala-Birmingham,34.0,,,0.031,3.1,,66.5,imputed,28.1,Poor (<50),-5.9,Bust Risk (-5 to -15),0.0,0.0,0.0,Miss,backtest
Malik Nabers,WR,2024,6,LSU,95.1,20.0,75.0,,,9.7,96.7,observed,88.3,Great (80-89),-6.8,Bust Risk (-5 to -15),273.6,1.0,1.0,TBD,backtest
Rome Odunze,WR,2024,9,Washington,93.0,20.0,75.0,,,9.9,99.2,observed,87.6,Great (80-89),-5.4,Bust Risk (-5 to -15),144.9,0.0,0.0,TBD,backtest
Xavier Worthy,WR,2024,28,Texas,83.5,19.0,90.0,,,9.4,94.1,observed,87.3,Great (80-89),3.9,Neutral (-5 to +5),253.7,1.0,1.0,TBD,backtest
Marvin Harrison Jr.,WR,2024,4,Ohio St.,96.7,20.0,75.0,,,,68.9,imputed,85.0,Great (80-89),-11.8,Bust Risk (-5 to -15),0.0,0.0,0.0,TBD,backtest
Ricky Pearsall,WR,2024,31,Florida,82.2,20.0,75.0,,,9.9,99.1,observed,82.2,Great (80-89),0.0,Neutral (-5 to +5),93.5,0.0,0.0,TBD,backtest
Keon Coleman,WR,2024,33,Florida St.,81.4,,79.7,,,8.2,81.8,observed,80.9,Great (80-89),-0.5,Neutral (-5 to +5),118.7,0.0,0.0,TBD,backtest
Ladd McConkey,WR,2024,34,Georgia,81.0,20.0,75.0,,,9.3,93.4,observed,80.8,Great (80-89),-0.3,Neutral (-5 to +5),275.6,1.0,1.0,TBD,backtest
Xavier Legette,WR,2024,32,South Carolina,81.8,21.0,60.0,,,9.9,99.0,observed,76.8,Good (70-79),-5.1,Bust Risk (-5 to -15),125.1,0.0,0.0,TBD,backtest
Javon Baker,WR,2024,110,Central Florida,58.2,18.0,100.0,,,7.8,78.4,observed,75.8,Good (70-79),17.7,Big Sleeper (+15),2.2,0.0,0.0,TBD,backtest
Brian Thomas,WR,2024,23,LSU,85.6,21.0,60.0,,,,68.9,imputed,74.2,Good (70-79),-11.5,Bust Risk (-5 to -15),284.0,1.0,1.0,TBD,backtest
Ja'Lynn Polk,WR,2024,37,Washington,79.9,21.0,60.0,,,8.8,88.5,observed,74.2,Good (70-79),-5.7,Bust Risk (-5 to -15),32.7,0.0,0.0,TBD,backtest
Adonai Mitchell,WR,2024,52,Texas,74.6,21.0,60.0,,,10.0,99.9,observed,73.3,Good (70-79),-1.3,Neutral (-5 to +5),52.8,0.0,0.0,TBD,backtest
Malachi Corley,WR,2024,65,Western Kentucky,70.5,20.0,75.0,,,7.8,77.6,observed,73.1,Good (70-79),2.7,Neutral (-5 to +5),7.2,0.0,0.0,TBD,backtest
Devontez Walker,WR,2024,113,North Carolina,57.4,,79.7,,,9.8,97.6,observed,71.2,Good (70-79),13.8,Sleeper (+5 to +15),9.1,0.0,0.0,TBD,backtest
Luke McCaffrey,WR,2024,100,Rice,60.7,20.0,75.0,,,9.4,94.4,observed,70.8,Good (70-79),10.1,Sleeper (+5 to +15),34.8,0.0,0.0,TBD,backtest
Jalen McMillan,WR,2024,92,Washington,62.8,20.0,75.0,,,8.7,86.7,observed,70.7,Good (70-79),7.9,Sleeper (+5 to +15),141.5,0.0,0.0,TBD,backtest
Ainias Smith,WR,2024,152,Texas A&M,48.3,18.0,100.0,,,7.4,73.6,observed,70.2,Good (70-79),21.9,Big Sleeper (+15),17.7,0.0,0.0,TBD,backtest
Troy Franklin,WR,2024,102,Oregon,60.2,20.0,75.0,,,9.0,90.2,observed,69.9,Average (60-69),9.7,Sleeper (+5 to +15),80.5,0.0,0.0,TBD,backtest
Jonathon Brooks,RB,2024,46,Texas,76.6,,,0.602,60.2,,66.5,imputed,69.4,Average (60-69),-7.3,Bust Risk (-5 to -15),0.4411764705882353,0.0,0.0,TBD,backtest
Trey Benson,RB,2024,66,Florida St.,70.2,,,0.524,52.4,9.8,97.6,observed,68.1,Average (60-69),-2.1,Neutral (-5 to +5),2.764705882352941,0.0,0.0,TBD,backtest
Jermaine Burton,WR,2024,80,Alabama,66.1,21.0,60.0,,,9.1,90.9,observed,67.7,Average (60-69),1.6,Neutral (-5 to +5),14.7,0.0,0.0,TBD,backtest
Roman Wilson,WR,2024,84,Michigan,65.0,21.0,60.0,,,8.6,85.9,observed,66.4,Average (60-69),1.4,Neutral (-5 to +5),0.0,0.0,0.0,TBD,backtest
Jha'Quan Jackson,WR,2024,182,Tulane,41.9,18.0,100.0,,,5.3,53.4,observed,64.0,Average (60-69),22.0,Big Sleeper (+15),1.3,0.0,0.0,TBD,backtest
MarShawn Lloyd,RB,2024,88,USC,63.9,,,0.503,50.3,8.6,86.2,observed,62.5,Average (60-69),-1.4,Neutral (-5 to +5),0.1647058823529411,0.0,0.0,TBD,backtest
Jacob Cowing,WR,2024,135,Arizona,52.2,20.0,75.0,,,6.3,62.8,observed,61.8,Average (60-69),9.6,Sleeper (+5 to +15),12.7,0.0,0.0,TBD,backtest
Isaac Guerendo,RB,2024,129,Louisville,53.6,,,0.574,57.4,9.9,99.0,observed,61.7,Average (60-69),8.1,Sleeper (+5 to +15),5.658823529411765,0.0,0.0,TBD,backtest
Johnny Wilson,WR,2024,185,Florida St.,41.3,20.0,75.0,,,9.7,97.0,observed,61.5,Average (60-69),20.1,Big Sleeper (+15),14.8,0.0,0.0,TBD,backtest
Anthony Gould,WR,2024,142,Oregon St.,50.6,21.0,60.0,,,8.9,88.7,observed,59.6,Below Avg (50-59),9.0,Sleeper (+5 to +15),3.3000000000000003,0.0,0.0,TBD,backtest
Will Shipley,RB,2024,127,Clemson,54.0,,,0.515,51.5,9.6,95.7,observed,59.4,Below Avg (50-59),5.4,Sleeper (+5 to +15),1.7294117647058822,0.0,0.0,TBD,backtest
Ryan Flournoy,WR,2024,216,SE Missouri St.,35.2,20.0,75.0,,,9.9,98.9,observed,58.7,Below Avg (50-59),23.5,Big Sleeper (+15),18.200000000000003,0.0,0.0,TBD,backtest
Bub Means,WR,2024,170,Pittsburgh,44.4,21.0,60.0,,,9.3,93.5,observed,57.2,Below Avg (50-59),12.8,Sleeper (+5 to +15),26.8,0.0,0.0,TBD,backtest
Blake Corum,RB,2024,83,Michigan,65.2,,,0.324,32.4,8.3,82.9,observed,56.4,Below Avg (50-59),-8.8,Bust Risk (-5 to -15),1.9705882352941173,0.0,0.0,TBD,backtest
Cornelius Johnson,WR,2024,253,Michigan,28.2,,79.7,,,9.5,94.6,observed,56.2,Below Avg (50-59),28.0,Big Sleeper (+15),0.0,0.0,0.0,TBD,backtest
Tejhaun Palmer,WR,2024,191,Ala-Birmingham,40.1,21.0,60.0,,,9.6,95.7,observed,55.4,Below Avg (50-59),15.3,Big Sleeper (+15),0.0,0.0,0.0,TBD,backtest
Jamari Thrash,WR,2024,156,Louisville,47.5,21.0,60.0,,,6.8,67.7,observed,54.9,Below Avg (50-59),7.4,Sleeper (+5 to +15),5.2,0.0,0.0,TBD,backtest
Malik Washington,WR,2024,184,Virginia,41.5,21.0,60.0,,,8.6,86.3,observed,54.7,Below Avg (50-59),13.2,Sleeper (+5 to +15),56.8,0.0,0.0,TBD,backtest
Jaylen Wright,RB,2024,120,Tennessee,55.7,,,0.343,34.3,9.8,98.1,observed,54.6,Below Avg (50-59),-1.1,Neutral (-5 to +5),1.5705882352941178,0.0,0.0,TBD,backtest
Jordan Whittington,WR,2024,213,Texas,35.7,20.0,75.0,,,,68.9,imputed,54.5,Below Avg (50-59),18.7,Big Sleeper (+15),54.7,0.0,0.0,TBD,backtest
Casey Washington,WR,2024,187,Illinois,40.9,21.0,60.0,,,7.2,71.5,observed,52.2,Below Avg (50-59),11.3,Sleeper (+5 to +15),2.4000000000000004,0.0,0.0,TBD,backtest
Rasheen Ali,RB,2024,165,Marshall,45.5,,,0.501,50.1,,66.5,imputed,50.3,Below Avg (50-59),4.8,Neutral (-5 to +5),0.1823529411764706,0.0,0.0,TBD,backtest
Kimani Vidal,RB,2024,181,Troy,42.1,,,0.441,44.1,8.9,88.8,observed,49.8,Poor (<50),7.7,Sleeper (+5 to +15),1.9235294117647064,0.0,0.0,TBD,backtest
Devaughn Vele,WR,2024,235,Utah,31.6,21.0,60.0,,,8.5,84.7,observed,49.5,Poor (<50),17.9,Big Sleeper (+15),106.5,0.0,0.0,TBD,backtest
Tahj Washington,WR,2024,241,USC,30.4,20.0,75.0,,,5.1,51.3,observed,49.2,Poor (<50),18.7,Big Sleeper (+15),0.0,0.0,0.0,TBD,backtest
Tyrone Tracy Jr.,RB,2024,166,Purdue,45.3,,,0.337,33.7,9.8,97.8,observed,49.1,Poor (<50),3.8,Neutral (-5 to +5),0.0,0.0,0.0,TBD,backtest
Audric Estime,RB,2024,147,Notre Dame,49.4,,,0.405,40.5,6.6,65.7,observed,48.7,Poor (<50),-0.7,Neutral (-5 to +5),2.864705882352941,0.0,0.0,TBD,backtest
Brenden Rice,WR,2024,225,USC,33.4,21.0,60.0,,,7.2,71.7,observed,48.5,Poor (<50),15.0,Big Sleeper (+15),0.0,0.0,0.0,TBD,backtest
Ray Davis,RB,2024,128,Kentucky,53.8,,,,30.0,,66.5,imputed,47.4,Poor (<50),-6.4,Bust Risk (-5 to -15),7.394117647058824,0.0,0.0,TBD,backtest
Jawhar Jordan,RB,2024,205,Louisville,37.3,,,0.603,60.3,4.6,46.0,observed,46.7,Poor (<50),9.3,Sleeper (+5 to +15),0.0,0.0,0.0,TBD,backtest
Braelon Allen,RB,2024,134,Wisconsin,52.4,,,0.279,27.9,,66.5,imputed,45.9,Poor (<50),-6.4,Bust Risk (-5 to -15),5.011764705882353,0.0,0.0,TBD,backtest
Isaiah Davis,RB,2024,173,South Dakota St.,43.8,,,,30.0,8.9,88.6,observed,45.7,Poor (<50),1.9,Neutral (-5 to +5),2.7,0.0,0.0,TBD,backtest
Jase McClellan,RB,2024,186,Alabama,41.1,,,0.422,42.2,,66.5,imputed,45.3,Poor (<50),4.2,Neutral (-5 to +5),0.188235294117647,0.0,0.0,TBD,backtest
Dylan Laube,RB,2024,208,New Hampshire,36.7,,,,30.0,8.8,87.8,observed,42.0,Poor (<50),5.3,Sleeper (+5 to +15),-0.1176470588235294,0.0,0.0,TBD,backtest
Bucky Irving,RB,2024,125,Oregon,54.5,,,,30.0,2.2,22.2,observed,41.1,Poor (<50),-13.4,Bust Risk (-5 to -15),15.33529411764706,1.0,1.0,TBD,backtest
Keilan Robinson,RB,2024,167,Texas,45.1,,,0.118,11.8,7.3,73.2,observed,37.6,Poor (<50),-7.4,Bust Risk (-5 to -15),0.0,0.0,0.0,TBD,backtest
Carnell Tate,WR,2026,4,Ohio State,96.7,19.0,90.0,,,,68.9,imputed,90.2,Elite (90+),-6.5,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Jordyn Tyson,WR,2026,7,Arizona State,94.4,20.0,75.0,,,,68.9,imputed,83.8,Great (80-89),-10.6,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Kevin Concepcion,WR,2026,27,Texas A&M,83.9,19.0,90.0,,,,68.9,imputed,83.8,Great (80-89),-0.1,Neutral (-5 to +5),,,,TBD,prospect_2026
Makai Lemon,WR,2026,16,USC,89.0,20.0,75.0,,,,68.9,imputed,81.1,Great (80-89),-7.9,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Zachariah Branch,WR,2026,47,Georgia,76.3,19.0,90.0,,,,68.9,imputed,80.0,Good (70-79),3.7,Neutral (-5 to +5),,,,TBD,prospect_2026
Denzel Boston,WR,2026,24,Washington,85.2,20.0,75.0,,,,68.9,imputed,79.2,Good (70-79),-6.0,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Jeremiyah Love,RB,2026,10,Notre Dame,92.4,,,,61.9,,66.5,imputed,77.8,Good (70-79),-14.6,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Germie Bernard,WR,2026,52,Alabama,74.6,20.0,75.0,,,,68.9,imputed,73.9,Good (70-79),-0.7,Neutral (-5 to +5),,,,TBD,prospect_2026
Ja'Kobi Lane,WR,2026,65,USC,70.5,20.0,75.0,,,,68.9,imputed,71.8,Good (70-79),1.4,Neutral (-5 to +5),,,,TBD,prospect_2026
Chris Bell,WR,2026,43,Louisville,77.7,21.0,60.0,,,,68.9,imputed,70.2,Good (70-79),-7.5,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Elijah Sarratt,WR,2026,44,Indiana,77.3,21.0,60.0,,,,68.9,imputed,70.0,Good (70-79),-7.3,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Chris Brazzell,WR,2026,53,Tennessee,74.3,21.0,60.0,,,,68.9,imputed,68.5,Average (60-69),-5.8,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Jonah Coleman,RB,2026,56,Washington,73.3,,,,56.6,,66.5,imputed,66.4,Average (60-69),-6.9,Bust Risk (-5 to -15),,,,TBD,prospect_2026
C.J. Daniels,WR,2026,112,Miami,57.7,20.0,75.0,,,,68.9,imputed,65.4,Average (60-69),7.8,Sleeper (+5 to +15),,,,TBD,prospect_2026
Emmett Johnson,RB,2026,83,Nebraska,65.2,,,,63.9,,66.5,imputed,65.0,Average (60-69),-0.3,Neutral (-5 to +5),,,,TBD,prospect_2026
Omar Cooper Jr.,WR,2026,76,Indiana,67.2,21.0,60.0,,,,68.9,imputed,64.9,Average (60-69),-2.3,Neutral (-5 to +5),,,,TBD,prospect_2026
Deion Burks,WR,2026,121,Oklahoma,55.5,20.0,75.0,,,,68.9,imputed,64.3,Average (60-69),8.9,Sleeper (+5 to +15),,,,TBD,prospect_2026
Antonio Williams,WR,2026,85,Clemson,64.7,21.0,60.0,,,,68.9,imputed,63.7,Average (60-69),-1.0,Neutral (-5 to +5),,,,TBD,prospect_2026
Skyler Bell,WR,2026,88,UConn,63.9,21.0,60.0,,,,68.9,imputed,63.3,Average (60-69),-0.6,Neutral (-5 to +5),,,,TBD,prospect_2026
Malachi Fields,WR,2026,89,Notre Dame,63.6,21.0,60.0,,,,68.9,imputed,63.1,Average (60-69),-0.5,Neutral (-5 to +5),,,,TBD,prospect_2026
Noah Thomas,WR,2026,196,Georgia,39.1,19.0,90.0,,,,68.9,imputed,61.4,Average (60-69),22.3,Big Sleeper (+15),,,,TBD,prospect_2026
Brenen Thompson,WR,2026,113,Mississippi State,57.4,21.0,60.0,,,,68.9,imputed,60.0,Average (60-69),2.6,Neutral (-5 to +5),,,,TBD,prospect_2026
Kevin Coleman Jr.,WR,2026,162,Missouri,46.2,20.0,75.0,,,,68.9,imputed,59.7,Below Avg (50-59),13.5,Sleeper (+5 to +15),,,,TBD,prospect_2026
Amare Thomas,WR,2026,250,Houston,28.8,18.0,100.0,,,,68.9,imputed,59.7,Below Avg (50-59),30.9,Big Sleeper (+15),,,,TBD,prospect_2026
Ted Hurst,WR,2026,132,Georgia State,52.9,21.0,60.0,,,,68.9,imputed,57.8,Below Avg (50-59),4.9,Neutral (-5 to +5),,,,TBD,prospect_2026
De'Zhaun Stribling,WR,2026,186,Ole Miss,41.1,20.0,75.0,,,,68.9,imputed,57.1,Below Avg (50-59),16.0,Big Sleeper (+15),,,,TBD,prospect_2026
Keelan Marion,WR,2026,193,Miami,39.7,20.0,75.0,,,,68.9,imputed,56.4,Below Avg (50-59),16.7,Big Sleeper (+15),,,,TBD,prospect_2026
Jaden Greathouse,WR,2026,250,Notre Dame,28.8,19.0,90.0,,,,68.9,imputed,56.2,Below Avg (50-59),27.4,Big Sleeper (+15),,,,TBD,prospect_2026
Barion Brown,WR,2026,250,LSU,28.8,19.0,90.0,,,,68.9,imputed,56.2,Below Avg (50-59),27.4,Big Sleeper (+15),,,,TBD,prospect_2026
Shelton Sampson Jr.,WR,2026,250,Louisiana,28.8,19.0,90.0,,,,68.9,imputed,56.2,Below Avg (50-59),27.4,Big Sleeper (+15),,,,TBD,prospect_2026
Aaron Anderson,WR,2026,199,LSU,38.5,20.0,75.0,,,,68.9,imputed,55.8,Below Avg (50-59),17.3,Big Sleeper (+15),,,,TBD,prospect_2026
Bryce Lance,WR,2026,150,North Dakota State,48.8,21.0,60.0,,,,68.9,imputed,55.7,Below Avg (50-59),6.9,Sleeper (+5 to +15),,,,TBD,prospect_2026
