player_name,draft_year,nfl_ppg,hit24,college_seasons,final_rec_yards,final_team_att,final_ratio,best_ratio,career_avg_ratio,multi_season_data,final_season_year,best_season_year,best_same_as_final,final_production,best_production,career_production
Alex Collins,2016,10.058823529411764,1,2,95.0,374.0,0.2540106951871658,0.2540106951871658,0.2316565103842806,True,2015.0,2015.0,True,14.514896867838045,14.514896867838045,13.237514879101749
Keenan Reynolds,2016,0.0,0,1,47.0,122.0,0.38524590163934425,0.38524590163934425,0.38524590163934425,False,,,,22.014051522248245,22.014051522248245,22.014051522248245
Kelvin Taylor,2016,0.0,0,2,150.0,405.0,0.37037037037037035,0.37037037037037035,0.24467071573180899,True,2015.0,2015.0,True,21.164021164021165,21.164021164021165,13.981183756103372
Darius Jackson,2016,0.0941176470588235,0,2,201.0,409.0,0.49144254278728605,0.49144254278728605,0.28441174758411925,True,2015.0,2015.0,True,28.082431016416344,28.082431016416344,16.25209986194967
Dwayne Washington,2016,2.864705882352941,0,1,315.0,396.0,0.7954545454545454,0.7954545454545454,0.7954545454545454,False,,,,45.45454545454545,45.45454545454545,45.45454545454545
Daniel Lasco,2016,0.3705882352941176,0,2,24.0,550.0,0.04363636363636364,0.12540192926045016,0.0845191464484069,True,2015.0,2013.0,False,2.493506493506494,7.165824529168581,4.829665511337537
Keith Marshall,2016,0.0,0,1,28.0,327.0,0.0856269113149847,0.0856269113149847,0.0856269113149847,False,,,,4.892966360856269,4.892966360856269,4.892966360856269
Zac Brooks,2016,0.0,0,3,74.0,528.0,0.14015151515151514,0.16835699797160245,0.10916528496508981,True,2015.0,2013.0,False,8.008658008658008,9.620399884091569,6.238016283719418
Leonard Fournette,2017,17.04705882352941,1,1,209.0,278.0,0.7517985611510791,0.7517985611510791,0.7517985611510791,False,2015.0,2015.0,True,42.959917780061666,42.959917780061666,42.959917780061666
Christian McCaffrey,2017,28.25294117647059,1,1,540.0,318.0,1.6981132075471699,1.6981132075471699,1.6981132075471699,False,2015.0,2015.0,True,97.03504043126684,97.03504043126684,97.03504043126684
Dalvin Cook,2017,19.87058823529412,1,1,218.0,419.0,0.5202863961813843,0.5202863961813843,0.5202863961813843,False,2015.0,2015.0,True,29.730651210364815,29.730651210364815,29.730651210364815
Joe Mixon,2017,20.51764705882353,1,1,345.0,439.0,0.785876993166287,0.785876993166287,0.785876993166287,False,2015.0,2015.0,True,44.90725675235926,44.90725675235926,44.90725675235926
Alvin Kamara,2017,24.170588235294115,1,1,272.0,371.0,0.7331536388140162,0.7331536388140162,0.7331536388140162,False,2015.0,2015.0,True,41.894493646515215,41.894493646515215,41.894493646515215
Kareem Hunt,2017,18.17058823529412,1,2,39.0,411.0,0.0948905109489051,0.1883656509695291,0.14162808095921708,True,2015.0,2013.0,False,5.422314911366006,10.763751483973092,8.093033197669547
D'Onta Foreman,2017,7.705882352941177,0,1,64.0,252.0,0.25396825396825395,0.25396825396825395,0.25396825396825395,False,2015.0,2015.0,True,14.512471655328797,14.512471655328797,14.512471655328797
James Conner,2017,16.470588235294116,1,2,7.0,343.0,0.02040816326530612,0.08229426433915212,0.051351213802229116,True,2015.0,2013.0,False,1.1661807580174928,4.702529390808692,2.934355074413092
Samaje Perine,2017,9.729411764705883,0,1,84.0,439.0,0.19134396355353075,0.19134396355353075,0.19134396355353075,False,2015.0,2015.0,True,10.933940774487471,10.933940774487471,10.933940774487471
Tarik Cohen,2017,13.858823529411763,1,0,,,,,,False,,,,,,
Joe Williams,2017,0.0,0,1,62.0,352.0,0.17613636363636365,0.17613636363636365,0.17613636363636365,False,2015.0,2015.0,True,10.064935064935066,10.064935064935066,10.064935064935066
Donnel Pumphrey,2017,0.0,0,2,397.0,252.0,1.5753968253968254,1.5753968253968254,1.0409451659451658,True,2015.0,2015.0,True,90.02267573696145,90.02267573696145,59.48258091115234
Jamaal Williams,2017,13.288235294117648,1,2,125.0,447.0,0.2796420581655481,0.5783132530120482,0.42897765558879813,True,2013.0,2012.0,False,15.979546180888462,33.04647160068846,24.513008890788463
Wayne Gallman,2017,8.035294117647059,0,1,152.0,528.0,0.2878787878787879,0.2878787878787879,0.2878787878787879,False,2015.0,2015.0,True,16.450216450216452,16.450216450216452,16.450216450216452
Marlon Mack,2017,12.123529411764707,1,1,111.0,301.0,0.3687707641196013,0.3687707641196013,0.3687707641196013,False,2015.0,2015.0,True,21.07261509254865,21.07261509254865,21.07261509254865
Brian Hill,2017,5.611764705882353,0,1,132.0,308.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,False,2015.0,2015.0,True,24.489795918367346,24.489795918367346,24.489795918367346
Jeremy McNichols,2017,4.329411764705883,0,1,364.0,526.0,0.6920152091254753,0.6920152091254753,0.6920152091254753,False,2015.0,2015.0,True,39.54372623574145,39.54372623574145,39.54372623574145
T.J. Logan,2017,0.6411764705882353,0,1,244.0,458.0,0.5327510917030568,0.5327510917030568,0.5327510917030568,False,,,,30.442919525888957,30.442919525888957,30.442919525888957
Aaron Jones,2017,21.15882352941177,1,2,106.0,386.0,0.27461139896373055,0.27461139896373055,0.16127830222159129,True,2015.0,2015.0,True,15.692079940784604,15.692079940784604,9.215902984090931
Elijah McGuire,2017,5.052941176470589,0,2,293.0,386.0,0.7590673575129534,0.9090909090909091,0.8340791333019313,True,2015.0,2013.0,False,43.37527757216877,51.94805194805195,47.661664760110355
De'Angelo Henderson,2017,0.0,0,1,,,,,,False,,,,,,
Brandon Wilson,2017,0.0,0,1,52.0,523.0,0.0994263862332696,0.0994263862332696,0.0994263862332696,False,,,,5.681507784758263,5.681507784758263,5.681507784758263
Devante Mays,2017,0.0647058823529411,0,1,9.0,403.0,0.022332506203473945,0.022332506203473945,0.022332506203473945,False,2015.0,2015.0,True,1.2761432116270826,1.2761432116270826,1.2761432116270826
Khalfani Muhammad,2017,0.0,0,2,189.0,550.0,0.34363636363636363,0.34363636363636363,0.32213972522654194,True,2015.0,2015.0,True,19.636363636363633,19.636363636363633,18.40798429865954
Elijah Hood,2017,0.0,0,1,142.0,458.0,0.31004366812227074,0.31004366812227074,0.31004366812227074,False,,,,17.71678103555833,17.71678103555833,17.71678103555833
Chris Carson,2017,13.682352941176472,1,1,111.0,517.0,0.21470019342359767,0.21470019342359767,0.21470019342359767,False,2015.0,2015.0,True,12.268582481348437,12.268582481348437,12.268582481348437
Matthew Dayes,2017,0.0,0,2,172.0,413.0,0.41646489104116224,0.41646489104116224,0.4112840887130694,True,2015.0,2015.0,True,23.7979937737807,23.7979937737807,23.501947926461106
Saquon Barkley,2018,26.80588235294117,1,1,148.0,404.0,0.36633663366336633,0.36633663366336633,0.36633663366336633,False,2015.0,2015.0,True,20.933521923620933,20.933521923620933,20.933521923620933
Rashaad Penny,2018,7.158823529411765,0,1,120.0,252.0,0.47619047619047616,0.47619047619047616,0.47619047619047616,False,2015.0,2015.0,True,27.210884353741495,27.210884353741495,27.210884353741495
Sony Michel,2018,12.388235294117647,1,1,96.0,305.0,0.31475409836065577,0.31475409836065577,0.31475409836065577,False,,,,17.98594847775176,17.98594847775176,17.98594847775176
Nick Chubb,2018,16.552941176470586,1,1,30.0,305.0,0.09836065573770492,0.09836065573770492,0.09836065573770492,False,,,,5.620608899297424,5.620608899297424,5.620608899297424
Ronald Jones II,2018,0.0,0,1,187.0,491.0,0.38085539714867617,0.38085539714867617,0.38085539714867617,False,,,,21.763165551352923,21.763165551352923,21.763165551352923
Kerryon Johnson,2018,8.200000000000001,0,1,122.0,306.0,0.39869281045751637,0.39869281045751637,0.39869281045751637,False,2015.0,2015.0,True,22.782446311858077,22.782446311858077,22.782446311858077
Derrius Guice,2018,3.3764705882352946,0,1,14.0,278.0,0.050359712230215826,0.050359712230215826,0.050359712230215826,False,2015.0,2015.0,True,2.8776978417266186,2.8776978417266186,2.8776978417266186
Royce Freeman,2018,8.364705882352942,0,1,325.0,375.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,False,2015.0,2015.0,True,49.523809523809526,49.523809523809526,49.523809523809526
Nyheim Hines,2018,9.605882352941178,0,1,256.0,413.0,0.6198547215496368,0.6198547215496368,0.6198547215496368,False,2015.0,2015.0,True,35.42026980283639,35.42026980283639,35.42026980283639
Mark Walton,2018,0.0,0,1,236.0,449.0,0.5256124721603563,0.5256124721603563,0.5256124721603563,False,2015.0,2015.0,True,30.03499840916322,30.03499840916322,30.03499840916322
Ito Smith,2018,5.747058823529412,0,1,493.0,531.0,0.928436911487759,0.928436911487759,0.928436911487759,False,2015.0,2015.0,True,53.053537799300514,53.053537799300514,53.053537799300514
Kalen Ballage,2018,5.523529411764706,0,1,41.0,534.0,0.07677902621722846,0.07677902621722846,0.07677902621722846,False,2015.0,2015.0,True,4.387372926698769,4.387372926698769,4.387372926698769
Chase Edmonds,2018,9.882352941176473,0,0,,,,,,False,,,,,,
Jordan Wilkins,2018,3.605882352941177,0,1,30.0,489.0,0.06134969325153374,0.06134969325153374,0.06134969325153374,False,2015.0,2015.0,True,3.5056967572304996,3.5056967572304996,3.5056967572304996
John Kelly,2018,0.7117647058823531,0,0,,,,,,False,,,,,,
Boston Scott,2018,6.417647058823529,0,1,1.0,479.0,0.0020876826722338203,0.0020876826722338203,0.0020876826722338203,False,2015.0,2015.0,True,0.11929615269907544,0.11929615269907544,0.11929615269907544
Trenton Cannon,2018,2.864705882352941,0,1,,,,,,False,,,,,,
David Williams,2018,0.0,0,1,93.0,351.0,0.26495726495726496,0.26495726495726496,0.26495726495726496,False,2015.0,2015.0,True,15.140415140415142,15.140415140415142,15.140415140415142
Bo Scarbrough,2018,2.541176470588236,0,0,,,,,,False,,,,,,
Nick Bawden,2018,0.0,0,1,103.0,252.0,0.4087301587301587,0.4087301587301587,0.4087301587301587,False,,,,23.356009070294785,23.356009070294785,23.356009070294785
Justin Jackson,2018,5.070588235294117,0,1,147.0,352.0,0.41761363636363635,0.41761363636363635,0.41761363636363635,False,2015.0,2015.0,True,23.863636363636363,23.863636363636363,23.863636363636363
Josh Jacobs,2019,19.31176470588236,1,1,171.0,438.0,0.3904109589041096,0.3904109589041096,0.3904109589041096,False,2018.0,2018.0,True,22.309197651663403,22.309197651663403,22.309197651663403
Miles Sanders,2019,14.4,1,1,132.0,379.0,0.3482849604221636,0.3482849604221636,0.3482849604221636,False,2018.0,2018.0,True,19.901997738409346,19.901997738409346,19.901997738409346
Darrell Henderson,2019,10.08235294117647,0,1,295.0,413.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,False,2018.0,2018.0,True,40.816326530612244,40.816326530612244,40.816326530612244
David Montgomery,2019,15.758823529411767,1,1,102.0,363.0,0.2809917355371901,0.2809917355371901,0.2809917355371901,False,2018.0,2018.0,True,16.05667060212515,16.05667060212515,16.05667060212515
Devin Singletary,2019,13.958823529411765,1,1,36.0,364.0,0.0989010989010989,0.0989010989010989,0.0989010989010989,False,2018.0,2018.0,True,5.651491365777081,5.651491365777081,5.651491365777081
Damien Harris,2019,12.63529411764706,1,2,176.0,438.0,0.4018264840182648,0.4018264840182648,0.21548723304052253,True,2018.0,2018.0,True,22.961513372472275,22.961513372472275,12.313556173744145
Alexander Mattison,2019,8.08235294117647,0,1,173.0,460.0,0.3760869565217391,0.3760869565217391,0.3760869565217391,False,2018.0,2018.0,True,21.490683229813666,21.490683229813666,21.490683229813666
Bryce Love,2019,0.0,0,2,99.0,423.0,0.23404255319148937,0.779874213836478,0.5069583835139837,True,2018.0,2015.0,False,13.373860182370821,44.56424079065589,28.969050486513357
Justice Hill,2019,8.664705882352942,0,1,68.0,491.0,0.1384928716904277,0.1384928716904277,0.1384928716904277,False,2018.0,2018.0,True,7.913878382310155,7.913878382310155,7.913878382310155
Benny Snell Jr.,2019,0.0,0,1,105.0,295.0,0.3559322033898305,0.3559322033898305,0.3559322033898305,False,2018.0,2018.0,True,20.338983050847457,20.338983050847457,20.338983050847457
Tony Pollard,2019,15.647058823529411,1,1,444.0,413.0,1.0750605326876512,1.0750605326876512,1.0750605326876512,False,2018.0,2018.0,True,61.43203043929436,61.43203043929436,61.43203043929436
Ryquell Armstead,2019,3.011764705882353,0,2,52.0,443.0,0.11738148984198646,0.11738148984198646,0.06666341006905702,True,2018.0,2018.0,True,6.7075137052563685,6.7075137052563685,3.8093377182318298
Qadree Ollison,2019,1.8058823529411765,0,2,66.0,315.0,0.20952380952380953,0.20952380952380953,0.19659863945578232,True,2018.0,2018.0,True,11.97278911564626,11.97278911564626,11.234207968901845
Jordan Scarlett,2019,0.0529411764705882,0,2,84.0,364.0,0.23076923076923078,0.23076923076923078,0.11661918328584996,True,2018.0,2018.0,True,13.186813186813186,13.186813186813186,6.663953330619997
Trayveon Williams,2019,1.2764705882352942,0,1,277.0,439.0,0.6309794988610479,0.6309794988610479,0.6309794988610479,False,2018.0,2018.0,True,36.055971363488446,36.055971363488446,36.055971363488446
Ty Johnson,2019,6.882352941176471,0,2,22.0,241.0,0.0912863070539419,0.0912863070539419,0.08440284344945156,True,2018.0,2018.0,True,5.216360403082395,5.216360403082395,4.823019625682947
Dexter Williams,2019,0.0647058823529411,0,1,104.0,418.0,0.24880382775119617,0.24880382775119617,0.24880382775119617,False,2018.0,2018.0,True,14.217361585782639,14.217361585782639,14.217361585782639
Travis Homer,2019,3.282352941176471,0,1,172.0,355.0,0.48450704225352115,0.48450704225352115,0.48450704225352115,False,2018.0,2018.0,True,27.686116700201207,27.686116700201207,27.686116700201207
Rodney Anderson,2019,0.0,0,0,,,,,,False,,,,,,
Darwin Thompson,2019,1.9529411764705884,0,1,336.0,464.0,0.7241379310344828,0.7241379310344828,0.7241379310344828,False,2018.0,2018.0,True,41.37931034482758,41.37931034482758,41.37931034482758
Mike Weber,2019,0.0,0,1,104.0,559.0,0.18604651162790697,0.18604651162790697,0.18604651162790697,False,2018.0,2018.0,True,10.631229235880399,10.631229235880399,10.631229235880399
Cullen Gillaspia,2019,0.0,0,1,52.0,439.0,0.11845102505694761,0.11845102505694761,0.11845102505694761,False,,,,6.76863000325415,6.76863000325415,6.76863000325415
Kerrith Whyte Jr,2019,0.0,0,1,160.0,364.0,0.43956043956043955,0.43956043956043955,0.43956043956043955,False,2018.0,2018.0,True,25.11773940345369,25.11773940345369,25.11773940345369
Chandler Cox,2019,0.0,0,1,81.0,382.0,0.21204188481675393,0.21204188481675393,0.21204188481675393,False,,,,12.116679132385938,12.116679132385938,12.116679132385938
Myles Gaskin,2019,10.211764705882352,0,1,77.0,405.0,0.19012345679012346,0.19012345679012346,0.19012345679012346,False,,,,10.864197530864198,10.864197530864198,10.864197530864198
Clyde Edwards-Helaire,2020,11.43529411764706,1,2,399.0,567.0,0.7037037037037037,0.7037037037037037,0.44487510766580535,True,2019.0,2019.0,True,40.21164021164021,40.21164021164021,25.421434723760306
D'Andre Swift,2020,12.617647058823527,1,2,216.0,415.0,0.5204819277108433,0.75,0.6352409638554217,True,2019.0,2018.0,False,29.741824440619617,42.857142857142854,36.29948364888124
Jonathan Taylor,2020,21.947058823529414,1,2,209.0,351.0,0.5954415954415955,0.5954415954415955,0.39640500824711355,True,2019.0,2019.0,True,34.02523402523403,34.02523402523403,22.651714756977917
Cam Akers,2020,8.588235294117647,0,2,225.0,432.0,0.5208333333333334,0.5208333333333334,0.419757326007326,True,2019.0,2019.0,True,29.761904761904763,29.761904761904763,23.986132914704342
J.K. Dobbins,2020,11.43529411764706,1,2,200.0,406.0,0.49261083743842365,0.49261083743842365,0.4681301056601779,True,2019.0,2019.0,True,28.149190710767066,28.149190710767066,26.750291752010163
AJ Dillon,2020,6.91764705882353,0,2,195.0,305.0,0.639344262295082,0.639344262295082,0.3805029916816656,True,2019.0,2019.0,True,36.53395784543326,36.53395784543326,21.743028096095177
Antonio Gibson,2020,13.476470588235296,1,1,735.0,441.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,False,,,,95.23809523809526,95.23809523809526,95.23809523809526
Ke'Shawn Vaughn,2020,2.988235294117647,0,3,270.0,381.0,0.7086614173228346,0.7086614173228346,0.4488674513451492,True,2019.0,2019.0,True,40.49493813273341,40.49493813273341,25.64956864829424
Zack Moss,2020,9.976470588235294,0,2,374.0,321.0,1.1651090342679127,1.1651090342679127,0.6439795785590178,True,2019.0,2019.0,True,66.57765910102358,66.57765910102358,36.7988330605153
Darrynton Evans,2020,1.7647058823529411,0,2,193.0,369.0,0.5230352303523035,0.5230352303523035,0.3978812515397881,True,2019.0,2019.0,True,29.887727448703057,29.887727448703057,22.73607151655932
Joshua Kelley,2020,4.776470588235294,0,2,71.0,426.0,0.16666666666666666,0.48009950248756217,0.3233830845771144,True,2019.0,2018.0,False,9.523809523809522,27.434257285003554,18.47903340440654
La'Mical Perine,2020,3.088235294117647,0,2,219.0,467.0,0.4689507494646681,0.4689507494646681,0.43777207802903734,True,2019.0,2019.0,True,26.797185683695318,26.797185683695318,25.01554731594499
Anthony McFarland Jr.,2020,0.0,0,2,126.0,342.0,0.3684210526315789,0.3684210526315789,0.3356628084734658,True,2019.0,2019.0,True,21.052631578947366,21.052631578947366,19.180731912769478
DeeJay Dallas,2020,3.5352941176470587,0,2,140.0,437.0,0.32036613272311215,0.32036613272311215,0.279901376220711,True,2019.0,2019.0,True,18.30663615560641,18.30663615560641,15.9943643554692
Jason Huntley,2020,0.3,0,2,192.0,446.0,0.4304932735426009,0.8770949720670391,0.6537941228048201,True,2019.0,2018.0,False,24.59961563100577,50.119712689545096,37.35966416027543
Eno Benjamin,2020,5.270588235294119,0,2,347.0,383.0,0.9060052219321149,0.9060052219321149,0.7631291932445384,True,2019.0,2019.0,True,51.77172696754942,51.77172696754942,43.60738247111648
Raymond Calais,2020,0.0,0,2,69.0,412.0,0.16747572815533981,0.19827586206896552,0.18287579511215268,True,2019.0,2018.0,False,9.570041608876561,11.330049261083744,10.450045434980154
Malcolm Perry,2020,1.4529411764705882,0,1,167.0,129.0,1.2945736434108528,1.2945736434108528,1.2945736434108528,False,,,,73.97563676633445,73.97563676633445,73.97563676633445
Najee Harris,2021,17.852941176470587,1,3,316.0,425.0,0.7435294117647059,0.7487684729064039,0.49971573324653434,True,2020.0,2019.0,False,42.4873949579832,42.786769880365945,28.55518475694482
Travis Etienne,2021,16.61176470588235,1,3,524.0,490.0,1.0693877551020408,1.0693877551020408,0.5942674001983262,True,2020.0,2020.0,True,61.10787172011662,61.10787172011662,33.95813715419007
Javonte Williams,2021,12.052941176470588,1,3,305.0,357.0,0.8543417366946778,0.8543417366946778,0.45467159368987625,True,2020.0,2020.0,True,48.819527811124445,48.819527811124445,25.981233925135786
Trey Sermon,2021,3.164705882352941,0,3,34.0,225.0,0.1511111111111111,0.4425,0.2599876057159522,True,2020.0,2018.0,False,8.634920634920634,25.285714285714285,14.856434612340125
Michael Carter,2021,9.08235294117647,0,3,267.0,357.0,0.7478991596638656,0.7478991596638656,0.4786450240340259,True,2020.0,2020.0,True,42.737094837935174,42.737094837935174,27.351144230515764
Kene Nwangwu,2021,0.6470588235294118,0,3,22.0,372.0,0.05913978494623656,0.05913978494623656,0.03532391362303386,True,2020.0,2020.0,True,3.3794162826420893,3.3794162826420893,2.018509349887649
Rhamondre Stevenson,2021,14.65294117647059,1,2,211.0,362.0,0.5828729281767956,0.5828729281767956,0.4056096924348545,True,2020.0,2020.0,True,33.30702446724546,33.30702446724546,23.177696710563115
Chuba Hubbard,2021,14.211764705882352,1,3,52.0,340.0,0.15294117647058825,0.505524861878453,0.3498349116289065,True,2020.0,2019.0,False,8.739495798319329,28.88713496448303,19.990566378794657
Kenneth Gainwell,2021,8.229411764705883,0,2,532.0,441.0,1.2063492063492063,1.2063492063492063,0.6661285983319881,True,2019.0,2019.0,True,68.93424036281179,68.93424036281179,38.06449133325646
Elijah Mitchell,2021,11.8,1,3,108.0,308.0,0.35064935064935066,0.9827586206896551,0.5011036279867883,True,2020.0,2018.0,False,20.037105751391465,56.15763546798029,28.63449302781647
Gary Brightwell,2021,1.7647058823529411,0,3,58.0,188.0,0.30851063829787234,0.30851063829787234,0.15715243720826302,True,2020.0,2020.0,True,17.62917933130699,17.62917933130699,8.980139269043601
Larry Rountree,2021,0.9176470588235296,0,3,100.0,363.0,0.27548209366391185,0.27548209366391185,0.19749090184765047,True,2020.0,2020.0,True,15.741833923652106,15.741833923652106,11.285194391294313
Chris Evans,2021,3.0823529411764707,0,2,87.0,213.0,0.4084507042253521,0.4176470588235294,0.41304888152444075,True,2020.0,2018.0,False,23.340040241448694,23.865546218487395,23.60279322996804
Demetric Felton,2021,2.9705882352941178,0,3,159.0,200.0,0.795,1.3943661971830985,0.9014305234391422,True,2020.0,2019.0,False,45.42857142857143,79.67806841046277,51.51031562509384
Khalil Herbert,2021,6.929411764705883,0,3,179.0,253.0,0.7075098814229249,0.7075098814229249,0.26805860951896515,True,2020.0,2020.0,True,40.42913608131,40.42913608131,15.317634829655152
Jake Funk,2021,0.188235294117647,0,3,68.0,157.0,0.43312101910828027,0.43312101910828027,0.16550071840423947,True,2020.0,2020.0,True,24.749772520473158,24.749772520473158,9.457183908813684
Gerrid Doaks,2021,0.0,0,2,202.0,295.0,0.6847457627118644,0.6847457627118644,0.43521107764240435,True,2020.0,2020.0,True,39.12832929782082,39.12832929782082,24.86920443670882
Kylin Hill,2021,0.2294117647058823,0,3,237.0,557.0,0.4254937163375224,0.5523809523809524,0.5003648276533204,True,2020.0,2019.0,False,24.313926647858427,31.56462585034014,28.59227586590402
Jermar Jefferson,2021,1.5117647058823531,0,3,67.0,233.0,0.2875536480686695,0.34186046511627904,0.27726502185530033,True,2020.0,2018.0,False,16.4316370324954,19.53488372093023,15.843715534588592
Breece Hall,2022,17.08823529411765,1,3,302.0,446.0,0.6771300448430493,0.6771300448430493,0.5206017475227002,True,2021.0,2021.0,True,38.69314541960282,38.69314541960282,29.748671287011437
Kenneth Walker III,2022,11.729411764705883,1,3,89.0,400.0,0.2225,0.2225,0.11708571199303024,True,2021.0,2021.0,True,12.714285714285714,12.714285714285714,6.6906121138874415
James Cook,2022,19.076470588235296,1,4,157.0,407.0,0.3857493857493858,0.7352941176470589,0.42227894813826783,True,2021.0,2020.0,False,22.042822042822046,42.016806722689076,24.130225607901018
