player_name,position,draft_year,pick,college,dc_score,production_score,ras_raw,ras_score,slap_score,slap_tier,best_season_ppg,hit24,hit12,rank
Amari Rodgers,WR,2021,85,Clemson,64.69048249230454,60.0,5.35,48.5,63.411910118458856,Average,2.5352941176470587,0.0,0.0,191
Tyjae Spears,RB,2023,81,Tulane,65.80076958583709,39.394898856640275,7.51,70.1,63.37514403362555,Average,9.047058823529412,0.0,0.0,192
Emmett Johnson,RB,2026,83,Nebraska,65.24308414300828,45.0,,66.49597701149425,63.28142037213175,Average,,,,193
Kendre Miller,RB,2023,71,TCU,68.67193564014815,15.279882525697502,,66.49597701149425,63.22393239727039,Average,2.547058823529412,0.0,0.0,194
Duke Johnson,RB,2015,77,Miami (FL),66.9320986936365,29.972050678627106,6.98,64.80000000000001,63.12948895745374,Average,12.711764705882352,1.0,0.0,195
Michael Gallup,WR,2018,81,Colorado St.,65.80076958583709,45.0,5.87,53.7,63.11565414796153,Average,12.511764705882353,0.0,0.0,196
Zack Moss,RB,2020,86,Utah,64.41603636571921,71.99999999999999,2.8,23.0,63.10363091086132,Average,9.976470588235294,0.0,0.0,197
Javon Baker,WR,2024,110,Central Florida,58.15392954892286,100.0,7.84,73.4,63.10084011658443,Average,0.12941176470588237,0.0,0.0,198
Devin Duvernay,WR,2020,92,Texas,62.79411750331776,60.0,7.86,73.60000000000001,63.054999877820094,Average,6.476470588235294,0.0,0.0,199
Troy Franklin,WR,2024,102,Oregon,60.177557959621616,75.0,9.02,85.19999999999999,62.91092426567837,Average,4.735294117647059,0.0,0.0,200
Malcolm Mitchell,WR,2016,112,Georgia,57.65686444404836,100.0,8.08,75.8,62.798334777441106,Average,6.5058823529411764,0.0,0.0,201
Anthony Schwartz,WR,2021,91,Auburn,63.061580711070775,60.0,6.89,63.89999999999999,62.79734360441016,Average,1.964705882352941,0.0,0.0,202
Kareem Hunt,RB,2017,86,Toledo,64.41603636571921,56.34718000675447,5.15,46.50000000000001,62.71334891153678,Average,18.17058823529412,1.0,1.0,203
Kenny Golladay,WR,2017,96,Northern Illinois,61.73512832043268,60.0,8.94,84.4,62.69485907236778,Average,14.588235294117647,1.0,1.0,204
David Montgomery,RB,2019,73,Iowa St.,68.08599462283559,24.539944903581265,5.15,46.50000000000001,62.65208991976838,Average,15.758823529411767,1.0,1.0,205
DaeSean Hamilton,WR,2018,113,Penn St.,57.409597693011136,100.0,8.09,75.9,62.59315803905947,Average,3.9,0.0,0.0,206
David Bell,WR,2022,99,Purdue,60.95185845795279,90.0,3.98,34.8,62.54907968925987,Average,3.652941176470588,0.0,0.0,207
Ke'Shawn Vaughn,RB,2020,76,Illinois,67.21839332711826,29.972050678627106,5.17,46.7,62.46783939591323,Average,2.988235294117647,0.0,0.0,208
David Johnson,RB,2015,86,Northern Iowa,64.41603636571921,29.972050678627106,9.84,93.4,62.420835978724035,Average,23.988235294117647,1.0,1.0,209
Miles Boykin,WR,2019,93,Notre Dame,62.52775678229379,45.0,9.94,94.39999999999999,62.36859326494972,Average,4.388235294117647,0.0,0.0,210
C.J. Prosise,RB,2016,90,Notre Dame,63.33016316021118,47.00952380952381,8.07,75.7,62.31659106713188,Average,3.588235294117647,0.0,0.0,211
Josh Reynolds,WR,2017,117,Texas A&M,56.42873272246869,100.0,9.1,86.0,62.26442281409838,Average,9.176470588235293,0.0,0.0,212
De'Von Achane,RB,2023,84,Texas A&M,64.96615833500175,31.80981610035318,,66.49597701149425,61.72701504536151,Average,11.570588235294116,1.0,0.0,213
Tank Bigsby,RB,2023,88,Auburn,63.870755038336846,33.828076685219536,8.32,78.2,61.58294945110828,Average,7.588235294117647,0.0,0.0,214
Devontez Walker,WR,2024,113,North Carolina,57.409597693011136,79.73509933774834,9.76,92.6,61.401667972834304,Average,0.5352941176470588,0.0,0.0,215
Amon-Ra St. Brown,WR,2021,112,USC,57.65686444404836,90.0,7.13,66.3,61.323334777441104,Average,22.735294117647058,1.0,1.0,216
Trey Sermon,RB,2021,88,Ohio St.,63.870755038336846,23.91111111111111,9.67,91.69999999999999,61.26625289369743,Average,3.164705882352941,0.0,0.0,217
Justin Hardy,WR,2015,107,East Carolina,58.906016650653214,90.0,4.87,43.7,61.25511415305523,Average,4.064705882352941,0.0,0.0,218
Blake Corum,RB,2024,83,Michigan,65.24308414300828,15.929982851866509,8.29,77.89999999999999,60.94461980674369,Average,1.9705882352941173,0.0,0.0,219
MarShawn Lloyd,RB,2024,88,USC,63.870755038336846,25.788575560376,8.62,81.19999999999999,60.92899933862392,Average,0.1647058823529411,0.0,0.0,220
Tre Tucker,WR,2023,100,Cincinnati,60.69278011001499,60.0,7.16,66.6,60.91886309351274,Average,7.605882352941177,0.0,0.0,221
Antonio Callaway,WR,2018,105,Florida,59.41186469623246,75.0,6.2,57.0,60.850084991797594,Average,7.782352941176471,0.0,0.0,222
Amara Darboh,WR,2017,106,Michigan,59.158487311545166,60.0,9.6,91.0,60.83471421481339,Average,0.888235294117647,0.0,0.0,223
Dez Fitzpatrick,WR,2021,109,Louisville,58.40374906189059,75.0,,68.94822695035461,60.59059805012473,Average,0.9352941176470588,0.0,0.0,224
Ricardo Louis,WR,2016,114,Auburn,57.16316107479519,75.0,9.23,87.30000000000001,60.453686913575915,Average,3.6882352941176473,0.0,0.0,225
Darrynton Evans,RB,2020,93,Appalachian St.,62.52775678229379,29.972050678627106,9.11,86.1,60.45079833281243,Average,1.7647058823529411,0.0,0.0,226
Damien Harris,RB,2019,87,Alabama,64.14280026523261,26.572733202870186,6.36,58.6,60.10865354573473,Average,12.63529411764706,1.0,0.0,227
C.J. Daniels,WR,2026,112,Miami,57.65686444404836,75.0,,68.94822695035461,59.955746124958836,Below Avg,,,,228
Hakeem Butler,WR,2019,103,Iowa St.,59.92138766628686,45.0,9.47,89.70000000000002,59.918179516343834,Below Avg,0.0,0.0,0.0,229
Jamison Crowder,WR,2015,105,Duke,59.41186469623246,90.0,1.31,8.100000000000009,59.905084991797594,Below Avg,11.629411764705882,0.0,0.0,230
Gary Jennings Jr,WR,2019,120,West Virginia,55.70142651358927,90.0,,68.94822695035461,59.79362388406861,Below Avg,0.0,0.0,0.0,231
Danny Gray,WR,2022,105,SMU,59.41186469623246,60.0,6.76,62.599999999999994,59.630084991797595,Below Avg,0.17058823529411765,0.0,0.0,232
Josh Malone,WR,2017,128,Tennessee,53.79494679154125,100.0,7.03,65.3,58.99070477281006,Below Avg,1.088235294117647,0.0,0.0,233
Demarcus Robinson,WR,2016,126,Florida,54.26721625603232,100.0,5.86,53.6,58.807133817627474,Below Avg,8.070588235294117,0.0,0.0,234
D'Onta Foreman,RB,2017,89,Texas,63.59988204942709,10.643212508884153,7.82,73.2,58.78422099290144,Below Avg,7.705882352941177,0.0,0.0,235
Pharoh Cooper,WR,2016,117,South Carolina,56.42873272246869,100.0,2.06,15.600000000000001,58.744422814098385,Below Avg,3.264705882352941,0.0,0.0,236
J'Mon Moore,WR,2018,133,Missouri,52.626376413965254,100.0,8.43,79.3,58.69741995187046,Below Avg,0.20588235294117646,0.0,0.0,237
Devin Singletary,RB,2019,74,Florida Atlantic,67.79531439030325,4.142333856619571,1.65,11.5,58.61525061741972,Below Avg,13.958823529411765,1.0,1.0,238
Jaleel Scott,WR,2018,132,New Mexico St.,52.85873645151093,100.0,7.6,71.0,58.479925983784284,Below Avg,0.15294117647058825,0.0,0.0,239
Brenen Thompson,WR,2026,113,Mississippi State,57.409597693011136,60.0,,68.94822695035461,58.245569386577195,Below Avg,,,,240
Deion Burks,WR,2026,121,Oklahoma,55.46053111366024,75.0,,68.94822695035461,58.08886279412893,Below Avg,,,,241
Keke Coutee,WR,2018,103,Texas Tech,59.92138766628686,45.0,5.64,51.4,58.003179516343835,Below Avg,5.335294117647059,0.0,0.0,242
James Conner,RB,2017,105,Pittsburgh,59.41186469623246,55.086419753086425,4.33,38.3,57.923726967106234,Below Avg,16.470588235294116,1.0,1.0,243
Brian Robinson Jr.,RB,2022,98,Alabama,61.21193317920564,26.621432741222577,6.58,60.8,57.732286476447044,Below Avg,0.0,0.0,0.0,244
Dede Westbrook,WR,2017,110,Oklahoma,58.15392954892286,60.0,4.84,43.4,57.60084011658443,Below Avg,10.323529411764707,0.0,0.0,245
Romeo Doubs,WR,2022,132,Nevada,52.85873645151093,90.0,,68.94822695035461,57.377337331302016,Below Avg,12.576470588235296,0.0,0.0,246
Michael Carter,RB,2021,107,North Carolina,58.906016650653214,43.82392957182873,6.2,57.0,57.3025071102381,Below Avg,9.08235294117647,0.0,0.0,247
Mack Hollins,WR,2017,118,North Carolina,56.18551835350469,60.0,,68.94822695035461,57.20510194799672,Below Avg,9.058823529411764,0.0,0.0,248
Justin Watson,WR,2018,144,Pennsylvania,50.1127276424061,100.0,9.61,91.1,57.15081849604518,Below Avg,6.117647058823529,0.0,0.0,249
Riley Ridley,WR,2019,126,Georgia,54.26721625603232,90.0,4.53,40.300000000000004,57.142133817627474,Below Avg,0.7941176470588235,0.0,0.0,250
Erik Ezukanma,WR,2022,125,Texas Tech,54.50441856810307,75.0,7.03,65.3,57.093755782887605,Below Avg,0.12941176470588237,0.0,0.0,251
Tyrion Davis-Price,RB,2022,93,LSU,62.52775678229379,7.811845641191013,6.65,61.5,57.00477782906883,Below Avg,0.5823529411764706,0.0,0.0,252
Alexander Mattison,RB,2019,102,Boise St.,60.177557959621616,23.38977225672878,6.81,63.099999999999994,56.64490149135125,Below Avg,8.08235294117647,0.0,0.0,253
Gabriel Davis,WR,2020,128,Central Florida,53.79494679154125,75.0,6.85,63.49999999999999,56.40070477281006,Below Avg,0.0,0.0,0.0,254
Dameon Pierce,RB,2022,107,Florida,58.906016650653214,29.842490842490843,7.09,65.89999999999999,56.34936323730432,Below Avg,9.788235294117648,0.0,0.0,255
Jaelon Darden,WR,2021,129,North Texas,53.55986428245593,75.0,7.14,66.4,56.34588464008754,Below Avg,0.6705882352941177,0.0,0.0,256
Jehu Chesson,WR,2017,139,Michigan,51.245903565087225,90.0,7.94,74.4,56.27901803032414,Below Avg,0.22352941176470587,0.0,0.0,257
Derius Davis,WR,2023,125,TCU,54.50441856810307,79.73509933774834,4.29,37.9,56.19726571666244,Below Avg,2.423529411764706,0.0,0.0,258
Matt Jones,RB,2015,95,Florida,61.99827790606109,10.361552028218695,5.23,47.300000000000004,56.0996914229738,Below Avg,6.847058823529412,0.0,0.0,259
Ryan Switzer,WR,2017,133,North Carolina,52.626376413965254,90.0,4.83,43.3,55.89741995187046,Below Avg,4.082352941176471,0.0,0.0,260
Jacob Harris,WR,2021,141,Central Florida,50.79080422061093,79.73509933774834,9.88,93.80000000000001,55.835693521294125,Below Avg,0.09411764705882353,0.0,0.0,261
Calvin Austin III,WR,2022,138,Memphis,51.47438583883613,75.0,9.05,85.5,55.52822796301071,Below Avg,3.552941176470588,0.0,0.0,262
Tony Pollard,RB,2019,128,Memphis,53.79494679154125,63.82751066528305,7.17,66.7,55.44345583933837,Below Avg,15.647058823529411,1.0,1.0,263
Nyheim Hines,RB,2018,104,North Carolina St.,59.66616074360643,19.21731601731602,5.68,51.8,55.22796823379707,Below Avg,9.605882352941178,0.0,0.0,264
Nick Singleton,RB,2026,118,Penn State,56.18551835350469,40.0,,66.49597701149425,55.0824894510537,Below Avg,,,,265
Rashad Greene,WR,2015,139,Florida St.,51.245903565087225,90.0,5.37,48.7,54.99401803032414,Below Avg,2.3705882352941177,0.0,0.0,266
Vince Mayle,WR,2015,123,Washington St.,54.980997846306835,60.0,4.63,41.3,54.79884816936081,Below Avg,0.3647058823529412,0.0,0.0,267
Tyler Scott,WR,2023,133,Cincinnati,52.626376413965254,60.0,8.61,81.1,54.78741995187046,Below Avg,2.1117647058823534,0.0,0.0,268
Javorius Allen,RB,2015,125,USC,54.50441856810307,46.7968530020704,8.02,75.19999999999999,54.76844108309464,Below Avg,9.770588235294117,0.0,0.0,269
Tajae Sharpe,WR,2016,140,Massachusetts,51.018045072501344,90.0,5.3,48.0,54.76533831162614,Below Avg,6.194117647058824,0.0,0.0,270
Khalil Shakir,WR,2022,148,Boise St.,49.21691753018262,90.0,8.31,78.1,54.73937990065523,Below Avg,12.81764705882353,0.0,0.0,271
Tylan Wallace,WR,2021,131,Oklahoma St.,53.091766375709646,75.0,4.71,42.1,54.733001419353194,Below Avg,2.5352941176470587,0.0,0.0,272
Jacob Cowing,WR,2024,135,Arizona,52.163638358282164,75.0,6.28,57.800000000000004,54.72909260453984,Below Avg,0.7470588235294118,0.0,0.0,273
Charlie Jones,WR,2023,131,Purdue,53.091766375709646,60.0,,68.94822695035461,54.575412766870926,Below Avg,0.8647058823529411,0.0,0.0,274
Ainias Smith,WR,2024,152,Texas A&M,48.330261866611345,100.0,7.36,68.6,54.51072258661964,Below Avg,1.0411764705882351,0.0,0.0,275
Jeremy Langford,RB,2015,106,Michigan St.,59.158487311545166,6.624666666666668,7.52,70.19999999999999,54.457180881480056,Below Avg,8.68235294117647,0.0,0.0,276
DeAndre Smelter,WR,2015,132,Georgia Tech,52.85873645151093,60.0,,68.94822695035461,54.377337331302016,Below Avg,0.19411764705882353,0.0,0.0,277
Ted Hurst,WR,2026,132,Georgia State,52.85873645151093,60.0,,68.94822695035461,54.377337331302016,Below Avg,,,,278
Roschon Johnson,RB,2023,115,Texas,56.917544556895955,17.419400352733685,8.67,81.7,54.20685290863493,Below Avg,6.005882352941176,0.0,0.0,279
Tyler Ervin,RB,2016,119,San Jose St.,55.94308596859041,29.972050678627106,7.7,72.0,54.14882814116456,Below Avg,1.535294117647059,0.0,0.0,280
Jaylen Wright,RB,2024,120,Tennessee,55.70142651358927,21.16885644768857,9.81,93.10000000000001,54.11809818131974,Below Avg,1.5705882352941178,0.0,0.0,281
Justice Hill,RB,2019,113,Oklahoma St.,57.409597693011136,7.409872951217149,9.33,88.3,53.95414533418118,Below Avg,8.664705882352942,0.0,0.0,282
Jordan Payton,WR,2016,154,UCLA,47.89026274987726,100.0,6.84,63.4,53.876723337395674,Below Avg,0.07647058823529412,0.0,0.0,283
Joe Reed,WR,2020,151,Virginia,48.551086004790726,79.73509933774834,9.35,88.5,53.666933037846945,Below Avg,0.5235294117647059,0.0,0.0,284
Bryce Love,RB,2019,112,Stanford,57.65686444404836,12.405268490374873,,66.49597701149425,53.57366047705331,Below Avg,0.0,0.0,0.0,285
Mike Davis,RB,2015,126,South Carolina,54.26721625603232,46.17338217338217,6.09,55.9,53.53947203496569,Below Avg,12.147058823529411,1.0,0.0,286
Kenneth Dixon,RB,2016,134,Louisiana Tech,52.39467932215801,57.706332637439104,6.86,63.6,53.48611068757822,Below Avg,6.023529411764706,0.0,0.0,287
Will Shipley,RB,2024,127,Clemson,54.03072824727209,29.569620253164558,9.57,90.7,53.418081035497735,Below Avg,1.7294117647058822,0.0,0.0,288
Joshua Kelley,RB,2020,112,UCLA,57.65686444404836,8.285714285714285,7.59,70.9,53.38190620601254,Below Avg,4.776470588235294,0.0,0.0,289
Trevor Davis,WR,2016,163,California,45.936531045873316,100.0,9.14,86.4,53.36605138899232,Below Avg,1.788235294117647,0.0,0.0,290
Kaytron Allen,RB,2026,124,Penn State,54.7423430815597,35.0,,66.49597701149425,53.355790469900455,Below Avg,,,,291
Antonio Gandy-Golden,WR,2020,142,Liberty,50.56417497245892,75.0,6.13,56.3,53.29454872659008,Below Avg,0.20588235294117646,0.0,0.0,292
Anthony Gould,WR,2024,142,Oregon St.,50.56417497245892,60.0,8.87,83.69999999999999,53.164548726590084,Below Avg,0.19411764705882353,0.0,0.0,293
Justin Shorter,WR,2023,150,Florida,48.77246656402318,79.73509933774834,7.94,74.4,53.15010651319454,Below Avg,0.0,0.0,0.0,294
Tyreek Hill,WR,2016,165,West Alabama,45.50798876586117,100.0,9.39,88.9,53.12679045098199,Below Avg,23.15294117647059,1.0,1.0,295
La'Mical Perine,RB,2020,120,Florida,55.70142651358927,32.39808300193739,5.25,47.5,52.961020836744616,Below Avg,3.088235294117647,0.0,0.0,296
Isaac Guerendo,RB,2024,129,Louisville,53.55986428245593,26.149019607843133,9.9,94.0,52.84078660087186,Below Avg,5.658823529411765,0.0,0.0,297
Jay Ajayi,RB,2015,149,Boise St.,48.99440866994782,70.62612184563403,8.63,81.30000000000001,52.77285955401905,Below Avg,13.105882352941178,1.0,1.0,298
Chad Hansen,WR,2017,141,California,50.79080422061093,60.0,7.39,68.9,52.61718358751929,Below Avg,2.7411764705882353,0.0,0.0,299
Kenny Bell,WR,2015,162,Nebraska,46.15155112223164,90.0,9.2,87.0,52.57881845389689,Below Avg,0.0,0.0,0.0,300
Isaiah Spiller,RB,2022,123,Texas A&M,54.980997846306835,32.45091377091377,5.66,51.6,52.55893954645219,Below Avg,1.1176470588235294,0.0,0.0,301
Zamir White,RB,2022,122,Georgia,55.220391068257086,9.362349362349361,9.81,93.10000000000001,52.52856734425346,Below Avg,4.347058823529412,0.0,0.0,302
Samaje Perine,RB,2017,114,Oklahoma,57.16316107479519,16.661011904761907,4.94,44.400000000000006,52.4747881040521,Below Avg,9.729411764705883,0.0,0.0,303
Demond Claiborne,RB,2026,136,Wake Forest,51.93324682456018,50.0,,66.49597701149425,52.46805865145086,Below Avg,,,,304
Benny Snell Jr.,RB,2019,122,Kentucky,55.220391068257086,22.034221146085557,,66.49597701149425,52.465553373201786,Below Avg,0.0,0.0,0.0,305
Kene Nwangwu,RB,2021,119,Iowa St.,55.94308596859041,1.3496159754224273,9.88,93.80000000000001,52.37658467084409,Below Avg,0.6470588235294118,0.0,0.0,306
Kenneth Gainwell,RB,2021,150,Memphis,48.77246656402318,82.66925817946226,5.66,51.6,52.303522397365924,Below Avg,8.229411764705883,0.0,0.0,307
Stefon Diggs,WR,2015,146,Maryland,49.66365676525262,75.0,5.66,51.6,52.294108250464724,Below Avg,23.04117647058824,1.0,1.0,308
Mark Walton,RB,2018,112,Miami (FL),57.65686444404836,12.496179271708684,4.55,40.5,52.28295270461197,Below Avg,0.0,0.0,0.0,309
Tarik Cohen,RB,2017,119,North Carolina A&T,55.94308596859041,29.972050678627106,3.92,34.2,52.25882814116456,Below Avg,13.858823529411763,1.0,1.0,310
Pierre Strong,RB,2022,127,South Dakota St.,54.03072824727209,29.972050678627106,,66.49597701149425,52.2481229286187,Below Avg,2.51764705882353,0.0,0.0,311
JJ Nelson,WR,2015,159,Ala-Birmingham,46.79965853300224,90.0,,68.94822695035461,52.22712110056963,Below Avg,0.0,0.0,0.0,312
Rhamondre Stevenson,RB,2021,120,Oklahoma,55.70142651358927,30.169902657195475,3.98,34.8,52.10320280227043,Below Avg,14.65294117647059,1.0,1.0,313
Ray Davis,RB,2024,128,Kentucky,53.79494679154125,29.972050678627106,,66.49597701149425,52.04770869124748,Below Avg,7.394117647058824,0.0,0.0,314
Donnel Pumphrey,RB,2017,132,San Diego St.,52.85873645151093,53.267113095238095,4.01,35.099999999999994,52.0116372933081,Below Avg,0.0,0.0,0.0,315
Ito Smith,RB,2018,126,Southern Miss,54.26721625603232,29.972050678627106,6.26,57.6,52.004338885490185,Below Avg,5.747058823529412,0.0,0.0,316
Kyle Philips,WR,2022,163,UCLA,45.936531045873316,90.0,8.31,78.1,51.95105138899232,Below Avg,1.947058823529412,0.0,0.0,317
Anthony McFarland Jr.,RB,2020,124,Maryland,54.7423430815597,20.621553884711776,,66.49597701149425,51.91794585837164,Below Avg,0.0,0.0,0.0,318
Joe Williams,RB,2017,121,Utah,55.46053111366024,11.212602935911207,7.78,72.80000000000001,51.90271174020232,Below Avg,0.0,0.0,0.0,319
Tyler Johnson,WR,2020,161,Minnesota,46.36707616249658,90.0,,68.94822695035461,51.859426085639825,Below Avg,4.794117647058823,0.0,0.0,320
Hunter Renfrow,WR,2019,149,Clemson,48.99440866994782,90.0,2.91,24.099999999999998,51.850247369455644,Below Avg,16.052941176470586,1.0,1.0,321
Devontae Booker,RB,2016,136,Utah,51.93324682456018,42.28484848484849,,66.49597701149425,51.696543499935714,Below Avg,8.476470588235296,0.0,0.0,322
Dontayvion Wicks,WR,2023,159,Virginia,46.79965853300224,75.0,9.17,86.7,51.614709753051905,Below Avg,7.629411764705882,0.0,0.0,323
Daurice Fountain,WR,2018,159,Northern Iowa,46.79965853300224,79.73509933774834,7.98,74.80000000000001,51.49321968682674,Below Avg,0.2529411764705883,0.0,0.0,324
Marquez Valdes-Scantling,WR,2018,174,South Florida,43.60345922205765,100.0,9.26,87.6,51.442940338749004,Below Avg,9.770588235294117,0.0,0.0,325
Chase Edmonds,RB,2018,134,Fordham,52.39467932215801,29.972050678627106,7.89,73.89999999999999,51.22768249169702,Below Avg,9.882352941176473,0.0,0.0,326
Montrell Washington,WR,2022,162,Samford,46.15155112223164,100.0,4.32,38.2,51.13881845389689,Below Avg,0.4235294117647059,0.0,0.0,327
Collin Johnson,WR,2020,165,Texas,45.50798876586117,90.0,,68.94822695035461,51.12920179849972,Below Avg,3.4823529411764707,0.0,0.0,328
Marlon Mack,RB,2017,143,South Florida,50.33815139213819,40.741527001862195,8.78,82.8,51.00158138350368,Below Avg,12.123529411764707,1.0,0.0,329
Bryce Lance,WR,2026,150,North Dakota State,48.77246656402318,60.0,,68.94822695035461,50.90400792693743,Below Avg,,,,330
Chuba Hubbard,RB,2021,126,Oklahoma St.,54.26721625603232,7.446498599439775,8.43,79.3,50.83678367757145,Below Avg,14.211764705882352,1.0,0.0,331
Ihmir Smith-Marsette,WR,2021,157,Iowa,47.23431360755732,75.0,6.81,63.099999999999994,50.804166566423724,Below Avg,1.6823529411764706,0.0,0.0,332
Kalen Ballage,RB,2018,131,Arizona St.,53.091766375709646,11.470238095238095,9.12,86.19999999999999,50.58502522887701,Below Avg,5.523529411764706,0.0,0.0,333
Rodney Adams,WR,2017,170,South Florida,44.44517844407706,100.0,6.02,55.199999999999996,50.538401677465494,Below Avg,0.0,0.0,0.0,334
Hassan Haskins,RB,2022,131,Michigan,53.091766375709646,18.372995780590713,,66.49597701149425,50.29009984798698,Below Avg,1.9588235294117649,0.0,0.0,335
Jeremy McNichols,RB,2017,162,Boise St.,46.15155112223164,76.61712409101573,,66.49597701149425,50.21532971357318,Below Avg,4.329411764705883,0.0,0.0,336
Bucky Irving,RB,2024,125,Oregon,54.50441856810307,29.972050678627106,2.22,17.200000000000003,50.18596085075031,Below Avg,15.33529411764706,1.0,1.0,337
Kevin Coleman Jr.,WR,2026,162,Missouri,46.15155112223164,75.0,,68.94822695035461,50.17622980141462,Below Avg,,,,338
DeAngelo Yancey,WR,2017,175,Purdue,43.39418247364378,90.0,9.08,85.8,50.17505510259721,Below Avg,0.0,0.0,0.0,339
Israel Abanikanda,RB,2023,143,Pittsburgh,50.33815139213819,25.352817157397308,9.63,91.30000000000001,49.887710399057184,Poor,1.076470588235294,0.0,0.0,340
Braelon Allen,RB,2024,134,Wisconsin,52.39467932215801,18.589176566148847,,66.49597701149425,49.71919393102391,Poor,5.011764705882353,0.0,0.0,341
Tony Lippett,WR,2015,156,Michigan St.,47.452429780384286,75.0,3.99,34.900000000000006,49.57956531332664,Poor,0.0,0.0,0.0,342
Darnell Mooney,WR,2020,173,Tulane,43.81319351407827,90.0,7.04,65.4,49.51121448696653,Poor,12.923529411764704,0.0,0.0,343
David Cobb,RB,2015,138,Minnesota,51.47438583883613,37.09186351706036,4.55,40.5,49.487414314716744,Poor,1.258823529411765,0.0,0.0,344
Jamari Thrash,WR,2024,156,Louisville,47.452429780384286,60.0,6.77,62.699999999999996,49.46956531332664,Poor,0.3058823529411765,0.0,0.0,345
DeAndre Washington,RB,2016,143,Texas Tech,50.33815139213819,32.26620583717358,7.31,68.1,49.419049267034815,Poor,7.170588235294118,0.0,0.0,346
Shelton Gibson,WR,2017,166,West Virginia,45.29445820618241,90.0,3.98,34.8,49.240289475255054,Poor,0.34117647058823536,0.0,0.0,347
Evan Hull,RB,2023,176,Northwestern,43.185359664653696,78.15279205207263,9.33,88.3,48.9378349201629,Poor,0.1,0.0,0.0,348
Moritz Boehringer,WR,2016,180,,42.354537423956494,79.73509933774834,9.98,94.80000000000001,48.71486674413786,Poor,0.0,0.0,0.0,349
Isaiah Coulter,WR,2020,171,Rhode Island,44.2340493948423,79.73509933774834,6.68,61.8,48.66245191939079,Poor,0.0,0.0,0.0,350
Damion Ratley,WR,2018,175,Texas A&M,43.39418247364378,75.0,9.02,85.19999999999999,48.64505510259721,Poor,2.235294117647059,0.0,0.0,351
Geremy Davis,WR,2015,186,Connecticut,41.12133897642805,90.0,9.66,91.6,48.53313812996384,Poor,0.39999999999999997,0.0,0.0,352
K.J. Osborn,WR,2020,176,Miami (FL),43.185359664653696,79.73509933774834,8.0,75.0,48.431065648730474,Poor,9.741176470588234,0.0,0.0,353
Trent Taylor,WR,2017,177,Louisiana Tech,42.97698723959096,100.0,4.0,35.0,48.28043915365232,Poor,5.764705882352941,0.0,0.0,354
Bub Means,WR,2024,170,Pittsburgh,44.44517844407706,60.0,9.35,88.5,48.20340167746549,Poor,1.576470588235294,0.0,0.0,355
Jha'Quan Jackson,WR,2024,182,Tulane,41.94175972374306,100.0,5.34,48.4,48.070495765181604,Poor,0.07647058823529412,0.0,0.0,356
Travis Fulgham,WR,2019,184,Old Dominion,41.53070215783976,90.0,8.01,75.1,48.0560968341638,Poor,6.81764705882353,0.0,0.0,357
John Hightower,WR,2020,168,Boise St.,44.86885780479906,60.0,8.02,75.19999999999999,47.8985291340792,Poor,1.6941176470588235,0.0,0.0,358
Jakeem Grant,WR,2016,186,Texas Tech,41.12133897642805,100.0,6.39,58.9,47.89813812996384,Poor,4.7823529411764705,0.0,0.0,359
DeeJay Dallas,RB,2020,144,Miami (FL),50.1127276424061,19.642148850386835,,66.49597701149425,47.88483223165858,Poor,3.5352941176470587,0.0,0.0,360
Evan Spencer,WR,2015,187,Ohio St.,40.917284913571535,90.0,8.37,78.69999999999999,47.714692176535806,Poor,0.0,0.0,0.0,361
Tyler Allgeier,RB,2022,151,BYU,48.551086004790726,29.37397478271514,7.4,69.0,47.65582058234363,Poor,9.376470588235296,0.0,0.0,362
Audric Estime,RB,2024,147,Notre Dame,49.439998436199026,25.304680504680512,6.57,60.7,47.58946672123723,Poor,2.864705882352941,0.0,0.0,363
Parker Washington,WR,2023,185,Penn St.,41.325810352464025,90.0,,68.94822695035461,47.57435014711215,Poor,5.352941176470588,0.0,0.0,364
Jamaal Williams,RB,2017,134,BYU,52.39467932215801,9.967637540453074,4.55,40.5,47.55724117787961,Poor,13.288235294117648,1.0,0.0,365
Wayne Gallman,RB,2017,140,Clemson,51.018045072501344,12.87061851767734,6.28,57.800000000000004,47.54240016339387,Poor,8.035294117647059,0.0,0.0,366
Ryquell Armstead,RB,2019,140,Temple,51.018045072501344,5.27227775986241,7.71,72.1,47.49756608761238,Poor,3.011764705882353,0.0,0.0,367
KeeSean Johnson,WR,2019,174,Fresno St.,43.60345922205765,90.0,3.18,26.8,47.402940338749005,Poor,2.7058823529411766,0.0,0.0,368
Johnny Wilson,WR,2024,185,Florida St.,41.325810352464025,75.0,9.7,92.0,47.22693879959442,Poor,0.8705882352941177,0.0,0.0,369
Paul Perkins,RB,2016,149,UCLA,48.99440866994782,30.009411764705877,5.39,48.9,47.09118854592624,Poor,5.029411764705882,0.0,0.0,370
Eric McAlister,WR,2026,171,TCU,44.2340493948423,60.0,,68.94822695035461,47.04635333313369,Poor,,,,371
Chase Brown,RB,2023,163,Illinois,45.936531045873316,31.700472555434388,9.81,93.10000000000001,46.871098644535756,Poor,15.0,1.0,1.0,372
Mike Washington Jr.,RB,2026,163,Arkansas,45.936531045873316,45.0,,66.49597701149425,46.870850239567034,Poor,,,,373
Isaiah McKenzie,WR,2017,172,Georgia,44.02338900352743,60.0,,68.94822695035461,46.86729200051604,Poor,7.223529411764706,0.0,0.0,374
