player_name,position,school,draft_year,pick,round,dc_score,production_score,production_score_raw,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,breakout_age,nfl_best_ppr,nfl_hit24,nfl_hit12,data_type
Tank Dell,WR,Houston,2023,69,3,69.2641833889955,67.2566371681416,84.18697942185204,breakout_age,68.9,68.80804663647541,-0.456136752520095,observed,imputed,20.0,165.0,0.0,1.0,backtest
Cedric Tillman,WR,Tennessee,2023,74,3,67.79531439030325,25.368731563421832,60.0,breakout_age,86.7,62.14570066638148,-5.649613723921767,observed,observed,21.0,80.4,0.0,0.0,backtest
Tyler Scott,WR,Cincinnati,2023,133,4,52.626376413965254,64.30678466076697,82.35088603947558,breakout_age,86.1,59.983501601230806,7.357125187265552,observed,observed,20.0,35.9,0.0,0.0,backtest
Parker Washington,WR,Penn St.,2023,185,6,41.325810352464025,93.21533923303835,99.9,breakout_age,68.9,55.839844575709286,14.514034223245261,observed,imputed,18.0,97.0,0.0,0.0,backtest
Dontayvion Wicks,WR,Virginia,2023,159,5,46.79965853300224,55.45722713864307,77.0071105365223,breakout_age,91.7,55.26622347418007,8.466564941177836,observed,observed,20.0,130.26,0.0,0.0,backtest
Tre Tucker,WR,Cincinnati,2023,100,3,60.69278011001499,25.368731563421832,60.0,breakout_age,71.6,55.26405338419411,-5.42872672582088,observed,observed,21.0,129.3,0.0,0.0,backtest
Kayshon Boutte,WR,LSU,2023,187,6,40.917284913571535,93.21533923303835,99.9,breakout_age,49.900000000000006,52.72430304042917,11.807018126857635,observed,observed,18.0,121.9,0.0,0.0,backtest
Xavier Hutchinson,WR,Iowa St.,2023,205,6,37.312343403797485,63.421828908554566,82.21501700765764,breakout_age,72.69999999999999,47.842388994179274,10.530045590381789,observed,observed,20.0,37.3,0.0,0.0,backtest
A.T. Perry,WR,Wake Forest,2023,195,6,39.29951449939654,35.39823008849557,63.15243884953976,breakout_age,96.19999999999999,47.05433044230686,7.7548159429103265,observed,observed,21.0,60.6,0.0,0.0,backtest
Charlie Jones,WR,Purdue,2023,131,4,53.091766375709646,8.849557522123893,39.9,breakout_age,68.9,46.614559648636046,-6.4772067270736,observed,imputed,23.0,20.7,0.0,0.0,backtest
Puka Nacua,WR,BYU,2023,177,5,42.97698723959096,47.49262536873156,75.0,breakout_age,51.8,45.20356677948044,2.226579539889478,observed,observed,20.0,331.4,0.0,1.0,backtest
Justin Shorter,WR,Florida,2023,150,5,48.77246656402318,5.014749262536873,30.46964490263459,breakout_age,79.4,44.61505311912245,-4.157413444900733,observed,observed,,0.0,0.0,0.0,backtest
Trey Palmer,WR,Nebraska,2023,191,6,40.10518084262188,45.42772861356932,69.9,breakout_age,61.8,44.42391327041808,4.318732427796206,observed,observed,21.0,114.4,0.0,0.0,backtest
Elijah Higgins,WR,Stanford,2023,197,6,38.89903839489586,25.368731563421832,60.0,breakout_age,89.39999999999999,43.768121269366674,4.869082874470813,observed,observed,21.0,0.0,0.0,0.0,backtest
Derius Davis,WR,TCU,2023,125,4,54.50441856810307,3.8348082595870205,29.338365828432053,breakout_age,42.9,42.629833721184404,-11.874584846918665,observed,observed,,41.2,0.0,0.0,backtest
DeMario Douglas,WR,Liberty,2023,210,6,36.332601761788666,38.93805309734513,65.96168485156052,breakout_age,68.9,41.73880176463166,5.4062000028429935,observed,imputed,21.0,147.7,0.0,0.0,backtest
Andrei Iosivas,WR,Princeton,2023,206,6,37.115674968761425,9.734513274336283,45.0,breakout_age,99.60000000000001,41.01209138456218,3.8964164158007577,observed,observed,22.0,119.9,0.0,0.0,backtest
Antoine Green,WR,North Carolina,2023,219,7,34.591116608286086,25.368731563421832,60.0,breakout_age,86.8,40.57797210807033,5.986855499784241,observed,observed,21.0,1.2,0.0,0.0,backtest
Colton Dowell,WR,UT Martin,2023,228,7,32.876624975929246,22.418879056047196,52.10585968491443,breakout_age,97.8,40.52358204556345,7.646957069634205,observed,observed,22.0,1.3,0.0,0.0,backtest
Grant Dubose,WR,Charlotte,2023,256,7,27.70010003873648,58.11209439528023,79.41815201802909,breakout_age,68.9,39.96248390423476,12.262383865498279,observed,imputed,20.0,3.1,0.0,0.0,backtest
Ronnie Bell,WR,Michigan,2023,253,7,28.244056507249695,15.04424778761062,46.56842387772975,breakout_age,82.0,33.667486287234425,5.42342977998473,observed,observed,22.0,30.8,0.0,0.0,backtest
Jalen Brooks,WR,South Carolina,2023,244,7,29.890829969930095,0.8849557522123894,24.631740803170477,breakout_age,56.0,28.006030630897044,-1.8847993390330515,observed,observed,,12.400001,0.0,0.0,backtest
Malik Nabers,WR,LSU,2024,6,1,95.11104923064929,89.38053097345133,96.85515811622007,breakout_age,96.7,94.2032881946123,-0.9077610360369874,observed,observed,19.0,273.6,0.0,1.0,backtest
Rome Odunze,WR,Washington,2024,9,1,93.02779892479941,88.49557522123894,96.50607483791924,breakout_age,99.2,93.0471843453674,0.019385420567985534,observed,observed,19.0,144.9,0.0,0.0,backtest
Marvin Harrison Jr.,WR,Ohio St.,2024,4,1,96.73123522513825,93.21533923303835,99.9,breakout_age,68.9,91.85337074294753,-4.8778644821907164,observed,imputed,19.0,0.0,0.0,0.0,backtest
Xavier Worthy,WR,Texas,2024,28,1,83.45697985379842,93.21533923303835,99.9,breakout_age,94.1,87.00510475157664,3.548124897778223,observed,observed,18.0,253.7,0.0,1.0,backtest
Brian Thomas,WR,LSU,2024,23,1,85.63195232697663,61.94690265486725,81.33596860366771,breakout_age,68.9,78.38514954350828,-7.246802783468354,observed,imputed,20.0,284.0,0.0,1.0,backtest
Keon Coleman,WR,Florida St.,2024,33,2,81.42558366090017,60.47197640117994,80.68928164196123,breakout_age,81.8,77.2910246598211,-4.134559001079069,observed,observed,20.0,118.7,0.0,0.0,backtest
Ladd McConkey,WR,Georgia,2024,34,2,81.03375665926983,47.49262536873156,75.0,breakout_age,93.4,76.1804669022717,-4.853289756998123,observed,observed,20.0,275.6,0.0,1.0,backtest
Adonai Mitchell,WR,Texas,2024,52,2,74.59433316596373,61.6519174041298,81.21991598715098,breakout_age,99.9,75.80170003870239,1.2073668727386604,observed,observed,20.0,53.76,0.0,0.0,backtest
Ricky Pearsall,WR,Florida,2024,31,1,82.22305120306456,35.10324483775811,62.858068697342844,breakout_age,99.1,75.33063224954358,-6.8924189535209734,observed,observed,21.0,93.5,0.0,0.0,backtest
Xavier Legette,WR,South Carolina,2024,32,1,81.82194951930317,22.71386430678466,52.73830935251799,breakout_age,99.0,72.577040048904,-9.244909470399179,observed,observed,22.0,125.1,0.0,0.0,backtest
Ja'Lynn Polk,WR,Washington,2024,37,2,79.88373711084623,32.743362831858406,61.54180917862065,breakout_age,88.5,71.74810168842174,-8.135635422424485,observed,observed,21.0,32.7,0.0,0.0,backtest
Troy Franklin,WR,Oregon,2024,102,4,60.177557959621616,84.36578171091446,94.26144886614313,breakout_age,90.19999999999999,69.51856901593695,9.341011056315331,observed,observed,19.0,80.5,0.0,0.0,backtest
Malachi Corley,WR,Western Kentucky,2024,65,3,70.4686321545596,56.932153392330385,78.64810090119748,breakout_age,77.6,68.83104157892981,-1.6375905756297868,observed,observed,20.0,7.2,0.0,0.0,backtest
Javon Baker,WR,Central Florida,2024,110,4,58.15392954892286,93.21533923303835,99.9,breakout_age,78.4,68.20312205340754,10.04919250448468,observed,observed,18.0,2.2,0.0,0.0,backtest
Jalen McMillan,WR,Washington,2024,92,3,62.79411750331776,47.49262536873156,75.0,breakout_age,86.7,63.31970145090286,0.5255839475851047,observed,observed,20.0,141.5,0.0,0.0,backtest
Luke McCaffrey,WR,Rice,2024,100,3,60.69278011001499,43.657817109144545,68.7632646199752,breakout_age,94.39999999999999,62.341870493338654,1.64909038332366,observed,observed,21.0,34.8,0.0,0.0,backtest
Jermaine Burton,WR,Alabama,2024,80,3,66.0815727265999,20.058997050147493,50.16033137028375,breakout_age,90.9,60.59982168231943,-5.481751044280472,observed,observed,22.0,14.7,0.0,0.0,backtest
Roman Wilson,WR,Michigan,2024,84,3,64.96615833500175,23.008849557522122,53.65444617784712,breakout_age,85.9,59.714772829255566,-5.251385505746185,observed,observed,22.0,0.0,0.0,0.0,backtest
Ainias Smith,WR,Texas A&M,2024,152,5,48.330261866611345,70.50147492625368,90.0,breakout_age,73.60000000000001,56.55496519854811,8.224703331936766,observed,observed,19.0,17.699999,0.0,0.0,backtest
Devontez Walker,WR,North Carolina,2024,113,4,57.409597693011136,13.864306784660767,46.23347471904545,breakout_age,97.6,54.72909985738939,-2.6804978356217433,observed,observed,22.0,9.1,0.0,0.0,backtest
Anthony Gould,WR,Oregon St.,2024,142,5,50.56417497245892,25.368731563421832,60.0,breakout_age,88.69999999999999,51.24546004478267,0.681285072323746,observed,observed,21.0,3.3,0.0,0.0,backtest
Jacob Cowing,WR,Arizona,2024,135,4,52.163638358282164,35.9882005899705,64.2610612109115,breakout_age,62.800000000000004,50.524005050877506,-1.639633307404658,observed,observed,21.0,12.7,0.0,0.0,backtest
Ryan Flournoy,WR,SE Missouri St.,2024,216,6,35.1685361424386,47.49262536873156,75.0,breakout_age,98.9,47.1930735663314,12.024537423892802,observed,observed,20.0,18.2,0.0,0.0,backtest
Cornelius Johnson,WR,Michigan,2024,253,7,28.244056507249695,70.50147492625368,90.0,breakout_age,94.60000000000001,46.64893171496304,18.404875207713346,observed,observed,19.0,0.0,0.0,0.0,backtest
Johnny Wilson,WR,Florida St.,2024,185,6,41.325810352464025,25.368731563421832,60.0,breakout_age,97.0,46.48552304178598,5.159712689321957,observed,observed,21.0,14.8,0.0,0.0,backtest
Bub Means,WR,Pittsburgh,2024,170,5,44.44517844407706,17.404129793510325,47.908496732026144,breakout_age,93.5,46.39519194735215,1.9500135032750947,observed,observed,22.0,26.8,0.0,0.0,backtest
Malik Washington,WR,Virginia,2024,184,6,41.53070215783976,24.188790560471976,54.9,breakout_age,86.30000000000001,44.777714514690246,3.247012356850483,observed,observed,22.0,56.800003,0.0,0.0,backtest
Jha'Quan Jackson,WR,Tulane,2024,182,6,41.94175972374306,47.49262536873156,75.0,breakout_age,53.4,44.7706688941793,2.8289091704362406,observed,observed,20.0,1.3,0.0,0.0,backtest
Jamari Thrash,WR,Louisville,2024,156,5,47.452429780384286,17.699115044247787,48.35184005759699,breakout_age,67.69999999999999,44.538902366099336,-2.9135274142849497,observed,observed,22.0,5.2,0.0,0.0,backtest
Jordan Whittington,WR,Texas,2024,213,6,35.74901134195683,47.49262536873156,75.0,breakout_age,68.9,43.07038244601826,7.321371104061427,observed,imputed,20.0,54.7,0.0,0.0,backtest
Casey Washington,WR,Illinois,2024,187,6,40.917284913571535,25.368731563421832,60.0,breakout_age,71.5,42.394981506505864,1.477696592934329,observed,observed,21.0,2.4,0.0,0.0,backtest
Tejhaun Palmer,WR,Ala-Birmingham,2024,191,6,40.10518084262188,7.964601769911504,34.141450559823795,breakout_age,95.7,42.016287901686525,1.9111070590646477,observed,observed,23.0,0.0,0.0,0.0,backtest
Brenden Rice,WR,USC,2024,225,7,33.445215911948296,34.51327433628318,62.67613767613768,breakout_age,71.7,39.39704521002303,5.951829298074735,observed,observed,21.0,0.0,0.0,0.0,backtest
Devaughn Vele,WR,Utah,2024,235,7,31.560854097950696,0.2949852507374631,21.876159554730982,breakout_age,84.7,33.278552213815445,1.7176981158647493,observed,observed,25.0,106.5,0.0,0.0,backtest
Tahj Washington,WR,USC,2024,241,7,30.444862386220947,14.749262536873156,46.53846153846154,breakout_age,51.3,30.434013058418245,-0.010849327802702646,observed,observed,22.0,0.0,0.0,0.0,backtest
Travis Hunter,WR,Colorado,2025,2,1,98.71149956490876,70.50147492625368,90.0,breakout_age,68.9,88.59776970244144,-10.113729862467324,observed,imputed,19.0,63.8,0.0,0.0,backtest
Tetairoa McMillan,WR,Arizona,2025,8,1,93.68781610895526,70.50147492625368,90.0,breakout_age,68.9,85.33237545607167,-8.355440652883587,observed,imputed,19.0,213.3,0.0,1.0,backtest
Emeka Egbuka,WR,Ohio State,2025,19,1,87.5050697341776,47.49262536873156,75.0,breakout_age,97.2,80.95682040096175,-6.54824933321585,observed,observed,20.0,193.7,0.0,0.0,backtest
Jayden Higgins,WR,Iowa State,2025,34,2,81.03375665926983,47.49262536873156,75.0,breakout_age,96.30000000000001,76.6154669022717,-4.418289756998121,observed,observed,20.0,129.5,0.0,0.0,backtest
Luther Burden III,WR,Missouri,2025,39,2,79.1367012454148,70.50147492625368,90.0,breakout_age,68.9,75.87415079477037,-3.262550450644426,observed,imputed,19.0,124.2,0.0,0.0,backtest
Matthew Golden,WR,Texas,2025,23,1,85.63195232697663,47.49262536873156,75.0,breakout_age,68.9,75.49429408628112,-10.137658240695515,observed,imputed,20.0,70.0,0.0,0.0,backtest
Tre Harris,WR,Ole Miss,2025,55,2,73.61036829159038,25.368731563421832,60.0,breakout_age,92.30000000000001,66.76548570221811,-6.844882589372261,observed,observed,21.0,69.4,0.0,0.0,backtest
Kyle Williams,WR,Washington State,2025,69,3,69.2641833889955,1.1799410029498525,25.0,breakout_age,68.9,55.59270740343705,-13.671475985558452,observed,imputed,,49.2,0.0,0.0,backtest
Isaac TeSlaa,WR,Arkansas,2025,70,3,68.96725571920754,1.1799410029498525,25.0,breakout_age,68.9,55.399704418074876,-13.567551301132667,observed,imputed,,75.9,0.0,0.0,backtest
Pat Bryant,WR,Illinois,2025,74,3,67.79531439030325,1.1799410029498525,25.0,breakout_age,68.9,54.637942554287086,-13.15737183601616,observed,imputed,,74.8,0.0,0.0,backtest
Chimere Dike,WR,Florida,2025,103,4,59.92138766628686,1.1799410029498525,25.0,breakout_age,68.9,49.51989018367643,-10.40149748261043,observed,imputed,,116.1,0.0,0.0,backtest
Elic Ayomanor,WR,Stanford,2025,136,4,51.93324682456018,1.1799410029498525,25.0,breakout_age,97.10000000000001,48.55759863655409,-3.375648188006089,observed,observed,,116.5,0.0,0.0,backtest
Tez Johnson,WR,Oregon,2025,235,7,31.560854097950696,1.1799410029498525,25.0,breakout_age,68.9,31.085543364257926,-0.4753107336927691,observed,imputed,,92.4,0.0,0.0,backtest
Jordyn Tyson,WR,Arizona State,2026,7,1,94.38004324460745,91.74041297935102,98.18214465273289,breakout_age,68.9,90.03011070486505,-4.349932539742397,observed,imputed,19.0,,,,prospect_2026
Carnell Tate,WR,Ohio State,2026,4,1,96.73123522513825,56.04719764011799,77.643747730299,breakout_age,68.9,84.41974242436348,-12.311492800774772,observed,imputed,20.0,,,,prospect_2026
Denzel Boston,WR,Washington,2026,24,1,85.18360526375135,64.60176991150442,82.50738248535606,breakout_age,68.9,78.62469740373928,-6.55890786001207,observed,imputed,20.0,,,,prospect_2026
Kevin Concepcion,WR,Texas A&M,2026,27,1,83.87932650686992,59.587020648967545,80.45520790636243,breakout_age,68.9,76.77396635925896,-7.105360147610952,observed,imputed,20.0,,,,prospect_2026
Makai Lemon,WR,USC,2026,16,1,89.01046080303611,42.772861356932154,68.0873180873181,breakout_age,68.9,76.74637179335991,-12.264089009676198,observed,imputed,21.0,,,,prospect_2026
Ja'Kobi Lane,WR,USC,2026,65,3,70.4686321545596,83.48082595870207,93.80332560992231,breakout_age,68.9,72.83577609220416,2.367143937644556,observed,imputed,19.0,,,,prospect_2026
Elijah Sarratt,WR,Indiana,2026,44,2,77.33014043640625,35.693215339233035,63.41877088115639,breakout_age,68.9,67.73823435151067,-9.591906084895584,observed,imputed,21.0,,,,prospect_2026
Zachariah Branch,WR,Georgia,2026,47,2,76.2836840704932,33.33333333333333,62.576386636393124,breakout_age,68.9,66.58606131248725,-9.697622758005949,observed,imputed,21.0,,,,prospect_2026
Chris Brazzell,WR,Tennessee,2026,53,2,74.26400482294514,37.16814159292036,65.33233315148209,breakout_age,68.9,66.04023145349842,-8.223773369446718,observed,imputed,21.0,,,,prospect_2026
Germie Bernard,WR,Alabama,2026,52,2,74.59433316596373,32.448377581120944,60.92030578041994,breakout_age,68.9,65.31099207410062,-9.283341091863107,observed,imputed,21.0,,,,prospect_2026
Antonio Williams,WR,Clemson,2026,85,3,64.69048249230454,56.63716814159292,78.21596667198104,breakout_age,68.9,63.71124724831654,-0.9792352439880005,observed,imputed,20.0,,,,prospect_2026
Chris Bell,WR,Louisville,2026,43,2,77.68493914356304,8.259587020648967,35.0,breakout_age,68.9,62.48212784744577,-15.202811296117275,imputed,imputed,,,,,prospect_2026
Omar Cooper Jr.,WR,Indiana,2026,76,3,67.21839332711826,35.693215339233035,63.34462146866974,breakout_age,68.9,61.165598730473484,-6.05279459664478,observed,imputed,21.0,,,,prospect_2026
Skyler Bell,WR,UConn,2026,88,3,63.870755038336846,23.893805309734514,54.47831978319783,breakout_age,68.9,56.62975183686586,-7.241003201470988,observed,imputed,22.0,,,,prospect_2026
Malachi Fields,WR,Notre Dame,2026,89,3,63.59988204942709,8.259587020648967,35.0,breakout_age,68.9,53.3268407362574,-10.273041313169685,imputed,imputed,,,,,prospect_2026
Brenen Thompson,WR,Mississippi State,2026,113,4,57.409597693011136,21.533923303834808,50.89706819630338,breakout_age,68.9,51.9580231612242,-5.451574531786939,observed,imputed,22.0,,,,prospect_2026
C.J. Daniels,WR,Miami,2026,112,4,57.65686444404836,7.079646017699115,32.812345717106886,breakout_age,68.9,49.22789109217126,-8.428973351877097,imputed,imputed,,,,,prospect_2026
Deion Burks,WR,Oklahoma,2026,121,4,55.46053111366024,13.864306784660767,45.96432015429122,breakout_age,68.9,49.15720658081131,-6.303324532848926,observed,imputed,22.0,,,,prospect_2026
Amare Thomas,WR,Houston,2026,250,8,28.79046960395864,93.21533923303835,99.9,breakout_age,68.9,47.69187308918079,18.901403485222147,observed,imputed,19.0,,,,prospect_2026
Zavion Thomas,WR,LSU,2026,250,8,28.79046960395864,93.21533923303835,99.9,breakout_age,68.9,47.69187308918079,18.901403485222147,observed,imputed,18.0,,,,prospect_2026
Bryce Lance,WR,North Dakota State,2026,150,5,48.77246656402318,23.303834808259587,53.69039948453609,breakout_age,68.9,46.697870228266986,-2.0745963357561976,observed,imputed,22.0,,,,prospect_2026
Ted Hurst,WR,Georgia State,2026,132,5,52.85873645151093,8.259587020648967,35.0,breakout_age,68.9,46.34509609761189,-6.513640353899035,imputed,imputed,,,,,prospect_2026
Caleb Douglas,WR,Texas Tech,2026,212,7,35.94319234776309,54.27728613569322,75.64133748080236,breakout_age,68.9,44.55353225318465,8.610339905421561,observed,imputed,20.0,,,,prospect_2026
Josh Cameron,WR,Baylor,2026,194,7,39.500337629514114,35.9882005899705,63.61352996476967,breakout_age,68.9,43.207859577178276,3.707521947664162,observed,imputed,21.0,,,,prospect_2026
Shelton Sampson Jr.,WR,Louisiana,2026,250,8,28.79046960395864,66.96165191740413,83.90811455847256,breakout_age,68.9,42.44113562605394,13.650666022095301,observed,imputed,20.0,,,,prospect_2026
Kevin Coleman Jr.,WR,Missouri,2026,162,6,46.15155112223164,7.374631268436578,33.278208792704504,breakout_age,68.9,41.80843448313788,-4.343116639093758,imputed,imputed,,,,,prospect_2026
Eric McAlister,WR,TCU,2026,171,6,44.2340493948423,8.259587020648967,35.0,breakout_age,68.9,40.73904951077729,-3.4949998840650096,imputed,imputed,,,,,prospect_2026
Jordan Hudson,WR,SMU,2026,211,7,36.13772172752879,32.448377581120944,60.97303511705685,breakout_age,68.9,40.3141946391179,4.176472911589109,observed,imputed,21.0,,,,prospect_2026
Anthony Evans III,WR,Mississippi State,2026,250,8,28.79046960395864,54.86725663716814,76.62045889101339,breakout_age,68.9,40.022256570006746,11.231786966048105,observed,imputed,20.0,,,,prospect_2026
De'Zhaun Stribling,WR,Ole Miss,2026,186,6,41.12133897642805,13.274336283185843,45.083060556464815,breakout_age,68.9,39.7187375913154,-1.4026013851126464,observed,imputed,22.0,,,,prospect_2026
Eric Rivers,WR,Georgia Tech,2026,178,6,42.76906169071699,5.3097345132743365,31.080061529446237,breakout_age,68.9,39.19683700162091,-3.572224689096082,imputed,imputed,,,,,prospect_2026
Lewis Bond,WR,Boston College,2026,185,6,41.325810352464025,8.259587020648967,35.0,breakout_age,68.9,38.84869413323141,-2.477116219232613,imputed,imputed,,,,,prospect_2026
Eli Heidenreich,WR,Navy,2026,250,8,28.79046960395864,45.42772861356932,69.9,breakout_age,68.9,38.134350965286984,9.343881361328343,observed,imputed,21.0,,,,prospect_2026
Aaron Anderson,WR,LSU,2026,199,7,38.500104329470645,8.259587020648967,34.33322638386977,breakout_age,68.9,37.011985218285716,-1.488119111184929,imputed,imputed,,,,,prospect_2026
Keelan Marion,WR,Miami,2026,193,7,39.70155451210871,3.8348082595870205,27.332603060972602,breakout_age,68.9,36.90797208478807,-2.7935824273206364,imputed,imputed,,,,,prospect_2026
Noah Thomas,WR,Georgia,2026,196,7,39.0990823378889,3.8348082595870205,27.1193642555952,breakout_age,68.9,36.51636517154519,-2.5827171663437127,imputed,imputed,,,,,prospect_2026
Dane Key,WR,Nebraska,2026,202,7,37.904547996459925,7.669616519174041,33.609291244788565,breakout_age,68.9,36.50687950153376,-1.3976684949261653,imputed,imputed,,,,,prospect_2026
Ja'Varrius Johnson,WR,Auburn,2026,250,8,28.79046960395864,36.283185840707965,64.2816924066924,breakout_age,68.9,36.30544241071471,7.51497280675607,observed,imputed,21.0,,,,prospect_2026
Hank Beatty,WR,Illinois,2026,250,8,28.79046960395864,31.563421828908556,60.30817788495638,breakout_age,68.9,35.36148960835483,6.571020004396189,observed,imputed,21.0,,,,prospect_2026
Reggie Virgil,WR,Texas Tech,2026,216,7,35.1685361424386,7.374631268436578,33.15959959772669,breakout_age,68.9,34.6694747462724,-0.4990613961661978,imputed,imputed,,,,,prospect_2026
Vinny Anthony II,WR,Wisconsin,2026,224,7,33.6353854310527,8.259587020648967,35.0,breakout_age,68.9,33.84991793431405,0.21453250326135276,imputed,imputed,,,,,prospect_2026
Caullin Lacy,WR,Louisville,2026,231,8,32.31086999617516,5.899705014749262,31.62598791259879,breakout_age,68.9,32.51700650046371,0.20613650428855124,imputed,imputed,,,,,prospect_2026
Emmanuel Henderson,WR,Kansas,2026,250,8,28.79046960395864,16.519174041297934,47.68857048748353,breakout_age,68.9,32.352640050832704,3.562170446874063,observed,imputed,22.0,,,,prospect_2026
Kendrick Law,WR,Kentucky,2026,250,8,28.79046960395864,13.274336283185843,45.571605447791995,breakout_age,68.9,31.703672499210285,2.9132028952516436,observed,imputed,22.0,,,,prospect_2026
Jordan Dwyer,WR,TCU,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Griffin Wilde,WR,Northwestern,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Jalil Farooq,WR,Maryland,2026,250,8,28.79046960395864,8.259587020648967,34.9931189337969,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Jalen Walthall,WR,Incarnate Word,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Chase Roberts,WR,BYU,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
C.J. Williams,WR,Stanford,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Justus Ross-Simmons,WR,Syracuse,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Cody Jackson,WR,Tarleton State,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Cyrus Allen,WR,Cincinnati,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Ja'Mori Maclin,WR,Kentucky,2026,250,8,28.79046960395864,8.259587020648967,35.0,breakout_age,68.9,30.70072264670291,1.9102530427442694,imputed,imputed,,,,,prospect_2026
Malik Benson,WR,Oregon,2026,250,8,28.79046960395864,7.964601769911504,34.12799769342966,breakout_age,68.9,30.641725596555418,1.8512559925967764,imputed,imputed,,,,,prospect_2026
Tyler Brown,WR,Clemson,2026,250,8,28.79046960395864,7.669616519174041,33.94240485011788,breakout_age,68.9,30.582728546407925,1.7922589424492834,imputed,imputed,,,,,prospect_2026
Jeff Caldwell,WR,Cincinnati,2026,250,8,28.79046960395864,7.374631268436578,33.3327955006454,breakout_age,68.9,30.52373149626043,1.7332618923017904,imputed,imputed,,,,,prospect_2026
Harrison Wallace III,WR,Ole Miss,2026,250,8,28.79046960395864,6.784660766961652,32.62847790507365,breakout_age,68.9,30.405737395965446,1.6152677920068044,imputed,imputed,,,,,prospect_2026
Jaden Greathouse,WR,Notre Dame,2026,250,8,28.79046960395864,6.784660766961652,32.67087276550998,breakout_age,68.9,30.405737395965446,1.6152677920068044,imputed,imputed,,,,,prospect_2026
Trebor Pena,WR,Penn State,2026,250,8,28.79046960395864,6.784660766961652,32.56611316113161,breakout_age,68.9,30.405737395965446,1.6152677920068044,imputed,imputed,,,,,prospect_2026
J.Michael Sturdivant,WR,Florida,2026,250,8,28.79046960395864,5.899705014749262,31.602172437202984,breakout_age,68.9,30.22874624552297,1.4382766415643289,imputed,imputed,,,,,prospect_2026
Rara Thomas,WR,Troy,2026,250,8,28.79046960395864,5.899705014749262,31.618726527825196,breakout_age,68.9,30.22874624552297,1.4382766415643289,observed,imputed,23.0,,,,prospect_2026
Jayden Ballard,WR,Wisconsin,2026,250,8,28.79046960395864,5.3097345132743365,30.692662729926017,breakout_age,68.9,30.110752145227984,1.3202825412693429,imputed,imputed,,,,,prospect_2026
Romello Brinson,WR,SMU,2026,250,8,28.79046960395864,4.129793510324483,29.437709030100336,breakout_age,68.9,29.874763944638012,1.0842943406793708,imputed,imputed,,,,,prospect_2026
Mikey Matthews,WR,UCLA,2026,250,8,28.79046960395864,4.129793510324483,29.711049468331026,breakout_age,68.9,29.874763944638012,1.0842943406793708,imputed,imputed,,,,,prospect_2026
Kobe Prentice,WR,Baylor,2026,250,8,28.79046960395864,4.129793510324483,29.791820431554726,breakout_age,68.9,29.874763944638012,1.0842943406793708,imputed,imputed,,,,,prospect_2026
Dillon Bell,WR,Georgia,2026,250,8,28.79046960395864,3.8348082595870205,27.792300711992183,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Barion Brown,WR,LSU,2026,250,8,28.79046960395864,3.8348082595870205,26.4142091152815,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Ayden Williams,WR,Mississippi State,2026,250,8,28.79046960395864,3.8348082595870205,26.678280557906422,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
London Humphreys,WR,Georgia,2026,250,8,28.79046960395864,3.8348082595870205,25.47615958481998,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Jaron Glover,WR,Michigan State,2026,250,8,28.79046960395864,3.8348082595870205,26.36063019899474,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Kyron Ware-Hudson,WR,Penn State,2026,250,8,28.79046960395864,3.8348082595870205,27.154059040590404,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Malik McClain,WR,Arizona State,2026,250,8,28.79046960395864,3.8348082595870205,25.082530949105916,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
