player_name,position,school,draft_year,pick,round,dc_score,production_score,production_score_raw,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,breakout_age,nfl_best_ppr,nfl_hit24,nfl_hit12,data_type
Marquise Brown,WR,Oklahoma,2019,25,1,84.74230353324101,81.41592920353983,93.09894132830135,breakout_age,68.9,81.70068313731463,-3.0416203959263868,observed,imputed,19.0,226.3,0.0,1.0,backtest
Deebo Samuel,WR,South Carolina,2019,36,2,80.26299861749231,85.25073746312685,94.79628164556962,breakout_age,79.1,81.08609659399538,0.8230979765030639,observed,observed,19.0,390.06,0.0,1.0,backtest
A.J. Brown,WR,Mississippi,2019,51,2,74.92708446694223,85.84070796460178,94.88750054138333,breakout_age,85.9,78.75574649643282,3.8286620294905873,observed,observed,19.0,267.8,0.0,1.0,backtest
Parris Campbell,WR,Ohio St.,2019,59,2,72.3295803529313,77.87610619469027,90.38568588469185,breakout_age,97.6,77.2294484683434,4.899868115412104,observed,observed,19.0,149.1,0.0,0.0,backtest
N'Keal Harry,WR,Arizona St.,2019,32,1,81.82194951930317,45.42772861356932,69.9,breakout_age,84.39999999999999,74.92981291026094,-6.89213660904224,observed,observed,21.0,24.599998,0.0,0.0,backtest
Jalen Hurd,WR,Baylor,2019,67,3,69.86299160356411,78.17109144542773,90.78062459554683,breakout_age,82.10000000000001,73.36016283140222,3.497171227838109,observed,observed,19.0,0.0,0.0,0.0,backtest
Diontae Johnson,WR,Toledo,2019,66,3,70.1649400864357,80.8259587020649,92.64066174000672,breakout_age,41.8,68.04240279659619,-2.1225372898395136,observed,observed,19.0,288.80002,0.0,1.0,backtest
JJ Arcega-Whiteside,WR,Stanford,2019,57,2,72.96570404937304,44.83775811209439,69.39084667747792,breakout_age,68.9,66.73025925451137,-6.235444794861678,observed,imputed,21.0,32.9,0.0,0.0,backtest
Andy Isabella,WR,Massachusetts,2019,62,2,71.3905481598709,45.42772861356932,69.9,breakout_age,72.6,66.37940202662995,-5.011146133240956,observed,observed,21.0,54.800003,0.0,0.0,backtest
Gary Jennings Jr,WR,West Virginia,2019,120,4,55.70142651358927,83.77581120943954,93.93535052705725,breakout_age,68.9,63.29608947572093,7.594662962131665,observed,imputed,19.0,0.0,0.0,0.0,backtest
Mecole Hardman,WR,Georgia,2019,56,2,73.28694247866397,9.734513274336283,45.0,breakout_age,83.0,62.03341526599884,-11.253527212665134,observed,observed,22.0,97.5,0.0,0.0,backtest
Terry McLaurin,WR,Ohio St.,2019,76,3,67.21839332711826,9.734513274336283,45.0,breakout_age,95.60000000000001,59.97885831749414,-7.239535009624127,observed,observed,22.0,322.5,0.0,1.0,backtest
Miles Boykin,WR,Notre Dame,2019,93,3,62.52775678229379,20.353982300884958,50.226508974392374,breakout_age,99.39999999999999,59.623838368667954,-2.9039184136258385,observed,observed,22.0,74.6,0.0,0.0,backtest
D.K. Metcalf,WR,Mississippi,2019,64,2,70.7741049369252,9.734513274336283,45.0,breakout_age,68.9,58.28507086386864,-12.489034073056558,observed,imputed,22.0,299.9,0.0,1.0,backtest
Hakeem Butler,WR,Iowa St.,2019,103,4,59.92138766628686,24.188790560471976,54.9,breakout_age,94.7,57.99166009518085,-1.9297275711060138,observed,observed,22.0,0.0,0.0,0.0,backtest
Riley Ridley,WR,Georgia,2019,126,4,54.26721625603232,78.46607669616519,91.12001672706998,breakout_age,45.300000000000004,57.76190590565405,3.4946896496217263,observed,observed,19.0,13.5,0.0,0.0,backtest
Travis Fulgham,WR,Old Dominion,2019,184,6,41.53070215783976,91.74041297935102,98.29195154132182,breakout_age,80.1,57.35803899846606,15.827336840626295,observed,observed,19.0,115.9,0.0,0.0,backtest
Scott Miller,WR,Bowling Green,2019,208,6,36.72342304569737,89.97050147492625,97.57751273510972,breakout_age,77.6,53.50432527468855,16.780902228991174,observed,observed,19.0,121.0,0.0,0.0,backtest
KeeSean Johnson,WR,Fresno St.,2019,174,6,43.60345922205765,88.79056047197639,96.55708673438231,breakout_age,31.8,50.87036058873275,7.2669013666751,observed,observed,19.0,46.0,0.0,0.0,backtest
Hunter Renfrow,WR,Clemson,2019,149,5,48.99440866994782,70.50147492625368,90.0,breakout_age,29.1,50.31166062071682,1.3172519507689984,observed,observed,19.0,272.9,0.0,1.0,backtest
Dillon Mitchell,WR,Oregon,2019,239,7,30.815673988275364,90.85545722713864,97.74522726306391,breakout_age,79.6,50.14127953780672,19.325605549531353,observed,observed,19.0,0.0,0.0,0.0,backtest
Marcus Green,WR,La-Monroe,2019,203,6,37.70677743241549,70.50147492625368,90.0,breakout_age,72.2,49.4397003163208,11.73292288390531,observed,observed,19.0,0.0,0.0,0.0,backtest
Darius Slayton,WR,Auburn,2019,171,5,44.2340493948423,15.339233038348082,46.6730093676815,breakout_age,89.1,45.18497871431711,0.9509293194748096,observed,observed,22.0,170.0,0.0,1.0,backtest
Olabisi Johnson,WR,Colorado St.,2019,247,7,29.339380105472458,70.50147492625368,90.0,breakout_age,68.9,43.505892053807834,14.166511948335376,observed,imputed,19.0,82.7,0.0,0.0,backtest
Terry Godwin,WR,Georgia,2019,237,7,31.187666633411297,70.50147492625368,90.0,breakout_age,52.599999999999994,42.26227829696808,11.07461166355678,observed,observed,19.0,6.5,0.0,0.0,backtest
Juwann Winfree,WR,Colorado,2019,187,6,40.917284913571535,9.734513274336283,45.0,breakout_age,71.39999999999999,39.25313784868875,-1.6641470648827834,observed,observed,22.0,11.8,0.0,0.0,backtest
Kelvin Harmon,WR,North Carolina St.,2019,206,6,37.115674968761425,36.57817109144543,64.44713478611784,breakout_age,48.8,38.76082294798401,1.6451479792225854,observed,observed,21.0,66.94,0.0,0.0,backtest
John Ursua,WR,Hawaii,2019,236,7,31.374110141410995,22.123893805309734,52.03137714677288,breakout_age,64.4,34.47795035297909,3.103840211568098,observed,observed,22.0,2.1,0.0,0.0,backtest
Justin Jefferson,WR,LSU,2020,22,1,86.0877712199221,83.1858407079646,93.768151437964,breakout_age,96.89999999999999,87.12921943454228,1.041448214620175,observed,observed,19.0,380.28,0.0,1.0,backtest
CeeDee Lamb,WR,Oklahoma,2020,17,1,88.49760662357517,90.56047197640117,97.68932116554595,breakout_age,74.4,86.79553870060408,-1.7020679229710822,observed,observed,19.0,425.7,0.0,1.0,backtest
Jerry Jeudy,WR,Alabama,2020,15,1,89.53565074279604,79.05604719764013,91.63721726047129,breakout_age,67.6,84.14938242234545,-5.386268320450583,observed,observed,19.0,240.9,0.0,1.0,backtest
Jalen Reagor,WR,TCU,2020,21,1,86.55153502322084,93.21533923303835,99.9,breakout_age,60.300000000000004,83.94656561170122,-2.604969411519619,observed,observed,18.0,87.2,0.0,0.0,backtest
Henry Ruggs III,WR,Alabama,2020,12,1,91.19779246495472,47.49262536873156,75.0,breakout_age,95.39999999999999,83.08709017596688,-8.110702288987838,observed,observed,20.0,0.0,0.0,0.0,backtest
Denzel Mims,WR,Baylor,2020,59,2,72.3295803529313,92.92035398230088,99.64085690282835,breakout_age,97.69999999999999,80.25329802586553,7.923717672934231,observed,observed,19.0,60.7,0.0,0.0,backtest
KJ Hamler,WR,Penn St.,2020,46,2,76.62960369267617,87.61061946902655,95.85540493569691,breakout_age,68.9,77.66636629404482,1.0367626013686504,observed,imputed,19.0,90.1,0.0,0.0,backtest
Laviska Shenault Jr.,WR,Colorado,2020,42,2,78.04288751567582,79.9410029498525,92.23855065702512,breakout_age,69.7,77.17107747515978,-0.8718100405160385,observed,observed,19.0,157.1,0.0,0.0,backtest
Michael Pittman Jr.,WR,USC,2020,34,2,81.03375665926983,58.99705014749262,80.15954835542465,breakout_age,82.69999999999999,76.87635185802392,-4.157404801245903,observed,observed,20.0,0.0,0.0,0.0,backtest
Brandon Aiyuk,WR,Arizona St.,2020,25,1,84.74230353324101,43.36283185840708,68.73555604622065,breakout_age,84.7,76.46006366828807,-8.282239864952942,observed,observed,21.0,184.5,0.0,1.0,backtest
Tee Higgins,WR,Clemson,2020,33,2,81.42558366090017,85.54572271386431,94.87066473988439,breakout_age,41.2,76.21577392235798,-5.209809738542191,observed,observed,19.0,222.09999,0.0,1.0,backtest
Chase Claypool,WR,Notre Dame,2020,49,2,75.60012235068056,41.00294985250738,66.69256962881124,breakout_age,99.80000000000001,72.31066949844384,-3.289452852236721,observed,observed,21.0,237.8,0.0,1.0,backtest
Bryan Edwards,WR,South Carolina,2020,81,3,65.80076958583709,93.21533923303835,99.9,breakout_age,68.9,71.74856807740179,5.947798491564697,observed,imputed,18.0,116.2,0.0,0.0,backtest
Gabriel Davis,WR,Central Florida,2020,128,4,53.79494679154125,92.62536873156341,99.03465346534654,breakout_age,68.5,63.76678916081449,9.97184236927324,observed,observed,19.0,0.0,0.0,0.0,backtest
Lynn Bowden Jr.,WR,Kentucky,2020,80,3,66.0815727265999,47.49262536873156,75.0,breakout_age,68.9,62.78654734603625,-3.2950253805636507,observed,imputed,20.0,0.0,0.0,0.0,backtest
Devin Duvernay,WR,Texas,2020,92,3,62.79411750331776,39.823008849557525,66.2442252725339,breakout_age,78.60000000000001,60.57077814706805,-2.22333935624971,observed,observed,21.0,116.1,0.0,0.0,backtest
Tyler Johnson,WR,Minnesota,2020,161,5,46.36707616249658,93.21533923303835,99.9,breakout_age,68.9,59.11666735223045,12.74959118973387,observed,imputed,18.0,8.8,0.0,0.0,backtest
Van Jefferson,WR,Florida,2020,57,2,72.96570404937304,6.489675516224189,32.492443617763314,breakout_age,68.9,59.06064273533732,-13.905061314035727,observed,imputed,,188.9,0.0,0.0,backtest
Joe Reed,WR,Virginia,2020,151,5,48.551086004790726,55.75221238938053,77.13777782933506,breakout_age,93.5,56.733648380990076,8.18256237619935,observed,observed,20.0,8.900001,0.0,0.0,backtest
Darnell Mooney,WR,Tulane,2020,173,5,43.81319351407827,82.00589970501476,93.23254945875327,breakout_age,70.4,55.43975572515383,11.626562211075559,observed,observed,19.0,219.7,0.0,1.0,backtest
Antonio Gandy-Golden,WR,Liberty,2020,142,4,50.56417497245892,65.48672566371681,82.97475022874518,breakout_age,61.3,55.15905886484166,4.5948838923827395,observed,observed,20.0,3.5,0.0,0.0,backtest
Donovan Peoples-Jones,WR,Michigan,2020,187,6,40.917284913571535,70.50147492625368,90.0,breakout_age,96.30000000000001,55.141530179072234,14.224245265500699,observed,observed,19.0,167.1,0.0,0.0,backtest
Quintez Cephus,WR,Wisconsin,2020,166,5,45.29445820618241,91.1504424778761,97.76112300737569,breakout_age,45.0,54.42148632959379,9.127028123411378,observed,observed,19.0,49.4,0.0,0.0,backtest
Isaiah Hodgins,WR,Oregon St.,2020,207,6,36.919368987448195,93.21533923303835,99.9,breakout_age,75.6,53.98065768844899,17.061288701000798,observed,observed,19.0,126.0,0.0,0.0,backtest
Collin Johnson,WR,Texas,2020,165,5,45.50798876586117,47.49262536873156,75.0,breakout_age,68.9,49.41371777155607,3.9057290056949014,observed,imputed,20.0,59.2,0.0,0.0,backtest
Tyrie Cleveland,WR,Florida,2020,252,7,28.42591925759298,70.50147492625368,90.0,breakout_age,96.5,47.05214250268617,18.626223245093193,observed,observed,19.0,12.3,0.0,0.0,backtest
Dezmon Patmon,WR,Washington St.,2020,212,6,35.94319234776309,47.49262536873156,75.0,breakout_age,84.60000000000001,45.551600099792324,9.608407752029237,observed,observed,20.0,4.4,0.0,0.0,backtest
Quez Watkins,WR,Southern Miss,2020,200,6,38.301208870560295,47.49262536873156,75.0,breakout_age,74.0,45.494310839610506,7.193101969050211,observed,observed,20.0,121.5,0.0,0.0,backtest
John Hightower,WR,Boise St.,2020,168,5,44.86885780479906,7.079646017699115,32.8858377940555,breakout_age,80.19999999999999,42.61068677665921,-2.2581710281398557,observed,observed,23.0,28.800001,0.0,0.0,backtest
K.J. Osborn,WR,Miami (FL),2020,176,5,43.185359664653696,6.784660766961652,32.70322344573657,breakout_age,80.0,41.42741593541724,-1.7579437292364588,observed,observed,,158.5,0.0,0.0,backtest
James Proche,WR,SMU,2020,201,6,38.10269095611306,42.772861356932154,68.3362369337979,breakout_age,40.4,39.381321392859924,1.278630436746866,observed,observed,21.0,36.2,0.0,0.0,backtest
Isaiah Coulter,WR,Rhode Island,2020,171,5,44.2340493948423,1.1799410029498525,25.0,breakout_age,66.8,39.00812030723747,-5.2259290876048325,observed,observed,,0.0,0.0,0.0,backtest
K.J. Hill,WR,Ohio St.,2020,220,7,34.399312454218645,47.49262536873156,75.0,breakout_age,38.9,37.693078168988436,3.2937657147697905,observed,observed,20.0,6.0,0.0,0.0,backtest
Freddie Swain,WR,Florida,2020,214,6,35.55517645503487,6.1946902654867255,32.217313802991555,breakout_age,82.89999999999999,36.78480274887001,1.229626293835139,observed,observed,,86.5,0.0,0.0,backtest
Jauan Jennings,WR,Tennessee,2020,217,7,34.97572633033664,23.303834808259587,53.94361947258696,breakout_age,27.0,31.444989076370735,-3.5307372539659063,observed,observed,22.0,210.5,0.0,1.0,backtest
Ja'Marr Chase,WR,LSU,2021,5,1,95.89012507645334,86.72566371681415,95.58383950536651,breakout_age,98.2,94.40371404305752,-1.4864110333958251,observed,observed,19.0,403.0,0.0,1.0,backtest
Jaylen Waddle,WR,Alabama,2021,6,1,95.11104923064929,70.50147492625368,90.0,breakout_age,68.9,86.25747698517279,-8.8535722454765,observed,imputed,19.0,247.8,0.0,1.0,backtest
Rashod Bateman,WR,Minnesota,2021,27,1,83.87932650686992,93.21533923303835,99.9,breakout_age,80.39999999999999,85.22463007607311,1.345303569203196,observed,observed,18.0,201.6,0.0,0.0,backtest
DeVonta Smith,WR,Alabama,2021,10,1,92.39513479671196,67.84660766961652,84.9,breakout_age,68.9,83.96115915178609,-8.433975644925866,observed,imputed,20.0,295.3,0.0,1.0,backtest
Elijah Moore,WR,Mississippi,2021,34,2,81.03375665926983,86.4306784660767,95.31159420289855,breakout_age,86.89999999999999,82.99307752174073,1.9593208624709035,observed,observed,19.0,138.2,0.0,1.0,backtest
Rondale Moore,WR,Purdue,2021,49,2,75.60012235068056,93.21533923303835,99.9,breakout_age,93.3,81.77814737455004,6.1780250238694805,observed,observed,18.0,87.9,0.0,0.0,backtest
Kadarius Toney,WR,Florida,2021,20,1,87.02377097693456,32.15339233038348,60.84970666768751,breakout_age,89.9,76.48112960108416,-10.542641375850394,observed,observed,21.0,82.36,0.0,0.0,backtest
Tutu Atwell,WR,Louisville,2021,57,2,72.96570404937304,84.66076696165192,94.57370480805069,breakout_age,62.5,73.73486102442286,0.7691569750498104,observed,observed,19.0,123.2,0.0,0.0,backtest
Dyami Brown,WR,North Carolina,2021,82,3,65.52128074753156,84.070796460177,93.98148231139474,breakout_age,83.80000000000001,71.97299177793091,6.451711030399352,observed,observed,19.0,108.3,0.0,0.0,backtest
Nico Collins,WR,Michigan,2021,89,3,63.59988204942709,80.53097345132744,92.58877644894204,breakout_age,95.7,71.8011180223931,8.20123597296601,observed,observed,19.0,248.90001,0.0,1.0,backtest
D'Wayne Eskridge,WR,Western Michigan,2021,56,2,73.28694247866397,67.84660766961652,84.9,breakout_age,67.1,71.27083414505489,-2.0161083336090826,observed,observed,20.0,28.3,0.0,0.0,backtest
Terrace Marshall Jr.,WR,LSU,2021,59,2,72.3295803529313,62.24188790560472,81.38303950375449,breakout_age,68.9,69.7976048105263,-2.531975542405007,observed,imputed,20.0,0.0,0.0,0.0,backtest
Anthony Schwartz,WR,Auburn,2021,91,3,63.061580711070775,81.12094395280236,92.97719768881552,breakout_age,68.89999999999999,67.54921625275647,4.487635541685691,observed,observed,19.0,18.8,0.0,0.0,backtest
Amon-Ra St. Brown,WR,USC,2021,112,4,57.65686444404836,93.21533923303835,99.9,breakout_age,71.3,66.81502973523911,9.158165291190748,observed,observed,18.0,386.5,0.0,1.0,backtest
Josh Palmer,WR,Tennessee,2021,77,3,66.9320986936365,56.04719764011799,77.94402959034126,breakout_age,75.9,66.10030367888733,-0.8317950147491757,observed,observed,20.0,106.7,0.0,0.0,backtest
Dez Fitzpatrick,WR,Louisville,2021,109,4,58.40374906189059,78.76106194690266,91.51183376816996,breakout_age,68.9,64.04964927960941,5.645900217718818,observed,imputed,19.0,15.9,0.0,0.0,backtest
Amari Rodgers,WR,Clemson,2021,85,3,64.69048249230454,54.86725663716814,76.74272226593234,breakout_age,53.5,61.04726494743158,-3.643217544872961,observed,observed,20.0,43.1,0.0,0.0,backtest
Jaelon Darden,WR,North Texas,2021,129,4,53.55986428245593,67.84660766961652,84.9,breakout_age,71.39999999999999,59.09323331751967,5.5333690350637355,observed,observed,20.0,11.4,0.0,0.0,backtest
Ihmir Smith-Marsette,WR,Iowa,2021,157,5,47.23431360755732,89.08554572271386,96.56651908075058,breakout_age,68.1,58.73441298945503,11.500099381897712,observed,observed,19.0,28.599998,0.0,0.0,backtest
Tylan Wallace,WR,Oklahoma St.,2021,131,4,53.091766375709646,63.12684365781711,82.05006337135615,breakout_age,47.1,54.20001687577469,1.108250500065047,observed,observed,20.0,43.1,0.0,0.0,backtest
Seth Williams,WR,Auburn,2021,219,6,34.591116608286086,93.21533923303835,99.9,breakout_age,68.60000000000001,51.41729364199363,16.826177033707545,observed,observed,18.0,4.4,0.0,0.0,backtest
Simi Fehoko,WR,Stanford,2021,179,5,42.56157955714502,44.24778761061947,69.17315014070519,breakout_age,91.8,50.28458423426815,7.723004677123129,observed,observed,21.0,7.9,0.0,0.0,backtest
Kawaan Baker,WR,South Alabama,2021,255,7,27.881148372763306,89.67551622418878,97.14495952906549,breakout_age,90.8,49.67784968713391,21.7967013143706,observed,observed,19.0,0.0,0.0,0.0,backtest
Jacob Harris,WR,Central Florida,2021,141,4,50.79080422061093,4.71976401179941,30.07703777335984,breakout_age,98.80000000000001,48.77797554575699,-2.0128286748539423,observed,observed,23.0,1.6,0.0,0.0,backtest
Shi Smith,WR,South Carolina,2021,204,6,37.50937673477087,45.42772861356932,69.9,breakout_age,67.8,43.636640600314934,6.127263865544066,observed,observed,21.0,61.6,0.0,0.0,backtest
Marquez Stevenson,WR,Houston,2021,203,6,37.70677743241549,53.392330383480825,75.27673251803073,breakout_age,53.7,43.24287140776624,5.536093975350745,observed,observed,20.0,0.0,0.0,0.0,backtest
Tre Nixon,WR,Central Florida,2021,242,7,30.25989524574358,47.49262536873156,75.0,breakout_age,89.7,42.62245698347964,12.362561737736058,observed,observed,20.0,0.0,0.0,0.0,backtest
Jalen Camp,WR,Georgia Tech,2021,209,6,36.527834756947215,15.634218289085547,47.12253193960511,breakout_age,97.5,41.4949362498328,4.967101492885583,observed,observed,22.0,1.7,0.0,0.0,backtest
Cornell Powell,WR,Clemson,2021,181,5,42.147931921338625,13.569321533923304,45.91775813393808,breakout_age,75.7,41.46502005565477,-0.682911865683856,observed,observed,22.0,0.0,0.0,0.0,backtest
Frank Darby,WR,Arizona St.,2021,187,6,40.917284913571535,25.368731563421832,60.0,breakout_age,58.9,40.504981506505864,-0.4123034070656715,observed,observed,21.0,2.5,0.0,0.0,backtest
Racey McMath,WR,LSU,2021,205,6,37.312343403797485,0.1,20.26648710414626,breakout_age,74.3,35.41802321246837,-1.8943201913291148,observed,observed,,6.4,0.0,0.0,backtest
Dazz Newsome,WR,North Carolina,2021,221,6,34.207839313634366,47.49262536873156,75.0,breakout_age,21.299999999999997,34.92862062760865,0.7207813139742854,observed,observed,20.0,4.3,0.0,0.0,backtest
Mike Strachan,WR,Charleston (WV),2021,229,7,32.687727412828664,1.1799410029498525,25.0,breakout_age,68.9,31.818011018928605,-0.8697163939000596,observed,imputed,,5.5,0.0,0.0,backtest
Dax Milne,WR,BYU,2021,258,7,27.338807564968334,35.693215339233035,63.5217004381161,breakout_age,45.599999999999994,31.748867985076025,4.4100604201076905,observed,observed,21.0,15.7,0.0,0.0,backtest
Ben Skowronek,WR,Notre Dame,2021,249,7,28.97316023447314,5.899705014749262,32.18556218556218,breakout_age,68.9,30.347495155357397,1.3743349208842552,observed,imputed,23.0,84.3,0.0,0.0,backtest
Drake London,WR,USC,2022,8,1,93.68781610895526,87.90560471976401,95.90316573556797,breakout_age,68.9,88.81320141477374,-4.874614694181517,observed,imputed,19.0,280.8,0.0,1.0,backtest
Chris Olave,WR,Ohio St.,2022,11,1,91.78610696647006,79.35103244837758,91.79058088080355,breakout_age,86.4,88.49117601788106,-3.2949309485889984,observed,observed,19.0,231.3,0.0,1.0,backtest
Garrett Wilson,WR,Ohio St.,2022,10,1,92.39513479671196,55.16224188790561,76.86301538245417,breakout_age,77.69999999999999,82.7442859954439,-9.650848801268054,observed,observed,20.0,251.9,0.0,1.0,backtest
Christian Watson,WR,North Dakota St.,2022,34,2,81.03375665926983,70.50147492625368,90.0,breakout_age,99.60000000000001,81.71223681377613,0.6784801545063033,observed,observed,19.0,164.1,0.0,0.0,backtest
Jameson Williams,WR,Alabama,2022,12,1,91.19779246495472,60.17699115044248,80.55939532820815,breakout_age,68.9,81.64896333230908,-9.548829132645636,observed,imputed,20.0,225.2,0.0,1.0,backtest
George Pickens,WR,Georgia,2022,52,2,74.59433316596373,93.21533923303835,99.9,breakout_age,93.5,81.1543844044841,6.560051238520373,observed,observed,18.0,184.1,0.0,1.0,backtest
Jahan Dotson,WR,Penn St.,2022,16,1,89.01046080303611,67.84660766961652,84.9,breakout_age,63.3,80.92112105589678,-8.089339747139334,observed,observed,20.0,130.6,0.0,0.0,backtest
Tyquan Thornton,WR,Baylor,2022,50,2,75.2623245415211,93.21533923303835,99.9,breakout_age,85.39999999999999,80.37357879859638,5.111254257075288,observed,observed,18.0,66.3,0.0,0.0,backtest
Treylon Burks,WR,Arkansas,2022,18,1,87.9960967734834,67.84660766961652,84.9,breakout_age,57.9,79.45178443668752,-8.544312336795883,observed,observed,20.0,88.1,0.0,0.0,backtest
Skyy Moore,WR,Western Michigan,2022,54,2,73.9360365676696,93.21533923303835,99.9,breakout_age,75.8,78.07149161559292,4.135455047923315,observed,observed,18.0,53.7,0.0,0.0,backtest
Wan'Dale Robinson,WR,Kentucky,2022,43,2,77.68493914356304,66.66666666666666,83.66227696329129,breakout_age,73.60000000000001,74.86854377664932,-2.8163953669137243,observed,observed,20.0,182.7,0.0,0.0,backtest
John Metchie,WR,Alabama,2022,44,2,77.33014043640625,47.49262536873156,75.0,breakout_age,68.9,70.09811635741039,-7.232024078995863,observed,imputed,20.0,65.7,0.0,0.0,backtest
Alec Pierce,WR,Cincinnati,2022,53,2,74.26400482294514,33.6283185840708,62.60487612279143,breakout_age,98.3,69.7422668517285,-4.521737971216638,observed,observed,21.0,161.4,0.0,0.0,backtest
Jalen Tolbert,WR,South Alabama,2022,88,3,63.870755038336846,67.84660766961652,84.9,breakout_age,86.19999999999999,68.01531230884225,4.144557270505409,observed,observed,20.0,152.0,0.0,0.0,backtest
David Bell,WR,Purdue,2022,99,3,60.95185845795279,93.21533923303835,99.9,breakout_age,39.8,64.23177584427698,3.2799173863241933,observed,observed,18.0,62.1,0.0,0.0,backtest
Khalil Shakir,WR,Boise St.,2022,148,5,49.21691753018262,90.2654867256637,97.68028461784458,breakout_age,83.10000000000001,62.50909373975145,13.29217620956883,observed,observed,19.0,217.9,0.0,1.0,backtest
Romeo Doubs,WR,Nevada,2022,132,4,52.85873645151093,82.30088495575221,93.38292944731592,breakout_age,68.9,61.15335568463255,8.294619233121622,observed,imputed,19.0,213.8,0.0,0.0,backtest
Erik Ezukanma,WR,Texas Tech,2022,125,4,54.50441856810307,54.27728613569322,75.82618952684743,breakout_age,70.3,56.82832929640564,2.3239107283025717,observed,observed,20.0,1.3,0.0,0.0,backtest
Velus Jones Jr.,WR,Tennessee,2022,71,3,68.67193564014815,5.604719764011799,31.33983461182743,breakout_age,71.0,56.407702118898655,-12.264233521249494,observed,observed,23.0,0.0,0.0,0.0,backtest
Kyle Philips,WR,UCLA,2022,163,5,45.936531045873316,65.19174041297934,82.67686072218129,breakout_age,83.10000000000001,55.36209326241353,9.425562216540214,observed,observed,20.0,33.100002,0.0,0.0,backtest
Montrell Washington,WR,Samford,2022,162,5,46.15155112223164,93.21533923303835,99.9,breakout_age,43.2,55.12157607605823,8.970024953826595,observed,observed,18.0,7.2,0.0,0.0,backtest
Calvin Austin III,WR,Memphis,2022,138,4,51.47438583883613,38.34808259587021,65.70485999356292,breakout_age,90.5,54.70296731441752,3.228581475581393,observed,observed,21.0,0.0,0.0,0.0,backtest
Bo Melton,WR,Rutgers,2022,229,7,32.687727412828664,86.13569321533923,95.26469268730372,breakout_age,92.30000000000001,52.31916146140648,19.631434048577816,observed,observed,19.0,56.5,0.0,0.0,backtest
Danny Gray,WR,SMU,2022,105,3,59.41186469623246,14.15929203539823,46.263209970106516,breakout_age,67.6,51.58957045963075,-7.822294236601714,observed,observed,22.0,2.9,0.0,0.0,backtest
Dareke Young,WR,Lenoir-Rhyne,2022,233,7,31.93525043772044,70.50147492625368,90.0,breakout_age,99.3,49.75320776976902,17.81795733204858,observed,observed,19.0,6.5,0.0,0.0,backtest
Jalen Nailor,WR,Michigan St.,2022,191,6,40.10518084262188,31.858407079646017,60.82390000673809,breakout_age,80.9,44.57504896363342,4.469868121011544,observed,observed,21.0,111.3,0.0,0.0,backtest
Michael Woods II,WR,Oklahoma,2022,202,6,37.904547996459925,0.5899705014749262,23.96441605839416,breakout_age,68.9,35.09095029799394,-2.8135976984659834,observed,imputed,,0.0,0.0,0.0,backtest
Samori Toure,WR,Nebraska,2022,258,7,27.338807564968334,8.259587020648967,35.95077974887171,breakout_age,61.4,28.63214232135921,1.2933347563908768,observed,observed,23.0,19.199999,0.0,0.0,backtest
Quentin Johnston,WR,TCU,2023,21,1,86.55153502322084,93.21533923303835,99.9,breakout_age,86.8,87.92156561170121,1.3700305884803754,observed,observed,18.0,174.7,0.0,0.0,backtest
Zay Flowers,WR,Boston Col.,2023,22,1,86.0877712199221,93.21533923303835,99.9,breakout_age,82.89999999999999,87.03511913955704,0.9473479196349359,observed,observed,19.0,235.40001,0.0,1.0,backtest
Jaxon Smith-Njigba,WR,Ohio St.,2023,20,1,87.02377097693456,70.50147492625368,90.0,breakout_age,83.4,83.17574612025821,-3.8480248566763464,observed,observed,19.0,253.0,0.0,1.0,backtest
Marvin Mims,WR,Oklahoma,2023,63,2,71.08139694751989,93.21533923303835,99.9,breakout_age,68.9,75.18097586249561,4.099578914975723,observed,imputed,18.0,132.8,0.0,0.0,backtest
Rashee Rice,WR,SMU,2023,55,2,73.61036829159038,59.587020648967545,80.48850878119171,breakout_age,95.3,74.05914351932725,0.44877522773687417,observed,observed,20.0,64.9,0.0,1.0,backtest
Josh Downs,WR,North Carolina,2023,79,3,66.36371289664757,81.71091445427729,93.1779506502978,breakout_age,89.9,72.96359627367637,6.599883377028803,observed,observed,19.0,182.2,0.0,1.0,backtest
Jonathan Mingo,WR,Mississippi,2023,39,2,79.1367012454148,33.33333333333333,62.59329990086886,breakout_age,98.69999999999999,72.91052247618629,-6.226178769228511,observed,observed,21.0,84.8,0.0,0.0,backtest
Michael Wilson,WR,Stanford,2023,94,3,62.262482221264236,77.5811209439528,90.09177318911833,breakout_age,95.5,70.31183763261231,8.049355411348074,observed,observed,19.0,114.5,0.0,0.0,backtest
Jalin Hyatt,WR,Tennessee,2023,73,3,68.08599462283559,64.0117994100295,82.34070225102744,breakout_age,87.6,70.19825638684902,2.1122617640134393,observed,observed,20.0,60.3,0.0,0.0,backtest
Jayden Reed,WR,Michigan St.,2023,50,2,75.2623245415211,54.572271386430685,75.95561594202898,breakout_age,67.4,69.94496522927486,-5.317359312246239,observed,observed,20.0,225.6,0.0,1.0,backtest
Jordan Addison,WR,USC,2023,23,1,85.63195232697663,25.368731563421832,60.0,breakout_age,59.400000000000006,69.64451532521917,-15.987437001757456,observed,observed,21.0,218.40001,0.0,1.0,backtest
