pick,dc_expected_ppg,dc_hit_probability,dc_percentile,dc_current_sqrt
115,42.700143503555275,15.292307692307691,56.32183908045977,3.3542539514247856
116,42.38315535444948,15.117948717948718,55.938697318007655,3.3113203298768807
117,42.06616720534368,14.943589743589744,55.55555555555556,3.2689383222705324
118,41.749179056237885,14.769230769230768,55.172413793103445,3.227096216932574
119,41.43219090713209,14.594871794871795,54.78927203065134,3.185782647380658
120,41.11520275802629,14.42051282051282,54.406130268199234,3.144986579351356
121,40.79821460892049,14.246153846153847,54.02298850574713,3.1046972984191417
122,40.4812264598147,14.071794871794872,53.63984674329502,3.064904398174668
123,40.164238310708896,13.897435897435898,53.25670498084292,3.0255977689327698
124,39.84725016160311,13.72307692307692,52.87356321839081,2.9867675869423205
125,39.53026201249731,13.548717948717947,52.490421455938694,2.9484043040718233
126,39.252048319327734,13.403846153846152,52.10727969348659,2.910498637946145
127,39.01260908209437,13.288461538461538,51.724137931034484,2.873041562511233
128,38.77316984486102,13.173076923076923,51.34099616858238,2.8360242990050715
129,38.53373060762767,13.057692307692307,50.95785440613027,2.7994383073143343
130,38.29429137039431,12.942307692307692,50.57471264367817,2.7632752776974447
131,38.05485213316096,12.826923076923077,50.191570881226056,2.7275271228558022
132,37.8154128959276,12.71153846153846,49.808429118773944,2.6921859703360016
133,37.57597365869425,12.596153846153847,49.42528735632184,2.6572441552468526
134,37.33653442146089,12.48076923076923,49.042145593869726,2.6226942132758917
135,37.09709518422754,12.365384615384615,48.65900383141762,2.5885288739909242
136,36.857655946994186,12.25,48.275862068965516,2.554741054412983
137,36.61821670976083,12.134615384615383,47.89272030651341,2.5213238528477633
138,36.378777472527474,12.019230769230768,47.509578544061306,2.4882705429633725
139,36.13933823529412,11.903846153846153,47.12643678160919,2.4555745681028283
140,35.89989899806077,11.788461538461538,46.74329501915709,2.4232295358203997
141,35.66045976082741,11.673076923076922,46.36015325670498,2.391229212631455
142,35.42102052359405,11.557692307692308,45.97701149425287,2.3595675189660175
143,35.1815812863607,11.442307692307692,45.593869731800766,2.3282385243167574
144,34.94214204912735,11.326923076923077,45.21072796934866,2.2972364425726335
145,34.70270281189399,11.211538461538462,44.827586206896555,2.2665556275298417
146,34.46326357466064,11.096153846153847,44.44444444444444,2.2361905685721526
147,34.22382433742728,10.98076923076923,44.06130268199234,2.2061358865131666
148,33.984385100193926,10.865384615384615,43.67816091954023,2.176386329593324
149,33.74494586296058,10.75,43.29501915708812,2.146936769624939
150,33.505506625727214,10.634615384615383,42.911877394636015,2.1177821982788165
151,33.266067388493866,10.51923076923077,42.5287356321839,2.088917723506344
152,33.0266281512605,10.403846153846153,42.1455938697318,2.0603385660912794
153,32.787188914027155,10.288461538461538,41.7624521072797,2.032040056325674
154,32.5477496767938,10.173076923076923,41.37931034482759,2.004017630804731
155,32.308310439560444,10.057692307692307,40.99616858237548,1.9762668293355643
156,32.068871202327095,9.942307692307692,40.61302681992337,1.9487832919551231
157,31.82943196509373,9.826923076923077,40.229885057471265,1.9215627560527575
158,31.589992727860377,9.71153846153846,39.84674329501915,1.8946010535931
159,31.35055349062702,9.596153846153847,39.46360153256705,1.867894108435166
160,31.11111425339367,9.480769230769232,39.08045977011494,1.8414379337437594
161,30.87167501616031,9.365384615384615,38.69731800766284,1.8152286294894417
162,30.632235778926958,9.25,38.31417624521073,1.7892623800335132
163,30.392796541693606,9.134615384615383,37.93103448275862,1.7635354517946074
164,30.15335730446025,9.019230769230768,37.547892720306514,1.7380441909936588
165,29.913918067226895,8.903846153846153,37.16475095785441,1.71278502147416
166,29.67447882999354,8.788461538461538,36.7816091954023,1.6877544425947406
167,29.435039592760187,8.673076923076922,36.39846743295019,1.6629490271912633
168,29.195600355526835,8.557692307692308,36.015325670498086,1.638365419605729
169,28.956161118293476,8.442307692307692,35.63218390804598,1.6140003337794362
170,28.71672188106012,8.326923076923077,35.24904214559387,1.5898505514079158
171,28.47728264382677,8.211538461538462,34.86590038314176,1.565912920155301
172,28.237843406593417,8.096153846153847,34.48275862068966,1.5421843519258813
173,27.998404169360054,7.98076923076923,34.099616858237546,1.518661821190678
174,27.758964932126702,7.865384615384616,33.71647509578544,1.4953423633670038
175,27.519525694893343,7.75,33.33333333333333,1.4722230732490182
176,27.277940251192057,7.6377987092272805,32.95019157088122,1.449301103487396
177,27.03420860102283,7.5287807430664575,32.56704980842912,1.4265736631163073
178,26.790476950853602,7.4197627769056345,32.18390804597701,1.4040380161259822
179,26.546745300684382,7.310744810744811,31.800766283524908,1.3816914800791846
180,26.303013650515155,7.2017268445839875,31.417624521072796,1.3595314247700288
181,26.05928200034593,7.092708878423165,31.03448275862069,1.3375552709236078
182,25.815550350176704,6.983690912262341,30.65134099616858,1.315760488934965
183,25.57181870000748,6.8746729461015175,30.268199233716476,1.2941445976460277
184,25.328087049838256,6.7656549799406935,29.88505747126437,1.272705163159139
185,25.08435539966903,6.656637013779871,29.50191570881226,1.2514397976859217
186,24.8406237494998,6.547619047619048,29.118773946360154,1.2303461584302207
187,24.596892099330578,6.438601081458224,28.735632183908045,1.2094219465039415
188,24.353160449161354,6.329583115297402,28.35249042145594,1.1886649058746617
189,24.10942879899213,6.220565149136578,27.969348659003828,1.1680728223438919
190,23.8656971488229,6.111547182975754,27.586206896551722,1.1476435225549648
191,23.621965498653676,6.0025292168149305,27.203065134099617,1.1273748730295245
192,23.37823384848445,5.893511250654108,26.81992337164751,1.1072647792316523
193,23.134502198315225,5.784493284493284,26.436781609195403,1.0873111846587027
194,22.890770548146,5.675475318332461,26.053639846743295,1.067512069957943
195,22.647038897976778,5.566457352171638,25.67049808429119,1.0478654520681374
196,22.40330724780755,5.457439386010815,25.287356321839084,1.0283693833852652
197,22.159575597638327,5.348421419849991,24.904214559386972,1.0090219509515406
198,21.9158439474691,5.239403453689167,24.521072796934863,0.9898212756669976
199,21.672112297299876,5.130385487528344,24.137931034482758,0.9707655115229072
200,21.42838064713065,5.021367521367521,23.754789272030653,0.9518528448562676
201,21.184648996961425,4.912349555206698,23.371647509578544,0.933081493624759
202,20.940917346792197,4.803331589045875,22.988505747126435,0.9144497067014326
203,20.697185696622974,4.694313622885052,22.60536398467433,0.8959557631885547
204,20.45345404645375,4.585295656724228,22.22222222222222,0.8775979717499546
205,20.209722396284523,4.476277690563405,21.839080459770116,0.8593746699613269
206,19.9659907461153,4.367259724402581,21.455938697318008,0.8412842236778826
207,19.722259095946075,4.258241758241758,21.0727969348659,0.8233250264188317
208,19.478527445776848,4.149223792080934,20.689655172413794,0.8054954987681634
209,19.234795795607624,4.040205825920111,20.306513409961685,0.7877940877912073
210,18.991064145438393,3.9311878597592878,19.923371647509576,0.7702192664664985
211,18.74733249526917,3.822169893598465,19.54022988505747,0.7527695331324671
212,18.503600845099946,3.713151927437642,19.157088122605366,0.7354434109484986
213,18.259869194930722,3.604133961276818,18.773946360153257,0.7182394473699316
214,18.0161375447615,3.495115995115995,18.39080459770115,0.7011562136365618
215,17.77240589459227,3.3860980289551716,18.007662835249043,0.6841923042742395
216,17.528674244423044,3.2770800627943486,17.624521072796934,0.6673463366091893
217,17.28494259425382,3.1680620966335247,17.24137931034483,0.6506169502946331
218,17.041210944084597,3.0590441304727016,16.85823754789272,0.6340028068493883
219,16.79747929391537,2.950026164311878,16.47509578544061,0.6175025892080515
220,16.553747643746146,2.841008198151055,16.091954022988507,0.6011150012824582
221,16.31001599357692,2.731990231990232,15.708812260536398,0.5848387675340473
222,16.06628434340769,2.622972265829408,15.32567049808429,0.5686726325568533
223,15.822552693238467,2.513954299668585,14.942528735632186,0.5526153606707775
224,15.578821043069244,2.4049363335077616,14.559386973180077,0.5366657355248727
225,15.33508939290002,2.2959183673469385,14.17624521072797,0.5208225597103181
226,15.091357742730796,2.186900401186115,13.793103448275861,0.5050846543828447
227,14.847626092561567,2.077882435025292,13.409961685823754,0.48945085889430123
228,14.603894442392344,1.9688644688644688,13.026819923371647,0.4739200304331245
229,14.360162792223116,1.859846502703645,12.643678160919542,0.4584910436734589
230,14.116431142053893,1.750828536542822,12.260536398467432,0.44316279043266615
231,13.872699491884669,1.6418105703819983,11.877394636015326,0.4279341793370062
232,13.628967841715442,1.5327926042211755,11.494252873563218,0.41280413549524586
233,13.385236191546216,1.4237746380603515,11.11111111111111,0.3977716001799904
234,13.141504541376992,1.314756671899528,10.727969348659004,0.3828355305164973
235,12.897772891207765,1.2057387057387057,10.344827586206897,0.3679948991788015
236,12.654041241038541,1.096720739577882,9.961685823754788,0.3532486940929057
237,12.410309590869316,0.9877027734170583,9.578544061302683,0.33859591814689394
238,12.166577940700089,0.8786848072562359,9.195402298850574,0.32403558890772405
239,11.922846290530863,0.7696668410954122,8.812260536398467,0.3095667383445609
240,11.67911464036164,0.6606488749345885,8.42911877394636,0.29518841255845785
241,11.435382990192416,0.5516309087737647,8.045977011494253,0.280899671518195
242,11.191651340023189,0.44261294261294243,7.662835249042145,0.266699588802158
243,10.947919689853965,0.3335949764521187,7.2796934865900385,0.25258725134602994
244,10.70418803968474,0.224577010291295,6.896551724137931,0.23856175919621084
245,10.460456389515512,0.11555904413047269,6.513409961685824,0.22462222526874667
246,10.216724739346288,0.0065410779696489785,6.130268199233716,0.21076777511367972
247,9.972993089177065,0.0,5.747126436781609,0.19699754668463235
248,9.729261439007837,0.0,5.363984674329502,0.18331069011352433
249,9.485529788838612,0.0,4.980842911877394,0.16970636749024773
250,9.241798138669388,0.0,4.597701149425287,0.15618375264721793
251,8.99806648850016,0.0,4.21455938697318,0.14274203094863594
252,8.754334838330937,0.0,3.8314176245210727,0.1293803990843584
253,8.510603188161712,0.0,3.4482758620689653,0.11609806486824939
254,8.266871537992484,0.0,3.065134099616858,0.10289424704091647
255,8.02313988782326,0.0,2.681992337164751,0.0897681750766845
256,7.779408237654037,0.0,2.2988505747126435,0.0767190889947392
257,7.535676587484809,0.0,1.9157088122605364,0.06374623917430816
258,7.291944937315585,0.0,1.532567049808429,0.050848886173784545
259,7.048213287146361,0.0,1.1494252873563218,0.03802630055369722
260,6.804481636977133,0.0,0.7662835249042145,0.025277762703432214
261,6.5607499868079096,0.0,0.38314176245210724,0.012602562671605411
262,6.317018336638684,0.0,0.0,0.0
