player_name,draft_year,pick,round,college,dc_score,breakout_age,breakout_score,RAS,ras_score,athletic_status,slap_score,slap_percentile,delta,hit24_prob,hit12_prob,best_ppg,career_ppg,hit24,hit12,top24_seasons,hit24_display,hit12_display
Laviska Shenault Jr.,2020,42,2,Colorado,21.0,20.0,75,6.97,69.7,observed,47.2,74.0,11.7,15.0,9.2,9.2,3.7,0,0,0,0,0
KJ Hamler,2020,46,2,Penn St.,19.5,20.0,75,,,missing,47.1,71.0,12.3,14.9,9.2,0.0,,0,0,0,0,0
Chase Claypool,2020,49,2,Notre Dame,18.4,21.0,60,9.98,99.8,observed,45.2,64.0,11.0,12.9,8.4,14.0,7.9,1,0,1,1,0
Van Jefferson,2020,57,2,Florida,16.0,,25,,,missing,27.8,17.0,-5.2,3.2,3.5,11.1,5.3,0,0,0,0,0
Denzel Mims,2020,59,2,Baylor,15.5,19.0,90,9.77,97.7,observed,53.9,89.0,21.1,23.9,12.7,3.6,2.1,0,0,0,0,0
Lynn Bowden Jr.,2020,80,3,Kentucky,11.3,20.0,75,,,missing,43.0,51.0,12.4,10.9,7.5,0.0,,0,0,0,0,0
Bryan Edwards,2020,81,3,South Carolina,11.2,19.0,90,,,missing,48.2,77.0,17.6,16.1,9.7,6.8,3.1,0,0,0,0,0
Devin Duvernay,2020,92,3,Texas,9.6,21.0,60,7.86,78.6,observed,37.6,28.999999999999996,7.8,7.2,5.7,6.5,3.1,0,0,0,0,0
Gabriel Davis,2020,128,4,Central Florida,6.0,20.0,75,6.85,68.5,observed,39.5,43.0,11.5,8.3,6.3,0.0,,0,0,0,0,0
Antonio Gandy-Golden,2020,142,4,Liberty,4.9,20.0,75,6.13,61.3,observed,37.9,31.0,10.5,7.3,5.8,0.2,0.2,0,0,0,0,0
Joe Reed,2020,151,5,Virginia,4.4,,25,9.35,93.5,observed,25.0,11.0,-2.2,2.5,3.0,0.5,0.5,0,0,0,0,0
Tyler Johnson,2020,161,5,Minnesota,3.8,19.0,90,,,missing,44.5,60.0,17.6,12.3,8.1,4.8,2.9,0,0,0,0,0
Collin Johnson,2020,165,5,Texas,3.6,19.0,90,,,missing,44.4,56.99999999999999,17.6,12.2,8.1,3.5,1.2,0,0,0,0,0
Quintez Cephus,2020,166,5,Wisconsin,3.5,21.0,60,4.5,45.0,observed,29.5,20.0,2.7,3.7,3.8,3.9,2.3,0,0,0,0,0
John Hightower,2020,168,5,Boise St.,3.4,21.0,60,8.02,80.2,observed,34.7,26.0,8.0,5.7,5.0,1.7,1.6,0,0,0,0,0
Isaiah Coulter,2020,171,5,Rhode Island,3.2,,25,6.68,66.8,observed,20.4,3.0,-6.2,1.7,2.4,0.0,0.0,0,0,0,0,0
Darnell Mooney,2020,173,5,Tulane,3.1,19.0,90,7.04,70.4,observed,43.6,54.0,17.0,11.4,7.7,12.9,8.7,0,0,0,0,0
K.J. Osborn,2020,176,5,Miami (FL),3.0,,25,8.0,80.0,observed,22.2,9.0,-4.3,2.0,2.6,9.7,6.8,0,0,0,0,0
Donovan Peoples-Jones,2020,187,6,Michigan,2.5,20.0,75,9.63,96.3,observed,41.9,49.0,15.7,10.0,7.1,9.5,5.4,0,0,0,0,0
Quez Watkins,2020,200,6,Southern Miss,1.9,20.0,75,7.4,74.0,observed,38.3,34.0,12.3,7.6,6.0,7.1,4.0,0,0,0,0,0
James Proche,2020,201,6,SMU,1.9,19.0,90,4.04,40.4,observed,38.5,40.0,12.5,7.7,6.0,2.1,0.7,0,0,0,0,0
Isaiah Hodgins,2020,207,6,Oregon St.,1.7,20.0,75,7.56,75.6,observed,38.4,37.0,12.6,7.6,6.0,7.4,3.7,0,0,0,0,0
Dezmon Patmon,2020,212,6,Washington St.,1.5,20.0,75,8.46,84.6,observed,39.7,46.0,13.9,8.5,6.4,0.6,0.4,0,0,0,0,0
Freddie Swain,2020,214,6,Florida,1.4,,25,8.29,82.9,observed,21.9,6.0,-3.8,2.0,2.6,5.1,2.8,0,0,0,0,0
Jauan Jennings,2020,217,7,Tennessee,1.3,21.0,60,2.7,27.0,observed,25.7,14.000000000000002,0.1,2.7,3.1,12.4,7.0,0,0,0,0,0
K.J. Hill,2020,220,7,Ohio St.,1.2,20.0,75,3.89,38.9,observed,32.7,23.0,7.1,4.8,4.5,0.8,0.6,0,0,0,0,0
Tyrie Cleveland,2020,252,7,Florida,0.2,19.0,90,9.65,96.5,observed,46.1,69.0,21.0,13.8,8.7,0.7,0.3,0,0,0,0,0
Ja'Marr Chase,2021,5,1,LSU,87.9,20.0,75,9.82,98.2,observed,84.9,100.0,15.9,81.9,43.0,23.7,19.8,1,1,4,1,1
Jaylen Waddle,2021,6,1,Alabama,79.0,19.0,90,,,elite_optout,83.5,97.0,19.0,80.0,41.2,15.7,12.8,1,1,2,1,1
DeVonta Smith,2021,10,1,Alabama,58.0,20.0,75,,,elite_optout,65.0,94.0,11.0,44.9,20.7,17.4,14.5,1,1,3,1,1
Kadarius Toney,2021,20,1,Florida,36.9,21.0,60,8.99,89.9,observed,52.9,83.0,9.5,22.3,12.1,4.8,3.1,0,0,0,0,0
Rashod Bateman,2021,27,1,Minnesota,29.7,19.0,90,8.04,80.4,observed,58.4,91.0,18.6,31.6,15.6,11.9,6.5,0,0,0,0,0
Elijah Moore,2021,34,2,Mississippi,25.0,20.0,75,8.69,86.9,observed,51.8,80.0,14.3,20.7,11.5,8.1,7.2,0,0,0,0,0
Rondale Moore,2021,49,2,Purdue,18.4,19.0,90,9.33,93.3,observed,54.7,89.0,20.5,25.1,13.1,7.0,6.1,0,0,0,0,0
D'Wayne Eskridge,2021,56,2,Western Michigan,16.3,18.0,100,6.71,67.1,observed,53.2,86.0,20.0,22.8,12.3,1.7,1.0,0,0,0,0,0
Tutu Atwell,2021,57,2,Louisville,16.0,20.0,75,6.25,62.5,observed,43.6,63.0,10.6,11.4,7.7,7.1,5.6,0,0,0,0,0
Terrace Marshall Jr.,2021,59,2,LSU,15.5,21.0,60,,,missing,39.8,49.0,7.0,8.5,6.4,1.9,1.9,0,0,0,0,0
Josh Palmer,2021,77,3,Tennessee,11.8,19.0,90,7.59,75.9,observed,48.8,74.0,17.9,16.8,10.0,10.3,7.0,0,0,0,0,0
Dyami Brown,2021,82,3,North Carolina,11.0,20.0,75,8.38,83.8,observed,44.3,66.0,13.8,12.1,8.0,6.4,3.1,0,0,0,0,0
Amari Rodgers,2021,85,3,Clemson,10.6,21.0,60,5.35,53.5,observed,34.3,31.0,4.0,5.5,4.9,2.5,1.0,0,0,0,0,0
Nico Collins,2021,89,3,Michigan,10.0,19.0,90,9.57,95.7,observed,50.9,77.0,20.9,19.5,11.0,17.3,10.6,1,1,2,1,1
Anthony Schwartz,2021,91,3,Auburn,9.7,21.0,60,6.89,68.9,observed,36.2,37.0,6.4,6.4,5.4,2.0,1.6,0,0,0,0,0
Dez Fitzpatrick,2021,109,4,Louisville,7.7,20.0,75,,,missing,41.2,60.0,12.4,9.5,6.9,0.9,0.9,0,0,0,0,0
Amon-Ra St. Brown,2021,112,4,USC,7.4,19.0,90,7.13,71.3,observed,45.9,71.0,17.2,13.6,8.7,22.7,17.9,1,1,4,1,1
Jaelon Darden,2021,129,4,North Texas,5.9,20.0,75,7.14,71.4,observed,39.9,51.0,11.9,8.6,6.4,0.7,0.3,0,0,0,0,0
Tylan Wallace,2021,131,4,Oklahoma St.,5.7,20.0,75,4.71,47.1,observed,36.2,37.0,8.4,6.4,5.4,2.5,0.8,0,0,0,0,0
Jacob Harris,2021,141,4,Central Florida,5.0,,25,9.88,98.8,observed,26.1,17.0,-1.4,2.8,3.2,0.1,0.1,0,0,0,0,0
Ihmir Smith-Marsette,2021,157,5,Iowa,4.0,20.0,75,6.81,68.1,observed,38.5,46.0,11.5,7.7,6.0,1.7,0.8,0,0,0,0,0
Simi Fehoko,2021,179,5,Stanford,2.9,21.0,60,9.18,91.8,observed,36.2,37.0,9.8,6.4,5.4,1.0,0.6,0,0,0,0,0
Cornell Powell,2021,181,5,Clemson,2.8,21.0,60,7.57,75.7,observed,33.8,28.999999999999996,7.4,5.3,4.7,0.0,,0,0,0,0,0
Frank Darby,2021,187,6,Arizona St.,2.5,,25,5.89,58.9,observed,18.8,3.0,-7.4,1.5,2.2,0.1,0.1,0,0,0,0,0
Marquez Stevenson,2021,203,6,Houston,1.8,19.0,90,5.37,53.7,observed,40.5,56.99999999999999,14.6,9.0,6.6,0.0,,0,0,0,0,0
Shi Smith,2021,204,6,South Carolina,1.8,21.0,60,6.78,67.8,observed,32.1,26.0,6.2,4.6,4.4,3.6,2.3,0,0,0,0,0
Racey McMath,2021,205,6,LSU,1.7,,25,7.43,74.3,observed,20.7,11.0,-5.1,1.8,2.4,0.4,0.3,0,0,0,0,0
Jalen Camp,2021,209,6,Georgia Tech,1.6,,25,9.75,97.5,observed,24.2,14.000000000000002,-1.6,2.4,2.9,0.1,0.1,0,0,0,0,0
Seth Williams,2021,219,6,Auburn,1.2,20.0,75,6.86,68.6,observed,37.1,43.0,11.5,6.9,5.6,0.3,0.3,0,0,0,0,0
Dazz Newsome,2021,221,6,North Carolina,1.1,20.0,75,2.13,21.3,observed,30.0,23.0,4.4,3.9,3.9,0.3,0.3,0,0,0,0,0
Mike Strachan,2021,229,7,Charleston (WV),0.9,,25,,,missing,20.3,9.0,-5.1,1.7,2.4,0.5,0.4,0,0,0,0,0
Tre Nixon,2021,242,7,Central Florida,0.5,20.0,75,8.97,89.7,observed,40.0,54.0,14.8,8.7,6.5,0.0,,0,0,0,0,0
Ben Skowronek,2021,249,7,Notre Dame,0.3,,25,,,missing,20.0,6.0,-5.2,1.7,2.3,5.0,2.2,0,0,0,0,0
Kawaan Baker,2021,255,7,South Alabama,0.1,19.0,90,9.08,90.8,observed,45.2,69.0,20.2,12.9,8.4,0.0,,0,0,0,0,0
Dax Milne,2021,258,7,BYU,0.0,21.0,60,4.56,45.6,observed,27.8,20.0,2.8,3.2,3.5,0.9,1.0,0,0,0,0,0
Drake London,2022,8,1,USC,66.5,20.0,75,,,elite_optout,70.0,96.0,11.8,55.6,25.5,16.5,12.4,1,1,1,1,1
Garrett Wilson,2022,10,1,Ohio St.,58.0,20.0,75,7.77,77.7,observed,66.9,93.0,12.9,49.0,22.5,14.8,13.5,1,0,2,1,0
Chris Olave,2022,11,1,Ohio St.,54.7,19.0,90,8.64,86.4,observed,71.8,100.0,19.4,59.4,27.3,13.6,10.0,1,0,1,1,0
Jameson Williams,2022,12,1,Alabama,51.7,21.0,60,,,elite_optout,55.1,79.0,4.3,25.8,13.4,13.4,6.9,1,0,1,1,0
Jahan Dotson,2022,16,1,Penn St.,42.9,20.0,75,6.33,63.3,observed,57.2,82.0,10.8,29.4,14.7,7.7,6.1,0,0,0,0,0
Treylon Burks,2022,18,1,Arkansas,39.6,19.0,90,5.79,57.9,observed,60.0,89.0,15.2,34.6,16.7,5.2,2.7,0,0,0,0,0
Christian Watson,2022,34,2,North Dakota St.,25.0,19.0,90,9.96,99.6,observed,58.9,86.0,21.4,32.5,15.9,9.7,7.3,0,0,0,0,0
Wan'Dale Robinson,2022,43,2,Kentucky,20.6,21.0,60,7.36,73.6,observed,42.3,28.999999999999996,7.0,10.4,7.3,10.7,7.2,0,0,0,0,0
John Metchie,2022,44,2,Alabama,20.2,20.0,75,,,missing,47.4,56.99999999999999,12.3,15.2,9.3,3.9,4.0,0,0,0,0,0
Tyquan Thornton,2022,50,2,Baylor,18.1,19.0,90,8.54,85.4,observed,53.4,68.0,19.4,23.1,12.4,3.9,2.0,0,0,0,0,0
George Pickens,2022,52,2,Georgia,17.5,19.0,90,9.35,93.5,observed,54.3,71.0,20.5,24.5,12.9,12.8,11.2,0,0,0,0,0
Alec Pierce,2022,53,2,Cincinnati,17.2,19.0,90,9.83,98.3,observed,54.8,75.0,21.2,25.3,13.2,9.5,7.2,0,0,0,0,0
Skyy Moore,2022,54,2,Western Michigan,16.9,19.0,90,7.58,75.8,observed,51.3,64.0,17.9,20.0,11.2,3.7,2.3,0,0,0,0,0
Velus Jones Jr.,2022,71,3,Tennessee,12.9,21.0,60,7.1,71.0,observed,38.1,14.000000000000002,6.7,7.5,5.9,0.0,,0,0,0,0,0
Jalen Tolbert,2022,88,3,South Alabama,10.1,19.0,90,8.62,86.2,observed,49.5,61.0,19.5,17.7,10.3,8.9,4.2,0,0,0,0,0
David Bell,2022,99,3,Purdue,8.7,19.0,90,3.98,39.8,observed,41.8,25.0,12.4,10.0,7.1,3.7,2.2,0,0,0,0,0
Danny Gray,2022,105,3,SMU,8.1,21.0,60,6.76,67.6,observed,35.2,11.0,6.2,5.9,5.1,0.2,0.2,0,0,0,0,0
Erik Ezukanma,2022,125,4,Texas Tech,6.2,20.0,75,7.03,70.3,observed,39.9,21.0,11.8,8.6,6.4,0.1,0.1,0,0,0,0,0
Romeo Doubs,2022,132,4,Nevada,5.7,19.0,90,,,missing,45.4,39.0,17.6,13.1,8.5,12.6,8.8,0,0,0,0,0
Calvin Austin III,2022,138,4,Memphis,5.2,20.0,75,9.05,90.5,observed,42.4,32.0,14.8,10.4,7.3,3.6,3.6,0,0,0,0,0
Khalil Shakir,2022,148,5,Boise St.,4.6,19.0,90,8.31,83.1,observed,46.3,50.0,19.0,14.0,8.8,12.8,8.0,0,0,0,0,0
Montrell Washington,2022,162,5,Samford,3.7,18.0,100,4.32,43.2,observed,43.3,36.0,16.5,11.2,7.6,0.4,0.4,0,0,0,0,0
Kyle Philips,2022,163,5,UCLA,3.7,19.0,90,8.31,83.1,observed,45.8,45.0,19.0,13.5,8.6,1.9,1.4,0,0,0,0,0
Jalen Nailor,2022,191,6,Michigan St.,2.3,20.0,75,8.09,80.9,observed,39.5,18.0,13.3,8.3,6.3,6.5,2.9,0,0,0,0,0
Michael Woods II,2022,202,6,Oklahoma,1.9,,25,,,missing,20.8,4.0,-5.2,1.8,2.4,0.0,,0,0,0,0,0
Bo Melton,2022,229,7,Rutgers,0.9,19.0,90,9.23,92.3,observed,45.8,45.0,20.4,13.5,8.6,3.3,2.4,0,0,0,0,0
Dareke Young,2022,233,7,Lenoir-Rhyne,0.7,19.0,90,9.93,99.3,observed,46.7,54.0,21.3,14.4,9.0,0.4,0.2,0,0,0,0,0
Samori Toure,2022,258,7,Nebraska,0.0,21.0,60,6.14,61.4,observed,30.2,7.000000000000001,5.2,3.9,4.0,1.1,1.0,0,0,0,0,0
Jaxon Smith-Njigba,2023,20,1,Ohio St.,36.9,20.0,75,8.34,83.4,observed,57.2,94.0,13.8,29.4,14.7,14.8,11.8,1,0,1,1,0
Quentin Johnston,2023,21,1,TCU,35.6,19.0,90,8.68,86.8,observed,62.3,100.0,19.5,39.3,18.5,10.3,7.9,0,0,0,0,0
Zay Flowers,2023,22,1,Boston Col.,34.5,19.0,90,8.29,82.9,observed,61.2,97.0,19.0,37.0,17.6,13.8,13.1,1,0,1,1,0
Jordan Addison,2023,23,1,USC,33.4,21.0,60,5.94,59.4,observed,46.6,73.0,4.9,14.3,9.0,13.0,12.9,1,0,1,1,0
Jonathan Mingo,2023,39,2,Mississippi,22.4,21.0,60,9.87,98.7,observed,47.0,76.0,10.8,14.8,9.1,5.0,3.5,0,0,0,0,0
Jayden Reed,2023,50,2,Michigan St.,18.1,19.0,90,6.74,67.4,observed,50.7,85.0,16.7,19.2,10.9,13.3,12.7,1,0,0,1,0
Rashee Rice,2023,55,2,SMU,16.6,19.0,90,9.53,95.3,observed,54.1,91.0,20.8,24.2,12.8,16.0,9.9,1,0,1,1,0
Marvin Mims,2023,63,2,Oklahoma,14.6,20.0,75,,,missing,44.6,64.0,12.3,12.3,8.1,7.8,7.8,0,0,0,0,0
Tank Dell,2023,69,3,Houston,13.3,19.0,90,,,missing,49.2,82.0,17.6,17.3,10.2,9.7,9.0,0,0,0,0,0
Jalin Hyatt,2023,73,3,Tennessee,12.5,21.0,60,8.76,87.6,observed,40.4,48.0,9.2,8.9,6.6,3.5,2.2,0,0,0,0,0
Cedric Tillman,2023,74,3,Tennessee,12.3,20.0,75,8.67,86.7,observed,45.4,67.0,14.2,13.1,8.5,4.7,3.7,0,0,0,0,0
Josh Downs,2023,79,3,North Carolina,11.5,20.0,75,8.99,89.9,observed,45.5,70.0,14.7,13.2,8.5,10.7,10.0,0,0,0,0,0
Michael Wilson,2023,94,3,Stanford,9.3,18.0,100,9.55,95.5,observed,54.0,88.0,24.4,24.0,12.7,7.3,7.0,0,0,0,0,0
Tre Tucker,2023,100,3,Cincinnati,8.6,21.0,60,7.16,71.6,observed,36.0,33.0,6.7,6.3,5.3,7.6,5.9,0,0,0,0,0
Derius Davis,2023,125,4,TCU,6.2,,25,4.29,42.9,observed,18.3,6.0,-9.8,1.4,2.1,2.4,2.1,0,0,0,0,0
Charlie Jones,2023,131,4,Purdue,5.7,21.0,60,,,missing,34.9,24.0,7.1,5.8,5.0,0.9,0.8,0,0,0,0,0
Tyler Scott,2023,133,4,Cincinnati,5.6,21.0,60,8.61,86.1,observed,36.7,36.0,8.9,6.7,5.5,2.1,1.2,0,0,0,0,0
Justin Shorter,2023,150,5,Florida,4.4,,25,7.94,79.4,observed,22.9,9.0,-4.3,2.1,2.7,0.0,,0,0,0,0,0
Dontayvion Wicks,2023,159,5,Virginia,3.9,20.0,75,9.17,91.7,observed,42.0,55.00000000000001,15.0,10.1,7.2,7.6,7.3,0,0,0,0,0
Puka Nacua,2023,177,5,BYU,2.9,20.0,75,5.18,51.8,observed,35.5,28.999999999999996,9.1,6.0,5.2,19.5,16.6,1,1,2,1,1
Parker Washington,2023,185,6,Penn St.,2.6,19.0,90,,,missing,43.9,61.0,17.6,11.7,7.9,5.4,3.8,0,0,0,0,0
Kayshon Boutte,2023,187,6,LSU,2.5,19.0,90,4.99,49.9,observed,40.2,45.0,14.0,8.8,6.5,7.2,3.6,0,0,0,0,0
Trey Palmer,2023,191,6,Nebraska,2.3,21.0,60,6.18,61.8,observed,31.4,15.0,5.2,4.3,4.2,6.7,4.5,0,0,0,0,0
A.T. Perry,2023,195,6,Wake Forest,2.1,20.0,75,9.62,96.2,observed,41.7,52.0,15.7,9.9,7.1,3.6,3.6,0,0,0,0,0
Elijah Higgins,2023,197,6,Stanford,2.1,21.0,60,8.94,89.4,observed,35.5,28.999999999999996,9.5,6.0,5.2,0.0,,0,0,0,0,0
Xavier Hutchinson,2023,205,6,Iowa St.,1.7,19.0,90,7.27,72.7,observed,43.3,57.99999999999999,17.5,11.2,7.6,2.2,1.9,0,0,0,0,0
Andrei Iosivas,2023,206,6,Princeton,1.7,22.0,45,9.96,99.6,observed,31.5,18.0,5.7,4.4,4.2,7.1,5.0,0,0,0,0,0
DeMario Douglas,2023,210,6,Liberty,1.5,20.0,75,,,missing,38.1,42.0,12.3,7.5,5.9,0.0,,0,0,0,0,0
Antoine Green,2023,219,7,North Carolina,1.2,21.0,60,8.68,86.8,observed,34.6,21.0,9.0,5.6,4.9,0.1,0.1,0,0,0,0,0
Colton Dowell,2023,228,7,UT Martin,0.9,22.0,45,9.78,97.8,observed,30.9,12.0,5.5,4.2,4.1,0.1,0.1,0,0,0,0,0
Jalen Brooks,2023,244,7,South Carolina,0.4,,25,5.6,56.0,observed,17.4,3.0,-7.8,1.3,2.0,2.1,1.4,0,0,0,0,0
Ronnie Bell,2023,253,7,Michigan,0.1,18.0,100,8.2,82.0,observed,47.3,79.0,22.3,15.1,9.3,1.8,1.0,0,0,0,0,0
Grant Dubose,2023,256,7,Charlotte,0.1,20.0,75,,,missing,37.4,39.0,12.4,7.0,5.7,0.0,,0,0,0,0,0
Marvin Harrison Jr.,2024,4,1,Ohio St.,100.0,20.0,75,,,elite_optout,89.7,100.0,14.7,87.2,49.3,0.0,,-1,-1,0,TBD,TBD
Malik Nabers,2024,6,1,LSU,79.0,20.0,75,9.67,96.7,observed,80.3,97.0,15.8,75.3,37.1,16.1,16.0,-1,-1,1,TBD,TBD
Rome Odunze,2024,9,1,Washington,61.9,20.0,75,9.92,99.2,observed,72.1,94.0,16.1,60.0,27.6,8.5,8.6,-1,-1,0,TBD,TBD
Brian Thomas,2024,23,1,LSU,33.4,21.0,60,,,elite_optout,44.4,61.0,2.7,12.2,8.1,16.7,16.5,-1,-1,1,TBD,TBD
Xavier Worthy,2024,28,1,Texas,28.9,19.0,90,9.41,94.1,observed,60.1,91.0,20.7,34.8,16.8,14.9,14.9,-1,-1,1,TBD,TBD
Ricky Pearsall,2024,31,1,Florida,26.8,20.0,75,9.91,99.1,observed,54.5,89.0,16.1,24.8,13.0,5.5,5.5,-1,-1,0,TBD,TBD
Xavier Legette,2024,32,1,South Carolina,26.2,21.0,60,9.9,99.0,observed,49.0,80.0,10.9,17.1,10.1,7.4,7.4,-1,-1,0,TBD,TBD
Keon Coleman,2024,33,2,Florida St.,25.5,,25,8.18,81.8,observed,33.8,17.0,-4.0,5.3,4.7,7.0,6.7,-1,-1,0,TBD,TBD
Ladd McConkey,2024,34,2,Georgia,25.0,20.0,75,9.34,93.4,observed,52.8,86.0,15.3,22.2,12.0,16.2,16.1,-1,-1,1,TBD,TBD
Ja'Lynn Polk,2024,37,2,Washington,23.3,21.0,60,8.85,88.5,observed,45.9,74.0,9.3,13.6,8.7,1.9,1.9,-1,-1,0,TBD,TBD
Adonai Mitchell,2024,52,2,Texas,17.5,21.0,60,9.99,99.9,observed,44.7,67.0,10.9,12.4,8.2,3.1,3.2,-1,-1,0,TBD,TBD
Malachi Corley,2024,65,3,Western Kentucky,14.1,20.0,75,7.76,77.6,observed,44.9,71.0,12.9,12.6,8.3,0.4,0.4,-1,-1,0,TBD,TBD
Jermaine Burton,2024,80,3,Alabama,11.3,21.0,60,9.09,90.9,observed,40.3,46.0,9.7,8.9,6.6,0.9,0.9,-1,-1,0,TBD,TBD
Roman Wilson,2024,84,3,Michigan,10.7,21.0,60,8.59,85.9,observed,39.2,43.0,8.8,8.1,6.2,0.0,,-1,-1,0,TBD,TBD
Jalen McMillan,2024,92,3,Washington,9.6,20.0,75,8.67,86.7,observed,44.1,56.99999999999999,14.3,11.9,7.9,8.3,8.3,-1,-1,0,TBD,TBD
Luke McCaffrey,2024,100,3,Rice,8.6,20.0,75,9.44,94.4,observed,44.7,67.0,15.4,12.4,8.2,2.0,2.0,-1,-1,0,TBD,TBD
Troy Franklin,2024,102,4,Oregon,8.4,20.0,75,9.02,90.2,observed,44.0,54.0,14.8,11.8,7.9,4.7,4.7,-1,-1,0,TBD,TBD
Javon Baker,2024,110,4,Central Florida,7.6,18.0,100,7.84,78.4,observed,50.6,83.0,21.8,19.1,10.9,0.1,0.1,-1,-1,0,TBD,TBD
Devontez Walker,2024,113,4,North Carolina,7.3,,25,9.76,97.6,observed,27.0,6.0,-1.6,3.0,3.4,0.5,0.5,-1,-1,0,TBD,TBD
Jacob Cowing,2024,135,4,Arizona,5.4,20.0,75,6.28,62.8,observed,38.4,40.0,10.7,7.6,6.0,0.7,0.7,-1,-1,0,TBD,TBD
Anthony Gould,2024,142,5,Oregon St.,4.9,21.0,60,8.87,88.7,observed,36.8,34.0,9.4,6.7,5.5,0.2,0.2,-1,-1,0,TBD,TBD
Ainias Smith,2024,152,5,Texas A&M,4.3,18.0,100,7.36,73.6,observed,48.2,77.0,21.0,16.1,9.7,1.0,1.0,-1,-1,0,TBD,TBD
Jamari Thrash,2024,156,5,Louisville,4.1,21.0,60,6.77,67.7,observed,33.2,14.000000000000002,6.2,5.0,4.6,0.3,0.3,-1,-1,0,TBD,TBD
Bub Means,2024,170,5,Pittsburgh,3.3,21.0,60,9.35,93.5,observed,36.7,31.0,10.1,6.7,5.5,1.6,1.6,-1,-1,0,TBD,TBD
Jha'Quan Jackson,2024,182,6,Tulane,2.7,18.0,100,5.34,53.4,observed,44.4,61.0,18.0,12.2,8.1,0.1,0.1,-1,-1,0,TBD,TBD
Malik Washington,2024,184,6,Virginia,2.6,21.0,60,8.63,86.3,observed,35.2,26.0,8.9,5.9,5.1,3.3,3.3,-1,-1,0,TBD,TBD
Johnny Wilson,2024,185,6,Florida St.,2.6,20.0,75,9.7,97.0,observed,42.1,51.0,15.8,10.2,7.2,0.9,0.9,-1,-1,0,TBD,TBD
Casey Washington,2024,187,6,Illinois,2.5,21.0,60,7.15,71.5,observed,33.0,11.0,6.8,4.9,4.6,0.1,0.1,-1,-1,0,TBD,TBD
Tejhaun Palmer,2024,191,6,Ala-Birmingham,2.3,21.0,60,9.57,95.7,observed,36.5,28.999999999999996,10.3,6.6,5.4,0.0,,-1,-1,0,TBD,TBD
Jordan Whittington,2024,213,6,Texas,1.4,20.0,75,,,missing,38.0,37.0,12.3,7.4,5.9,3.2,3.2,-1,-1,0,TBD,TBD
Ryan Flournoy,2024,216,6,SE Missouri St.,1.3,20.0,75,9.89,98.9,observed,41.7,49.0,16.1,9.9,7.1,1.1,1.2,-1,-1,0,TBD,TBD
Brenden Rice,2024,225,7,USC,1.0,21.0,60,7.17,71.7,observed,32.3,9.0,6.8,4.7,4.4,0.0,,-1,-1,0,TBD,TBD
Devaughn Vele,2024,235,7,Utah,0.7,21.0,60,8.47,84.7,observed,34.1,20.0,8.7,5.4,4.8,6.3,6.3,-1,-1,0,TBD,TBD
Tahj Washington,2024,241,7,USC,0.5,20.0,75,5.13,51.3,observed,34.2,23.0,9.0,5.4,4.8,0.0,,-1,-1,0,TBD,TBD
Cornelius Johnson,2024,253,7,Michigan,0.1,,25,9.46,94.6,observed,23.0,3.0,-2.0,2.1,2.7,0.0,,-1,-1,0,TBD,TBD
