player_name,position,school,draft_year,pick,round,slap_v5,slap_v4,dc_score,enhanced_breakout,teammate_score,early_declare_score,delta_v5_dc,delta_v5_v4,breakout_age,peak_dominator,rush_yards,nfl_hit24,nfl_hit12,nfl_first_3yr_ppg,nfl_career_ppg,nfl_best_ppr,data_type,production_score,speed_score_norm,rec_yards,team_pass_att,weight,forty,nfl_best_ppg
KJ Hamler,WR,Penn St.,2020,46,2,78.6,81.2,76.6,99.9,0.0,100.0,2.0,-2.6,19.0,31.710809871393813,43.0,0,0,6.10952380952381,6.10952380952381,0.0,backtest,,,,,,,
Chase Claypool,WR,Notre Dame,2020,49,2,76.3,77.4,75.6,66.7,100.0,100.0,0.7,-1.2,21.0,33.38513925762248,0.0,1,0,10.57695652173913,9.58943396226415,237.8,backtest,,,,,,,
Brandon Aiyuk,WR,Arizona St.,2020,25,1,73.1,81.5,84.7,68.7,0.0,0.0,-11.7,-8.5,21.0,37.4711120924413,6.0,1,1,12.946666666666667,13.15,279.1,backtest,,,,,,,
Michael Pittman Jr.,WR,USC,2020,34,2,72.8,81.1,81.0,80.2,0.0,0.0,-8.3,-8.4,20.0,30.31909671084929,0.0,0,0,12.043478260869565,12.350526315789471,0.0,backtest,,,,,,,
Bryan Edwards,WR,South Carolina,2020,81,3,71.0,74.7,65.8,99.9,0.0,100.0,5.2,-3.7,18.0,40.29808773903262,22.0,0,0,5.168965517241379,5.168965517241379,116.2,backtest,,,,,,,
Denzel Mims,WR,Baylor,2020,59,2,70.6,81.6,72.3,99.6,0.0,0.0,-1.8,-11.0,19.0,39.28171380565668,0.0,0,0,3.985714285714285,3.985714285714285,60.7,backtest,,,,,,,
Gabriel Davis,WR,Central Florida,2020,128,4,62.5,65.0,53.8,99.0,0.0,100.0,8.7,-2.6,19.0,38.06930693069307,0.0,0,0,9.443478260869565,8.838961038961038,0.0,backtest,,,,,,,
Lynn Bowden Jr.,WR,Kentucky,2020,80,3,62.3,69.9,66.1,80.0,0.0,0.0,-3.8,-7.7,20.0,17.328221320102237,1496.0,0,0,5.953333333333333,4.475294117647059,0.0,backtest,,,,,,,
Van Jefferson,WR,Florida,2020,57,2,60.1,63.7,73.0,20.0,100.0,0.0,-12.9,-3.6,99.0,18.119596541786738,7.0,0,0,7.35,5.649397590361446,188.9,backtest,,,,,,,
Devin Duvernay,WR,Texas,2020,92,3,58.2,65.9,62.8,71.2,0.0,0.0,-4.6,-7.7,21.0,32.488450545067806,31.0,0,0,5.730232558139535,4.475806451612904,110.1,backtest,,,,,,,
Tyler Johnson,WR,Minnesota,2020,161,5,57.4,60.5,46.4,99.9,0.0,100.0,11.1,-3.1,18.0,40.97988891392298,0.0,0,0,4.516,4.793478260869565,81.5,backtest,,,,,,,
Antonio Gandy-Golden,WR,Liberty,2020,142,4,52.0,58.7,50.6,83.0,0.0,0.0,1.4,-6.7,20.0,35.949500457490366,0.0,0,0,0.875,0.875,3.5,backtest,,,,,,,
Donovan Peoples-Jones,WR,Michigan,2020,187,6,51.6,59.0,40.9,90.0,0.0,100.0,10.7,-7.4,19.0,18.71573137074517,-3.0,0,0,,,161.1,backtest,,,,,,,
Quintez Cephus,WR,Wisconsin,2020,166,5,51.3,55.7,45.3,97.8,0.0,0.0,6.0,-4.5,19.0,35.52224601475137,0.0,0,0,7.0470588235294125,7.0470588235294125,66.9,backtest,,,,,,,
Isaiah Hodgins,WR,Oregon St.,2020,207,6,50.8,55.3,36.9,99.9,0.0,100.0,13.9,-4.5,19.0,40.79440270064249,0.0,0,0,,,126.0,backtest,,,,,,,
Joe Reed,WR,Virginia,2020,151,5,50.4,61.0,48.6,82.1,0.0,0.0,1.9,-10.6,20.0,24.27555565867013,38.0,0,0,2.966666666666667,2.966666666666667,8.9,backtest,,,,,,,
Darnell Mooney,WR,Tulane,2020,173,5,49.3,57.7,43.8,93.2,0.0,0.0,5.5,-8.4,19.0,26.46509891750653,0.0,0,0,10.75681818181818,9.299999999999995,219.7,backtest,,,,,,,
Quez Watkins,WR,Southern Miss,2020,200,6,48.0,52.2,38.3,81.0,0.0,100.0,9.7,-4.2,20.0,31.9,0.0,0,0,,,121.5,backtest,,,,,,,
Collin Johnson,WR,Texas,2020,165,5,46.9,55.0,45.5,75.0,0.0,0.0,1.3,-8.1,20.0,12.119034166445095,0.0,0,0,4.747058823529412,4.22,59.2,backtest,,,,,,,
K.J. Osborn,WR,Miami (FL),2020,176,5,46.1,55.9,43.2,79.1,0.0,0.0,2.9,-9.8,20.0,28.27258320126783,15.0,0,0,9.238235294117649,8.232727272727272,165.6,backtest,,,,,,,
Dezmon Patmon,WR,Washington St.,2020,212,6,45.2,51.1,35.9,75.0,0.0,100.0,9.2,-5.9,20.0,14.708927628103542,0.0,0,0,,,10.1,backtest,,,,,,,
K.J. Hill,WR,Ohio St.,2020,220,7,44.1,43.2,34.4,75.0,100.0,0.0,9.7,0.9,20.0,19.0485884907709,1.0,0,0,,,14.3,backtest,,,,,,,
Tyrie Cleveland,WR,Florida,2020,252,7,42.9,51.0,28.4,90.0,100.0,0.0,14.5,-8.1,19.0,6.003642563744865,0.0,0,0,,,12.3,backtest,,,,,,,
James Proche,WR,SMU,2020,201,6,41.3,44.5,38.1,73.3,0.0,0.0,3.2,-3.2,21.0,36.67247386759582,22.0,0,0,,,36.2,backtest,,,,,,,
Isaiah Coulter,WR,Rhode Island,2020,171,5,40.0,42.8,44.2,20.0,0.0,100.0,-4.3,-2.8,99.0,14.2,0.0,0,0,0.0,0.0,0.0,backtest,,,,,,,
Freddie Swain,WR,Florida,2020,214,6,39.9,39.5,35.6,25.0,100.0,100.0,4.3,0.3,99.0,13.222506393861892,27.0,0,0,,,86.5,backtest,,,,,,,
John Hightower,WR,Boise St.,2020,168,5,39.0,47.8,44.9,37.9,0.0,0.0,-5.9,-8.8,23.0,25.771675588111,154.0,0,0,2.88,2.88,28.8,backtest,,,,,,,
Jauan Jennings,WR,Tennessee,2020,217,7,36.3,37.6,35.0,58.9,0.0,0.0,1.3,-1.3,22.0,37.88723894517391,51.0,0,0,,,210.5,backtest,,,,,,,
Ja'Marr Chase,WR,LSU,2021,5,1,96.2,96.2,95.9,95.6,100.0,100.0,0.3,0.1,19.0,31.167679010733025,5.0,1,1,17.99377777777778,19.593846153846155,403.0,backtest,,,,,,,
Jaylen Waddle,WR,Alabama,2021,6,1,89.6,84.4,95.1,90.0,100.0,0.0,-5.5,5.2,19.0,11.108554246440844,12.0,1,1,15.01276595744681,13.448717948717947,267.40000000000003,backtest,,,,,,,
DeVonta Smith,WR,Alabama,2021,10,1,86.7,81.1,92.4,84.9,100.0,0.0,-5.7,5.6,20.0,47.31222385861562,6.0,1,1,13.356,13.3625,295.3,backtest,,,,,,,
Rashod Bateman,WR,Minnesota,2021,27,1,83.7,86.6,83.9,99.9,0.0,100.0,-0.2,-2.9,18.0,31.21541299446608,0.0,0,0,7.075757575757576,7.443548387096774,201.6,backtest,,,,,,,
Elijah Moore,WR,Mississippi,2021,34,2,81.7,84.8,81.0,99.9,0.0,100.0,0.7,-3.1,19.0,30.62318840579709,64.0,0,0,8.741463414634145,7.580597014925373,138.2,backtest,,,,,,,
Kadarius Toney,WR,Florida,2021,20,1,79.1,82.2,87.0,65.8,100.0,0.0,-7.9,-3.1,21.0,21.699413335375013,161.0,0,0,6.279354838709677,5.886666666666667,81.6,backtest,,,,,,,
Rondale Moore,WR,Purdue,2021,49,2,77.9,83.1,75.6,99.9,0.0,100.0,2.3,-5.2,18.0,7.281553398058252,32.0,0,0,7.794871794871795,7.794871794871795,119.3,backtest,,,,,,,
Terrace Marshall Jr.,WR,LSU,2021,59,2,76.9,77.9,72.3,81.4,100.0,100.0,4.6,-1.0,20.0,32.76607900750898,0.0,0,0,4.1125,4.1125,32.900000000000006,backtest,,,,,,,
Tutu Atwell,WR,Louisville,2021,57,2,75.0,75.7,73.0,94.6,0.0,100.0,2.0,-0.7,19.0,29.147409616101378,7.0,0,0,6.753846153846154,6.238775510204081,121.2,backtest,,,,,,,
Amon-Ra St. Brown,WR,USC,2021,112,4,70.3,68.2,57.7,99.9,100.0,100.0,12.7,2.2,18.0,33.06213926071472,0.0,1,1,17.204166666666666,17.87780487804878,386.5,backtest,,,,,,,
Dyami Brown,WR,North Carolina,2021,82,3,69.7,74.0,65.5,94.0,0.0,100.0,4.1,-4.3,19.0,27.96296462278949,0.0,0,0,3.305517241379311,3.908363636363637,108.3,backtest,,,,,,,
D'Wayne Eskridge,WR,Western Michigan,2021,56,2,69.3,74.7,73.3,89.9,0.0,0.0,-4.0,-5.4,20.0,44.75743348982786,27.0,0,0,2.63125,2.6052631578947367,28.3,backtest,,,,,,,
Anthony Schwartz,WR,Auburn,2021,91,3,67.7,69.9,63.1,93.0,0.0,100.0,4.7,-2.2,19.0,25.95439537763104,-6.0,0,0,2.9000000000000004,2.9000000000000004,33.4,backtest,,,,,,,
Josh Palmer,WR,Tennessee,2021,77,3,67.4,70.5,66.9,77.9,0.0,100.0,0.5,-3.0,20.0,25.88805918068253,0.0,0,0,8.997560975609757,7.773529411764706,174.4,backtest,,,,,,,
Amari Rodgers,WR,Clemson,2021,85,3,65.6,65.4,64.7,76.7,0.0,100.0,0.9,0.2,20.0,23.48544453186468,0.0,0,0,3.7642857142857142,3.7642857142857142,43.1,backtest,,,,,,,
Nico Collins,WR,Michigan,2021,89,3,63.0,74.2,63.6,92.6,0.0,0.0,-0.6,-11.2,19.0,25.177552897884087,0.0,1,1,11.31025641025641,13.30151515151515,294.2,backtest,,,,,,,
Dez Fitzpatrick,WR,Louisville,2021,109,4,59.2,69.5,58.4,91.5,0.0,0.0,0.8,-10.3,19.0,23.02366753633992,-12.0,0,0,5.3,5.3,15.9,backtest,,,,,,,
Tylan Wallace,WR,Oklahoma St.,2021,131,4,58.6,58.0,53.1,82.1,0.0,100.0,5.5,0.6,20.0,34.10012674271229,7.0,0,0,1.7909090909090908,2.82,43.1,backtest,,,,,,,
Ihmir Smith-Marsette,WR,Iowa,2021,157,5,58.0,60.2,47.2,99.9,0.0,100.0,10.8,-2.2,19.0,33.13303816150116,54.0,0,0,4.730769230769231,4.821428571428571,28.6,backtest,,,,,,,
Jaelon Darden,WR,North Texas,2021,129,4,54.5,62.5,53.6,84.9,0.0,0.0,0.9,-8.0,20.0,54.95330641090359,-3.0,0,0,1.62,1.6181818181818182,11.4,backtest,,,,,,,
Seth Williams,WR,Auburn,2021,219,6,49.2,52.8,34.6,99.9,0.0,100.0,14.6,-3.6,18.0,32.01953501169349,0.0,0,0,,,4.4,backtest,,,,,,,
Dazz Newsome,WR,North Carolina,2021,221,6,44.9,40.4,34.2,80.0,0.0,100.0,10.7,4.5,20.0,19.18005897695597,21.0,0,0,,,4.3,backtest,,,,,,,
Simi Fehoko,WR,Stanford,2021,179,5,43.6,55.3,42.6,69.2,0.0,0.0,1.1,-11.6,21.0,38.346300281410365,-1.0,0,0,4.433333333333334,3.7375,16.6,backtest,,,,,,,
Jacob Harris,WR,Central Florida,2021,141,4,41.6,53.8,50.8,30.1,0.0,0.0,-9.2,-12.3,23.0,20.15407554671968,0.0,0,0,1.6,1.6,1.6,backtest,,,,,,,
Marquez Stevenson,WR,Houston,2021,203,6,41.5,47.6,37.7,75.3,0.0,0.0,3.7,-6.2,20.0,20.55346503606146,16.0,0,0,,,0.0,backtest,,,,,,,
Frank Darby,WR,Arizona St.,2021,187,6,40.6,47.4,40.9,60.0,0.0,0.0,-0.3,-6.8,21.0,12.96010296010296,0.0,0,0,,,2.5,backtest,,,,,,,
Shi Smith,WR,South Carolina,2021,204,6,40.2,48.5,37.5,69.9,0.0,0.0,2.7,-8.3,21.0,41.74757281553399,6.0,0,0,,,61.6,backtest,,,,,,,
Racey McMath,WR,LSU,2021,205,6,40.1,39.4,37.3,20.0,100.0,100.0,2.8,0.7,99.0,6.247997436719,0.0,0,0,,,6.4,backtest,,,,,,,
Kawaan Baker,WR,South Alabama,2021,255,7,39.5,51.2,27.9,99.9,0.0,0.0,11.6,-11.7,19.0,34.28991905813098,42.0,0,0,,,0.0,backtest,,,,,,,
Cornell Powell,WR,Clemson,2021,181,5,38.7,47.9,42.1,45.9,0.0,0.0,-3.5,-9.2,22.0,21.83551626787615,0.0,0,0,,,0.0,backtest,,,,,,,
Dax Milne,WR,BYU,2021,258,7,37.8,37.3,27.3,68.5,0.0,100.0,10.5,0.5,21.0,27.043400876232205,67.0,0,0,,,15.7,backtest,,,,,,,
Tre Nixon,WR,Central Florida,2021,242,7,36.2,48.1,30.3,75.0,0.0,0.0,5.9,-11.9,20.0,6.788731894348196,0.0,0,0,,,0.0,backtest,,,,,,,
Jalen Camp,WR,Georgia Tech,2021,209,6,35.0,47.8,36.5,47.1,0.0,0.0,-1.5,-12.8,22.0,24.24506387921022,0.0,0,0,,,1.7000000000000002,backtest,,,,,,,
Ben Skowronek,WR,Notre Dame,2021,249,7,31.7,34.9,29.0,32.2,100.0,0.0,2.7,-3.1,23.0,24.37112437112437,17.0,0,0,,,84.30000000000001,backtest,,,,,,,
Mike Strachan,WR,Charleston (WV),2021,229,7,26.9,39.1,32.7,20.0,0.0,0.0,-5.8,-12.2,99.0,14.2,0.0,0,0,,,8.9,backtest,,,,,,,
Chris Olave,WR,Ohio St.,2022,11,1,92.6,91.0,91.8,91.8,100.0,100.0,0.8,1.6,19.0,23.58116176160708,-6.0,1,0,12.97948717948718,14.112727272727271,231.3,backtest,,,,,,,
Garrett Wilson,WR,Ohio St.,2022,10,1,91.0,87.1,92.4,81.9,100.0,100.0,-1.3,4.0,20.0,23.726030764908337,76.0,1,0,13.349019607843136,13.453448275862067,251.9,backtest,,,,,,,
Jameson Williams,WR,Alabama,2022,12,1,91.0,79.6,91.2,85.6,100.0,100.0,-0.2,11.4,20.0,31.118790656416323,32.0,1,0,9.32121212121212,10.534,227.2,backtest,,,,,,,
Drake London,WR,USC,2022,8,1,89.8,85.4,93.7,95.9,0.0,100.0,-3.9,4.3,19.0,31.80633147113594,2.0,1,1,12.6756,13.478709677419356,280.8,backtest,,,,,,,
Jahan Dotson,WR,Penn St.,2022,16,1,84.3,84.3,89.0,84.9,100.0,0.0,-4.7,-0.0,20.0,40.92924663420223,18.0,0,0,6.913953488372092,6.096491228070175,130.6,backtest,,,,,,,
George Pickens,WR,Georgia,2022,52,2,82.2,82.5,74.6,99.9,100.0,100.0,7.6,-0.3,18.0,1.4160931709899416,0.0,0,0,11.24375,12.763076923076923,218.3,backtest,,,,,,,
Treylon Burks,WR,Arkansas,2022,18,1,79.6,82.9,88.0,89.9,0.0,0.0,-8.4,-3.3,20.0,44.84897518878101,124.0,0,0,5.42,4.984848484848484,88.10000000000001,backtest,,,,,,,
John Metchie,WR,Alabama,2022,44,2,79.1,77.5,77.3,75.0,100.0,100.0,1.8,1.6,20.0,19.58900059136606,8.0,0,0,5.54,5.54,65.7,backtest,,,,,,,
Tyquan Thornton,WR,Baylor,2022,50,2,77.7,81.7,75.3,99.9,0.0,100.0,2.4,-4.0,18.0,37.505862351975615,0.0,0,0,4.088,5.083333333333333,66.3,backtest,,,,,,,
Wan'Dale Robinson,WR,Kentucky,2022,43,2,77.1,78.3,77.7,88.7,0.0,100.0,-0.6,-1.2,20.0,37.324553926582574,110.0,0,0,9.671052631578949,10.84074074074074,182.7,backtest,,,,,,,
Christian Watson,WR,North Dakota St.,2022,34,2,76.7,87.6,81.0,99.9,0.0,0.0,-4.3,-10.9,19.0,80.0,114.0,0,0,10.01891891891892,10.704255319148936,164.10000000000002,backtest,,,,,,,
Skyy Moore,WR,Western Michigan,2022,54,2,76.7,79.4,73.9,99.9,0.0,100.0,2.8,-2.7,18.0,41.332700346823856,11.0,0,0,3.555172413793103,3.1026315789473684,62.8,backtest,,,,,,,
Alec Pierce,WR,Cincinnati,2022,53,2,74.5,75.5,74.3,62.6,100.0,100.0,0.2,-1.0,21.0,25.209752245582862,0.0,0,0,7.53265306122449,8.631250000000001,161.4,backtest,,,,,,,
David Bell,WR,Purdue,2022,99,3,72.6,65.6,61.0,99.9,100.0,100.0,11.7,7.1,18.0,22.48917748917749,39.0,0,0,4.158333333333333,4.158333333333333,62.1,backtest,,,,,,,
Jalen Tolbert,WR,South Alabama,2022,88,3,61.7,71.4,63.9,84.9,0.0,0.0,-2.2,-9.7,20.0,42.17270359848485,0.0,0,0,6.75,6.053488372093024,152.0,backtest,,,,,,,
Velus Jones Jr.,WR,Tennessee,2022,71,3,59.3,61.6,68.7,31.3,100.0,0.0,-9.3,-2.2,23.0,22.679669223654862,15.0,0,0,1.11,1.3,0.0,backtest,,,,,,,
Danny Gray,WR,SMU,2022,105,3,56.8,58.0,59.4,51.3,100.0,0.0,-2.6,-1.2,22.0,22.52641994021304,40.0,0,0,0.58,0.58,2.9,backtest,,,,,,,
Romeo Doubs,WR,Nevada,2022,132,4,55.7,63.4,52.9,93.4,0.0,0.0,2.8,-7.7,19.0,26.76585889463184,4.0,0,0,9.490697674418604,9.686440677966102,213.8,backtest,,,,,,,
Khalil Shakir,WR,Boise St.,2022,148,5,54.4,64.0,49.2,99.9,0.0,0.0,5.2,-9.6,19.0,35.360569235689155,130.0,0,0,8.041463414634146,8.680701754385964,217.9,backtest,,,,,,,
Erik Ezukanma,WR,Texas Tech,2022,125,4,54.3,61.1,54.5,80.8,0.0,0.0,-0.2,-6.8,20.0,21.652379053694844,144.0,0,0,0.875,0.875,2.2,backtest,,,,,,,
Montrell Washington,WR,Samford,2022,162,5,52.3,56.5,46.2,99.9,0.0,0.0,6.1,-4.2,18.0,15.98,19.0,0,0,0.8,0.8,7.2,backtest,,,,,,,
Calvin Austin III,WR,Memphis,2022,138,4,50.2,60.2,51.5,70.7,0.0,0.0,-1.3,-10.0,21.0,31.409719987125843,69.0,0,0,3.7642857142857142,4.960714285714286,60.4,backtest,,,,,,,
Kyle Philips,WR,UCLA,2022,163,5,48.7,58.9,45.9,82.7,0.0,0.0,2.8,-10.2,20.0,35.35372144436256,0.0,0,0,4.075,4.075,33.1,backtest,,,,,,,
Bo Melton,WR,Rutgers,2022,229,7,42.9,54.1,32.7,99.9,0.0,0.0,10.2,-11.3,19.0,30.529385374607443,51.0,0,0,,,56.5,backtest,,,,,,,
Michael Woods II,WR,Oklahoma,2022,202,6,42.1,51.6,37.9,77.6,0.0,0.0,4.2,-9.5,20.0,25.23051131601005,2.0,0,0,,,0.0,backtest,,,,,,,
Dareke Young,WR,Lenoir-Rhyne,2022,233,7,40.4,53.7,31.9,90.0,0.0,0.0,8.4,-13.3,19.0,10.213,5.0,0,0,,,6.5,backtest,,,,,,,
Jalen Nailor,WR,Michigan St.,2022,191,6,40.2,50.4,40.1,60.8,0.0,0.0,0.1,-10.1,21.0,21.647800013476186,0.0,0,0,,,111.3,backtest,,,,,,,
Samori Toure,WR,Nebraska,2022,258,7,27.3,34.2,27.3,41.0,0.0,0.0,-0.0,-6.8,23.0,31.90155949774342,63.0,0,0,,,19.2,backtest,,,,,,,
Jaxon Smith-Njigba,WR,Ohio St.,2023,20,1,90.9,89.1,87.0,99.9,100.0,100.0,3.9,1.8,19.0,55.440948942754,4.0,1,0,14.994117647058824,14.994117647058824,251.6,backtest,,,,,,,
Quentin Johnston,WR,TCU,2023,21,1,85.6,89.3,86.6,99.9,0.0,100.0,-1.0,-3.7,18.0,22.705274857592737,-7.0,0,0,9.82,9.82,174.70000000000002,backtest,,,,,,,
Jordan Addison,WR,USC,2023,23,1,82.9,76.6,85.6,65.0,100.0,100.0,-2.7,6.4,21.0,18.62273461420319,33.0,1,0,12.367391304347825,12.367391304347825,221.3,backtest,,,,,,,
Zay Flowers,WR,Boston Col.,2023,22,1,80.2,88.4,86.1,99.9,0.0,0.0,-5.8,-8.1,19.0,46.73331727294627,41.0,1,0,13.304,13.304,235.4,backtest,,,,,,,
Marvin Mims,WR,Oklahoma,2023,63,2,74.7,80.3,71.1,99.9,0.0,100.0,3.7,-5.6,18.0,27.47062772742532,3.0,0,0,8.09375,8.09375,132.8,backtest,,,,,,,
Josh Downs,WR,North Carolina,2023,79,3,70.1,75.3,66.4,93.2,0.0,100.0,3.7,-5.2,19.0,26.3559013005956,0.0,0,0,10.148936170212766,10.148936170212766,182.2,backtest,,,,,,,
Jalin Hyatt,WR,Tennessee,2023,73,3,69.1,73.9,68.1,82.3,0.0,100.0,1.0,-4.7,20.0,34.68140450205486,0.0,0,0,2.9642857142857144,2.9642857142857144,60.3,backtest,,,,,,,
Jonathan Mingo,WR,Mississippi,2023,39,2,67.9,78.8,79.1,62.6,0.0,0.0,-11.2,-10.8,21.0,25.186599801737707,-7.0,0,0,3.544117647058824,3.544117647058824,84.8,backtest,,,,,,,
Jayden Reed,WR,Michigan St.,2023,50,2,67.9,74.2,75.3,76.0,0.0,0.0,-7.4,-6.3,20.0,21.91123188405797,18.0,1,0,12.176315789473684,12.176315789473684,225.6,backtest,,,,,,,
Rashee Rice,WR,SMU,2023,55,2,67.6,78.2,73.6,80.5,0.0,0.0,-6.0,-10.6,20.0,30.977017562383413,0.0,1,0,15.75925925925926,15.75925925925926,271.2,backtest,,,,,,,
Tank Dell,WR,Houston,2023,69,3,65.3,70.6,69.3,84.2,0.0,0.0,-3.9,-5.3,20.0,38.37395884370408,9.0,0,0,12.708333333333334,12.708333333333334,165.0,backtest,,,,,,,
Tyler Scott,WR,Cincinnati,2023,133,4,63.3,63.6,52.6,82.4,100.0,100.0,10.7,-0.3,20.0,34.70177207895116,0.0,0,0,2.6714285714285717,2.6714285714285717,35.900000000000006,backtest,,,,,,,
Michael Wilson,WR,Stanford,2023,94,3,62.6,72.8,62.3,95.1,0.0,0.0,0.3,-10.2,19.0,20.183546378236645,47.0,0,0,9.991304347826087,9.991304347826087,124.5,backtest,,,,,,,
Cedric Tillman,WR,Tennessee,2023,74,3,59.5,69.1,67.8,60.0,0.0,0.0,-8.3,-9.6,21.0,8.86598130144895,0.0,0,0,5.768750000000001,5.768750000000001,80.4,backtest,,,,,,,
Tre Tucker,WR,Cincinnati,2023,100,3,59.5,62.2,60.7,60.0,100.0,0.0,-1.2,-2.7,21.0,17.467944100273737,0.0,0,0,7.719148936170213,7.719148936170213,129.3,backtest,,,,,,,
Parker Washington,WR,Penn St.,2023,185,6,58.9,57.8,41.3,99.9,100.0,100.0,17.6,1.1,18.0,12.753789112145114,8.0,0,0,,,91.0,backtest,,,,,,,
Kayshon Boutte,WR,LSU,2023,187,6,58.6,54.1,40.9,99.9,100.0,100.0,17.7,4.6,18.0,11.48310460154538,41.0,0,0,,,121.9,backtest,,,,,,,
Dontayvion Wicks,WR,Virginia,2023,159,5,53.2,59.6,46.8,77.0,0.0,100.0,6.4,-6.4,20.0,24.0142210730446,0.0,0,0,6.801333333333333,6.801333333333333,129.7,backtest,,,,,,,
Puka Nacua,WR,BYU,2023,177,5,51.1,50.7,43.0,80.0,0.0,100.0,8.1,0.4,20.0,17.43973351817622,209.0,1,1,20.047727272727272,20.047727272727272,331.4,backtest,,,,,,,
Charlie Jones,WR,Purdue,2023,131,4,45.1,46.3,53.1,39.9,0.0,0.0,-7.9,-1.2,23.0,40.65635991494943,3.0,0,0,3.525,3.525,14.7,backtest,,,,,,,
Derius Davis,WR,TCU,2023,125,4,43.2,45.9,54.5,25.0,0.0,0.0,-11.4,-2.7,99.0,18.2522903453136,30.0,0,0,2.7100000000000004,2.7100000000000004,41.2,backtest,,,,,,,
Trey Palmer,WR,Nebraska,2023,191,6,43.1,49.3,40.1,74.9,0.0,0.0,2.9,-6.3,21.0,46.14983351831299,75.0,0,0,,,114.4,backtest,,,,,,,
Xavier Hutchinson,WR,Iowa St.,2023,205,6,42.6,51.6,37.3,82.2,0.0,0.0,5.2,-9.0,20.0,34.43003401531527,0.0,0,0,,,37.3,backtest,,,,,,,
Grant Dubose,WR,Charlotte,2023,256,7,40.3,47.1,27.7,79.4,0.0,100.0,12.6,-6.8,20.0,28.836304036058184,-1.0,0,0,,,0.0,backtest,,,,,,,
Elijah Higgins,WR,Stanford,2023,197,6,40.2,50.7,38.9,65.0,0.0,0.0,1.3,-10.5,21.0,18.20386758439856,48.0,0,0,,,0.0,backtest,,,,,,,
A.T. Perry,WR,Wake Forest,2023,195,6,40.1,52.6,39.3,63.2,0.0,0.0,0.8,-12.5,21.0,26.30487769907952,0.0,0,0,,,60.6,backtest,,,,,,,
DeMario Douglas,WR,Liberty,2023,210,6,39.6,47.8,36.3,71.0,0.0,0.0,3.3,-8.2,21.0,31.92336970312104,105.0,0,0,,,0.0,backtest,,,,,,,
Justin Shorter,WR,Florida,2023,150,5,38.1,47.6,48.8,20.0,0.0,0.0,-10.6,-9.5,99.0,19.82817869415807,0.0,0,0,,,0.0,backtest,,,,,,,
Andrei Iosivas,WR,Princeton,2023,206,6,36.4,49.5,37.1,52.2,0.0,0.0,-0.7,-13.1,22.0,34.4,10.0,0,0,,,119.9,backtest,,,,,,,
Antoine Green,WR,North Carolina,2023,219,7,36.2,47.5,34.6,60.0,0.0,0.0,1.6,-11.3,21.0,18.425306916251365,0.0,0,0,,,1.2,backtest,,,,,,,
Ronnie Bell,WR,Michigan,2023,253,7,35.1,40.0,28.2,51.6,100.0,0.0,6.8,-4.9,22.0,23.136847755459502,26.0,0,0,,,30.8,backtest,,,,,,,
Colton Dowell,WR,UT Martin,2023,228,7,33.4,46.5,32.9,52.1,0.0,0.0,0.6,-13.0,22.0,34.211719369828856,6.0,0,0,,,1.3,backtest,,,,,,,
Jalen Brooks,WR,South Carolina,2023,244,7,25.9,31.8,29.9,25.0,0.0,0.0,-4.0,-5.9,99.0,14.91565551938443,51.0,0,0,,,35.7,backtest,,,,,,,
Marvin Harrison Jr.,WR,Ohio St.,2024,4,1,97.7,90.2,96.7,99.9,100.0,100.0,1.0,7.5,19.0,44.232968289572064,26.0,0,0,10.483333333333334,10.483333333333334,0.0,backtest,,,,,,,
Malik Nabers,WR,LSU,2024,6,1,95.9,95.7,95.1,96.9,100.0,100.0,0.8,0.3,19.0,33.71031623244013,1.0,1,1,17.40526315789474,17.40526315789474,273.6,backtest,,,,,,,
Rome Odunze,WR,Washington,2024,9,1,90.1,94.6,93.0,99.9,100.0,0.0,-2.9,-4.5,19.0,33.01214967583848,37.0,0,0,10.03448275862069,10.03448275862069,144.9,backtest,,,,,,,
Xavier Worthy,WR,Texas,2024,28,1,88.4,88.3,83.5,99.9,100.0,100.0,4.9,0.1,18.0,22.527798369162344,35.0,1,1,9.903333333333334,9.903333333333334,253.7,backtest,,,,,,,
Brian Thomas,WR,LSU,2024,23,1,86.2,86.7,85.6,81.3,100.0,100.0,0.6,-0.5,20.0,32.67193720733543,0.0,1,1,16.705882352941178,16.705882352941178,284.0,backtest,,,,,,,
Ladd McConkey,WR,Georgia,2024,34,2,82.7,81.7,81.0,80.0,100.0,100.0,1.7,1.0,20.0,9.040227195714262,38.0,1,1,13.18125,13.18125,275.6,backtest,,,,,,,
Ja'Lynn Polk,WR,Washington,2024,37,2,79.2,77.5,79.9,66.5,100.0,100.0,-0.7,1.7,21.0,23.08361835724131,32.0,0,0,2.515384615384615,2.515384615384615,32.7,backtest,,,,,,,
Adonai Mitchell,WR,Texas,2024,52,2,78.5,79.7,74.6,81.2,100.0,100.0,3.9,-1.3,20.0,32.43983197430195,1.0,0,0,4.3533333333333335,4.3533333333333335,52.8,backtest,,,,,,,
Keon Coleman,WR,Florida St.,2024,33,2,78.1,81.3,81.4,80.7,0.0,100.0,-3.3,-3.2,20.0,31.37856328392246,2.0,0,0,8.556000000000001,8.556000000000001,118.7,backtest,,,,,,,
