player_name,position,school,draft_year,pick,round,slap_v5,slap_v4,dc_score,enhanced_breakout,teammate_score,early_declare_score,delta_v5_dc,delta_v5_v4,breakout_age,peak_dominator,rush_yards,nfl_hit24,nfl_hit12,nfl_first_3yr_ppg,nfl_career_ppg,nfl_best_ppr,data_type,production_score,speed_score_norm,rec_yards,team_pass_att,weight,forty,nfl_best_ppg
Malcolm Perry,RB,Navy,2020,246,7,41.4,50.6,29.5,,,,11.9,-9.2,,,,0,0,,,24.7,backtest,74.0,0.0,167.0,129.0,186.0,4.63,1.4529411764705882
Eno Benjamin,RB,Arizona St.,2020,222,7,40.7,45.6,34.0,,,,6.7,-4.9,,,,0,0,,,89.60000000000001,backtest,56.9,30.4,347.0,383.0,207.0,4.57,5.270588235294119
DeeJay Dallas,RB,Miami (FL),2020,144,4,40.5,42.1,50.1,,,,-9.6,-1.5,,,,0,0,5.44,4.051020408163264,60.1,backtest,20.1,38.5,140.0,437.0,217.0,4.58,3.5352941176470587
Jason Huntley,RB,New Mexico St.,2020,172,5,37.7,43.2,44.0,,,,-6.3,-5.4,,,,0,0,2.0,2.0,5.1000000000000005,backtest,25.8,27.7,192.0,446.0,193.0,,0.3
Raymond Calais,RB,Louisiana,2020,245,7,24.1,29.7,29.7,,,,-5.6,-5.5,,,,0,0,,,0.0,backtest,9.8,38.2,67.0,412.0,188.0,4.42,0.0
Travis Etienne,RB,Clemson,2021,25,1,79.8,81.3,84.7,,,,-4.9,-1.4,,,,1,1,14.279411764705882,13.175757575757576,282.4,backtest,72.0,62.4,588.0,490.0,215.0,4.45,16.61176470588235
Najee Harris,RB,Alabama,2021,24,1,76.2,72.6,85.2,,,,-8.9,3.7,,,,1,1,14.11098039215686,13.18112676056338,303.5,backtest,57.1,74.5,425.0,425.0,230.0,,17.852941176470587
Javonte Williams,RB,North Carolina,2021,35,2,70.5,72.3,80.6,,,,-10.2,-1.8,,,,1,0,11.516216216216216,11.868571428571428,204.9,backtest,53.7,39.1,305.0,357.0,212.0,4.55,12.052941176470588
Kenneth Gainwell,RB,Memphis,2021,150,5,59.3,61.9,48.8,,,,10.5,-2.7,,,,0,0,6.299591836734694,7.250975609756098,139.9,backtest,83.0,53.0,610.0,441.0,201.0,4.42,8.229411764705883
Michael Carter,RB,North Carolina,2021,107,4,53.6,54.5,58.9,,,,-5.3,-0.9,,,,0,0,7.5377777777777775,7.770491803278689,154.4,backtest,44.9,37.2,267.0,357.0,201.0,4.5,9.08235294117647
Trey Sermon,RB,Ohio St.,2021,88,3,51.0,55.3,63.9,,,,-12.8,-4.3,,,,0,0,3.607142857142857,3.725000000000001,53.8,backtest,25.3,38.3,95.0,225.0,215.0,4.57,3.164705882352941
Rhamondre Stevenson,RB,Oklahoma,2021,120,4,48.2,45.5,55.7,,,,-7.5,2.8,,,,1,1,12.43170731707317,12.37714285714286,249.1,backtest,33.3,40.7,211.0,362.0,231.0,4.64,14.65294117647059
Chuba Hubbard,RB,Oklahoma St.,2021,126,4,40.6,43.0,54.3,,,,-13.7,-2.4,,,,1,0,9.106666666666667,10.384,241.6,backtest,9.2,50.7,52.0,340.0,210.0,4.48,14.211764705882352
Kene Nwangwu,RB,Iowa St.,2021,119,4,39.5,44.0,55.9,,,,-16.5,-4.5,,,,0,0,2.983333333333333,3.113333333333333,11.0,backtest,3.4,41.7,22.0,372.0,210.0,,0.6470588235294118
Demetric Felton,RB,UCLA,2021,211,6,37.9,43.9,36.1,,,,1.8,-6.0,,,,0,0,,,50.5,backtest,45.4,15.8,159.0,200.0,189.0,4.55,2.9705882352941178
Khalil Herbert,RB,Virginia Tech,2021,217,6,37.6,40.8,35.0,,,,2.6,-3.2,,,,0,0,,,117.8,backtest,40.4,54.8,179.0,253.0,210.0,4.46,6.929411764705883
Elijah Mitchell,RB,Louisiana,2021,194,6,37.3,43.9,39.5,,,,-2.2,-6.7,,,,1,0,,,200.6,backtest,28.4,61.5,153.0,308.0,201.0,4.38,11.8
Chris Evans,RB,Michigan,2021,202,6,34.0,41.9,37.9,,,,-3.9,-7.9,,,,0,0,,,52.400000000000006,backtest,23.3,47.8,87.0,213.0,211.0,4.5,3.0823529411764707
Gerrid Doaks,RB,Cincinnati,2021,244,7,33.6,41.1,29.9,,,,3.7,-7.5,,,,0,0,,,0.0,backtest,39.1,49.3,202.0,295.0,228.0,4.58,0.0
Gary Brightwell,RB,Arizona,2021,196,6,32.6,32.9,39.1,,,,-6.5,-0.3,,,,0,0,,,30.0,backtest,18.5,32.1,58.0,188.0,218.0,4.62,1.7647058823529411
Larry Rountree,RB,Missouri,2021,198,6,31.3,28.1,38.7,,,,-7.4,3.2,,,,0,0,,,15.6,backtest,16.5,24.4,100.0,363.0,210.0,4.62,0.9176470588235296
Jake Funk,RB,Maryland,2021,233,7,30.3,39.3,31.9,,,,-1.6,-9.0,,,,0,0,,,3.2,backtest,24.7,42.3,68.0,157.0,204.0,4.49,0.188235294117647
Kylin Hill,RB,Mississippi St.,2021,256,7,27.7,33.3,27.7,,,,0.0,-5.5,,,,0,0,,,3.9,backtest,24.3,48.9,237.0,557.0,214.0,4.51,0.2294117647058823
Jermar Jefferson,RB,Oregon St.,2021,257,7,24.8,23.4,27.5,,,,-2.7,1.4,,,,0,0,,,25.700000000000003,backtest,18.1,29.4,67.0,233.0,206.0,4.57,1.5117647058823531
Breece Hall,RB,Iowa St.,2022,36,2,68.8,70.0,80.3,,,,-11.4,-1.1,,,,1,1,16.1625,15.25,290.5,backtest,42.6,78.1,302.0,446.0,217.0,4.39,17.08823529411765
Rachaad White,RB,Arizona St.,2022,91,3,68.7,75.5,63.1,,,,5.7,-6.8,,,,1,1,12.679166666666667,11.563076923076924,295.5,backtest,83.2,55.0,456.0,313.0,214.0,4.48,17.38235294117647
James Cook,RB,Georgia,2022,63,2,61.3,63.3,71.1,,,,-9.8,-2.0,,,,1,1,12.348979591836732,13.837878787878788,324.3,backtest,41.9,50.7,284.0,407.0,199.0,4.42,19.076470588235296
Kenneth Walker III,RB,Michigan St.,2022,41,2,58.8,58.0,78.4,,,,-19.6,0.9,,,,1,0,13.293333333333331,12.228125,199.4,backtest,14.0,73.3,89.0,400.0,211.0,4.38,11.729411764705883
Brian Robinson Jr.,RB,Alabama,2022,98,3,51.5,50.8,61.2,,,,-9.7,0.6,,,,0,0,11.478048780487804,9.352631578947369,0.0,backtest,29.6,56.4,296.0,571.0,225.0,4.53,0.0
Dameon Pierce,RB,Florida,2022,107,4,49.5,51.0,58.9,,,,-9.4,-1.5,,,,0,0,8.360000000000001,7.794736842105264,166.4,backtest,31.2,37.6,216.0,416.0,218.0,4.59,9.788235294117648
Isaiah Spiller,RB,Texas A&M,2022,123,4,47.8,47.2,55.0,,,,-7.2,0.6,,,,0,0,1.957142857142857,1.957142857142857,19.0,backtest,32.1,49.0,189.0,370.0,217.0,,1.1176470588235294
Tyrion Davis-Price,RB,LSU,2022,93,3,46.0,44.4,62.5,,,,-16.6,1.5,,,,0,0,1.8142857142857145,1.8142857142857145,9.9,backtest,9.1,51.8,64.0,443.0,211.0,4.48,0.5823529411764706
Kyren Williams,RB,Notre Dame,2022,164,5,44.3,44.8,45.7,,,,-1.4,-0.5,,,,1,1,15.488888888888887,15.564150943396228,299.8,backtest,47.9,4.4,359.0,450.0,194.0,4.65,17.63529411764706
Jerome Ford,RB,Cincinnati,2022,156,5,43.5,45.6,47.5,,,,-4.0,-2.2,,,,1,0,10.557575757575757,8.521739130434783,220.4,backtest,33.0,54.8,220.0,400.0,210.0,4.46,12.96470588235294
Hassan Haskins,RB,Michigan,2022,131,4,43.2,43.5,53.1,,,,-9.9,-0.3,,,,0,0,3.2666666666666666,2.991304347826087,33.3,backtest,19.9,54.8,131.0,395.0,228.0,,1.9588235294117649
Zamir White,RB,Georgia,2022,122,4,42.8,46.2,55.2,,,,-12.4,-3.4,,,,0,0,3.44375,3.2378378378378376,73.9,backtest,11.1,72.3,75.0,407.0,214.0,4.4,4.347058823529412
Tyler Allgeier,RB,BYU,2022,151,5,42.8,46.1,48.6,,,,-5.7,-3.3,,,,0,0,8.064,7.853731343283583,159.4,backtest,30.7,41.6,199.0,389.0,224.0,4.6,9.376470588235296
Trestan Ebner,RB,Baylor,2022,203,6,40.7,41.6,37.7,,,,3.0,-0.9,,,,0,0,,,8.200000000000001,backtest,44.5,56.6,284.0,365.0,206.0,4.43,0.4823529411764706
Tyler Badie,RB,Missouri,2022,196,6,40.6,44.4,39.1,,,,1.5,-3.8,,,,0,0,,,10.2,backtest,43.5,42.5,330.0,455.0,197.0,4.45,0.6
Ty Chandler,RB,North Carolina,2022,169,5,40.4,42.6,44.7,,,,-4.2,-2.2,,,,0,0,5.4750000000000005,5.392307692307693,101.0,backtest,30.7,43.7,216.0,382.0,210.0,,5.941176470588236
Pierre Strong,RB,South Dakota St.,2022,127,4,39.0,37.4,54.0,,,,-15.0,1.6,,,,0,0,3.757142857142857,3.757142857142857,42.8,backtest,1.2,70.8,8.0,388.0,207.0,4.37,2.51764705882353
Snoop Conner,RB,Mississippi,2022,154,5,36.6,38.5,47.9,,,,-11.2,-1.9,,,,0,0,2.04,2.04,10.2,backtest,11.5,41.5,82.0,429.0,222.0,4.59,0.6
Kevin Harris,RB,South Carolina,2022,183,6,33.7,37.0,41.7,,,,-8.0,-3.3,,,,0,0,,,21.3,backtest,15.5,38.9,89.0,360.0,221.0,,1.2529411764705882
Keaontay Ingram,RB,USC,2022,201,6,33.0,38.6,38.1,,,,-5.1,-5.6,,,,0,0,,,18.1,backtest,18.7,52.2,156.0,500.0,221.0,4.53,1.0647058823529412
Brittain Brown,RB,UCLA,2022,250,7,27.2,28.8,28.8,,,,-1.6,-1.7,,,,0,0,,,0.0,backtest,20.9,43.7,129.0,335.0,210.0,,0.0
Isiah Pacheco,RB,Rutgers,2022,251,7,23.8,28.8,28.6,,,,-4.8,-5.1,,,,1,1,,,279.2,backtest,3.6,81.6,25.0,394.0,216.0,4.37,16.423529411764704
Zander Horvath,RB,Purdue,2022,260,7,23.1,32.0,27.0,,,,-3.8,-8.9,,,,0,0,,,18.6,backtest,10.7,47.7,108.0,576.0,230.0,,1.0941176470588234
Jahmyr Gibbs,RB,Alabama,2023,12,1,81.6,80.0,91.2,,,,-9.6,1.6,,,,1,1,19.706122448979592,19.706122448979592,390.4,backtest,63.7,63.5,444.0,438.0,199.0,4.36,22.96470588235294
Bijan Robinson,RB,Texas,2023,8,1,78.5,78.7,93.7,,,,-15.2,-0.1,,,,1,1,18.87843137254902,18.87843137254902,341.7,backtest,48.7,60.3,314.0,405.0,215.0,4.46,20.1
Zach Charbonnet,RB,UCLA,2023,52,2,64.5,66.5,74.6,,,,-10.1,-1.9,,,,0,0,9.575510204081631,9.575510204081631,183.7,backtest,46.0,45.0,321.0,419.0,214.0,4.53,10.805882352941175
Tyjae Spears,RB,Tulane,2023,81,3,57.0,58.4,65.8,,,,-8.8,-1.4,,,,0,0,9.026190476190475,9.026190476190475,153.8,backtest,40.5,40.9,256.0,379.0,201.0,,9.047058823529412
De'Von Achane,RB,Texas A&M,2023,84,3,54.6,53.5,65.0,,,,-10.3,1.1,,,,1,0,18.99259259259259,18.99259259259259,196.7,backtest,31.5,58.7,196.0,391.0,188.0,4.32,11.570588235294116
Evan Hull,RB,Northwestern,2023,176,5,54.2,63.1,43.2,,,,11.0,-8.9,,,,0,0,1.157142857142857,1.157142857142857,1.7000000000000002,backtest,78.6,51.7,546.0,417.0,209.0,4.47,0.1
Tank Bigsby,RB,Auburn,2023,88,3,53.8,56.7,63.9,,,,-10.1,-2.9,,,,0,0,5.323076923076924,5.323076923076924,129.0,backtest,35.1,35.2,180.0,308.0,210.0,4.56,7.588235294117647
Kendre Miller,RB,TCU,2023,71,3,51.8,49.9,68.7,,,,-16.9,1.9,,,,0,0,5.284999999999999,5.284999999999999,43.3,backtest,16.1,46.9,116.0,454.0,215.0,,2.547058823529412
Roschon Johnson,RB,Texas,2023,115,4,44.7,48.1,56.9,,,,-12.2,-3.4,,,,0,0,6.248275862068965,6.248275862068965,102.1,backtest,19.0,40.4,128.0,405.0,219.0,4.58,6.005882352941176
Chase Brown,RB,Illinois,2023,163,5,43.3,49.9,45.9,,,,-2.6,-6.6,,,,1,1,13.646511627906976,13.646511627906976,255.0,backtest,34.9,60.0,240.0,393.0,209.0,4.43,15.0
Israel Abanikanda,RB,Pittsburgh,2023,143,5,42.5,48.2,50.3,,,,-7.8,-5.6,,,,0,0,3.0500000000000003,3.0500000000000003,18.3,backtest,24.4,49.9,146.0,393.0,216.0,,1.076470588235294
Deuce Vaughn,RB,Kansas St.,2023,212,6,42.4,45.9,35.9,,,,6.4,-3.5,,,,0,0,,,15.0,backtest,61.2,12.9,378.0,388.0,179.0,,0.8823529411764706
Eric Gray,RB,Oklahoma,2023,172,5,40.4,43.1,44.0,,,,-3.6,-2.7,,,,0,0,2.1533333333333333,2.1533333333333333,19.3,backtest,32.2,43.0,229.0,407.0,207.0,,1.1352941176470588
Kenny McIntosh,RB,Georgia,2023,237,7,38.8,42.2,31.2,,,,7.6,-3.4,,,,0,0,,,22.4,backtest,58.5,18.7,504.0,492.0,204.0,4.62,1.3176470588235294
Chris Rodriguez,RB,Kentucky,2023,193,6,30.5,32.3,39.7,,,,-9.2,-1.8,,,,0,0,,,31.5,backtest,7.0,51.0,41.0,349.0,217.0,,1.8529411764705883
Zach Evans,RB,Mississippi,2023,215,6,30.4,37.3,35.4,,,,-4.9,-6.9,,,,0,0,,,1.9,backtest,18.5,37.7,119.0,386.0,202.0,,0.1117647058823529
Lew Nichols,RB,Central Michigan,2023,235,7,28.4,32.7,31.6,,,,-3.1,-4.2,,,,0,0,,,0.0,backtest,19.7,39.9,128.0,389.0,222.0,,0.0
DeWayne McBride,RB,Ala-Birmingham,2023,222,7,24.9,27.6,34.0,,,,-9.1,-2.7,,,,0,0,,,0.0,backtest,1.9,45.1,10.0,321.0,209.0,,0.0
Jonathon Brooks,RB,Texas,2024,46,2,64.1,61.5,76.6,,,,-12.5,2.6,,,,0,0,2.5,2.5,7.500000000000001,backtest,37.8,58.8,286.0,475.0,216.0,,0.4411764705882353
Trey Benson,RB,Florida St.,2024,66,3,58.9,60.7,70.2,,,,-11.3,-1.8,,,,0,0,5.15,5.15,47.0,backtest,31.5,76.9,227.0,433.0,216.0,4.39,2.764705882352941
MarShawn Lloyd,RB,USC,2024,88,3,53.4,54.9,63.9,,,,-10.4,-1.5,,,,0,0,2.8,2.8,2.8,backtest,28.8,65.8,232.0,461.0,220.0,4.46,0.1647058823529411
Ray Davis,RB,Kentucky,2024,128,4,51.3,53.2,53.8,,,,-2.5,-2.0,,,,0,0,6.006896551724138,6.006896551724138,125.7,backtest,46.8,45.2,323.0,375.0,205.0,,7.394117647058824
Bucky Irving,RB,Oregon,2024,125,4,50.8,47.5,54.5,,,,-3.7,3.4,,,,1,1,14.255555555555556,14.255555555555556,260.70000000000005,backtest,48.2,18.8,413.0,514.0,192.0,4.55,15.33529411764706
Dylan Laube,RB,New Hampshire,2024,208,6,50.1,60.1,36.7,,,,13.4,-10.0,,,,0,0,,,-2.0,backtest,81.6,34.9,699.0,465.0,206.0,4.54,-0.1176470588235294
Blake Corum,RB,Michigan,2024,83,3,49.7,51.5,65.2,,,,-15.5,-1.8,,,,0,0,5.02258064516129,5.02258064516129,33.5,backtest,18.5,35.7,117.0,361.0,205.0,4.53,1.9705882352941173
Isaac Guerendo,RB,Louisville,2024,129,4,49.0,52.5,53.6,,,,-4.5,-3.5,,,,0,0,7.4,7.4,96.2,backtest,31.1,97.4,234.0,408.0,221.0,4.33,5.658823529411765
Will Shipley,RB,Clemson,2024,127,4,46.7,52.2,54.0,,,,-7.3,-5.5,,,,0,0,2.2,2.2,29.4,backtest,30.9,46.3,244.0,474.0,206.0,,1.7294117647058822
Jaylen Wright,RB,Tennessee,2024,120,4,46.3,50.1,55.7,,,,-9.4,-3.8,,,,0,0,3.4954545454545456,3.4954545454545456,26.700000000000003,backtest,21.6,72.1,141.0,411.0,210.0,4.38,1.5705882352941178
Braelon Allen,RB,Wisconsin,2024,134,4,42.7,42.6,52.4,,,,-9.7,0.1,,,,0,0,4.880952380952381,4.880952380952381,85.2,backtest,18.4,61.9,131.0,469.0,235.0,,5.011764705882353
Isaiah Davis,RB,South Dakota St.,2024,173,5,41.3,47.8,43.8,,,,-2.5,-6.4,,,,0,0,4.795833333333333,4.795833333333333,45.900000000000006,backtest,36.0,41.3,190.0,317.0,218.0,4.57,2.7
Audric Estime,RB,Notre Dame,2024,147,5,40.7,43.5,49.4,,,,-8.7,-2.7,,,,0,0,3.746153846153846,3.746153846153846,48.7,backtest,25.4,19.3,142.0,351.0,221.0,4.71,2.864705882352941
Rasheen Ali,RB,Marshall,2024,165,5,40.3,42.8,45.5,,,,-5.2,-2.5,,,,0,0,2.275,2.275,3.1,backtest,28.6,42.0,213.0,425.0,206.0,,0.1823529411764706
Kimani Vidal,RB,Troy,2024,181,6,37.9,43.2,42.1,,,,-4.3,-5.4,,,,0,0,,,32.7,backtest,25.2,58.1,201.0,456.0,213.0,4.46,1.9235294117647064
Tyrone Tracy Jr.,RB,Purdue,2024,166,5,37.4,43.7,45.3,,,,-7.9,-6.3,,,,0,0,10.853333333333332,10.853333333333332,0.0,backtest,18.3,49.6,132.0,392.0,209.0,4.48,0.0
Jase McClellan,RB,Alabama,2024,186,6,36.3,39.4,41.1,,,,-4.9,-3.1,,,,0,0,,,3.2,backtest,25.3,38.9,137.0,325.0,221.0,,0.188235294117647
Jawhar Jordan,RB,Louisville,2024,205,6,34.5,36.4,37.3,,,,-2.9,-1.9,,,,0,0,,,0.0,backtest,31.0,18.1,246.0,408.0,193.0,4.56,0.0
Keilan Robinson,RB,Texas,2024,167,5,33.3,35.8,45.1,,,,-11.8,-2.5,,,,0,0,,,0.0,backtest,6.4,41.6,56.0,475.0,191.0,4.42,0.0
Omarion Hampton,RB,North Carolina,2025,22,1,76.5,77.6,86.1,,,,-9.6,-1.2,,,,0,0,15.077777777777776,15.077777777777776,135.7,backtest,57.2,66.9,373.0,391.0,221.0,4.46,7.98235294117647
Ashton Jeanty,RB,Boise St.,2025,6,1,70.6,64.8,95.1,,,,-24.6,5.7,,,,1,1,14.53529411764706,14.53529411764706,247.1,backtest,20.9,49.3,138.0,415.0,211.0,,14.53529411764706
Cam Skattebo,RB,Arizona St.,2025,105,4,68.3,72.6,59.4,,,,8.9,-4.2,,,,0,0,15.9625,15.9625,127.7,backtest,90.5,51.1,605.0,382.0,219.0,,7.511764705882353
TreVeyon Henderson,RB,Ohio St.,2025,38,2,65.5,66.2,79.5,,,,-14.0,-0.6,,,,1,0,12.247058823529413,12.247058823529413,208.2,backtest,37.5,52.1,284.0,455.0,202.0,4.43,12.24705882352941
RJ Harvey,RB,Central Florida,2025,60,2,63.9,65.1,72.0,,,,-8.1,-1.2,,,,1,0,12.270588235294118,12.270588235294118,208.6,backtest,46.8,61.8,267.0,310.0,205.0,4.4,12.270588235294117
Quinshon Judkins,RB,Ohio St.,2025,36,2,62.0,62.8,80.3,,,,-18.3,-0.8,,,,0,0,11.985714285714286,11.985714285714286,167.8,backtest,22.2,62.6,161.0,455.0,221.0,4.48,9.870588235294118
Kaleb Johnson,RB,Iowa,2025,83,3,57.8,57.8,65.2,,,,-7.5,0.0,,,,0,0,0.8800000000000001,0.8800000000000001,8.8,backtest,43.4,47.3,188.0,260.0,224.0,4.57,0.5176470588235295
Woody Marks,RB,USC,2025,116,4,48.4,49.8,56.7,,,,-8.2,-1.3,,,,0,0,9.06875,9.06875,145.1,backtest,32.7,35.9,321.0,533.0,207.0,4.54,8.535294117647059
Jaydon Blue,RB,Texas,2025,149,5,47.5,49.0,49.0,,,,-1.5,-1.5,,,,0,0,4.08,4.08,20.4,backtest,42.8,55.6,368.0,541.0,196.0,4.38,1.2
Bhayshul Tuten,RB,Virginia Tech,2025,104,4,47.0,49.1,59.7,,,,-12.6,-2.0,,,,0,0,6.04,6.04,90.6,backtest,14.0,81.2,79.0,339.0,206.0,4.32,5.329411764705882
Jarquez Hunter,RB,Auburn,2025,117,4,46.9,47.8,56.4,,,,-9.6,-0.9,,,,0,0,,,0.0,backtest,25.2,52.3,155.0,369.0,204.0,4.44,0.0
DJ Giddens,RB,Kansas St.,2025,151,5,46.9,53.2,48.6,,,,-1.6,-6.3,,,,0,0,1.9200000000000004,1.9200000000000004,9.6,backtest,40.6,63.4,258.0,381.0,212.0,4.43,0.5647058823529412
Trevor Etienne,RB,Georgia,2025,114,4,46.8,47.3,57.2,,,,-10.4,-0.5,,,,0,0,1.7125,1.7125,13.7,backtest,23.8,49.6,194.0,513.0,198.0,4.42,0.8058823529411764
Dylan Sampson,RB,Tennessee,2025,126,4,44.8,45.9,54.3,,,,-9.4,-1.0,,,,0,0,5.973333333333334,5.973333333333334,89.60000000000001,backtest,25.2,39.8,143.0,373.0,200.0,,5.270588235294119
Jordan James,RB,Oregon,2025,147,5,42.3,41.7,49.4,,,,-7.1,0.6,,,,0,0,,,0.0,backtest,28.6,32.0,209.0,460.0,205.0,4.55,0.0
Amari Cooper,WR,Alabama,2015,4,1,92.7,95.7,96.7,99.9,0.0,100.0,-4.0,-3.0,19.0,47.19794344473008,23.0,1,1,13.143478260869566,13.7359477124183,253.6,backtest,,,,,,,
Kevin White,WR,West Virginia,2015,7,1,85.7,95.6,94.4,98.4,0.0,0.0,-8.6,-9.9,19.0,36.78718757583111,0.0,0,0,8.24,4.573333333333334,38.6,backtest,,,,,,,
Nelson Agholor,WR,USC,2015,20,1,82.2,83.9,87.0,81.2,0.0,100.0,-4.9,-1.7,20.0,32.41003032237472,3.0,1,0,7.515909090909091,7.64236111111111,222.1,backtest,,,,,,,
DeVante Parker,WR,Louisville,2015,14,1,81.5,91.7,90.1,92.4,0.0,0.0,-8.5,-10.1,19.0,24.79291384929009,0.0,1,0,10.494444444444444,10.18018018018018,246.2,backtest,,,,,,,
Breshad Perriman,WR,Central Florida,2015,26,1,80.7,86.4,84.3,83.3,0.0,100.0,-3.6,-5.7,20.0,36.62961752206604,0.0,0,0,4.569230769230769,6.332000000000001,138.1,backtest,,,,,,,
Devin Smith,WR,Ohio St.,2015,37,2,79.6,83.5,79.9,93.4,100.0,0.0,-0.3,-3.9,19.0,26.843038267370613,3.0,0,0,3.6875,4.316666666666666,26.5,backtest,,,,,,,
Phillip Dorsett,WR,Miami (FL),2015,29,1,77.8,86.4,83.0,98.6,0.0,0.0,-5.2,-8.6,19.0,37.13870610663551,-6.0,0,0,5.1171428571428565,5.532051282051282,105.9,backtest,,,,,,,
Devin Funchess,WR,Michigan,2015,41,2,76.7,75.6,78.4,84.0,0.0,100.0,-1.7,1.0,20.0,37.94809010773752,-11.0,0,0,,,0.0,backtest,,,,,,,
Dorial Green-Beckham,WR,Oklahoma,2015,40,2,76.3,76.8,78.8,80.9,100.0,0.0,-2.4,-0.5,20.0,31.8265901221068,0.0,0,0,7.146428571428571,7.146428571428571,112.9,backtest,,,,,,,
Jaelen Strong,WR,Arizona St.,2015,70,3,69.4,74.6,69.0,80.5,0.0,100.0,0.4,-5.3,20.0,31.086647257328124,0.0,0,0,5.176470588235294,5.176470588235294,50.8,backtest,,,,,,,
Tyler Lockett,WR,Kansas St.,2015,69,3,68.5,76.6,69.3,99.9,0.0,0.0,-0.8,-8.1,19.0,44.18873940973839,17.0,1,1,9.039130434782608,11.35593220338983,274.0,backtest,,,,,,,
Chris Conley,WR,Georgia,2015,76,3,66.0,77.2,67.2,94.8,0.0,0.0,-1.2,-11.2,19.0,29.589562024652505,0.0,0,0,5.613333333333333,6.040594059405939,156.5,backtest,,,,,,,
Jamison Crowder,WR,Duke,2015,105,4,65.7,59.7,59.4,95.8,0.0,100.0,6.3,6.0,19.0,31.59358487067767,9.0,0,0,10.625531914893616,10.26774774774775,197.7,backtest,,,,,,,
Ty Montgomery,WR,Stanford,2015,94,3,62.6,70.1,62.3,95.0,0.0,0.0,0.3,-7.5,19.0,17.60709504685408,144.0,0,0,10.542307692307691,6.097260273972602,179.3,backtest,,,,,,,
Sammie Coates,WR,Auburn,2015,87,3,60.7,72.2,64.1,78.8,0.0,0.0,-3.5,-11.6,20.0,27.548555654145712,0.0,0,0,5.470588235294118,5.010526315789474,83.3,backtest,,,,,,,
Justin Hardy,WR,East Carolina,2015,107,4,60.4,64.8,58.9,95.8,0.0,0.0,1.5,-4.4,19.0,31.578877139140005,7.0,0,0,5.526666666666666,4.971428571428571,69.1,backtest,,,,,,,
Evan Spencer,WR,Ohio St.,2015,187,6,56.6,57.2,40.9,90.0,100.0,100.0,15.7,-0.5,19.0,5.581139928320937,9.0,0,0,,,0.0,backtest,,,,,,,
Stefon Diggs,WR,Maryland,2015,146,5,56.5,56.5,49.7,83.5,0.0,100.0,6.8,-0.0,20.0,26.98953986433075,28.0,1,1,13.52,15.875279503105594,391.7000000000001,backtest,,,,,,,
Rashad Greene,WR,Florida St.,2015,139,5,53.9,59.4,51.2,90.0,0.0,0.0,2.6,-5.5,19.0,17.616,0.0,0,0,4.1923076923076925,3.583333333333333,40.3,backtest,,,,,,,
JJ Nelson,WR,Ala-Birmingham,2015,159,5,52.2,60.7,46.8,97.1,0.0,0.0,5.4,-8.5,19.0,24.18412188538669,45.0,0,0,,,0.0,backtest,,,,,,,
DeAndre Smelter,WR,Georgia Tech,2015,132,4,51.8,54.1,52.9,73.9,0.0,0.0,-1.1,-2.3,21.0,37.88213047589032,103.0,0,0,3.3,3.3,3.3000000000000003,backtest,,,,,,,
Tony Lippett,WR,Michigan St.,2015,156,5,51.1,53.7,47.5,89.3,0.0,0.0,3.6,-2.6,20.0,38.63269062422842,51.0,0,0,,,0.0,backtest,,,,,,,
Kenny Bell,WR,Nebraska,2015,162,5,51.0,62.5,46.2,93.4,0.0,0.0,4.8,-11.5,19.0,26.79089590134204,0.0,0,0,,,0.0,backtest,,,,,,,
Vince Mayle,WR,Washington St.,2015,123,4,50.8,55.0,55.0,61.5,0.0,0.0,-4.2,-4.2,21.0,22.93614794138172,0.0,0,0,1.55,1.55,6.2,backtest,,,,,,,
Geremy Davis,WR,Connecticut,2015,186,6,48.8,60.4,41.1,99.9,0.0,0.0,7.6,-11.7,19.0,32.052,203.0,0,0,,,6.8,backtest,,,,,,,
Kaelin Clay,WR,Utah,2015,184,6,47.1,48.3,41.5,90.1,0.0,0.0,5.6,-1.2,19.0,20.17509727626459,4.0,0,0,,,23.4,backtest,,,,,,,
Keith Mumphery,WR,Michigan St.,2015,175,5,46.4,49.7,43.4,80.0,0.0,0.0,3.0,-3.4,20.0,12.991290880114924,85.0,0,0,3.369230769230769,3.369230769230769,26.9,backtest,,,,,,,
Bud Sasser,WR,Missouri,2015,201,6,43.7,52.9,38.1,84.9,0.0,0.0,5.5,-9.3,20.0,42.93882175226586,0.0,0,0,,,0.0,backtest,,,,,,,
Da'Ron Brown,WR,Northern Illinois,2015,233,7,42.3,52.5,31.9,99.9,0.0,0.0,10.4,-10.2,19.0,35.5923743907929,108.0,0,0,,,0.0,backtest,,,,,,,
Neal Sterling,WR,Monmouth,2015,220,7,42.1,50.3,34.4,90.0,0.0,0.0,7.7,-8.2,19.0,14.099,0.0,0,0,,,0.0,backtest,,,,,,,
Darren Waller,WR,Georgia Tech,2015,204,6,42.0,48.0,37.5,78.9,0.0,0.0,4.5,-6.0,20.0,27.81995816978483,0.0,0,0,,,0.0,backtest,,,,,,,
Mario Alford,WR,West Virginia,2015,238,7,41.0,47.5,31.0,96.3,0.0,0.0,10.0,-6.5,19.0,32.619509827711724,14.0,0,0,,,2.5,backtest,,,,,,,
