player_name,position,school,draft_year,pick,round,dc_score,production_score,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,breakout_age,nfl_best_ppr,nfl_hit24,nfl_hit12,data_type,rec_yards,team_pass_att,nfl_best_ppg
Tre Nixon,WR,Central Florida,2021,242,7,0.2666995888021587,75.0,breakout_age,89.7,39.83834979440108,39.57165020559892,observed,observed,20.0,0.0,0,0,backtest,,,
Racey McMath,WR,LSU,2021,205,6,0.8593746699613276,79.7,breakout_age,74.3,39.46968733498066,38.610312665019336,imputed,observed,,6.4,0,0,backtest,,,
Tutu Atwell,WR,Louisville,2021,57,2,7.532673032605196,75.0,breakout_age,62.5,39.3913365163026,31.858663483697406,observed,observed,20.0,121.2,0,0,backtest,,,
Mike Strachan,WR,Charleston (WV),2021,229,7,0.45849104367345955,79.7,breakout_age,68.9,38.459245521836735,38.00075447816327,imputed,imputed,,8.9,0,0,backtest,,,
Dez Fitzpatrick,WR,Louisville,2021,109,4,3.6241424908848163,75.0,breakout_age,68.9,38.397071245442405,34.77292875455759,observed,imputed,20.0,15.9,0,0,backtest,,,
Jaelon Darden,WR,North Texas,2021,129,4,2.799438307314335,75.0,breakout_age,71.39999999999999,38.35971915365717,35.560280846342835,observed,observed,20.0,11.4,0,0,backtest,,,
Ben Skowronek,WR,Notre Dame,2021,249,7,0.16970636749024845,79.7,breakout_age,68.9,38.31485318374513,38.14514681625488,imputed,imputed,,84.30000000000001,0,0,backtest,,,
Demetric Felton,RB,UCLA,2021,211,6,0.7527695331324677,79.5,receiving_production,66.5,38.17638476656623,37.423615233433765,observed,imputed,,50.5,0,0,backtest,159.0,200.0,2.9705882352941178
Ihmir Smith-Marsette,WR,Iowa,2021,157,5,1.9215627560527582,75.0,breakout_age,68.1,37.42578137802638,35.50421862197362,observed,observed,20.0,28.6,0,0,backtest,,,
Michael Carter,RB,North Carolina,2021,107,4,3.7191117495227943,74.78991596638656,receiving_production,62.0,37.33602646299669,33.616914713473896,observed,observed,,154.4,0,0,backtest,267.0,357.0,9.08235294117647
Frank Darby,WR,Arizona St.,2021,187,6,1.2094219465039422,79.7,breakout_age,58.9,37.33471097325197,36.12528902674803,imputed,observed,,2.5,0,0,backtest,,,
Seth Williams,WR,Auburn,2021,219,6,0.6175025892080521,75.0,breakout_age,68.60000000000001,36.84875129460403,36.23124870539598,observed,observed,20.0,4.4,0,0,backtest,,,
Gerrid Doaks,RB,Cincinnati,2021,244,7,0.23856175919621156,68.47457627118644,receiving_production,83.0,36.535382574513356,36.29682081531715,observed,observed,,0.0,0,0,backtest,202.0,295.0,0.0
Simi Fehoko,WR,Stanford,2021,179,5,1.3816914800791853,60.0,breakout_age,91.8,35.46084574003959,34.079154259960404,observed,observed,21.0,16.6,0,0,backtest,,,
Terrace Marshall Jr.,WR,LSU,2021,59,2,7.2913303599247605,60.0,breakout_age,68.9,34.98066517996238,27.68933482003762,observed,imputed,21.0,32.900000000000006,0,0,backtest,,,
Tylan Wallace,WR,Oklahoma St.,2021,131,4,2.727527122855803,75.0,breakout_age,47.1,34.6787635614279,31.951236438572096,observed,observed,20.0,43.1,0,0,backtest,,,
Khalil Herbert,RB,Virginia Tech,2021,217,6,0.6506169502946338,70.7509881422925,receiving_production,61.4,34.29815432494969,33.64753737465506,observed,observed,,117.8,0,0,backtest,179.0,253.0,6.929411764705883
Anthony Schwartz,WR,Auburn,2021,91,3,4.5882934511422855,60.0,breakout_age,68.89999999999999,33.62914672557114,29.040853274428855,observed,observed,21.0,33.4,0,0,backtest,,,
Cornell Powell,WR,Clemson,2021,181,5,1.3375552709236085,60.0,breakout_age,75.7,33.023777635461805,31.686222364538196,observed,observed,21.0,0.0,0,0,backtest,,,
Elijah Mitchell,RB,Louisiana,2021,194,6,1.067512069957944,49.67532467532468,receiving_production,95.0,32.170119671342604,31.102607601384662,observed,observed,,200.6,1,0,backtest,153.0,308.0,11.8
Trey Sermon,RB,Ohio St.,2021,88,3,4.7771483993699695,42.22222222222222,receiving_production,96.7,31.67135197746276,26.89420357809279,observed,observed,,53.8,0,0,backtest,95.0,225.0,3.164705882352941
Shi Smith,WR,South Carolina,2021,204,6,0.8775979717499552,60.0,breakout_age,67.8,31.608798985874976,30.73120101412502,observed,observed,21.0,61.6,0,0,backtest,,,
Amari Rodgers,WR,Clemson,2021,85,3,4.97591533480322,60.0,breakout_age,53.5,31.512957667401608,26.53704233259839,observed,observed,21.0,43.1,0,0,backtest,,,
Jake Funk,RB,Maryland,2021,233,7,0.3977716001799912,43.31210191082803,receiving_production,97.6,29.998121468879802,29.600349868699812,observed,observed,,3.2,0,0,backtest,68.0,157.0,0.188235294117647
Dazz Newsome,WR,North Carolina,2021,221,6,0.5848387675340481,75.0,breakout_age,21.299999999999997,29.737419383767023,29.152580616232974,observed,observed,20.0,4.3,0,0,backtest,,,
Chris Evans,RB,Michigan,2021,202,6,0.9144497067014333,40.845070422535215,receiving_production,98.4,29.512999501238042,28.59854979453661,observed,observed,,52.400000000000006,0,0,backtest,87.0,213.0,3.0823529411764707
Rhamondre Stevenson,RB,Oklahoma,2021,120,4,3.144986579351357,58.28729281767956,receiving_production,39.8,27.94304577586352,24.798059196512163,observed,observed,,249.1,1,1,backtest,211.0,362.0,14.65294117647059
Dax Milne,WR,BYU,2021,258,7,0.05084888617378528,60.0,breakout_age,45.599999999999994,27.865424443086894,27.81457555691311,observed,observed,21.0,15.7,0,0,backtest,,,
Kylin Hill,RB,Mississippi St.,2021,256,7,0.07671908899473993,42.549371633752244,receiving_production,72.8,25.85063961631065,25.773920527315912,observed,observed,,3.9,0,0,backtest,237.0,557.0,0.2294117647058823
Chuba Hubbard,RB,Oklahoma St.,2021,126,4,2.9104986379461453,15.294117647058824,receiving_production,84.3,19.45319049544366,16.542691857497516,observed,observed,,241.6,1,0,backtest,52.0,340.0,14.211764705882352
Kene Nwangwu,RB,Iowa St.,2021,119,4,3.18578264738066,5.913978494623656,receiving_production,98.80000000000001,18.48278379680861,15.297001149427953,observed,observed,,11.0,0,0,backtest,22.0,372.0,0.6470588235294118
Gary Brightwell,RB,Arizona,2021,196,6,1.0283693833852658,30.851063829787233,receiving_production,45.7,18.167057032118166,17.1386876487329,observed,observed,,30.0,0,0,backtest,58.0,188.0,1.7647058823529411
Jermar Jefferson,RB,Oregon St.,2021,257,7,0.06374623917430891,28.75536480686695,receiving_production,22.200000000000003,13.426250801990587,13.362504562816278,observed,observed,,25.700000000000003,0,0,backtest,67.0,233.0,1.5117647058823531
Larry Rountree,RB,Missouri,2021,198,6,0.989821275667,27.548209366391184,receiving_production,20.099999999999998,13.151783916070414,12.161962640403415,observed,observed,,15.6,0,0,backtest,100.0,363.0,0.9176470588235296
Chris Olave,WR,Ohio St.,2022,11,1,25.55170332916642,90.0,breakout_age,86.4,57.23585166458321,31.68414833541679,observed,observed,19.0,231.3,1,0,backtest,,,
Christian Watson,WR,North Dakota St.,2022,34,2,11.694315080564909,90.0,breakout_age,99.60000000000001,52.28715754028245,40.592842459717545,observed,observed,19.0,164.10000000000002,0,0,backtest,,,
Drake London,WR,USC,2022,8,1,31.09859611123712,75.0,breakout_age,68.9,52.134298055618565,21.035701944381444,observed,imputed,20.0,280.8,1,1,backtest,,,
Rachaad White,RB,Arizona St.,2022,91,3,4.5882934511422855,100.0,receiving_production,98.69999999999999,52.099146725571146,47.51085327442886,observed,observed,,295.5,1,1,backtest,456.0,313.0,17.38235294117647
Garrett Wilson,WR,Ohio St.,2022,10,1,27.120250650191874,75.0,breakout_age,77.69999999999999,51.46512532509594,24.344874674904066,observed,observed,20.0,251.9,1,0,backtest,,,
Alec Pierce,WR,Cincinnati,2022,53,2,8.055719793635944,90.0,breakout_age,98.3,50.27285989681797,42.217140103182025,observed,observed,19.0,161.4,0,0,backtest,,,
George Pickens,WR,Georgia,2022,52,2,8.195823969275274,90.0,breakout_age,93.5,49.62291198463763,41.42708801536236,observed,observed,19.0,218.3,0,0,backtest,,,
Treylon Burks,WR,Arkansas,2022,18,1,18.537453083578438,90.0,breakout_age,57.9,49.45372654178921,30.91627345821077,observed,observed,19.0,88.10000000000001,0,0,backtest,,,
Tyquan Thornton,WR,Baylor,2022,50,2,8.488538661451482,90.0,breakout_age,85.39999999999999,48.55426933072573,40.065730669274245,observed,observed,19.0,66.3,0,0,backtest,,,
Skyy Moore,WR,Western Michigan,2022,54,2,7.919525644957326,90.0,breakout_age,75.8,46.829762822478656,38.91023717752133,observed,observed,19.0,62.8,0,0,backtest,,,
Jalen Tolbert,WR,South Alabama,2022,88,3,4.7771483993699695,90.0,breakout_age,86.19999999999999,46.81857419968498,42.04142580031501,observed,observed,19.0,152.0,0,0,backtest,,,
Dareke Young,WR,Lenoir-Rhyne,2022,233,7,0.3977716001799912,90.0,breakout_age,99.3,46.59388580008999,46.19611419991,observed,observed,19.0,6.5,0,0,backtest,,,
Jahan Dotson,WR,Penn St.,2022,16,1,20.061375271195793,75.0,breakout_age,63.3,45.7756876355979,25.714312364402105,observed,observed,20.0,130.6,0,0,backtest,,,
Bo Melton,WR,Rutgers,2022,229,7,0.45849104367345955,90.0,breakout_age,92.30000000000001,45.57424552183673,45.11575447816327,observed,observed,19.0,56.5,0,0,backtest,,,
Khalil Shakir,WR,Boise St.,2022,148,5,2.176386329593325,90.0,breakout_age,83.10000000000001,45.05319316479666,42.87680683520333,observed,observed,19.0,217.9,0,0,backtest,,,
Kyle Philips,WR,UCLA,2022,163,5,1.763535451794608,90.0,breakout_age,83.10000000000001,44.8467677258973,43.08323227410269,observed,observed,19.0,33.1,0,0,backtest,,,
Breece Hall,RB,Iowa St.,2022,36,2,11.179305856884215,67.71300448430493,receiving_production,99.60000000000001,44.22920449794883,33.049898641064615,observed,observed,,290.5,1,1,backtest,302.0,446.0,17.08823529411765
Jameson Williams,WR,Alabama,2022,12,1,24.183558032143452,60.0,breakout_age,68.9,43.42677901607173,19.243220983928275,observed,imputed,21.0,227.2,1,0,backtest,,,
Romeo Doubs,WR,Nevada,2022,132,4,2.692185970336002,90.0,breakout_age,68.9,43.181092985168,40.488907014831995,observed,imputed,19.0,213.8,0,0,backtest,,,
Montrell Washington,WR,Samford,2022,162,5,1.789262380033514,100.0,breakout_age,43.2,42.37463119001676,40.585368809983244,observed,observed,18.0,7.2,0,0,backtest,,,
John Metchie,WR,Alabama,2022,44,2,9.483435178713737,75.0,breakout_age,68.9,41.32671758935687,31.84328241064313,observed,imputed,20.0,65.7,0,0,backtest,,,
Calvin Austin III,WR,Memphis,2022,138,4,2.4882705429633734,75.0,breakout_age,90.5,41.069135271481684,38.580864728518314,observed,observed,20.0,60.4,0,0,backtest,,,
James Cook,RB,Georgia,2022,63,2,6.8435937699076606,69.77886977886978,receiving_production,87.5,40.96940130755825,34.12580753765059,observed,observed,,324.3,1,1,backtest,284.0,407.0,19.076470588235296
David Bell,WR,Purdue,2022,99,3,4.127345795229511,90.0,breakout_age,39.8,39.53367289761475,35.40632710238524,observed,observed,19.0,62.1,0,0,backtest,,,
Jalen Nailor,WR,Michigan St.,2022,191,6,1.1273748730295252,75.0,breakout_age,80.9,38.94868743651476,37.821312563485236,observed,observed,20.0,111.3,0,0,backtest,,,
Michael Woods II,WR,Oklahoma,2022,202,6,0.9144497067014333,79.7,breakout_age,68.9,38.68722485335071,37.77277514664928,imputed,imputed,,0.0,0,0,backtest,,,
Erik Ezukanma,WR,Texas Tech,2022,125,4,2.948404304071824,75.0,breakout_age,70.3,38.26920215203591,35.32079784796409,observed,observed,20.0,2.2,0,0,backtest,,,
Wan'Dale Robinson,WR,Kentucky,2022,43,2,9.66920167559071,60.0,breakout_age,73.60000000000001,36.874600837795356,27.205399162204646,observed,observed,21.0,182.7,0,0,backtest,,,
Tyler Badie,RB,Missouri,2022,196,6,1.0283693833852658,72.52747252747253,receiving_production,63.8,35.468800076308014,34.440430692922746,observed,observed,,10.2,0,0,backtest,330.0,455.0,0.6
Trestan Ebner,RB,Baylor,2022,203,6,0.8959557631885556,77.8082191780822,receiving_production,47.699999999999996,34.835854593923045,33.93989883073449,observed,observed,,8.200000000000001,0,0,backtest,284.0,365.0,0.4823529411764706
Velus Jones Jr.,WR,Tennessee,2022,71,3,6.064459509512579,60.0,breakout_age,71.0,34.68222975475629,28.61777024524371,observed,observed,21.0,0.0,0,0,backtest,,,
Kyren Williams,RB,Notre Dame,2022,164,5,1.73804419099366,79.77777777777779,receiving_production,34.6,33.98124431771905,32.24320012672539,observed,observed,,299.8,1,1,backtest,359.0,450.0,17.63529411764706
Danny Gray,WR,SMU,2022,105,3,3.816781655493783,60.0,breakout_age,67.6,33.04839082774689,29.23160917225311,observed,observed,21.0,2.9,0,0,backtest,,,
Dameon Pierce,RB,Florida,2022,107,4,3.7191117495227943,51.92307692307693,receiving_production,70.9,30.667632797838323,26.948521048315527,observed,observed,,166.4,0,0,backtest,216.0,416.0,9.788235294117648
Jerome Ford,RB,Cincinnati,2022,156,5,1.9487832919551238,55.00000000000001,receiving_production,69.1,30.58939164597756,28.640608354022437,observed,observed,,220.4,1,0,backtest,220.0,400.0,12.96470588235294
Samori Toure,WR,Nebraska,2022,258,7,0.05084888617378528,60.0,breakout_age,61.4,30.23542444308689,30.184575556913106,observed,observed,21.0,19.2,0,0,backtest,,,
Ty Chandler,RB,North Carolina,2022,169,5,1.6140003337794369,56.54450261780105,receiving_production,63.5,30.122576083120087,28.50857574934065,observed,observed,,101.0,0,0,backtest,216.0,382.0,5.941176470588236
Brian Robinson Jr.,RB,Alabama,2022,98,3,4.181861051968502,51.83887915936952,receiving_production,65.8,30.104538231763584,25.92267717979508,observed,observed,,0.0,0,0,backtest,296.0,571.0,0.0
Tyler Allgeier,RB,BYU,2022,151,5,2.088917723506345,51.156812339331616,receiving_production,74.0,30.049343180519237,27.960425457012892,observed,observed,,159.4,0,0,backtest,199.0,389.0,9.376470588235296
Isaiah Spiller,RB,Texas A&M,2022,123,4,3.0255977689327707,51.08108108108108,receiving_production,56.6,27.88117726284476,24.85557949391199,observed,observed,,19.0,0,0,backtest,189.0,370.0,1.1176470588235294
Kenneth Walker III,RB,Michigan St.,2022,41,2,10.060921353726265,22.25,receiving_production,92.4,26.677960676863133,16.61703932313687,observed,observed,,199.4,1,0,backtest,89.0,400.0,11.729411764705883
Zander Horvath,RB,Purdue,2022,260,7,0.025277762703433692,30.0,receiving_production,98.3,25.257638881351717,25.232361118648285,imputed,observed,,18.6,0,0,backtest,,,1.0941176470588234
Keaontay Ingram,RB,USC,2022,201,6,0.9330814936247598,31.2,receiving_production,86.7,24.39154074681238,23.458459253187623,observed,observed,,18.1,0,0,backtest,156.0,500.0,1.0647058823529412
Isiah Pacheco,RB,Rutgers,2022,251,7,0.14274203094863666,30.0,receiving_production,88.5,23.84637101547432,23.703628984525682,imputed,observed,,279.2,1,1,backtest,,,16.423529411764704
Hassan Haskins,RB,Michigan,2022,131,4,2.727527122855803,33.164556962025316,receiving_production,66.5,22.94635849813676,20.218831375280956,observed,imputed,,33.3,0,0,backtest,131.0,395.0,1.9588235294117649
Zamir White,RB,Georgia,2022,122,4,3.0649043981746686,18.42751842751843,receiving_production,98.10000000000001,22.697083648718785,19.632179250544116,observed,observed,,73.9,0,0,backtest,75.0,407.0,4.347058823529412
Pierre Strong,RB,South Dakota St.,2022,127,4,2.873041562511235,30.0,receiving_production,66.5,21.911520781255618,19.03847921874438,imputed,imputed,,42.8,0,0,backtest,8.0,,2.51764705882353
Brittain Brown,RB,UCLA,2022,250,7,0.15618375264721865,38.50746268656716,receiving_production,47.5,20.680703816622113,20.524520063974894,observed,observed,,0.0,0,0,backtest,129.0,335.0,0.0
Kevin Harris,RB,South Carolina,2022,183,6,1.2941445976460284,24.72222222222222,receiving_production,71.3,19.99485007660079,18.700705478954763,observed,observed,,21.3,0,0,backtest,89.0,360.0,1.2529411764705882
Snoop Conner,RB,Mississippi,2022,154,5,2.0040176308047317,19.114219114219114,receiving_production,70.3,18.236985505379057,16.232967874574324,observed,observed,,10.2,0,0,backtest,82.0,429.0,0.6
Tyrion Davis-Price,RB,LSU,2022,93,3,4.467499346521456,14.446952595936793,receiving_production,66.5,17.265183081838607,12.79768373531715,observed,observed,,9.9,0,0,backtest,64.0,443.0,0.5823529411764706
Jahmyr Gibbs,RB,Alabama,2023,12,1,24.183558032143452,100.0,receiving_production,80.60000000000001,59.18177901607173,34.99822098392828,observed,observed,,390.4,1,1,backtest,444.0,438.0,22.96470588235294
Bijan Robinson,RB,Texas,2023,8,1,31.09859611123712,77.53086419753087,receiving_production,98.5,57.46010052475436,26.36150441351724,observed,observed,,341.7,1,1,backtest,314.0,405.0,20.1
Quentin Johnston,WR,TCU,2023,21,1,16.67388441050957,90.0,breakout_age,86.8,52.85694220525478,36.18305779474521,observed,observed,19.0,174.70000000000002,0,0,backtest,,,
Zay Flowers,WR,Boston Col.,2023,22,1,16.139129770478885,90.0,breakout_age,82.89999999999999,52.00456488523943,35.865435114760544,observed,observed,19.0,235.4,1,0,backtest,,,
Michael Wilson,WR,Stanford,2023,94,3,4.408553153860687,100.0,breakout_age,95.5,51.52927657693034,47.120723423069656,observed,observed,18.0,124.5,0,0,backtest,,,
Evan Hull,RB,Northwestern,2023,176,5,1.4493011034873966,100.0,receiving_production,93.3,49.7196505517437,48.2703494482563,observed,observed,,1.7000000000000002,0,0,backtest,546.0,417.0,0.1
Rashee Rice,WR,SMU,2023,55,2,7.787062974303863,90.0,breakout_age,95.3,49.68853148715193,41.90146851284806,observed,observed,19.0,271.2,1,0,backtest,,,
Jaxon Smith-Njigba,WR,Ohio St.,2023,20,1,17.248260217787976,75.0,breakout_age,83.4,47.384130108893984,30.135869891106008,observed,observed,20.0,251.6,1,0,backtest,,,
Ronnie Bell,WR,Michigan,2023,253,7,0.11609806486825013,100.0,breakout_age,82.0,47.358049032434124,47.24195096756588,observed,observed,18.0,30.8,0,0,backtest,,,
Jayden Reed,WR,Michigan St.,2023,50,2,8.488538661451482,90.0,breakout_age,67.4,45.854269330725735,37.36573066927426,observed,observed,19.0,225.6,1,0,backtest,,,
Tank Dell,WR,Houston,2023,69,3,6.24647307156807,90.0,breakout_age,68.9,44.95823653578403,38.71176346421596,observed,imputed,19.0,165.0,0,0,backtest,,,
Zach Charbonnet,RB,UCLA,2023,52,2,8.195823969275274,76.6109785202864,receiving_production,87.10000000000001,43.97675446673787,35.7809304974626,observed,observed,,183.7,0,0,backtest,321.0,419.0,10.805882352941175
Xavier Hutchinson,WR,Iowa St.,2023,205,6,0.8593746699613276,90.0,breakout_age,72.69999999999999,42.83468733498066,41.97531266501933,observed,observed,19.0,37.3,0,0,backtest,,,
Parker Washington,WR,Penn St.,2023,185,6,1.2514397976859226,90.0,breakout_age,68.9,42.46071989884296,41.209280101157034,observed,imputed,19.0,91.0,0,0,backtest,,,
Josh Downs,WR,North Carolina,2023,79,3,5.406897628133519,75.0,breakout_age,89.9,42.43844881406676,37.03155118593324,observed,observed,20.0,182.2,0,0,backtest,,,
Cedric Tillman,WR,Tennessee,2023,74,3,5.805402187130084,75.0,breakout_age,86.7,42.157701093565045,36.35229890643496,observed,observed,20.0,80.4,0,0,backtest,,,
Kenny McIntosh,RB,Georgia,2023,237,7,0.33859591814689466,100.0,receiving_production,40.8,41.289297959073444,40.95070204092655,observed,observed,,22.4,0,0,backtest,504.0,492.0,1.3176470588235294
A.T. Perry,WR,Wake Forest,2023,195,6,1.0478654520681396,75.0,breakout_age,96.19999999999999,41.20393272603407,40.15606727396593,observed,observed,20.0,60.6,0,0,backtest,,,
Jonathan Mingo,WR,Mississippi,2023,39,2,10.482399555649193,60.0,breakout_age,98.69999999999999,41.0461997778246,30.563800222175402,observed,observed,21.0,84.8,0,0,backtest,,,
Deuce Vaughn,RB,Kansas St.,2023,212,6,0.7354434109484994,97.42268041237114,receiving_production,43.2,40.945659849804144,40.210216438855646,observed,observed,,15.0,0,0,backtest,378.0,388.0,0.8823529411764706
Dontayvion Wicks,WR,Virginia,2023,159,5,1.8678941084351666,75.0,breakout_age,91.7,40.938947054217586,39.07105294578242,observed,observed,20.0,129.7,0,0,backtest,,,
Justin Shorter,WR,Florida,2023,150,5,2.117782198278818,79.7,breakout_age,79.4,40.86389109913941,38.74610890086059,imputed,observed,,0.0,0,0,backtest,,,
Marvin Mims,WR,Oklahoma,2023,63,2,6.8435937699076606,75.0,breakout_age,68.9,40.00679688495383,33.163203115046166,observed,imputed,20.0,132.8,0,0,backtest,,,
Kayshon Boutte,WR,LSU,2023,187,6,1.2094219465039422,90.0,breakout_age,49.900000000000006,39.58971097325197,38.380289026748024,observed,observed,19.0,121.9,0,0,backtest,,,
Jordan Addison,WR,USC,2023,23,1,15.639641022734388,60.0,breakout_age,59.400000000000006,37.729820511367194,22.090179488632806,observed,observed,21.0,221.3,1,0,backtest,,,
Tyjae Spears,RB,Tulane,2023,81,3,5.2579262473431605,67.54617414248021,receiving_production,75.1,37.535124073539656,32.2771978261965,observed,observed,,153.8,0,0,backtest,256.0,379.0,9.047058823529412
Jalin Hyatt,WR,Tennessee,2023,73,3,5.889978152981345,60.0,breakout_age,87.6,37.08498907649067,31.195010923509326,observed,observed,21.0,60.3,0,0,backtest,,,
Chase Brown,RB,Illinois,2023,163,5,1.763535451794608,61.06870229007634,receiving_production,98.10000000000001,36.97081352742402,35.20727807562941,observed,observed,,255.0,1,1,backtest,240.0,393.0,15.0
DeMario Douglas,WR,Liberty,2023,210,6,0.7702192664664993,75.0,breakout_age,68.9,36.97010963323325,36.19989036676675,observed,imputed,20.0,0.0,0,0,backtest,,,
Grant Dubose,WR,Charlotte,2023,256,7,0.07671908899473993,75.0,breakout_age,68.9,36.623359544497376,36.54664045550263,observed,imputed,20.0,0.0,0,0,backtest,,,
Jalen Brooks,WR,South Carolina,2023,244,7,0.23856175919621156,79.7,breakout_age,56.0,36.4142808795981,36.175719120401894,imputed,observed,,35.7,0,0,backtest,,,
Derius Davis,WR,TCU,2023,125,4,2.948404304071824,79.7,breakout_age,42.9,35.80420215203591,32.85579784796409,imputed,observed,,41.2,0,0,backtest,,,
Tank Bigsby,RB,Auburn,2023,88,3,4.7771483993699695,58.44155844155844,receiving_production,83.2,35.32311965423044,30.54597125486047,observed,observed,,129.0,0,0,backtest,180.0,308.0,7.588235294117647
Tyler Scott,WR,Cincinnati,2023,133,4,2.657244155246853,60.0,breakout_age,86.1,35.24362207762343,32.58637792237658,observed,observed,21.0,35.900000000000006,0,0,backtest,,,
Elijah Higgins,WR,Stanford,2023,197,6,1.0090219509515412,60.0,breakout_age,89.39999999999999,34.91451097547577,33.90548902452423,observed,observed,21.0,0.0,0,0,backtest,,,
Puka Nacua,WR,BYU,2023,177,5,1.4265736631163093,75.0,breakout_age,51.8,34.73328683155815,33.306713168441846,observed,observed,20.0,331.4,1,1,backtest,,,
Antoine Green,WR,North Carolina,2023,219,7,0.6175025892080521,60.0,breakout_age,86.8,34.328751294604025,33.711248705395974,observed,observed,21.0,1.2,0,0,backtest,,,
Tre Tucker,WR,Cincinnati,2023,100,3,4.073650325434952,60.0,breakout_age,71.6,33.77682516271747,29.70317483728252,observed,observed,21.0,129.3,0,0,backtest,,,
Charlie Jones,WR,Purdue,2023,131,4,2.727527122855803,60.0,breakout_age,68.9,32.6987635614279,29.9712364385721,observed,imputed,21.0,14.7,0,0,backtest,,,
Andrei Iosivas,WR,Princeton,2023,206,6,0.8412842236778832,45.0,breakout_age,99.60000000000001,31.110642111838942,30.26935788816106,observed,observed,22.0,119.9,0,0,backtest,,,
Trey Palmer,WR,Nebraska,2023,191,6,1.1273748730295252,60.0,breakout_age,61.8,30.83368743651476,29.706312563485238,observed,observed,21.0,114.4,0,0,backtest,,,
Colton Dowell,WR,UT Martin,2023,228,7,0.47392003043312525,45.0,breakout_age,97.8,30.65696001521656,30.183039984783434,observed,observed,22.0,1.3,0,0,backtest,,,
Eric Gray,RB,Oklahoma,2023,172,5,1.542184351925882,56.26535626535627,receiving_production,65.6,30.303966868837634,28.76178251691175,observed,observed,,19.3,0,0,backtest,229.0,407.0,1.1352941176470588
De'Von Achane,RB,Texas A&M,2023,84,3,5.044525719385312,50.127877237851656,receiving_production,66.5,30.042019892940736,24.997494173555424,observed,imputed,,196.7,1,0,backtest,196.0,391.0,11.570588235294116
Israel Abanikanda,RB,Pittsburgh,2023,143,5,2.3282385243167583,37.150127226463106,receiving_production,96.30000000000001,28.61166379142047,26.28342526710371,observed,observed,,18.3,0,0,backtest,146.0,393.0,1.076470588235294
Roschon Johnson,RB,Texas,2023,115,4,3.3542539514247864,31.604938271604937,receiving_production,86.7,25.74385537077412,22.389601419349333,observed,observed,,102.1,0,0,backtest,128.0,405.0,6.005882352941176
Zach Evans,RB,Mississippi,2023,215,6,0.6841923042742403,30.82901554404145,receiving_production,87.5,24.257251592551626,23.573059288277385,observed,observed,,1.9,0,0,backtest,119.0,386.0,0.1117647058823529
Kendre Miller,RB,TCU,2023,71,3,6.064459509512579,25.55066079295154,receiving_production,66.5,21.94996103228933,15.885501522776751,observed,imputed,,43.3,0,0,backtest,116.0,454.0,2.547058823529412
Lew Nichols,RB,Central Michigan,2023,235,7,0.36799489917880224,32.904884318766065,receiving_production,66.5,21.675706961157523,21.30771206197872,observed,imputed,,0.0,0,0,backtest,128.0,389.0,0.0
Chris Rodriguez,RB,Kentucky,2023,193,6,1.0873111846587034,11.74785100286533,receiving_production,66.5,14.630403443332217,13.543092258673513,observed,imputed,,31.5,0,0,backtest,41.0,349.0,1.8529411764705883
DeWayne McBride,RB,Ala-Birmingham,2023,222,7,0.568672632556854,3.115264797507788,receiving_production,66.5,11.349678995406153,10.781006362849299,observed,imputed,,0.0,0,0,backtest,10.0,321.0,0.0
Marvin Harrison Jr.,WR,Ohio St.,2024,4,1,46.707583514130526,75.0,breakout_age,68.9,59.93879175706527,13.231208242934741,observed,imputed,20.0,0.0,0,0,backtest,,,
Malik Nabers,WR,LSU,2024,6,1,36.92824287834987,75.0,breakout_age,96.7,59.21912143917493,22.290878560825057,observed,observed,20.0,273.6,1,1,backtest,,,
Rome Odunze,WR,Washington,2024,9,1,28.94344468550737,75.0,breakout_age,99.2,55.60172234275369,26.65827765724632,observed,observed,20.0,144.9,0,0,backtest,,,
Xavier Worthy,WR,Texas,2024,28,1,13.557807140730965,90.0,breakout_age,94.1,52.39390357036548,38.836096429634516,observed,observed,19.0,253.7,1,1,backtest,,,
Javon Baker,WR,Central Florida,2024,110,4,3.5776321102153763,100.0,breakout_age,78.4,48.548816055107686,44.97118394489231,observed,observed,18.0,2.2,0,0,backtest,,,
Ricky Pearsall,WR,Florida,2024,31,1,12.55836814562359,75.0,breakout_age,99.1,47.3941840728118,34.83581592718821,observed,observed,20.0,93.5,0,0,backtest,,,
Ainias Smith,WR,Texas A&M,2024,152,5,2.0603385660912803,100.0,breakout_age,73.60000000000001,47.07016928304564,45.009830716954355,observed,observed,18.0,17.7,0,0,backtest,,,
Keon Coleman,WR,Florida St.,2024,33,2,11.96920491241095,79.7,breakout_age,81.8,46.14960245620547,34.18039754379452,imputed,observed,,118.7,0,0,backtest,,,
Ladd McConkey,WR,Georgia,2024,34,2,11.694315080564909,75.0,breakout_age,93.4,46.10715754028245,34.41284245971754,observed,observed,20.0,275.6,1,1,backtest,,,
Devontez Walker,WR,North Carolina,2024,113,4,3.4418246912305497,79.7,breakout_age,97.6,44.25591234561527,40.81408765438472,imputed,observed,,9.1,0,0,backtest,,,
Jha'Quan Jackson,WR,Tulane,2024,182,6,1.3157604889349657,100.0,breakout_age,53.4,43.66788024446748,42.35211975553252,observed,observed,18.0,1.3,0,0,backtest,,,
