player_name,position,school,draft_year,pick,round,dc_score,production_score,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,breakout_age,nfl_best_ppr,nfl_hit24,nfl_hit12,data_type,rec_yards,team_pass_att,nfl_best_ppg
Austin Proehl,WR,North Carolina,2018,255,7,0.08976817507668523,75.0,breakout_age,36.2,31.724884087538342,31.635115912461657,observed,observed,20.0,0.0,0,0,backtest,,,
Dylan Cantrell,WR,Texas Tech,2018,191,6,1.1273748730295252,45.0,breakout_age,98.6,31.10368743651476,29.976312563485237,observed,observed,22.0,0.0,0,0,backtest,,,
Sony Michel,RB,Georgia,2018,31,1,12.55836814562359,31.475409836065577,receiving_production,89.5,30.72057751543474,18.16220936981115,observed,observed,,210.6,1,0,backtest,96.0,305.0,12.388235294117647
DJ Chark,WR,LSU,2018,61,2,7.061956490131369,45.0,breakout_age,68.9,29.615978245065683,22.554021754934315,observed,imputed,22.0,115.5,0,0,backtest,,,
Derrius Guice,RB,LSU,2018,59,2,7.2913303599247605,41.333333333333336,receiving_production,73.7,29.167331846629047,21.876001486704286,observed,observed,,57.400000000000006,0,0,backtest,124.0,300.0,3.3764705882352946
Boston Scott,RB,Louisiana Tech,2018,201,6,0.9330814936247598,43.095238095238095,receiving_production,88.5,28.82487408014571,27.891792586520953,observed,observed,,109.1,0,0,backtest,181.0,420.0,6.417647058823529
Ronald Jones II,RB,USC,2018,38,2,10.705510103921506,38.085539714867615,receiving_production,66.5,28.657693952164415,17.95218384824291,observed,imputed,,0.0,0,0,backtest,187.0,491.0,0.0
Michael Gallup,WR,Colorado St.,2018,81,3,5.2579262473431605,45.0,breakout_age,58.7,27.183963123671578,21.926036876328418,observed,observed,22.0,212.7,0,0,backtest,,,
Trey Quinn,WR,SMU,2018,256,7,0.07671908899473993,45.0,breakout_age,70.1,26.30335954449737,26.22664045550263,observed,observed,22.0,51.8,0,0,backtest,,,
Keke Coutee,WR,Texas Tech,2018,103,4,3.9172826817915856,45.0,breakout_age,56.4,26.16864134089579,22.251358659104202,observed,observed,22.0,90.7,0,0,backtest,,,
Bo Scarbrough,RB,Alabama,2018,236,7,0.35324869409290793,32.831325301204814,receiving_production,92.5,25.54258820246814,25.18933950837523,observed,observed,,43.2,0,0,backtest,109.0,332.0,2.541176470588236
David Williams,RB,Arkansas,2018,226,7,0.5050846543828454,50.294117647058826,receiving_production,47.599999999999994,24.995483503662008,24.490398849279163,observed,observed,,0.0,0,0,backtest,171.0,340.0,0.0
Trenton Cannon,RB,Virginia St.,2018,204,6,0.8775979717499552,30.0,receiving_production,90.7,24.54379898587498,23.666201014125022,imputed,observed,,48.7,0,0,backtest,,,2.864705882352941
Nick Bawden,RB,San Diego St.,2018,237,7,0.33859591814689466,40.87301587301587,receiving_production,66.5,24.449853514629,24.11125759648211,observed,imputed,,0.0,0,0,backtest,103.0,252.0,0.0
Chase Edmonds,RB,Fordham,2018,134,4,2.6226942132758926,30.0,receiving_production,78.89999999999999,23.646347106637947,21.023652893362055,imputed,observed,,168.0,0,0,backtest,21.0,,9.882352941176473
Jordan Lasley,WR,UCLA,2018,162,5,1.789262380033514,45.0,breakout_age,44.699999999999996,23.349631190016755,21.560368809983242,observed,observed,22.0,0.0,0,0,backtest,,,
Nick Chubb,RB,Georgia,2018,35,2,11.431292043379745,9.836065573770492,receiving_production,91.5,22.883268972509544,11.451976929129799,observed,observed,,281.4,1,1,backtest,30.0,305.0,16.552941176470586
Kalen Ballage,RB,Arizona St.,2018,131,4,2.727527122855803,21.875,receiving_production,91.19999999999999,22.700013561427898,19.972486438572094,observed,observed,,93.9,0,0,backtest,91.0,416.0,5.523529411764706
Nyheim Hines,RB,North Carolina St.,2018,104,4,3.8666697816442204,31.40495867768595,receiving_production,56.8,21.445070428012194,17.578400646367975,observed,observed,,163.3,0,0,backtest,152.0,484.0,9.605882352941178
Ito Smith,RB,Southern Miss,2018,126,4,2.9104986379461453,30.0,receiving_production,62.599999999999994,21.34524931897307,18.434750681026927,imputed,observed,,97.7,0,0,backtest,,,5.747058823529412
Mark Walton,RB,Miami (FL),2018,112,4,3.4864870844960096,21.41176470588235,receiving_production,45.5,16.062361189306827,12.575874104810818,observed,observed,,0.0,0,0,backtest,91.0,425.0,0.0
Parris Campbell,WR,Ohio St.,2019,59,2,7.2913303599247605,90.0,breakout_age,97.6,49.78566517996238,42.49433482003762,observed,observed,19.0,149.1,0,0,backtest,,,
Marquise Brown,WR,Oklahoma,2019,25,1,14.732133622608847,90.0,breakout_age,68.9,49.20106681130442,34.46893318869557,observed,imputed,19.0,226.3,1,0,backtest,,,
Deebo Samuel,WR,South Carolina,2019,36,2,11.179305856884215,90.0,breakout_age,79.1,48.9546529284421,37.77534707155789,observed,observed,19.0,385.1,1,1,backtest,,,
A.J. Brown,WR,Mississippi,2019,51,2,8.340028915238856,90.0,breakout_age,85.9,48.55501445761942,40.21498554238057,observed,observed,19.0,333.2,1,1,backtest,,,
Tony Pollard,RB,Memphis,2019,128,4,2.836024299005071,100.0,receiving_production,71.7,47.17301214950254,44.33698785049747,observed,observed,,266.0,1,1,backtest,444.0,413.0,15.647058823529411
Jalen Hurd,WR,Baylor,2019,67,3,6.436576849228004,90.0,breakout_age,82.10000000000001,47.033288424614,40.596711575385996,observed,observed,19.0,0.0,0,0,backtest,,,
Travis Fulgham,WR,Old Dominion,2019,184,6,1.27270516315914,90.0,breakout_age,80.1,44.151352581579566,42.87864741842043,observed,observed,19.0,115.9,0,0,backtest,,,
Dillon Mitchell,WR,Oregon,2019,239,7,0.3095667383445616,90.0,breakout_age,79.6,43.594783369172276,43.28521663082771,observed,observed,19.0,0.0,0,0,backtest,,,
Scott Miller,WR,Bowling Green,2019,208,6,0.8054954987681643,90.0,breakout_age,77.6,43.54274774938408,42.73725225061591,observed,observed,19.0,121.0,0,0,backtest,,,
Gary Jennings Jr,WR,West Virginia,2019,120,4,3.144986579351357,90.0,breakout_age,68.9,43.40749328967568,40.262506710324324,observed,imputed,19.0,0.0,0,0,backtest,,,
Marcus Green,WR,La-Monroe,2019,203,6,0.8959557631885556,90.0,breakout_age,72.2,42.777977881594275,41.88202211840572,observed,observed,19.0,0.0,0,0,backtest,,,
Olabisi Johnson,WR,Colorado St.,2019,247,7,0.19699754668463307,90.0,breakout_age,68.9,41.933498773342315,41.73650122665768,observed,imputed,19.0,82.7,0,0,backtest,,,
Diontae Johnson,WR,Toledo,2019,66,3,6.534853034535545,90.0,breakout_age,41.8,41.037426517267775,34.50257348273223,observed,observed,19.0,288.8,1,1,backtest,,,
N'Keal Harry,WR,Arizona St.,2019,32,1,12.256881569749087,60.0,breakout_age,84.39999999999999,39.78844078487454,27.53155921512545,observed,observed,21.0,30.4,0,0,backtest,,,
Riley Ridley,WR,Georgia,2019,126,4,2.9104986379461453,90.0,breakout_age,45.300000000000004,39.75024931897307,36.83975068102692,observed,observed,19.0,13.5,0,0,backtest,,,
Darrell Henderson,RB,Memphis,2019,70,3,6.154491197156073,71.42857142857143,receiving_production,76.8,39.59724559857804,33.442754401421965,observed,observed,,171.4,0,0,backtest,295.0,413.0,10.08235294117647
Terry Godwin,WR,Georgia,2019,237,7,0.33859591814689466,90.0,breakout_age,52.599999999999994,39.55929795907344,39.22070204092655,observed,observed,19.0,6.5,0,0,backtest,,,
KeeSean Johnson,WR,Fresno St.,2019,174,6,1.4953423633670047,90.0,breakout_age,31.8,37.0176711816835,35.522328818316495,observed,observed,19.0,46.0,0,0,backtest,,,
Hunter Renfrow,WR,Clemson,2019,149,5,2.1469367696249413,90.0,breakout_age,29.1,36.93846838481247,34.79153161518752,observed,observed,19.0,272.9,1,1,backtest,,,
Josh Jacobs,RB,Alabama,2019,24,1,15.171704953305461,56.39269406392694,receiving_production,56.5,35.79829539902716,20.6265904457217,observed,observed,,328.3,1,1,backtest,247.0,438.0,19.31176470588236
Andy Isabella,WR,Massachusetts,2019,62,2,6.951454351965995,60.0,breakout_age,72.6,35.365727175983,28.414272824017,observed,observed,21.0,54.8,0,0,backtest,,,
JJ Arcega-Whiteside,WR,Stanford,2019,57,2,7.532673032605196,60.0,breakout_age,68.9,35.101336516302595,27.5686634836974,observed,imputed,21.0,0.0,0,0,backtest,,,
Rodney Anderson,RB,Oklahoma,2019,211,6,0.7527695331324677,64.8960739030023,receiving_production,66.5,33.06501063261704,32.312241099484574,observed,imputed,,0.0,0,0,backtest,281.0,433.0,0.0
Terry McLaurin,WR,Ohio St.,2019,76,3,5.641285866102424,45.0,breakout_age,95.60000000000001,32.910642933051214,27.26935706694879,observed,observed,22.0,322.5,1,1,backtest,,,
Miles Boykin,WR,Notre Dame,2019,93,3,4.467499346521456,45.0,breakout_age,99.39999999999999,32.89374967326072,28.426250326739265,observed,observed,22.0,74.6,0,0,backtest,,,
Mecole Hardman,WR,Georgia,2019,56,2,7.658164442788692,45.0,breakout_age,83.0,32.02908222139435,24.370917778605655,observed,observed,22.0,178.5,0,0,backtest,,,
Hakeem Butler,WR,Iowa St.,2019,103,4,3.9172826817915856,45.0,breakout_age,94.7,31.913641340895794,27.996358659104207,observed,observed,22.0,0.0,0,0,backtest,,,
Travis Homer,RB,Miami (FL),2019,204,6,0.8775979717499552,52.394366197183096,receiving_production,83.4,31.28682715488906,30.409229183139104,observed,observed,,55.8,0,0,backtest,186.0,355.0,3.282352941176471
Miles Sanders,RB,Penn St.,2019,53,2,8.055719793635944,36.675461741424805,receiving_production,94.80000000000001,31.084271506316654,23.02855171268071,observed,observed,,244.8,1,1,backtest,139.0,379.0,14.4
Darius Slayton,WR,Auburn,2019,171,5,1.5659129201553017,45.0,breakout_age,89.1,29.897956460077648,28.332043539922346,observed,observed,22.0,170.0,0,0,backtest,,,
Trayveon Williams,RB,Texas A&M,2019,182,6,1.3157604889349657,63.097949886104786,receiving_production,46.0,29.642162704604154,28.326402215669187,observed,observed,,21.700000000000003,0,0,backtest,277.0,439.0,1.2764705882352942
D.K. Metcalf,WR,Mississippi,2019,64,2,6.738271149728425,45.0,breakout_age,68.9,29.45413557486421,22.715864425135784,observed,imputed,22.0,0.0,0,0,backtest,,,
Kelvin Harmon,WR,North Carolina St.,2019,206,6,0.8412842236778832,60.0,breakout_age,48.8,28.74064211183894,27.899357888161056,observed,observed,21.0,66.5,0,0,backtest,,,
Damien Harris,RB,Alabama,2019,87,3,4.842260573520457,46.57534246575342,receiving_production,63.6,28.262500149773924,23.420239576253465,observed,observed,,214.8,1,0,backtest,204.0,438.0,12.63529411764706
Juwann Winfree,WR,Colorado,2019,187,6,1.2094219465039422,45.0,breakout_age,71.39999999999999,27.06471097325197,25.85528902674803,observed,observed,22.0,11.8,0,0,backtest,,,
David Montgomery,RB,Iowa St.,2019,73,3,5.889978152981345,43.25068870523416,receiving_production,51.5,25.807730123322628,19.917751970341282,observed,observed,,267.90000000000003,1,1,backtest,157.0,363.0,15.758823529411767
Kerrith Whyte Jr,RB,Florida Atlantic,2019,222,7,0.568672632556854,43.956043956043956,receiving_production,66.5,25.64395170089381,25.075279068336954,observed,imputed,,0.0,0,0,backtest,160.0,364.0,0.0
John Ursua,WR,Hawaii,2019,236,7,0.35324869409290793,45.0,breakout_age,64.4,25.586624347046452,25.233375652953544,observed,observed,22.0,2.1,0,0,backtest,,,
Alexander Mattison,RB,Boise St.,2019,102,3,3.9686380768157115,37.608695652173914,receiving_production,68.1,25.362362516668725,21.393724439853013,observed,observed,,137.4,0,0,backtest,173.0,460.0,8.08235294117647
Benny Snell Jr.,RB,Kentucky,2019,122,4,3.0649043981746686,35.59322033898305,receiving_production,66.5,23.9650793177314,20.900174919556733,observed,imputed,,0.0,0,0,backtest,105.0,295.0,0.0
Dexter Williams,RB,Notre Dame,2019,194,6,1.067512069957944,31.818181818181817,receiving_production,81.30000000000001,23.865119671342608,22.797607601384666,observed,observed,,1.1,0,0,backtest,133.0,418.0,0.0647058823529411
Darwin Thompson,RB,Utah St.,2019,214,6,0.7011562136365626,30.0,receiving_production,79.9,22.835578106818282,22.13442189318172,imputed,observed,,33.2,0,0,backtest,,,1.9529411764705884
Justice Hill,RB,Oklahoma St.,2019,113,4,3.4418246912305497,13.849287169042771,receiving_production,93.3,20.563162854780245,17.121338163549694,observed,observed,,147.3,0,0,backtest,68.0,491.0,8.664705882352942
Bryce Love,RB,Stanford,2019,112,4,3.4864870844960096,23.404255319148938,receiving_production,66.5,19.909732903950133,16.423245819454124,observed,imputed,,0.0,0,0,backtest,99.0,423.0,0.0
Ty Johnson,RB,Maryland,2019,186,6,1.2303461584302213,9.12863070539419,receiving_production,97.4,18.420193826103077,17.189847667672854,observed,observed,,117.0,0,0,backtest,22.0,241.0,6.882352941176471
Mike Weber,RB,Ohio St.,2019,218,7,0.6340028068493889,20.03577817531306,receiving_production,70.1,17.844523764784263,17.210520957934875,observed,observed,,0.0,0,0,backtest,112.0,559.0,0.0
Chandler Cox,RB,Auburn,2019,233,7,0.3977716001799912,21.20418848167539,receiving_production,66.5,17.59535176867638,17.19758016849639,observed,imputed,,0.0,0,0,backtest,81.0,382.0,0.0
Ryquell Armstead,RB,Temple,2019,140,5,2.4232295358204,11.738148984198645,receiving_production,77.1,16.884966912379724,14.461737376559324,observed,observed,,51.2,0,0,backtest,52.0,443.0,3.011764705882353
Jordan Scarlett,RB,Florida,2019,154,5,2.0040176308047317,23.076923076923077,receiving_production,47.1,16.143931892325444,14.139914261520712,observed,observed,,0.9,0,0,backtest,84.0,364.0,0.0529411764705882
Myles Gaskin,RB,Washington,2019,234,7,0.38283553051649805,19.012345679012345,receiving_production,59.3,15.74073875291257,15.357903222396072,observed,observed,,173.6,0,0,backtest,77.0,405.0,10.211764705882352
Qadree Ollison,RB,Pittsburgh,2019,152,5,2.0603385660912803,20.952380952380953,receiving_production,44.3,15.008502616378973,12.948164050287692,observed,observed,,30.7,0,0,backtest,66.0,315.0,1.8058823529411765
Cullen Gillaspia,RB,Texas A&M,2019,220,7,0.601115001282459,11.845102505694761,receiving_production,66.5,14.421343377634395,13.820228376351936,observed,imputed,,0.0,0,0,backtest,52.0,439.0,0.0
Devin Singletary,RB,Florida Atlantic,2019,74,3,5.805402187130084,9.89010989010989,receiving_production,16.5,8.839239555103504,3.03383736797342,observed,observed,,237.3,1,1,backtest,36.0,364.0,13.958823529411765
Henry Ruggs III,WR,Alabama,2020,12,1,24.183558032143452,75.0,breakout_age,95.39999999999999,52.65177901607173,28.468220983928276,observed,observed,20.0,0.0,0,0,backtest,,,
CeeDee Lamb,WR,Oklahoma,2020,17,1,19.265786112454915,90.0,breakout_age,74.4,52.292893056227456,33.02710694377254,observed,observed,19.0,425.7000000000001,1,1,backtest,,,
Denzel Mims,WR,Baylor,2020,59,2,7.2913303599247605,90.0,breakout_age,97.69999999999999,49.80066517996238,42.50933482003762,observed,observed,19.0,60.7,0,0,backtest,,,
Justin Jefferson,WR,LSU,2020,22,1,16.139129770478885,75.0,breakout_age,96.89999999999999,48.85456488523944,32.71543511476055,observed,observed,20.0,379.0,1,1,backtest,,,
Antonio Gibson,RB,Memphis,2020,66,3,6.534853034535545,100.0,receiving_production,66.5,48.24242651726777,41.70757348273223,observed,imputed,,229.1,1,0,backtest,735.0,441.0,13.476470588235296
Jerry Jeudy,WR,Alabama,2020,15,1,20.935252565450664,75.0,breakout_age,67.6,46.857626282725334,25.92237371727467,observed,observed,20.0,240.9,1,0,backtest,,,
Tyrie Cleveland,WR,Florida,2020,252,7,0.12938039908435764,90.0,breakout_age,96.5,46.03969019954217,45.91030980045782,observed,observed,19.0,12.3,0,0,backtest,,,
Malcolm Perry,RB,Navy,2020,246,7,0.210767775113679,100.0,receiving_production,66.5,45.08038388755684,44.86961611244316,observed,imputed,,24.7,0,0,backtest,167.0,129.0,1.4529411764705882
Michael Pittman Jr.,WR,USC,2020,34,2,11.694315080564909,75.0,breakout_age,82.69999999999999,44.502157540282454,32.80784245971755,observed,observed,20.0,0.0,0,0,backtest,,,
Bryan Edwards,WR,South Carolina,2020,81,3,5.2579262473431605,90.0,breakout_age,68.9,44.463963123671576,39.20603687632841,observed,imputed,19.0,116.2,0,0,backtest,,,
Jonathan Taylor,RB,Wisconsin,2020,41,2,10.060921353726265,71.7948717948718,receiving_production,95.3,44.45366580506826,34.392744451342,observed,observed,,373.1,1,1,backtest,252.0,351.0,21.947058823529414
Jalen Reagor,WR,TCU,2020,21,1,16.67388441050957,75.0,breakout_age,60.300000000000004,43.63194220525479,26.95805779474522,observed,observed,20.0,81.2,0,0,backtest,,,
Joe Reed,WR,Virginia,2020,151,5,2.088917723506345,79.7,breakout_age,93.5,42.96445886175317,40.87554113824683,imputed,observed,,8.9,0,0,backtest,,,
Darnell Mooney,WR,Tulane,2020,173,5,1.5186618211906786,90.0,breakout_age,70.4,42.81933091059534,41.300669089404664,observed,observed,19.0,219.7,0,0,backtest,,,
Tyler Johnson,WR,Minnesota,2020,161,5,1.8152286294894424,90.0,breakout_age,68.9,42.74261431474472,40.92738568525528,observed,imputed,19.0,81.5,0,0,backtest,,,
Collin Johnson,WR,Texas,2020,165,5,1.7127850214741607,90.0,breakout_age,68.9,42.691392510737074,40.97860748926291,observed,imputed,19.0,59.2,0,0,backtest,,,
Clyde Edwards-Helaire,RB,LSU,2020,32,1,12.256881569749087,79.8941798941799,receiving_production,54.1,42.206403747837506,29.94952217808842,observed,observed,,194.4,1,0,backtest,453.0,567.0,11.43529411764706
Van Jefferson,WR,Florida,2020,57,2,7.532673032605196,79.7,breakout_age,68.9,41.9963365163026,34.4636634836974,imputed,imputed,,188.9,0,0,backtest,,,
Zack Moss,RB,Utah,2020,86,3,4.908505149028946,100.0,receiving_production,28.0,41.65425257451447,36.745747425485526,observed,observed,,169.6,0,0,backtest,388.0,321.0,9.976470588235294
Laviska Shenault Jr.,WR,Colorado,2020,42,2,9.861563810950406,75.0,breakout_age,69.7,41.635781905475206,31.774218094524798,observed,observed,20.0,157.1,0,0,backtest,,,
Donovan Peoples-Jones,WR,Michigan,2020,187,6,1.2094219465039422,75.0,breakout_age,96.30000000000001,41.299710973251976,40.09028902674803,observed,observed,20.0,161.1,0,0,backtest,,,
KJ Hamler,WR,Penn St.,2020,46,2,9.130243298057225,75.0,breakout_age,68.9,41.15012164902861,32.01987835097139,observed,imputed,20.0,0.0,0,0,backtest,,,
Brandon Aiyuk,WR,Arizona St.,2020,25,1,14.732133622608847,60.0,breakout_age,84.7,41.071066811304426,26.338933188695577,observed,observed,21.0,279.1,1,1,backtest,,,
Freddie Swain,WR,Florida,2020,214,6,0.7011562136365626,79.7,breakout_age,82.89999999999999,40.68057810681828,39.979421893181716,imputed,observed,,86.5,0,0,backtest,,,
Eno Benjamin,RB,Arizona St.,2020,222,7,0.568672632556854,90.60052219321149,receiving_production,57.599999999999994,40.63451908390245,40.06584645134559,observed,observed,,89.60000000000001,0,0,backtest,347.0,383.0,5.270588235294119
K.J. Osborn,WR,Miami (FL),2020,176,5,1.4493011034873966,79.7,breakout_age,80.0,40.619650551743696,39.1703494482563,imputed,observed,,165.6,0,0,backtest,,,
Chase Claypool,WR,Notre Dame,2020,49,2,8.641571738509477,60.0,breakout_age,99.80000000000001,40.29078586925474,31.649214130745264,observed,observed,21.0,237.8,1,0,backtest,,,
Dezmon Patmon,WR,Washington St.,2020,212,6,0.7354434109484994,75.0,breakout_age,84.60000000000001,39.30772170547425,38.57227829452575,observed,observed,20.0,10.1,0,0,backtest,,,
Lynn Bowden Jr.,WR,Kentucky,2020,80,3,5.331713623024516,75.0,breakout_age,68.9,39.25085681151226,33.91914318848774,observed,imputed,20.0,0.0,0,0,backtest,,,
Isaiah Coulter,WR,Rhode Island,2020,171,5,1.5659129201553017,79.7,breakout_age,66.8,38.69795646007765,37.13204353992235,imputed,observed,,0.0,0,0,backtest,,,
Tee Higgins,WR,Clemson,2020,33,2,11.96920491241095,75.0,breakout_age,41.2,38.41460245620547,26.44539754379452,observed,observed,20.0,280.0,1,1,backtest,,,
James Proche,WR,SMU,2020,201,6,0.9330814936247598,90.0,breakout_age,40.4,38.02654074681238,37.09345925318762,observed,observed,19.0,36.2,0,0,backtest,,,
Isaiah Hodgins,WR,Oregon St.,2020,207,6,0.8233250264188325,75.0,breakout_age,75.6,38.00166251320942,37.17833748679058,observed,observed,20.0,126.0,0,0,backtest,,,
Gabriel Davis,WR,Central Florida,2020,128,4,2.836024299005071,75.0,breakout_age,68.5,37.943012149502536,35.10698785049747,observed,observed,20.0,0.0,0,0,backtest,,,
Quez Watkins,WR,Southern Miss,2020,200,6,0.9518528448562685,75.0,breakout_age,74.0,37.82592642242813,36.87407357757186,observed,observed,20.0,121.5,0,0,backtest,,,
Antonio Gandy-Golden,WR,Liberty,2020,142,4,2.359567518966018,75.0,breakout_age,61.3,36.62478375948301,34.26521624051699,observed,observed,20.0,3.5,0,0,backtest,,,
AJ Dillon,RB,Boston Col.,2020,62,2,6.951454351965995,63.934426229508205,receiving_production,66.5,35.82777635631086,28.876322004344868,observed,imputed,,117.6,0,0,backtest,195.0,305.0,6.91764705882353
Cam Akers,RB,Florida St.,2020,52,2,8.195823969275274,52.083333333333336,receiving_production,87.89999999999999,35.51207865130431,27.316254682029033,observed,observed,,146.0,0,0,backtest,225.0,432.0,8.588235294117647
D'Andre Swift,RB,Georgia,2020,35,2,11.431292043379745,52.04819277108433,receiving_production,75.5,35.257513491569384,23.82622144818964,observed,observed,,214.5,1,0,backtest,216.0,415.0,12.617647058823527
J.K. Dobbins,RB,Ohio St.,2020,55,2,7.787062974303863,60.83743842364532,receiving_production,66.5,35.16163493542779,27.374571961123927,observed,imputed,,194.4,1,0,backtest,247.0,406.0,11.43529411764706
Devin Duvernay,WR,Texas,2020,92,3,4.527404025497721,60.0,breakout_age,78.60000000000001,35.053702012748865,30.526297987251144,observed,observed,21.0,110.1,0,0,backtest,,,
John Hightower,WR,Boise St.,2020,168,5,1.6383654196057296,60.0,breakout_age,80.19999999999999,33.84918270980286,32.210817290197134,observed,observed,21.0,28.8,0,0,backtest,,,
K.J. Hill,WR,Ohio St.,2020,220,7,0.601115001282459,75.0,breakout_age,38.9,32.38555750064123,31.784442499358768,observed,observed,20.0,14.3,0,0,backtest,,,
La'Mical Perine,RB,Florida,2020,120,4,3.144986579351357,56.102783725910065,receiving_production,52.5,29.0834675937442,25.938481014392842,observed,observed,,52.5,0,0,backtest,262.0,467.0,3.088235294117647
Quintez Cephus,WR,Wisconsin,2020,166,5,1.6877544425947417,60.0,breakout_age,45.0,28.593877221297372,26.90612277870263,observed,observed,21.0,66.9,0,0,backtest,,,
Jason Huntley,RB,New Mexico St.,2020,172,5,1.542184351925882,43.04932735426009,receiving_production,80.8,27.95835674995397,26.41617239802809,observed,observed,,5.1000000000000005,0,0,backtest,192.0,446.0,0.3
Darrynton Evans,RB,Appalachian St.,2020,93,3,4.467499346521456,30.0,receiving_production,91.1,26.398749673260728,21.93125032673927,imputed,observed,,30.0,0,0,backtest,,,1.7647058823529411
Jauan Jennings,WR,Tennessee,2020,217,7,0.6506169502946338,60.0,breakout_age,27.0,25.375308475147317,24.724691524852684,observed,observed,21.0,210.5,0,0,backtest,,,
Anthony McFarland Jr.,RB,Maryland,2020,124,4,2.986767586942321,36.84210526315789,receiving_production,66.5,24.363120635576422,21.3763530486341,observed,imputed,,0.0,0,0,backtest,126.0,342.0,0.0
DeeJay Dallas,RB,Miami (FL),2020,144,4,2.2972364425726344,32.036613272311214,receiving_production,66.5,22.33643286659524,20.039196424022606,observed,imputed,,60.1,0,0,backtest,140.0,437.0,3.5352941176470587
Ke'Shawn Vaughn,RB,Illinois,2020,76,3,5.641285866102424,30.0,receiving_production,51.7,21.075642933051213,15.434357066948788,imputed,observed,,50.8,0,0,backtest,,,2.988235294117647
Joshua Kelley,RB,UCLA,2020,112,4,3.4864870844960096,16.666666666666664,receiving_production,75.9,18.961576875581336,15.475089791085328,observed,observed,,81.2,0,0,backtest,71.0,426.0,4.776470588235294
Raymond Calais,RB,Louisiana,2020,245,7,0.22462222526874742,16.2621359223301,receiving_production,76.0,17.20405868544991,16.979436460181162,observed,observed,,0.0,0,0,backtest,67.0,412.0,0.0
Ja'Marr Chase,WR,LSU,2021,5,1,41.0813534073149,75.0,breakout_age,98.2,61.52067670365746,20.439323296342558,observed,observed,20.0,403.0,1,1,backtest,,,
Jaylen Waddle,WR,Alabama,2021,6,1,36.92824287834987,90.0,breakout_age,68.9,60.29912143917493,23.370878560825062,observed,imputed,19.0,267.40000000000003,1,1,backtest,,,
Travis Etienne,RB,Clemson,2021,25,1,14.732133622608847,100.0,receiving_production,91.19999999999999,56.04606681130442,41.31393318869557,observed,observed,,282.4,1,1,backtest,588.0,490.0,16.61176470588235
Najee Harris,RB,Alabama,2021,24,1,15.171704953305461,100.0,receiving_production,66.5,52.560852476652734,37.389147523347276,observed,imputed,,303.5,1,1,backtest,425.0,425.0,17.852941176470587
Rashod Bateman,WR,Minnesota,2021,27,1,13.927427697515984,90.0,breakout_age,80.39999999999999,50.52371384875799,36.59628615124201,observed,observed,19.0,201.6,0,0,backtest,,,
DeVonta Smith,WR,Alabama,2021,10,1,27.120250650191874,75.0,breakout_age,68.9,50.14512532509594,23.024874674904066,observed,imputed,20.0,295.3,1,1,backtest,,,
Rondale Moore,WR,Purdue,2021,49,2,8.641571738509477,90.0,breakout_age,93.3,49.81578586925473,41.174214130745256,observed,observed,19.0,119.3,0,0,backtest,,,
D'Wayne Eskridge,WR,Western Michigan,2021,56,2,7.658164442788692,100.0,breakout_age,67.1,48.89408222139434,41.23591777860565,observed,observed,18.0,28.3,0,0,backtest,,,
Javonte Williams,RB,North Carolina,2021,35,2,11.431292043379745,85.43417366946778,receiving_production,87.89999999999999,48.802606806003595,37.371314762623854,observed,observed,,204.9,1,0,backtest,305.0,357.0,12.052941176470588
Nico Collins,WR,Michigan,2021,89,3,4.713136727348583,90.0,breakout_age,95.7,48.21156836367429,43.498431636325705,observed,observed,19.0,294.2,1,1,backtest,,,
Josh Palmer,WR,Tennessee,2021,77,3,5.561636035574652,90.0,breakout_age,75.9,45.66581801778732,40.10418198221267,observed,observed,19.0,174.4,0,0,backtest,,,
Kawaan Baker,WR,South Alabama,2021,255,7,0.08976817507668523,90.0,breakout_age,90.8,45.16488408753834,45.075115912461655,observed,observed,19.0,0.0,0,0,backtest,,,
Elijah Moore,WR,Mississippi,2021,34,2,11.694315080564909,75.0,breakout_age,86.89999999999999,45.13215754028245,33.437842459717544,observed,observed,20.0,138.2,0,0,backtest,,,
Kenneth Gainwell,RB,Memphis,2021,150,5,2.117782198278818,100.0,receiving_production,56.6,44.54889109913941,42.43110890086059,observed,observed,,139.9,0,0,backtest,610.0,441.0,8.229411764705883
Amon-Ra St. Brown,WR,USC,2021,112,4,3.4864870844960096,90.0,breakout_age,71.3,43.938243542248,40.45175645775199,observed,observed,19.0,386.5,1,1,backtest,,,
Jacob Harris,WR,Central Florida,2021,141,4,2.3912292126314574,79.7,breakout_age,98.80000000000001,43.91061460631573,41.519385393684274,imputed,observed,,1.6,0,0,backtest,,,
Kadarius Toney,WR,Florida,2021,20,1,17.248260217787976,60.0,breakout_age,89.9,43.109130108893986,25.86086989110601,observed,observed,21.0,81.6,0,0,backtest,,,
Jalen Camp,WR,Georgia Tech,2021,209,6,0.787794087791208,79.7,breakout_age,97.5,42.9138970438956,42.1261029561044,imputed,observed,,1.7000000000000002,0,0,backtest,,,
Dyami Brown,WR,North Carolina,2021,82,3,5.185492789762808,75.0,breakout_age,83.80000000000001,41.4127463948814,36.22725360511859,observed,observed,20.0,108.3,0,0,backtest,,,
Marquez Stevenson,WR,Houston,2021,203,6,0.8959557631885556,90.0,breakout_age,53.7,40.002977881594276,39.10702211840572,observed,observed,19.0,0.0,0,0,backtest,,,
