player_name,position,draft_year,pick,seasons_played,best_rank,best_ppr,hit24,hit12,RAS,breakout_age,has_ras,best_ppg,log_pick,round,p_observed,ipw,ipw_stable,p_missing,ps_stratum,dc_raw,dc_norm,breakout_score,breakout_norm,ras_norm,slap_mnar,athletic_method,ras_naive,ras_naive_norm,slap_naive
Henry Ruggs III,WR,2020,12,2,88.0,84.50000095367432,0,0,9.54,,1,4.970588291392607,2.4849066497880004,Rd 1,0.7648387109261925,1.3074652024203057,1.3074652024203057,0.23516128907380748,Q5-High,0.2886751345948129,83.35765373072088,25,25.96215469072998,65.90525238182086,60.65136886438906,RAS observed,9.54,67.29083228787714,60.859205850297506
Jerry Jeudy,WR,2020,15,3,24.0,204.2,1,0,6.76,19.0,1,12.011764705882353,2.70805020110221,Rd 1,0.7760231028619553,1.2886214293260383,1.2886214293260383,0.22397689713804475,Q5-High,0.2581988897471611,77.23562965225682,90,63.62218280635726,42.63556349512313,67.2809133326219,RAS observed,6.76,41.99401345896983,67.18468082719892
CeeDee Lamb,WR,2020,17,3,4.0,340.70000000000005,1,1,7.44,19.0,1,20.041176470588237,2.833213344056216,Rd 1,0.7821286724581236,1.2785620003638745,1.2785620003638745,0.2178713275418764,Q5-High,0.24253562503633297,74.08921564402198,90,63.62218280635726,48.327429841509634,66.56148628046246,RAS observed,7.44,48.181724539421985,66.53963048514932
Jalen Reagor,WR,2020,21,3,91.0,87.19999933242798,0,0,6.03,19.0,1,5.12941172543694,3.044522437723423,Rd 1,0.7921619001314285,1.2623682101273601,1.2623682101273601,0.2078380998685715,Q5-High,0.2182178902359924,69.20430417525029,90,63.62218280635726,36.52517756444351,62.3486927045167,RAS observed,6.03,35.35132362260208,62.17261461324049
Justin Jefferson,WR,2020,22,4,1.0,380.28,1,1,9.69,19.0,1,22.36941176470588,3.0910424533583156,Rd 1,0.7943243785509144,1.2589315234467555,1.2589315234467555,0.20567562144908558,Q5-High,0.21320071635561041,68.19646152747387,90,63.62218280635726,67.16081113470024,66.440116416167,RAS observed,9.69,68.65576855562394,66.66436002930556
Brandon Aiyuk,WR,2020,25,3,16.0,244.7,1,0,8.47,21.0,1,14.394117647058822,3.2188758248682006,Rd 1,0.8001806342612092,1.249717822680475,1.249717822680475,0.19981936573879083,Q5-High,0.2,65.54472067862557,60,46.24063136837544,56.948933277948,57.49892130993639,RAS observed,8.47,57.55428691128333,57.58972435493669
Tee Higgins,WR,2020,33,3,11.0,279.99999952316284,1,1,4.12,19.0,1,16.470588207244873,3.4965075614664802,Rd 2,0.8124659268218782,1.2308208467420887,1.2308208467420887,0.18753407317812176,Q5-High,0.17407765595569785,60.33747762086823,90,63.62218280635726,20.53772944444614,55.517162209326074,RAS observed,4.12,17.971135146626196,55.13217306465309
Michael Pittman Jr.,WR,2020,34,3,19.0,238.59999918937683,1,0,8.27,20.0,1,14.035294069963342,3.526360524616161,Rd 2,0.8137517237265355,1.2288760451659013,1.2288760451659013,0.18624827627346457,Q5-High,0.17149858514250882,59.81939759830194,75,54.931407087366345,55.2748549407755,57.42691952084551,RAS observed,8.27,55.734371887620924,57.49584706287233
Laviska Shenault Jr.,WR,2020,42,3,47.0,157.09999978542328,0,0,6.97,19.0,1,9.241176457966075,3.737669618283368,Rd 2,0.8226588720588915,1.2155706745096808,1.2155706745096808,0.17734112794110843,Q4,0.1543033499620919,56.365243573237535,90,63.62218280635726,44.39334574915425,57.10938763121694,RAS observed,6.97,43.90492423381534,57.036124403916105
KJ Hamler,WR,2020,46,3,87.0,90.1000007390976,0,0,,19.0,0,5.300000043476329,3.828641396489095,Rd 2,0.8263893352961504,1.2100833799381416,1.2100833799381416,0.17361066470384956,Q4,0.14744195615489714,54.98693668833577,90,63.62218280635726,,58.54465808896062,Pattern mixture (opt-out),7.639819819819819,49.99999999999999,57.26123232639292
Chase Claypool,WR,2020,49,3,18.0,237.7999966740608,1,0,9.98,21.0,1,13.988235098474163,3.8918202981106265,Rd 2,0.8289434453642353,1.2063549155161037,1.2063549155161037,0.17105655463576475,Q4,0.14285714285714285,54.065946010369196,60,46.24063136837544,69.58822472360038,53.655427692656055,RAS observed,9.98,71.29464533993442,53.911390785106164
