player_name,position,college,draft_year,draft_pick,projected_pick,age,rec_yards,team_pass_attempts,weight,forty,weight_source,forty_source,draft_capital_score,breakout_score,athletic_score,slap_score,delta,tier,data_type
Bhayshul Tuten,RB,Virginia Tech,2025,104.0,,22.0,79.0,339.0,206.0,4.32,combine,combine,49.2,35.2,76.8,48.4,-0.8,Average,backtest
Jarquez Hunter,RB,Auburn,2025,117.0,,22.0,155.0,369.0,204.0,4.44,combine,combine,47.6,44.0,53.1,47.2,-0.4,Average,backtest
Trevor Etienne,RB,Georgia,2025,114.0,,21.0,194.0,513.0,198.0,4.42,combine,combine,47.9,44.0,50.9,47.0,-0.9,Below Avg,backtest
Jordan Watkins,WR,Ole Miss,2025,138.0,,23.0,906.0,434.0,196.0,4.37,combine,combine,43.0,46.2,61.5,46.9,3.9,Average,backtest
Jalen Royals,WR,Utah St.,2025,133.0,,22.0,834.0,458.0,205.0,4.42,combine,combine,43.3,45.6,61.4,46.8,3.5,Average,backtest
Isaac TeSlaa,WR,Arkansas,2025,70.0,,23.0,545.0,414.0,214.0,4.43,combine,combine,48.9,33.7,67.4,46.4,-2.5,Below Avg,backtest
Dylan Sampson,RB,Tennessee,2025,126.0,,20.0,143.0,373.0,200.0,4.47,combine,pro_day,46.6,46.3,44.6,46.2,-0.4,Below Avg,backtest
Ricky White,WR,UNLV,2025,238.0,,23.0,1041.0,309.0,184.0,4.61,combine,combine,39.6,67.1,19.0,46.1,6.5,Below Avg,backtest
Woody Marks,RB,USC,2025,116.0,,24.0,321.0,533.0,207.0,4.54,combine,combine,47.7,46.2,39.7,46.0,-1.7,Below Avg,backtest
Savion Williams,WR,TCU,2025,87.0,,23.0,611.0,488.0,222.0,4.48,combine,combine,46.8,32.6,65.9,44.7,-2.1,Below Avg,backtest
Jordan James,RB,Oregon,2025,147.0,,21.0,209.0,460.0,205.0,4.55,combine,combine,44.7,48.0,36.5,44.6,-0.1,Below Avg,backtest
Ollie Gordon,RB,Oklahoma State,2025,179.0,,21.0,201.0,450.0,226.0,4.61,combine,combine,42.5,47.6,44.4,44.6,2.1,Below Avg,backtest
Damien Martinez,RB,Miami,2025,223.0,,21.0,204.0,489.0,217.0,4.51,combine,combine,40.2,46.0,53.0,44.2,4.0,Below Avg,backtest
Jaylin Lane,WR,Virginia Tech,2025,128.0,,23.0,466.0,339.0,191.0,4.34,combine,combine,43.6,34.6,61.8,43.2,-0.4,Below Avg,backtest
Arian Smith,WR,Georgia,2025,110.0,,23.0,817.0,513.0,179.0,4.36,combine,combine,44.8,38.2,47.7,42.9,-1.9,Below Avg,backtest
Tahj Brooks,RB,Texas Tech,2025,193.0,,23.0,185.0,536.0,214.0,4.52,combine,combine,41.6,38.7,48.8,41.7,0.1,Below Avg,backtest
Kaden Prather,WR,Maryland,2025,240.0,,23.0,624.0,493.0,204.0,4.46,combine,combine,39.5,32.9,54.3,39.4,-0.1,Below Avg,backtest
Tory Horton,WR,Colorado State,2025,166.0,,22.0,331.0,388.0,196.0,4.41,combine,combine,41.7,27.9,55.2,38.9,-2.8,Below Avg,backtest
LaJohntay Wester,WR,Colorado,2025,203.0,,23.0,931.0,481.0,163.0,4.46,combine,combine,40.5,43.8,20.5,38.7,-1.8,Below Avg,backtest
Dominic Lovett,WR,Georgia,2025,244.0,,22.0,607.0,513.0,185.0,4.4,combine,combine,39.4,33.9,47.1,38.6,-0.8,Below Avg,backtest
Konata Mumpfield,WR,Pittsburgh,2025,242.0,,22.0,813.0,499.0,186.0,4.59,combine,combine,39.5,42.1,22.8,37.9,-1.6,Below Avg,backtest
Tez Johnson,WR,Oregon,2025,235.0,,23.0,898.0,460.0,154.0,4.51,combine,combine,39.6,44.0,7.5,36.3,-3.3,Below Avg,backtest
Kyle Monangai,RB,Rutgers,2025,233.0,,23.0,75.0,395.0,211.0,4.6,combine,combine,39.8,32.2,34.0,36.3,-3.5,Below Avg,backtest
Jimmy Horn,WR,Colorado,2025,208.0,,22.0,441.0,481.0,174.0,4.46,combine,combine,40.3,29.1,29.6,34.8,-5.5,Below Avg,backtest
Travis Hunter,WR,Colorado,2025,2.0,,22.0,1258.0,481.0,188.0,,combine,missing,100.0,60.1,,,,Elite,backtest
Ashton Jeanty,RB,Boise State,2025,6.0,,21.0,138.0,415.0,211.0,,combine,missing,100.0,41.6,,,,Elite,backtest
Jack Bech,WR,TCU,2025,58.0,,22.0,1034.0,488.0,214.0,,combine,missing,50.9,51.0,,,,Average,backtest
Kalel Mullings,RB,Michigan,2025,188.0,,22.0,35.0,308.0,226.0,,combine,missing,41.9,29.6,,,,Below Avg,backtest
LeQuint Allen,RB,Syracuse,2025,236.0,,21.0,529.0,598.0,204.0,,combine,missing,39.7,70.4,,,,Good,backtest
Phil Mafah,RB,Clemson,2025,239.0,,22.0,103.0,529.0,234.0,,combine,missing,39.5,33.4,,,,Below Avg,backtest
Jacory Croskey-Merritt,RB,Arizona,2025,245.0,,24.0,,437.0,,,missing,missing,39.3,,,,,,backtest
Junior Bergen,WR,Montana,2025,252.0,,,542.0,,,,missing,missing,39.2,,,,,,backtest
Malik Nabers,WR,LSU,2024,6.0,,21.0,1569.0,411.0,200.0,4.35,existing,pro_day,98.3,89.9,68.4,90.9,-7.4,Elite,backtest
Rome Odunze,WR,Washington,2024,9.0,,22.0,1640.0,575.0,212.0,4.45,existing,existing,85.5,64.5,62.5,74.7,-10.8,Elite,backtest
Brian Thomas,WR,LSU,2024,23.0,,21.0,1177.0,411.0,209.0,4.33,existing,existing,64.1,70.5,80.1,68.7,4.6,Elite,backtest
Xavier Legette,WR,South Carolina,2024,32.0,,23.0,1255.0,412.0,221.0,4.39,existing,existing,58.7,61.8,80.3,63.0,4.3,Elite,backtest
Xavier Worthy,WR,Texas,2024,28.0,,21.0,1014.0,475.0,165.0,4.21,existing,existing,60.8,55.7,57.5,58.5,-2.3,Good,backtest
Trey Benson,RB,Florida State,2024,66.0,,22.0,227.0,433.0,216.0,4.39,existing,existing,56.5,48.9,73.3,56.4,-0.1,Good,backtest
Ricky Pearsall,WR,Florida,2024,31.0,,23.0,970.0,389.0,189.0,4.41,existing,existing,59.2,52.8,49.1,55.4,-3.8,Good,backtest
Dylan Laube,RB,New Hampshire,2024,208.0,,24.0,699.0,455.0,206.0,4.54,existing,existing,40.9,80.4,38.9,54.4,13.5,Good,backtest
Adonai Mitchell,WR,Texas,2024,52.0,,21.0,845.0,475.0,205.0,4.34,existing,existing,52.2,48.4,74.7,54.2,2.0,Good,backtest
Javon Baker,WR,Central Florida,2024,110.0,,22.0,1139.0,366.0,202.0,4.54,existing,existing,44.8,69.2,41.2,52.8,8.0,Average,backtest
Isaac Guerendo,RB,Louisville,2024,129.0,,24.0,234.0,408.0,221.0,4.33,existing,existing,46.3,45.2,90.1,52.5,6.2,Good,backtest
Ja'Lynn Polk,WR,Washington,2024,37.0,,22.0,1159.0,575.0,203.0,4.52,existing,existing,56.6,49.2,44.8,52.2,-4.4,Average,backtest
Troy Franklin,WR,Oregon,2024,102.0,,21.0,1383.0,514.0,176.0,4.41,existing,existing,45.4,67.0,37.9,51.8,6.4,Average,backtest
Malik Washington,WR,Virginia,2024,184.0,,23.0,1426.0,396.0,191.0,4.47,existing,existing,41.1,70.8,42.2,51.7,10.6,Average,backtest
MarShawn Lloyd,RB,USC,2024,88.0,,23.0,232.0,461.0,220.0,4.46,existing,existing,51.7,45.3,64.2,51.3,-0.4,Average,backtest
Keon Coleman,WR,Florida State,2024,33.0,,21.0,658.0,433.0,213.0,4.61,existing,existing,58.2,43.2,40.0,50.2,-8.0,Average,backtest
Malachi Corley,WR,Western Kentucky,2024,65.0,,22.0,984.0,539.0,215.0,4.47,existing,pro_day,49.7,45.7,61.8,50.1,0.4,Average,backtest
Will Shipley,RB,Clemson,2024,127.0,,22.0,244.0,474.0,206.0,4.39,existing,pro_day,46.5,48.4,63.7,49.7,3.2,Below Avg,backtest
Ray Davis,RB,Kentucky,2024,128.0,,24.0,323.0,375.0,211.0,4.52,existing,existing,46.4,55.7,46.2,49.6,3.2,Average,backtest
Jermaine Burton,WR,Alabama,2024,80.0,,23.0,798.0,325.0,196.0,4.45,existing,existing,47.6,52.2,49.2,49.4,1.9,Average,backtest
Bucky Irving,RB,Oregon,2024,125.0,,22.0,413.0,514.0,192.0,4.55,existing,existing,46.7,62.0,25.7,48.9,2.2,Average,backtest
Jaylen Wright,RB,Tennessee,2024,120.0,,21.0,141.0,411.0,210.0,4.38,existing,existing,47.3,42.1,69.4,48.8,1.5,Average,backtest
Luke McCaffrey,WR,Rice,2024,100.0,,23.0,992.0,431.0,198.0,4.46,existing,existing,45.6,49.7,49.4,47.6,2.0,Average,backtest
Roman Wilson,WR,Michigan,2024,84.0,,23.0,789.0,361.0,185.0,4.39,existing,existing,47.1,47.8,48.6,47.6,0.5,Average,backtest
Ladd McConkey,WR,Georgia,2024,34.0,,22.0,478.0,456.0,186.0,4.39,existing,existing,57.8,31.5,49.5,47.3,-10.5,Below Avg,backtest
Isaiah Davis,RB,South Dakota St.,2024,173.0,,22.0,190.0,307.0,218.0,4.57,existing,existing,42.8,53.3,44.2,46.7,3.9,Below Avg,backtest
Bub Means,WR,Pittsburgh,2024,170.0,,23.0,721.0,360.0,212.0,4.43,existing,existing,41.6,44.9,65.7,46.4,4.8,Average,backtest
Blake Corum,RB,Michigan,2024,83.0,,23.0,117.0,361.0,205.0,4.53,existing,existing,52.6,37.8,39.5,45.5,-7.1,Below Avg,backtest
Audric Estime,RB,Notre Dame,2024,147.0,,21.0,142.0,351.0,221.0,4.58,combine,pro_day,44.7,45.4,45.0,45.0,0.3,Below Avg,backtest
Kimani Vidal,RB,Troy,2024,181.0,,23.0,201.0,456.0,213.0,4.46,existing,existing,42.3,42.6,57.9,44.7,2.4,Below Avg,backtest
Devontez Walker,WR,North Carolina,2024,113.0,,23.0,699.0,460.0,193.0,4.36,existing,existing,44.6,37.0,60.4,44.3,-0.3,Below Avg,backtest
Ryan Flournoy,WR,SE Missouri St.,2024,216.0,,24.0,839.0,365.0,202.0,4.44,existing,existing,40.1,45.0,55.7,44.2,4.1,Below Avg,backtest
Jamari Thrash,WR,Louisville,2024,156.0,,23.0,858.0,408.0,188.0,4.46,existing,existing,42.2,46.5,41.1,43.5,1.3,Below Avg,backtest
Cornelius Johnson,WR,Michigan,2024,253.0,,23.0,604.0,361.0,212.0,4.44,existing,existing,39.2,39.5,64.1,43.0,3.8,Below Avg,backtest
Brenden Rice,WR,USC,2024,225.0,,22.0,791.0,461.0,208.0,4.5,existing,existing,39.9,43.7,51.6,43.0,3.1,Below Avg,backtest
Johnny Wilson,WR,Florida State,2024,185.0,,23.0,617.0,433.0,231.0,4.52,existing,existing,41.0,35.5,66.7,42.9,1.9,Below Avg,backtest
Anthony Gould,WR,Oregon State,2024,142.0,,23.0,718.0,380.0,174.0,4.39,existing,existing,42.8,43.0,38.9,42.3,-0.5,Below Avg,backtest
Ainias Smith,WR,Texas A&M,2024,152.0,,23.0,795.0,426.0,190.0,4.47,existing,pro_day,42.3,42.6,41.4,42.3,-0.0,Below Avg,backtest
Tyrone Tracy Jr.,RB,Purdue,2024,166.0,,24.0,132.0,392.0,209.0,4.48,existing,existing,43.3,36.5,51.0,42.1,-1.2,Below Avg,backtest
Jacob Cowing,WR,Arizona,2024,135.0,,23.0,839.0,464.0,168.0,4.38,existing,existing,43.2,41.7,35.0,41.4,-1.8,Below Avg,backtest
Jalen McMillan,WR,Washington,2024,92.0,,22.0,559.0,575.0,197.0,4.47,existing,existing,46.3,30.1,47.1,40.8,-5.5,Below Avg,backtest
Tahj Washington,WR,USC,2024,241.0,,23.0,1062.0,461.0,174.0,4.58,existing,pro_day,39.5,49.7,15.1,39.4,-0.1,Below Avg,backtest
Jawhar Jordan,RB,Louisville,2024,205.0,,25.0,246.0,408.0,193.0,4.56,existing,existing,41.0,43.1,25.1,39.4,-1.6,Below Avg,backtest
Devaughn Vele,WR,Utah,2024,235.0,,26.0,593.0,328.0,203.0,4.47,existing,existing,39.6,30.7,52.0,38.3,-1.3,Below Avg,backtest
Keilan Robinson,RB,Texas,2024,167.0,,24.0,56.0,475.0,191.0,4.42,existing,existing,43.2,28.6,44.4,38.3,-4.9,Below Avg,backtest
Jha'Quan Jackson,WR,Tulane,2024,182.0,,24.0,439.0,368.0,188.0,4.42,existing,existing,41.1,29.3,46.8,37.8,-3.3,Below Avg,backtest
Marvin Harrison Jr.,WR,Ohio State,2024,4.0,,22.0,1211.0,400.0,209.0,,combine,did_not_run,100.0,67.7,,,,Elite,backtest
Jonathon Brooks,RB,Texas,2024,46.0,,21.0,286.0,475.0,216.0,,existing,did_not_run,63.5,55.7,,,,Good,backtest
Braelon Allen,RB,Wisconsin,2024,134.0,,20.0,131.0,469.0,235.0,,existing,not_recorded,45.8,40.3,,,,Below Avg,backtest
Rasheen Ali,RB,Marshall,2024,165.0,,23.0,213.0,425.0,206.0,,existing,not_recorded,43.4,45.2,,,,Below Avg,backtest
Jase McClellan,RB,Alabama,2024,186.0,,22.0,137.0,325.0,221.0,,existing,not_recorded,42.0,44.0,,,,Below Avg,backtest
Casey Washington,WR,Illinois,2024,187.0,,23.0,670.0,414.0,,,missing,not_recorded,41.0,38.6,,,,Below Avg,backtest
Tejhaun Palmer,WR,Ala-Birmingham,2024,191.0,,24.0,858.0,427.0,,,missing,not_recorded,40.8,40.9,,,,Below Avg,backtest
Jordan Whittington,WR,Texas,2024,213.0,,23.0,505.0,475.0,205.0,,existing,not_recorded,40.2,29.6,,,,Below Avg,backtest
Jahmyr Gibbs,RB,Alabama,2023,12.0,,21.0,444.0,438.0,199.0,4.36,existing,existing,100.0,77.1,62.3,86.3,-13.7,Elite,backtest
Bijan Robinson,RB,Texas,2023,8.0,,21.0,314.0,405.0,215.0,4.46,existing,existing,100.0,64.7,59.7,81.6,-18.4,Elite,backtest
Quentin Johnston,WR,TCU,2023,21.0,,22.0,1069.0,454.0,208.0,4.49,existing,pro_day,65.8,55.4,53.1,60.3,-5.5,Good,backtest
Evan Hull,RB,Northwestern,2023,176.0,,22.0,546.0,417.0,209.0,4.47,existing,existing,42.6,85.7,52.6,59.2,16.6,Good,backtest
Zay Flowers,WR,Boston Col.,2023,22.0,,22.0,1077.0,440.0,182.0,4.42,existing,existing,64.9,57.1,41.7,58.7,-6.2,Good,backtest
Zach Charbonnet,RB,UCLA,2023,52.0,,22.0,321.0,419.0,214.0,4.53,existing,existing,61.0,60.2,47.2,58.6,-2.4,Good,backtest
Jonathan Mingo,WR,Mississippi,2023,39.0,,22.0,862.0,386.0,220.0,4.46,existing,existing,55.9,53.1,67.5,56.7,0.8,Good,backtest
Jalin Hyatt,WR,Tennessee,2023,73.0,,21.0,1267.0,422.0,176.0,4.4,existing,existing,48.5,73.3,39.3,55.8,7.3,Good,backtest
Marvin Mims,WR,Oklahoma,2023,63.0,,21.0,1083.0,407.0,183.0,4.38,existing,existing,50.0,66.4,48.3,55.5,5.5,Good,backtest
Trey Palmer,WR,Nebraska,2023,191.0,,22.0,1043.0,340.0,192.0,4.33,existing,existing,40.8,68.4,64.3,54.0,13.2,Good,backtest
Tyjae Spears,RB,Tulane,2023,81.0,,22.0,256.0,379.0,201.0,4.47,existing,pro_day,53.0,56.0,45.5,52.9,-0.1,Average,backtest
De'Von Achane,RB,Texas A&M,2023,84.0,,21.0,196.0,391.0,188.0,4.32,existing,existing,52.4,50.4,58.4,52.6,0.2,Good,backtest
Jordan Addison,WR,USC,2023,23.0,,21.0,875.0,514.0,173.0,4.49,existing,existing,64.1,46.9,25.0,52.2,-11.9,Average,backtest
Rashee Rice,WR,SMU,2023,55.0,,23.0,1355.0,513.0,204.0,4.51,existing,existing,51.5,55.2,47.0,52.1,0.6,Average,backtest
Israel Abanikanda,RB,Pittsburgh,2023,143.0,,20.0,146.0,393.0,216.0,4.34,existing,pro_day,45.0,45.6,83.0,50.9,5.9,Below Avg,backtest
Deuce Vaughn,RB,Kansas State,2023,212.0,,21.0,378.0,388.0,179.0,4.46,existing,pro_day,40.7,75.1,27.3,50.7,10.0,Good,backtest
Tank Bigsby,RB,Auburn,2023,88.0,,22.0,180.0,308.0,210.0,4.56,existing,existing,51.7,51.7,39.1,49.8,-1.9,Average,backtest
Andrei Iosivas,WR,Princeton,2023,206.0,,23.0,943.0,352.0,205.0,4.43,existing,existing,40.4,55.9,59.8,48.7,8.3,Average,backtest
Chase Brown,RB,Illinois,2023,163.0,,23.0,240.0,393.0,209.0,4.43,existing,existing,43.5,49.7,59.4,48.1,4.6,Average,backtest
Tank Dell,WR,Houston,2023,69.0,,23.0,1398.0,501.0,165.0,4.49,existing,existing,49.1,57.7,18.5,47.5,-1.6,Below Avg,backtest
Kenny McIntosh,RB,Georgia,2023,237.0,,23.0,504.0,492.0,204.0,4.62,existing,existing,39.6,67.0,25.6,47.1,7.5,Below Avg,backtest
Tyler Scott,WR,Cincinnati,2023,133.0,,21.0,899.0,417.0,177.0,4.44,existing,existing,43.3,56.1,34.7,46.5,3.2,Below Avg,backtest
DeMario Douglas,WR,Liberty,2023,210.0,,22.0,993.0,395.0,179.0,4.44,existing,existing,40.3,58.3,36.4,46.0,5.7,Below Avg,backtest
Jayden Reed,WR,Michigan State,2023,50.0,,23.0,636.0,412.0,187.0,4.45,existing,existing,52.7,37.4,41.7,45.7,-7.0,Below Avg,backtest
Jaxon Smith-Njigba,WR,Ohio State,2023,20.0,,21.0,43.0,410.0,196.0,4.48,existing,pro_day,66.7,14.4,44.9,45.1,-21.6,Below Avg,backtest
A.T. Perry,WR,Wake Forest,2023,195.0,,23.0,1096.0,474.0,198.0,4.47,existing,existing,40.7,49.9,47.9,45.0,4.3,Below Avg,backtest
Xavier Hutchinson,WR,Iowa State,2023,205.0,,23.0,1171.0,479.0,203.0,4.53,existing,existing,40.4,52.0,43.4,44.9,4.5,Below Avg,backtest
Elijah Higgins,WR,Stanford,2023,197.0,,22.0,704.0,448.0,235.0,4.54,existing,existing,40.6,41.0,66.6,44.6,4.0,Below Avg,backtest
Josh Downs,WR,North Carolina,2023,79.0,,22.0,1029.0,525.0,171.0,4.48,existing,existing,47.7,48.1,24.6,44.4,-3.3,Below Avg,backtest
Tre Tucker,WR,Cincinnati,2023,100.0,,22.0,672.0,417.0,182.0,4.4,existing,existing,45.6,41.8,44.5,44.1,-1.5,Below Avg,backtest
Roschon Johnson,RB,Texas,2023,115.0,,22.0,128.0,405.0,219.0,4.58,existing,existing,47.8,39.1,43.4,44.1,-3.7,Below Avg,backtest
Justin Shorter,WR,Florida,2023,150.0,,23.0,577.0,366.0,229.0,4.55,existing,existing,42.4,37.9,60.4,43.5,1.1,Below Avg,backtest
Charlie Jones,WR,Purdue,2023,131.0,,24.0,1361.0,581.0,175.0,4.43,existing,existing,43.4,45.6,34.3,42.8,-0.6,Below Avg,backtest
Parker Washington,WR,Penn State,2023,185.0,,21.0,611.0,422.0,204.0,4.49,existing,combine,41.0,41.7,49.9,42.6,1.6,Below Avg,backtest
Ronnie Bell,WR,Michigan,2023,253.0,,23.0,889.0,370.0,191.0,4.54,existing,existing,39.2,51.4,32.8,42.5,3.3,Below Avg,backtest
Eric Gray,RB,Oklahoma,2023,172.0,,23.0,229.0,407.0,207.0,4.62,existing,pro_day,42.9,47.7,28.0,42.3,-0.6,Below Avg,backtest
Cedric Tillman,WR,Tennessee,2023,74.0,,23.0,417.0,422.0,213.0,4.54,existing,existing,48.3,28.4,49.7,41.5,-6.8,Below Avg,backtest
Zach Evans,RB,Mississippi,2023,215.0,,22.0,119.0,386.0,202.0,4.45,existing,pro_day,40.6,38.7,49.6,41.3,0.7,Below Avg,backtest
Grant Dubose,WR,Charlotte,2023,256.0,,22.0,792.0,429.0,201.0,4.57,existing,existing,39.2,46.1,36.4,41.2,2.0,Below Avg,backtest
Puka Nacua,WR,BYU,2023,177.0,,22.0,625.0,392.0,201.0,4.57,existing,combine,41.3,41.5,36.4,40.6,-0.7,Below Avg,backtest
Antoine Green,WR,North Carolina,2023,219.0,,23.0,798.0,525.0,199.0,4.47,existing,existing,40.0,37.0,48.7,40.3,0.3,Below Avg,backtest
Michael Wilson,WR,Stanford,2023,94.0,,23.0,418.0,448.0,213.0,4.58,existing,existing,46.1,27.5,44.0,39.3,-6.8,Below Avg,backtest
Kayshon Boutte,WR,LSU,2023,187.0,,21.0,538.0,480.0,195.0,4.5,existing,existing,41.0,35.1,41.2,39.0,-2.0,Below Avg,backtest
Derius Davis,WR,TCU,2023,125.0,,22.0,531.0,454.0,165.0,4.36,existing,existing,43.8,33.7,35.1,39.0,-4.8,Below Avg,backtest
Chris Rodriguez,RB,Kentucky,2023,193.0,,22.0,41.0,349.0,217.0,4.52,combine,pro_day,41.6,29.8,51.3,38.9,-2.7,Below Avg,backtest
Dontayvion Wicks,WR,Virginia,2023,159.0,,22.0,430.0,342.0,206.0,4.62,existing,existing,42.0,35.3,33.6,38.4,-3.6,Below Avg,backtest
Jalen Brooks,WR,South Carolina,2023,244.0,,23.0,504.0,419.0,201.0,4.69,existing,existing,39.4,31.8,21.6,34.1,-5.3,Below Avg,backtest
Kendre Miller,RB,TCU,2023,71.0,,21.0,116.0,454.0,215.0,,existing,did_not_run,55.2,37.6,,,,Average,backtest
DeWayne McBride,RB,Ala-Birmingham,2023,222.0,,22.0,10.0,321.0,209.0,,existing,not_recorded,40.2,25.7,,,,Below Avg,backtest
Colton Dowell,WR,UT Martin,2023,228.0,,24.0,1032.0,389.0,,,missing,not_recorded,39.8,50.0,,,,Below Avg,backtest
Lew Nichols,RB,Central Michigan,2023,235.0,,22.0,128.0,389.0,,,missing,not_recorded,39.7,39.7,,,,Below Avg,backtest
Drake London,WR,USC,2022,8.0,,21.0,1084.0,500.0,219.0,4.5,existing,training,88.9,56.4,60.4,73.2,-15.7,Elite,backtest
Jameson Williams,WR,Alabama,2022,12.0,,21.0,1572.0,571.0,179.0,4.25,existing,estimate,77.8,68.2,65.1,72.5,-5.3,Elite,backtest
Treylon Burks,WR,Arkansas,2022,18.0,,22.0,1104.0,314.0,225.0,4.55,existing,existing,68.8,76.6,57.4,69.8,1.0,Elite,backtest
Garrett Wilson,WR,Ohio State,2022,10.0,,22.0,1058.0,494.0,183.0,4.38,existing,existing,82.6,51.5,48.3,66.6,-16.0,Elite,backtest
Breece Hall,RB,Iowa State,2022,36.0,,21.0,302.0,446.0,217.0,4.39,existing,existing,69.1,59.6,74.3,66.6,-2.5,Elite,backtest
Chris Olave,WR,Ohio State,2022,11.0,,22.0,936.0,494.0,187.0,4.39,existing,existing,80.0,46.9,50.4,64.0,-16.0,Good,backtest
Rachaad White,RB,Arizona State,2022,91.0,,23.0,456.0,313.0,214.0,4.48,existing,existing,51.2,85.1,55.4,63.7,12.5,Elite,backtest
Skyy Moore,WR,Western Michigan,2022,54.0,,21.0,1292.0,368.0,195.0,4.41,existing,existing,51.7,83.7,54.3,63.3,11.6,Elite,backtest
Wan'Dale Robinson,WR,Kentucky,2022,43.0,,21.0,1334.0,366.0,178.0,4.44,existing,existing,54.5,86.4,35.5,62.8,8.3,Good,backtest
Christian Watson,WR,North Dakota State,2022,34.0,,23.0,801.0,255.0,208.0,4.36,existing,existing,57.8,63.4,73.9,62.2,4.4,Good,backtest
Jahan Dotson,WR,Penn State,2022,16.0,,22.0,1182.0,486.0,178.0,4.43,existing,existing,71.2,56.8,36.9,61.0,-10.2,Good,backtest
Tyquan Thornton,WR,Baylor,2022,50.0,,21.0,948.0,365.0,181.0,4.28,existing,existing,52.7,65.1,62.1,58.4,5.7,Good,backtest
James Cook,RB,Georgia,2022,63.0,,22.0,284.0,407.0,199.0,4.42,existing,existing,57.3,57.0,51.9,56.4,-0.9,Good,backtest
Kenneth Walker III,RB,Michigan State,2022,41.0,,21.0,89.0,400.0,211.0,4.38,combine,combine,66.1,35.9,70.4,56.2,-9.9,Good,backtest
Alec Pierce,WR,Cincinnati,2022,53.0,,22.0,884.0,400.0,211.0,4.41,existing,existing,52.0,52.7,68.1,54.7,2.7,Good,backtest
Jalen Tolbert,WR,South Alabama,2022,88.0,,23.0,1474.0,407.0,194.0,4.49,existing,existing,46.7,71.2,41.8,54.5,7.8,Good,backtest
Khalil Shakir,WR,Boise State,2022,148.0,,22.0,1117.0,410.0,196.0,4.43,existing,existing,42.5,62.1,52.2,50.8,8.3,Average,backtest
John Metchie,WR,Alabama,2022,44.0,,22.0,1142.0,571.0,187.0,4.48,existing,pro_day,54.2,48.9,37.6,49.9,-4.3,Average,backtest
Velus Jones Jr.,WR,Tennessee,2022,71.0,,25.0,807.0,375.0,204.0,4.31,combine,combine,48.8,38.5,79.0,49.7,0.9,Average,backtest
Brian Robinson Jr.,RB,Alabama,2022,98.0,,23.0,296.0,571.0,225.0,4.53,combine,combine,50.1,45.9,56.5,49.6,-0.5,Average,backtest
Trestan Ebner,RB,Baylor,2022,203.0,,23.0,284.0,365.0,206.0,4.43,existing,existing,41.1,56.7,56.7,48.9,7.8,Average,backtest
David Bell,WR,Purdue,2022,99.0,,21.0,1286.0,576.0,212.0,4.65,existing,existing,45.7,57.7,34.0,48.1,2.4,Average,backtest
Tyler Badie,RB,Missouri,2022,196.0,,22.0,330.0,455.0,197.0,4.45,existing,existing,41.5,58.3,45.1,47.9,6.4,Average,backtest
Jerome Ford,RB,Cincinnati,2022,156.0,,22.0,220.0,400.0,210.0,4.46,existing,existing,44.0,50.1,55.2,47.8,3.8,Average,backtest
Dameon Pierce,RB,Florida,2022,107.0,,22.0,216.0,416.0,218.0,4.59,existing,existing,48.8,48.6,41.1,47.6,-1.2,Below Avg,backtest
Calvin Austin III,WR,Memphis,2022,138.0,,23.0,1149.0,445.0,170.0,4.32,combine,combine,43.0,54.3,45.4,47.3,4.3,Below Avg,backtest
Ty Chandler,RB,North Carolina,2022,169.0,,24.0,216.0,382.0,204.0,4.38,existing,existing,43.1,44.9,63.6,46.8,3.7,Average,backtest
Isaiah Spiller,RB,Texas A&M,2022,123.0,,21.0,189.0,370.0,217.0,4.63,existing,pro_day,46.9,50.9,34.3,46.4,-0.5,Average,backtest
Tyler Allgeier,RB,BYU,2022,151.0,,22.0,199.0,389.0,224.0,4.6,existing,existing,44.4,48.3,44.3,45.8,1.4,Below Avg,backtest
Danny Gray,WR,SMU,2022,105.0,,23.0,803.0,468.0,186.0,4.33,existing,existing,45.2,40.2,58.8,45.5,0.3,Below Avg,backtest
Zamir White,RB,Georgia,2022,122.0,,22.0,75.0,407.0,214.0,4.4,existing,existing,47.0,32.9,69.5,45.4,-1.6,Below Avg,backtest
Kyren Williams,RB,Notre Dame,2022,164.0,,22.0,359.0,450.0,194.0,4.65,existing,existing,43.4,61.7,13.9,45.4,2.0,Below Avg,backtest
Romeo Doubs,WR,Nevada,2022,132.0,,22.0,1109.0,572.0,201.0,4.5,existing,pro_day,43.4,47.8,46.0,45.3,1.9,Below Avg,backtest
Erik Ezukanma,WR,Texas Tech,2022,125.0,,22.0,705.0,388.0,209.0,4.53,existing,pro_day,43.8,45.5,48.0,45.0,1.2,Below Avg,backtest
Hassan Haskins,RB,Michigan,2022,131.0,,22.0,131.0,395.0,228.0,4.58,existing,combine,46.1,39.8,50.7,44.6,-1.5,Below Avg,backtest
Tyrion Davis-Price,RB,LSU,2022,93.0,,21.0,64.0,443.0,211.0,4.48,existing,existing,50.9,31.8,52.7,44.5,-6.4,Below Avg,backtest
Pierre Strong,RB,South Dakota St.,2022,127.0,,23.0,8.0,406.0,207.0,4.37,existing,existing,46.5,25.1,68.3,42.3,-4.2,Below Avg,backtest
Keaontay Ingram,RB,USC,2022,201.0,,22.0,156.0,500.0,221.0,4.53,existing,existing,41.2,38.9,53.1,42.2,1.0,Below Avg,backtest
