player_id,player_display_name,position,recent_team,games,receptions,targets,receiving_yards,receiving_tds,carries,rushing_yards,rushing_tds,fantasy_points_ppr,season,fantasy_ppg
00-0038621,DeMario Douglas,WR,NE,16,31.0,46.0,447.0,3.0,7.0,21.0,0.0,95.8,2025,5.9875
00-0038640,Jalen Brooks,WR,ARI,2,3.0,6.0,51.0,0.0,0.0,0.0,0.0,8.100000000000001,2025,4.050000000000001
00-0038647,Ronnie Bell,WR,NO,1,2.0,4.0,23.0,1.0,0.0,0.0,0.0,10.3,2025,10.3
00-0038679,Tyrell Shavers,WR,BUF,10,15.0,23.0,245.0,1.0,0.0,0.0,0.0,45.5,2025,4.55
00-0038685,Chris Brooks,RB,GB,14,13.0,17.0,91.0,0.0,27.0,106.0,0.0,32.7,2025,2.335714285714286
00-0038705,Emari Demercado,RB,ARI,11,13.0,20.0,101.0,1.0,44.0,312.0,0.0,60.300000000000004,2025,5.481818181818182
00-0038728,Jared Wayne,WR,HOU,1,2.0,2.0,20.0,0.0,0.0,0.0,0.0,4.0,2025,4.0
00-0038738,Hunter Luepke,RB,DAL,11,13.0,15.0,109.0,1.0,16.0,71.0,0.0,37.0,2025,3.3636363636363638
00-0038752,Jake Bobo,WR,SEA,2,2.0,2.0,20.0,0.0,0.0,0.0,0.0,4.0,2025,2.0
00-0038794,Jaleel McLaughlin,RB,DEN,8,4.0,6.0,27.0,0.0,37.0,187.0,1.0,31.4,2025,3.925
00-0038797,Emanuel Wilson,RB,GB,16,15.0,18.0,99.0,0.0,125.0,496.0,3.0,92.5,2025,5.78125
00-0038824,Ryan Miller,WR,NYG,4,2.0,4.0,34.0,1.0,0.0,0.0,0.0,11.4,2025,2.85
00-0038839,Mitchell Tinsley,WR,CIN,8,8.0,24.0,116.0,2.0,0.0,0.0,0.0,31.6,2025,3.95
00-0038840,Brycen Tremayne,WR,CAR,8,14.0,18.0,160.0,0.0,0.0,0.0,0.0,30.0,2025,3.75
00-0038891,Shedrick Jackson,WR,LV,3,4.0,5.0,56.0,1.0,1.0,3.0,0.0,15.9,2025,5.3
00-0038896,Jacob Saylors,RB,DET,1,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.1,2025,1.1
00-0038911,Malik Cunningham,WR,DET,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,2025,0.1
00-0038938,Jalin Hyatt,WR,NYG,5,5.0,14.0,35.0,0.0,0.0,0.0,0.0,8.5,2025,1.7
00-0038951,Sean Tucker,RB,TB,14,8.0,11.0,34.0,1.0,86.0,320.0,7.0,91.4,2025,6.528571428571429
00-0038953,Dylan Drummond,WR,ATL,4,7.0,12.0,42.0,0.0,0.0,0.0,0.0,11.2,2025,2.8
00-0038976,Marvin Mims Jr.,WR,DEN,15,37.0,51.0,322.0,1.0,12.0,78.0,1.0,89.0,2025,5.933333333333334
00-0038979,Cedric Tillman,WR,CLE,12,21.0,39.0,270.0,2.0,0.0,0.0,0.0,60.0,2025,5.0
00-0038994,Jordan Addison,WR,MIN,14,42.0,79.0,610.0,3.0,2.0,81.0,1.0,135.1,2025,9.65
00-0038997,Josh Downs,WR,IND,16,58.0,88.0,559.0,4.0,2.0,-2.0,0.0,137.70000000000002,2025,8.606250000000001
00-0039021,Roschon Johnson,RB,CHI,2,0.0,0.0,0.0,0.0,2.0,17.0,0.0,1.7000000000000002,2025,0.8500000000000001
00-0039032,Tyjae Spears,RB,TEN,13,45.0,50.0,264.0,0.0,72.0,283.0,2.0,111.7,2025,8.592307692307692
00-0039040,De'Von Achane,RB,MIA,16,67.0,85.0,481.0,4.0,238.0,1350.0,8.0,322.1,2025,20.13125
00-0039062,Jonathan Mingo,WR,DAL,5,1.0,5.0,25.0,0.0,0.0,0.0,0.0,3.5,2025,0.7
00-0039064,Zay Flowers,WR,BAL,17,86.0,119.0,1211.0,5.0,10.0,62.0,1.0,249.3,2025,14.664705882352942
00-0039067,Rashee Rice,WR,KC,8,53.0,79.0,571.0,5.0,5.0,20.0,1.0,148.1,2025,18.5125
00-0039075,Puka Nacua,WR,LA,16,129.0,166.0,1715.0,10.0,10.0,105.0,1.0,377.0,2025,23.5625
00-0039139,Jahmyr Gibbs,RB,DET,17,77.0,94.0,613.0,5.0,243.0,1223.0,13.0,368.6,2025,21.68235294117647
00-0039146,Jayden Reed,WR,GB,5,19.0,22.0,207.0,1.0,3.0,28.0,0.0,48.5,2025,9.7
00-0039165,Zach Charbonnet,RB,SEA,16,20.0,24.0,144.0,0.0,185.0,730.0,12.0,179.4,2025,11.2125
00-0039266,Kendall Milton,RB,CIN,1,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.2,2025,0.2
00-0039299,George Holani,RB,SEA,4,2.0,2.0,15.0,0.0,22.0,73.0,1.0,16.8,2025,4.2
00-0039305,Jack Westover,RB,NE,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2025,0.5
00-0039337,Malik Nabers,WR,NYG,4,18.0,35.0,271.0,2.0,0.0,0.0,0.0,57.1,2025,14.275
00-0039342,Xavier Legette,WR,CAR,15,35.0,64.0,363.0,3.0,1.0,0.0,0.0,89.30000000000001,2025,5.953333333333334
00-0039355,Luke McCaffrey,WR,WAS,7,11.0,16.0,203.0,3.0,0.0,0.0,0.0,49.300000000000004,2025,7.042857142857144
00-0039361,Bucky Irving,RB,TB,10,30.0,35.0,277.0,3.0,173.0,588.0,1.0,140.5,2025,14.05
00-0039364,Sione Vaki,RB,DET,1,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.4,2025,0.4
00-0039373,Audric Estimé,RB,NO,5,12.0,13.0,103.0,0.0,46.0,198.0,1.0,48.1,2025,9.620000000000001
00-0039379,Jamari Thrash,WR,CLE,8,10.0,15.0,107.0,0.0,0.0,0.0,0.0,20.7,2025,2.5875
00-0039384,Tyrone Tracy Jr.,RB,NYG,15,36.0,48.0,288.0,2.0,176.0,740.0,2.0,162.8,2025,10.853333333333333
00-0039391,Kimani Vidal,RB,LAC,12,16.0,22.0,136.0,1.0,155.0,643.0,3.0,117.9,2025,9.825000000000001
00-0039394,Casey Washington,WR,ATL,5,6.0,14.0,94.0,0.0,0.0,0.0,0.0,15.400000000000002,2025,3.0800000000000005
00-0039405,Jawhar Jordan,RB,HOU,4,7.0,7.0,34.0,0.0,43.0,193.0,0.0,29.7,2025,7.425
00-0039407,Dylan Laube,RB,LV,4,3.0,4.0,18.0,0.0,7.0,9.0,0.0,5.7,2025,1.425
00-0039410,Ryan Flournoy,WR,DAL,13,40.0,56.0,475.0,4.0,4.0,25.0,0.0,114.0,2025,8.76923076923077
00-0039424,Devaughn Vele,WR,NO,9,25.0,40.0,293.0,2.0,0.0,0.0,0.0,66.3,2025,7.366666666666666
00-0039451,Isaiah Williams,WR,NYJ,9,26.0,36.0,193.0,0.0,3.0,34.0,0.0,48.7,2025,5.411111111111111
00-0039491,Jalen Coker,WR,CAR,11,33.0,45.0,394.0,3.0,0.0,0.0,0.0,90.4,2025,8.218181818181819
00-0039521,Xavier Weaver,WR,ARI,6,7.0,13.0,67.0,0.0,0.0,0.0,0.0,13.700000000000001,2025,2.2833333333333337
00-0039589,Kameron Johnson,WR,TB,5,4.0,7.0,64.0,1.0,2.0,13.0,0.0,17.7,2025,3.54
00-0039603,British Brooks,RB,HOU,3,0.0,0.0,0.0,0.0,17.0,78.0,0.0,7.800000000000001,2025,2.6
00-0039623,Mason Tipton,WR,NO,6,11.0,17.0,76.0,0.0,4.0,18.0,0.0,20.400000000000002,2025,3.4000000000000004
00-0039650,Bryce Oliver,WR,TEN,1,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.8,2025,1.8
00-0039738,Blake Corum,RB,LA,17,8.0,14.0,36.0,0.0,145.0,746.0,6.0,122.2,2025,7.188235294117647
00-0039739,Roman Wilson,WR,PIT,9,12.0,21.0,166.0,2.0,0.0,0.0,0.0,40.6,2025,4.511111111111111
00-0039746,Will Shipley,RB,PHI,11,9.0,12.0,56.0,0.0,14.0,49.0,0.0,19.5,2025,1.7727272727272727
00-0039751,Jordan Whittington,WR,LA,13,18.0,25.0,171.0,0.0,3.0,12.0,0.0,36.300000000000004,2025,2.7923076923076926
00-0039757,Terrell Jennings,RB,NE,5,1.0,1.0,9.0,0.0,23.0,73.0,1.0,15.200000000000001,2025,3.04
00-0039792,Devontez Walker,WR,BAL,5,6.0,8.0,136.0,3.0,0.0,0.0,0.0,37.6,2025,7.5200000000000005
00-0039794,Braelon Allen,RB,NYJ,4,2.0,3.0,17.0,0.0,19.0,76.0,1.0,17.3,2025,4.325
00-0039796,Rasheen Ali,RB,BAL,8,9.0,11.0,68.0,1.0,7.0,24.0,0.0,24.2,2025,3.025
00-0039798,Isaiah Davis,RB,NYJ,15,21.0,29.0,186.0,0.0,43.0,236.0,1.0,69.2,2025,4.613333333333333
00-0039816,Anthony Gould,WR,IND,2,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2.6,2025,1.3
00-0039849,Marvin Harrison Jr.,WR,ARI,12,41.0,74.0,608.0,4.0,0.0,0.0,0.0,125.80000000000001,2025,10.483333333333334
00-0039855,Jalen McMillan,WR,TB,4,12.0,15.0,178.0,0.0,1.0,1.0,0.0,29.9,2025,7.475
00-0039868,Troy Franklin,WR,DEN,17,65.0,107.0,709.0,6.0,5.0,12.0,0.0,173.1,2025,10.18235294117647
00-0039874,Jaylen Wright,RB,MIA,9,5.0,9.0,44.0,0.0,70.0,288.0,2.0,50.2,2025,5.577777777777778
00-0039875,Ray Davis,RB,BUF,13,10.0,14.0,86.0,2.0,58.0,275.0,0.0,58.10000000000001,2025,4.46923076923077
00-0039880,Malik Washington,WR,MIA,17,46.0,65.0,317.0,3.0,17.0,110.0,1.0,112.7,2025,6.629411764705883
00-0039884,Tahj Washington,WR,MIA,2,3.0,5.0,37.0,0.0,0.0,0.0,0.0,6.699999999999999,2025,3.3499999999999996
00-0039890,Adonai Mitchell,WR,NYJ,16,33.0,74.0,453.0,2.0,1.0,-4.0,0.0,89.9,2025,5.61875
00-0039893,Brian Thomas Jr.,WR,JAX,14,48.0,91.0,707.0,2.0,3.0,21.0,1.0,138.8,2025,9.914285714285715
00-0039894,Xavier Worthy,WR,KC,14,42.0,73.0,532.0,1.0,11.0,87.0,0.0,109.9,2025,7.8500000000000005
00-0039901,Keon Coleman,WR,BUF,12,38.0,62.0,404.0,4.0,0.0,0.0,0.0,102.4,2025,8.533333333333333
00-0039915,Ladd McConkey,WR,LAC,16,66.0,106.0,789.0,6.0,0.0,0.0,0.0,180.9,2025,11.30625
00-0039916,Ricky Pearsall,WR,SF,9,36.0,53.0,528.0,0.0,2.0,-2.0,0.0,88.60000000000001,2025,9.844444444444445
00-0039919,Rome Odunze,WR,CHI,12,44.0,91.0,661.0,6.0,0.0,0.0,0.0,146.1,2025,12.174999999999999
00-0039920,Malachi Corley,WR,CLE,12,11.0,14.0,79.0,0.0,13.0,127.0,0.0,31.6,2025,2.6333333333333333
00-0039921,Trey Benson,RB,ARI,4,13.0,16.0,64.0,0.0,29.0,160.0,0.0,35.4,2025,8.85
00-0040009,Savion Williams,WR,GB,11,10.0,10.0,78.0,1.0,11.0,37.0,0.0,27.5,2025,2.5
00-0040021,Phil Mafah,RB,DAL,1,2.0,2.0,11.0,0.0,5.0,18.0,1.0,10.9,2025,10.9
00-0040024,Darius Cooper,WR,PHI,5,9.0,11.0,92.0,0.0,0.0,0.0,0.0,18.200000000000003,2025,3.6400000000000006
00-0040039,Amar Johnson,RB,LAC,1,0.0,1.0,0.0,0.0,2.0,8.0,0.0,0.8,2025,0.8
00-0040067,Jacardia Wright,RB,SEA,1,0.0,0.0,0.0,0.0,5.0,20.0,0.0,2.0,2025,2.0
00-0040078,Brashard Smith,RB,KC,15,25.0,35.0,172.0,1.0,44.0,151.0,0.0,63.3,2025,4.22
00-0040122,Ashton Jeanty,RB,LV,17,55.0,73.0,346.0,5.0,267.0,975.0,5.0,247.1,2025,14.535294117647059
00-0040124,Tetairoa McMillan,WR,CAR,17,70.0,122.0,1013.0,7.0,0.0,0.0,0.0,213.3,2025,12.547058823529412
00-0040129,Emeka Egbuka,WR,TB,17,63.0,128.0,938.0,6.0,3.0,9.0,0.0,193.7,2025,11.394117647058822
00-0040130,Jayden Higgins,WR,HOU,17,41.0,69.0,525.0,6.0,0.0,0.0,0.0,129.5,2025,7.617647058823529
00-0040131,Kyle Williams,WR,NE,13,10.0,21.0,209.0,3.0,2.0,3.0,0.0,49.2,2025,3.784615384615385
00-0040134,Pat Bryant,WR,DEN,12,31.0,49.0,378.0,1.0,0.0,0.0,0.0,74.8,2025,6.233333333333333
00-0040138,Jaylin Noel,WR,HOU,14,26.0,35.0,292.0,2.0,6.0,12.0,0.0,68.4,2025,4.885714285714286
00-0040142,Kaleb Johnson,RB,PIT,10,1.0,2.0,9.0,0.0,28.0,69.0,0.0,8.8,2025,0.8800000000000001
00-0040154,Tai Felton,WR,MIN,3,3.0,3.0,25.0,0.0,0.0,0.0,0.0,5.5,2025,1.8333333333333333
00-0040162,Dylan Sampson,RB,CLE,15,33.0,40.0,271.0,2.0,65.0,175.0,0.0,89.60000000000001,2025,5.973333333333334
00-0040164,Jaylin Lane,WR,WAS,13,16.0,32.0,225.0,0.0,1.0,7.0,0.0,39.2,2025,3.0153846153846158
00-0040170,Elic Ayomanor,WR,TEN,16,41.0,89.0,515.0,4.0,0.0,0.0,0.0,116.5,2025,7.28125
00-0040172,Jordan Watkins,WR,SF,2,2.0,3.0,26.0,0.0,0.0,0.0,0.0,4.6000000000000005,2025,2.3000000000000003
00-0040179,DJ Giddens,RB,IND,5,0.0,2.0,0.0,0.0,26.0,96.0,0.0,9.600000000000001,2025,1.9200000000000004
00-0040184,KeAndre Lambert-Smith,WR,LAC,7,5.0,12.0,51.0,1.0,0.0,0.0,0.0,16.1,2025,2.3000000000000003
00-0040198,Ollie Gordon II,RB,MIA,16,7.0,9.0,32.0,1.0,70.0,199.0,3.0,54.1,2025,3.38125
00-0040202,Devin Neal,RB,NO,9,17.0,19.0,104.0,0.0,57.0,206.0,2.0,60.0,2025,6.666666666666667
00-0040205,Kalel Mullings,RB,TEN,3,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.7000000000000001,2025,0.23333333333333336
00-0040208,Tahj Brooks,RB,CIN,6,1.0,2.0,9.0,0.0,16.0,45.0,0.0,6.4,2025,1.0666666666666667
00-0040218,Jimmy Horn Jr.,WR,CAR,10,11.0,15.0,108.0,0.0,8.0,69.0,0.0,28.7,2025,2.87
00-0040236,Kyle Monangai,RB,CHI,17,18.0,30.0,164.0,0.0,171.0,783.0,5.0,142.70000000000002,2025,8.394117647058824
00-0040237,Tez Johnson,WR,TB,15,28.0,44.0,322.0,5.0,7.0,22.0,0.0,92.4,2025,6.16
00-0040238,LeQuint Allen Jr.,RB,JAX,14,10.0,11.0,54.0,0.0,23.0,94.0,0.0,24.8,2025,1.7714285714285716
00-0040242,Jacory Croskey-Merritt,RB,WAS,17,9.0,13.0,68.0,0.0,176.0,805.0,8.0,144.3,2025,8.488235294117647
00-0040259,Gage Larvadain,WR,CLE,7,7.0,15.0,71.0,0.0,1.0,3.0,0.0,14.4,2025,2.0571428571428574
00-0040277,Jahdae Walker,WR,CHI,3,6.0,10.0,87.0,2.0,0.0,0.0,0.0,26.7,2025,8.9
00-0040311,Theo Wease Jr.,WR,MIA,3,6.0,10.0,139.0,1.0,0.0,0.0,0.0,25.9,2025,8.633333333333333
00-0040317,Jacoby Jones,WR,WAS,1,1.0,1.0,25.0,0.0,0.0,0.0,0.0,3.5,2025,3.5
00-0040352,Coleman Owen,WR,IND,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0
00-0040388,Jakobie Keeney-James,WR,GB,1,2.0,2.0,15.0,0.0,0.0,0.0,0.0,3.5,2025,3.5
00-0040406,Quentin Skinner,WR,NYJ,1,1.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,2025,2.0
00-0040429,Josh Williams,RB,TB,1,0.0,0.0,0.0,0.0,4.0,11.0,0.0,1.1,2025,1.1
00-0040432,Beaux Collins,WR,NYG,3,2.0,6.0,25.0,0.0,0.0,0.0,0.0,4.5,2025,1.5
00-0040466,Raheim Sanders,RB,CLE,4,3.0,4.0,21.0,0.0,27.0,92.0,1.0,20.3,2025,5.075
00-0040476,Ulysses Bentley IV,RB,IND,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025,0.0
00-0040522,Xavier Restrepo,WR,TEN,2,3.0,7.0,41.0,0.0,0.0,0.0,0.0,7.1,2025,3.55
00-0040534,Ke'Shawn Williams,WR,CIN,3,1.0,1.0,5.0,0.0,2.0,10.0,0.0,2.5,2025,0.8333333333333334
00-0040547,Nate Carter,RB,ATL,2,0.0,0.0,0.0,0.0,9.0,60.0,0.0,6.000000000000001,2025,3.0000000000000004
00-0040556,Corey Kiner,RB,ARI,4,2.0,3.0,15.0,0.0,12.0,58.0,0.0,9.3,2025,2.325
00-0040563,Efton Chism III,WR,NE,2,3.0,3.0,75.0,1.0,0.0,0.0,0.0,16.5,2025,8.25
00-0040581,Dont'e Thornton Jr.,WR,LV,11,10.0,30.0,135.0,0.0,0.0,0.0,0.0,23.5,2025,2.1363636363636362
00-0040582,Arian Smith,WR,NYJ,12,7.0,16.0,52.0,0.0,4.0,13.0,0.0,13.5,2025,1.125
00-0040583,Woody Marks,RB,HOU,16,24.0,36.0,208.0,3.0,196.0,703.0,2.0,145.1,2025,9.06875
00-0040586,Jaydon Blue,RB,DAL,5,1.0,1.0,5.0,0.0,38.0,129.0,1.0,20.400000000000002,2025,4.08
00-0040590,Konata Mumpfield,WR,LA,9,10.0,23.0,92.0,1.0,0.0,0.0,0.0,25.2,2025,2.8
00-0040644,Trevor Etienne,RB,CAR,8,3.0,3.0,13.0,0.0,20.0,94.0,0.0,13.700000000000001,2025,1.7125000000000001
00-0040646,Jalen Royals,WR,KC,1,2.0,3.0,4.0,0.0,0.0,0.0,0.0,2.4,2025,2.4
00-0040648,Tory Horton,WR,SEA,7,13.0,22.0,161.0,5.0,0.0,0.0,0.0,59.1,2025,8.442857142857143
00-0040666,Omarion Hampton,RB,LAC,9,32.0,35.0,192.0,1.0,124.0,545.0,4.0,135.7,2025,15.077777777777776
00-0040667,Matthew Golden,WR,GB,14,29.0,44.0,361.0,0.0,10.0,49.0,0.0,70.0,2025,5.0
00-0040669,Isaac TeSlaa,WR,DET,14,16.0,27.0,239.0,6.0,0.0,0.0,0.0,75.9,2025,5.421428571428572
00-0040705,Chimere Dike,WR,TEN,17,48.0,74.0,423.0,4.0,11.0,18.0,0.0,116.10000000000001,2025,6.829411764705883
00-0040715,Cam Skattebo,RB,NYG,8,24.0,32.0,207.0,2.0,102.0,410.0,5.0,127.7,2025,15.9625
00-0040718,Travis Hunter,WR,JAX,7,28.0,45.0,298.0,1.0,1.0,0.0,0.0,63.800000000000004,2025,9.114285714285716
00-0040719,Bhayshul Tuten,RB,JAX,15,10.0,14.0,79.0,2.0,84.0,307.0,5.0,90.6,2025,6.04
00-0040727,Tre Harris,WR,LAC,16,30.0,43.0,324.0,1.0,2.0,10.0,0.0,69.4,2025,4.3375
00-0040729,Jack Bech,WR,LV,12,20.0,29.0,224.0,0.0,0.0,0.0,0.0,42.4,2025,3.533333333333333
00-0040730,RJ Harvey,RB,DEN,17,47.0,58.0,356.0,5.0,147.0,540.0,7.0,208.60000000000002,2025,12.270588235294118
00-0040734,TreVeyon Henderson,RB,NE,17,35.0,42.0,221.0,1.0,180.0,911.0,9.0,208.20000000000002,2025,12.247058823529413
00-0040735,Luther Burden III,WR,CHI,15,47.0,60.0,652.0,2.0,6.0,37.0,0.0,127.9,2025,8.526666666666667
00-0040782,Isaiah Bond,WR,CLE,15,18.0,44.0,317.0,0.0,5.0,29.0,0.0,52.6,2025,3.506666666666667
00-0040784,Quinshon Judkins,RB,CLE,14,26.0,36.0,171.0,0.0,231.0,827.0,7.0,167.8,2025,11.985714285714286
